Sample_Name,Calibration_Points,Calibration_Threshold,Calibration_RMSE,Calibration_Order
SSS038_ICR-2,6,0.600000000000016,0.230707533386389,1
SSS038_ICR-3,164,0.600000000000016,0.303499474685258,1
SSS039_ICR-1,222,0.600000000000016,0.15800343043685,1
SSS039_ICR-2,9,0.600000000000016,0.134239464326431,1
SSS039_ICR-3,18,0.600000000000016,0.244816006516022,1
SSS040_ICR-1,106,0.600000000000016,0.356644631304253,1
SSS040_ICR-2,158,0.600000000000016,0.31417136954044,1
SSS040_ICR-3,7,0.600000000000016,0.207444042251684,1
SSS041_ICR-1,69,0.600000000000016,0.303571749846968,1
SSS041_ICR-2,68,0.600000000000016,0.309884268501359,1
SSS041_ICR-3,61,0.600000000000016,0.353935684807792,1
SSS042_ICR-1,18,0.600000000000016,0.243969030639119,1
SSS042_ICR-2,8,0.700000000000015,0.40990500548866,1
SSS042_ICR-3,6,1.00000000000001,0.708164732002087,1
SSS043_ICR-1,25,0.600000000000016,0.302710058261175,1
SSS043_ICR-2,4,1.40000000000001,0.55210409767117,1
SSS043_ICR-3,380,0.600000000000016,0.148336327823709,1
SSS044_ICR-1,210,0.600000000000016,0.155597750265095,1
SSS044_ICR-2,20,0.600000000000016,0.33472751387413,1
SSS044_ICR-3,33,0.600000000000016,0.37081708826496,1
SSS045_ICR-1,226,0.600000000000016,0.144582747394819,1
SSS045_ICR-2,146,0.600000000000016,0.28590949729652,1
SSS045_ICR-3,7,0.600000000000016,0.0847852642106627,1
SSS046_ICR-1,252,0.600000000000016,0.242152605341455,1
SSS046_ICR-2,244,0.600000000000016,0.133359415835395,1
SSS046_ICR-3,365,0.600000000000016,0.133186205000534,1
SSS047_ICR-1,27,0.600000000000016,0.378779462682065,1
SSS047_ICR-2,65,0.600000000000016,0.334469509641684,1
SSS047_ICR-3,390,0.600000000000016,0.200730819815086,1
SSS048_ICR-1,25,0.600000000000016,0.320651046108399,1
SSS048_ICR-2,262,0.600000000000016,0.11849190972703,1
SSS048_ICR-3,16,0.600000000000016,0.205215572451833,1
