Sample_Name,Calibration_Points,Calibration_Threshold,Calibration_RMSE,Calibration_Order
CM_051_ICR-3,166,0.600000000000016,0.186393137497317,1
CM_052_ICR-1,21,0.600000000000016,0.313586300516558,1
CM_052_ICR-2,20,0.600000000000016,0.295710898161971,1
CM_052_ICR-3,40,0.600000000000016,0.309418641221565,1
CM_053_ICR-1,24,0.600000000000016,0.323362651598554,1
CM_053_ICR-2,9,0.600000000000016,0.1062738336214,1
CM_053_ICR-3,118,0.600000000000016,0.243386437715616,1
CM_054_ICR-1,97,0.600000000000016,0.307515933952156,1
CM_054_ICR-2,10,0.600000000000016,0.280733958271185,1
CM_054_ICR-3,317,0.600000000000016,0.0918299037313904,1
CM_055_ICR-1,215,0.600000000000016,0.116574291783026,1
CM_055_ICR-2,13,0.600000000000016,0.307007755186017,1
CM_055_ICR-3,11,0.600000000000016,0.271851805730399,1
CM_056_ICR-1,242,0.600000000000016,0.10428606921528,1
CM_056_ICR-2,68,0.600000000000016,0.341078491433584,1
CM_056_ICR-3,136,0.600000000000016,0.349495472003607,1
CM_057_ICR-1,161,0.600000000000016,0.30203912264585,1
CM_057_ICR-2,357,0.600000000000016,0.324382516861747,1
CM_057_ICR-3,257,0.600000000000016,0.119473046427495,1
CM_058_ICR-1,69,0.600000000000016,0.317182610904083,1
CM_058_ICR-2,274,0.600000000000016,0.135673331301535,1
CM_058_ICR-3,63,0.600000000000016,0.331216250811162,1
CM_059_ICR-1,84,0.600000000000016,0.204016204298229,1
CM_059_ICR-2,24,0.600000000000016,0.28502015534877,1
CM_059_ICR-3,28,0.600000000000016,0.208452468789822,1
CM_060_ICR-1,31,0.600000000000016,0.200366359595047,1
CM_060_ICR-2,452,0.600000000000016,0.071721205210944,1
CM_060_ICR-3,72,0.600000000000016,0.328760202543602,1
CM_061_ICR-1,39,0.600000000000016,0.349806761344731,1
CM_061_ICR-2,104,0.600000000000016,0.349194121683563,1
CM_061_ICR-3,115,0.600000000000016,0.300294442059173,1
CM_062_ICR-1,20,0.600000000000016,0.244649269986457,1
CM_062_ICR-2,86,0.600000000000016,0.336324731262361,1
CM_062_ICR-3,6,2.10000000000001,0.619523676705006,1
CM_063_ICR-1,28,0.600000000000016,0.283251826133589,1
CM_063_ICR-2,12,0.600000000000016,0.111756614303657,1
CM_063_ICR-3,44,0.600000000000016,0.167136284414569,1
CM_064_ICR-1,77,0.600000000000016,0.300018860761007,1
CM_064_ICR-2,72,0.600000000000016,0.347555618232284,1
CM_064_ICR-3,82,0.600000000000016,0.358517835401017,1
CM_065_ICR-1,375,0.600000000000016,0.0728853020779197,1
CM_065_ICR-2,80,0.600000000000016,0.370316673224702,1
CM_065_ICR-3,22,0.600000000000016,0.352187958242918,1
CM_066_ICR-1,6,0.800000000000015,0.291672972221265,1
CM_066_ICR-2,406,0.600000000000016,0.106195334470163,1
CM_066_ICR-3,15,0.600000000000016,0.368312989316293,1
CM_068_ICR-1,47,0.600000000000016,0.310396453520643,1
CM_068_ICR-2,56,0.600000000000016,0.309400410388454,1
CM_068_ICR-3,256,0.600000000000016,0.128133327669912,1
CM_069_ICR-1,46,0.600000000000016,0.163682047540161,1
CM_069_ICR-2,296,0.600000000000016,0.0765886469079186,1
CM_069_ICR-3,34,0.600000000000016,0.184432607997485,1
CM_070_ICR-1,49,0.600000000000016,0.215181490112881,1
CM_070_ICR-2,86,0.600000000000016,0.321193310211647,1
CM_070_ICR-3,31,0.600000000000016,0.307522866336166,1
CM_071_ICR-1,74,0.600000000000016,0.3510454133137,1
CM_071_ICR-2,330,0.600000000000016,0.241353980270419,1
CM_071_ICR-3,32,0.600000000000016,0.376382100467921,1
CM_072_ICR-1,42,0.600000000000016,0.315369321515764,1
CM_072_ICR-2,47,0.600000000000016,0.321657839345109,1
CM_072_ICR-3,25,0.600000000000016,0.258739478955788,1
CM_073_ICR-1,11,0.600000000000016,0.189917308794143,1
CM_073_ICR-2,323,0.600000000000016,0.0819794901646791,1
CM_073_ICR-3,87,0.600000000000016,0.328333091703204,1
CM_074_ICR-1,60,0.600000000000016,0.324240072166786,1
CM_074_ICR-2,467,0.600000000000016,0.135936337943412,1
CM_074_ICR-3,366,0.600000000000016,0.164968138652921,1
CM_075_ICR-1,344,0.600000000000016,0.114222798963166,1
CM_075_ICR-2,21,0.600000000000016,0.339052525517707,1
CM_075_ICR-3,391,0.600000000000016,0.114285528221415,1
CM_076_ICR-1,273,0.600000000000016,0.223652247973984,1
CM_076_ICR-2,9,0.600000000000016,0.212515325841423,1
CM_076_ICR-3,245,0.600000000000016,0.100007191568972,1
CM_077_ICR-1,266,0.600000000000016,0.104165682294836,1
CM_077_ICR-2,45,0.600000000000016,0.346443206458016,1
CM_077_ICR-3,26,0.600000000000016,0.340033393949284,1
CM_078_ICR-1,34,0.600000000000016,0.170852137041675,1
CM_078_ICR-2,65,0.600000000000016,0.353149281049215,1
CM_078_ICR-3,61,0.600000000000016,0.330031799342338,1
CM_079_ICR-1,61,0.600000000000016,0.250287941883842,1
CM_079_ICR-2,11,0.600000000000016,0.134465675821565,1
CM_079_ICR-3,20,0.600000000000016,0.239624791385055,1
CM_080_ICR-1,522,0.600000000000016,0.137813497675941,1
CM_080_ICR-2,97,0.600000000000016,0.34426007514925,1
CM_081_ICR-1,85,0.600000000000016,0.314472892974163,1
CM_081_ICR-2,27,0.600000000000016,0.119180804992718,1
CM_081_ICR-3,348,0.600000000000016,0.0893667942136529,1
CM_082_ICR-1,52,0.600000000000016,0.334943140228971,1
CM_082_ICR-2,29,0.600000000000016,0.322300453472188,1
CM_082_ICR-3,29,0.600000000000016,0.342538009799937,1
CM_083_ICR-1,79,0.600000000000016,0.33893513104338,1
CM_083_ICR-2,15,0.600000000000016,0.28701311574822,1
CM_083_ICR-3,243,0.600000000000016,0.0889078789689334,1
CM_084_ICR-1,47,0.600000000000016,0.321836566549307,1
CM_084_ICR-2,70,0.600000000000016,0.340310423117829,1
CM_084_ICR-3,65,0.600000000000016,0.236535429311301,1
CM_086_ICR-1,37,0.600000000000016,0.337998368888749,1
CM_086_ICR-2,23,0.600000000000016,0.212943528255321,1
CM_086_ICR-3,6,1.00000000000001,0.435784121266256,1
CM_087_ICR-1,73,0.600000000000016,0.335940944443367,1
CM_087_ICR-2,48,0.600000000000016,0.342095567369125,1
CM_087_ICR-3,102,0.600000000000016,0.33314817913872,1
CM_088_ICR-1,153,0.600000000000016,0.308696910039873,1
CM_088_ICR-2,31,0.600000000000016,0.288796716365587,1
CM_088_ICR-3,26,0.600000000000016,0.35389123062917,1
CM_089_ICR-1,82,0.600000000000016,0.351656306461384,1
CM_089_ICR-2,120,0.600000000000016,0.351886157329242,1
CM_089_ICR-3,35,0.600000000000016,0.139219722610694,1
CM_090_ICR-1,43,0.600000000000016,0.329303930157238,1
CM_090_ICR-2,126,0.600000000000016,0.32783162576311,1
CM_090_ICR-3,26,0.600000000000016,0.317705735111962,1
CM_091_ICR-1,81,0.600000000000016,0.336274812048079,1
CM_091_ICR-2,127,0.600000000000016,0.32125460313928,1
CM_091_ICR-3,6,1.40000000000001,0.720678758398986,1
CM_092_ICR-1,6,0.600000000000016,0.179617161795042,1
CM_092_ICR-2,59,0.600000000000016,0.321374337381948,1
CM_092_ICR-3,523,0.600000000000016,0.152905689978556,1
CM_093_ICR-1,23,0.600000000000016,0.14382763381782,1
CM_093_ICR-2,4,2.20000000000001,0.167255501018854,1
CM_093_ICR-3,316,0.600000000000016,0.136259749272928,1
CM_094_ICR-1,365,0.600000000000016,0.0799465562470043,1
CM_094_ICR-2,374,0.600000000000016,0.0889339284272932,1
CM_094_ICR-3,113,0.600000000000016,0.297414757368813,1
CM_095_ICR-1,443,0.600000000000016,0.262975816750332,1
CM_095_ICR-2,11,0.600000000000016,0.181543703941294,1
CM_095_ICR-3,85,0.600000000000016,0.148968324774858,1
CM_096_ICR-1,25,0.600000000000016,0.384107897117393,1
CM_096_ICR-2,88,0.600000000000016,0.353945581097662,1
CM_096_ICR-3,91,0.600000000000016,0.30787526833829,1
CM_097_ICR-1,44,0.600000000000016,0.2440012265353,1
CM_097_ICR-2,56,0.600000000000016,0.130612180777305,1
CM_097_ICR-3,366,0.600000000000016,0.0812570046672939,1
CM_098_ICR-1,85,0.600000000000016,0.351968186583413,1
CM_098_ICR-2,14,0.600000000000016,0.213749634562736,1
CM_098_ICR-3,388,0.600000000000016,0.0818778310366239,1
CM_099_ICR-1,9,0.600000000000016,0.382211777721878,1
CM_099_ICR-2,60,0.600000000000016,0.303412312762136,1
CM_099_ICR-3,23,0.600000000000016,0.21579994836549,1
CM_100_ICR-1,135,0.600000000000016,0.334016425834035,1
CM_100_ICR-2,140,0.600000000000016,0.344181834327697,1
CM_100_ICR-3,89,0.600000000000016,0.352293056196858,1
CM_101_ICR-1,91,0.600000000000016,0.291727311271655,1
CM_101_ICR-2,354,0.600000000000016,0.0836932136496518,1
CM_101_ICR-3,89,0.600000000000016,0.323096890137245,1
CM_102_ICR-1,80,0.600000000000016,0.309753453599039,1
CM_102_ICR-2,77,0.600000000000016,0.3422888640344,1
CM_102_ICR-3,111,0.600000000000016,0.283826309877471,1
CM_103_ICR-1,6,4.5,1.9958746354502,1
CM_103_ICR-2,277,0.600000000000016,0.130386437958003,1
CM_103_ICR-3,6,1.30000000000001,0.524940260892231,1
CM_104_ICR-1,6,0.700000000000015,0.131325978721451,1
CM_104_ICR-2,416,0.600000000000016,0.0805483571534569,1
CM_104_ICR-3,18,0.600000000000016,0.0846814518718754,1
CM_105_ICR-1,43,0.600000000000016,0.174877028437286,1
CM_105_ICR-2,18,0.600000000000016,0.200360689360333,1
CM_105_ICR-3,130,0.600000000000016,0.331284868717666,1
CM_106_ICR-1,67,0.600000000000016,0.344236755486706,1
CM_106_ICR-2,26,0.600000000000016,0.287234112850333,1
CM_106_ICR-3,29,0.600000000000016,0.30174842511113,1
CM_107_ICR-1,404,0.600000000000016,0.252735096531586,1
CM_107_ICR-2,86,0.600000000000016,0.328784898765051,1
CM_107_ICR-3,332,0.600000000000016,0.222468392295097,1
CM_108_ICR-1,84,0.600000000000016,0.353376167321022,1
CM_108_ICR-2,7,2.50000000000001,0.901954885473821,1
CM_108_ICR-3,44,0.600000000000016,0.328488302964428,1
CM_109_ICR-1,41,0.600000000000016,0.33430462390618,1
CM_109_ICR-2,229,0.600000000000016,0.0854065599019541,1
CM_109_ICR-3,312,0.600000000000016,0.0827503319847245,1
CM_110_ICR-1,252,0.600000000000016,0.0789075911788893,1
CM_110_ICR-2,23,0.600000000000016,0.262792423896617,1
CM_110_ICR-3,50,0.600000000000016,0.334290296320835,1
CM_111_ICR-1,20,0.600000000000016,0.148188532069494,1
CM_111_ICR-2,26,0.600000000000016,0.262668686115033,1
CM_111_ICR-3,23,0.600000000000016,0.3363689684219,1
CM_112_ICR-1,86,0.600000000000016,0.337755436476772,1
CM_112_ICR-2,32,0.600000000000016,0.353859446007339,1
CM_112_ICR-3,133,0.600000000000016,0.34376670524791,1
CM_113_ICR-1,90,0.600000000000016,0.348132137310187,1
CM_113_ICR-2,424,0.600000000000016,0.0690318516770482,1
CM_113_ICR-3,119,0.600000000000016,0.341115172176415,1
CM_114_ICR-1,284,0.600000000000016,0.0961128475871379,1
CM_114_ICR-2,117,0.600000000000016,0.325262041308646,1
CM_114_ICR-3,105,0.600000000000016,0.317985826854138,1
CM_115_ICR-1,63,0.600000000000016,0.21299189031712,1
CM_115_ICR-2,49,0.600000000000016,0.371860066260582,1
CM_115_ICR-3,81,0.600000000000016,0.368941623591043,1
CM_116_ICR-1,88,0.600000000000016,0.359158748146509,1
CM_116_ICR-2,410,0.600000000000016,0.0797810369691918,1
CM_116_ICR-3,381,0.600000000000016,0.169823428731636,1
CM_117_ICR-1,21,0.600000000000016,0.286815986163363,1
CM_117_ICR-2,321,0.600000000000016,0.0906291513773256,1
CM_117_ICR-3,9,0.600000000000016,0.14962376418742,1
SSS001_ICR-1,63,0.600000000000016,0.309839375498022,1
SSS001_ICR-2,186,0.600000000000016,0.111792636026152,1
SSS001_ICR-3,9,0.600000000000016,0.318522605134935,1
SSS002_ICR-1,14,0.600000000000016,0.379477912341756,1
SSS002_ICR-2,183,0.600000000000016,0.264442925970783,1
SSS002_ICR-3,168,0.600000000000016,0.162213903685107,1
SSS003_ICR-1,361,0.600000000000016,0.178183879682782,1
SSS003_ICR-2,24,0.600000000000016,0.326918218184828,1
SSS003_ICR-3,15,0.600000000000016,0.312110455743173,1
SSS004_ICR-1,293,0.600000000000016,0.188768925751974,1
SSS004_ICR-2,8,0.600000000000016,0.0934143448697243,1
SSS004_ICR-3,260,0.600000000000016,0.158687800877063,1
SSS005_ICR-1,25,0.600000000000016,0.318082089860869,1
SSS005_ICR-2,198,0.600000000000016,0.261359421988658,1
SSS005_ICR-3,264,0.600000000000016,0.20596112934706,1
SSS006_ICR-1,32,0.600000000000016,0.319952664630904,1
SSS006_ICR-2,166,0.600000000000016,0.332725743131208,1
SSS006_ICR-3,8,0.600000000000016,0.40394542712005,1
SSS007_ICR-1,22,0.600000000000016,0.229515844389856,1
SSS007_ICR-2,24,0.600000000000016,0.331743614952852,1
SSS007_ICR-3,24,0.600000000000016,0.28650138578462,1
SSS008_ICR-1,102,0.600000000000016,0.310126051225981,1
SSS008_ICR-2,151,0.600000000000016,0.173290267675577,1
SSS008_ICR-3,296,0.600000000000016,0.165189095096493,1
SSS009_ICR-1,6,1.20000000000001,0.445029792216717,1
SSS009_ICR-2,18,0.600000000000016,0.204120952768333,1
SSS009_ICR-3,80,0.600000000000016,0.313166511152663,1
SSS010_ICR-1,138,0.600000000000016,0.322855400977729,1
SSS010_ICR-2,186,0.600000000000016,0.309226501903493,1
SSS010_ICR-3,227,0.600000000000016,0.167551093802504,1
SSS011_ICR-1,181,0.600000000000016,0.216279739675453,1
SSS011_ICR-2,151,0.600000000000016,0.343317749726668,1
SSS011_ICR-3,306,0.600000000000016,0.117533241221328,1
SSS012_ICR-1,231,0.600000000000016,0.361206936822764,1
SSS012_ICR-2,28,0.600000000000016,0.380739296500344,1
SSS012_ICR-3,297,0.600000000000016,0.156272650781195,1
SSS013_ICR-1,267,0.600000000000016,0.135407650133298,1
SSS013_ICR-2,307,0.600000000000016,0.136366488457879,1
SSS013_ICR-3,280,0.600000000000016,0.142532008191943,1
SSS014_ICR-1,227,0.600000000000016,0.135629425597296,1
SSS014_ICR-2,7,0.900000000000015,0.385316379345325,1
SSS014_ICR-3,6,0.700000000000015,0.258036163279299,1
SSS015_ICR-1,184,0.600000000000016,0.214425963159751,1
SSS015_ICR-2,22,0.600000000000016,0.219980506159136,1
SSS015_ICR-3,316,0.600000000000016,0.15812668779197,1
SSS016_ICR-1,7,0.900000000000015,0.55835364528616,1
SSS016_ICR-2,143,0.600000000000016,0.257915744159724,1
SSS016_ICR-3,25,0.600000000000016,0.295180021744245,1
SSS017_ICR-1,26,0.600000000000016,0.373473564733993,1
SSS017_ICR-2,226,0.600000000000016,0.130010707626928,1
SSS017_ICR-3,181,0.600000000000016,0.140491651543226,1
SSS018_ICR-1,7,0.900000000000015,0.667832644747988,1
SSS018_ICR-2,21,0.600000000000016,0.265131751618092,1
SSS018_ICR-3,7,1.10000000000001,0.629362746282295,1
SSS019_ICR-1,12,0.600000000000016,0.241571388032493,1
SSS019_ICR-2,34,0.600000000000016,0.339307322404817,1
SSS019_ICR-3,6,0.700000000000015,0.373516828653496,1
SSS020_ICR-1,312,0.600000000000016,0.1508012520036,1
SSS020_ICR-2,399,0.600000000000016,0.136380126957901,1
SSS020_ICR-3,325,0.600000000000016,0.193310763609026,1
SSS021_ICR-1,139,0.600000000000016,0.324418928655632,1
SSS021_ICR-2,341,0.600000000000016,0.187376669052642,1
SSS021_ICR-3,26,0.600000000000016,0.368515883019516,1
SSS022_ICR-1,15,0.600000000000016,0.319696045605065,1
SSS022_ICR-2,159,0.600000000000016,0.195984464540717,1
SSS022_ICR-3,56,0.600000000000016,0.312527540097903,1
SSS023_ICR-1,259,0.600000000000016,0.170111775271915,1
SSS023_ICR-2,280,0.600000000000016,0.218896388950306,1
SSS023_ICR-3,256,0.600000000000016,0.152037979687668,1
SSS024_ICR-1,11,0.600000000000016,0.26181044618614,1
SSS024_ICR-2,217,0.600000000000016,0.184496730386558,1
SSS024_ICR-3,8,0.600000000000016,0.238082134108499,1
SSS025_ICR-1,252,0.600000000000016,0.148812932525863,1
SSS025_ICR-2,6,0.700000000000015,0.17561687099926,1
SSS025_ICR-3,21,0.600000000000016,0.334977965647269,1
SSS026_ICR-1,95,0.600000000000016,0.330290347336124,1
SSS026_ICR-2,184,0.600000000000016,0.307284674023605,1
SSS026_ICR-3,297,0.600000000000016,0.207948633669468,1
SSS027_ICR-1,334,0.600000000000016,0.134663888175736,1
SSS027_ICR-2,292,0.600000000000016,0.159409351218801,1
SSS027_ICR-3,22,0.600000000000016,0.221251285614373,1
SSS028_ICR-1,13,0.600000000000016,0.29370307213285,1
SSS028_ICR-2,172,0.600000000000016,0.212030797020735,1
SSS028_ICR-3,278,0.600000000000016,0.1650941145513,1
SSS029_ICR-1,330,0.600000000000016,0.147592617761541,1
SSS029_ICR-2,62,0.600000000000016,0.330744566960896,1
SSS029_ICR-3,280,0.600000000000016,0.1259997090001,1
SSS030_ICR-1,201,0.600000000000016,0.188041276123816,1
SSS030_ICR-2,7,0.600000000000016,0.123080003833556,1
SSS030_ICR-3,144,0.600000000000016,0.121312074190868,1
SSS031_ICR-1,265,0.600000000000016,0.206562303407933,1
SSS031_ICR-2,138,0.600000000000016,0.23398166876988,1
SSS031_ICR-3,18,0.600000000000016,0.368377209194347,1
SSS032_ICR-1,18,0.600000000000016,0.31004084377552,1
SSS032_ICR-2,13,0.600000000000016,0.222009028973716,1
SSS032_ICR-3,70,0.600000000000016,0.322609049368703,1
SSS033_ICR-1,265,0.600000000000016,0.294419845281502,1
SSS033_ICR-2,13,0.600000000000016,0.321769648638327,1
SSS033_ICR-3,186,0.600000000000016,0.151744796532454,1
SSS034_ICR-1,40,0.600000000000016,0.353288069061763,1
SSS034_ICR-2,21,0.600000000000016,0.318719390613147,1
SSS034_ICR-3,198,0.600000000000016,0.16321951328401,1
SSS035_ICR-1,126,0.600000000000016,0.35099663589083,1
SSS035_ICR-2,383,0.600000000000016,0.136914848106707,1
SSS035_ICR-3,293,0.600000000000016,0.136189955627142,1
SSS036_ICR-1,20,0.600000000000016,0.277621621462017,1
SSS036_ICR-2,316,0.600000000000016,0.29686159931243,1
SSS036_ICR-3,251,0.600000000000016,0.121502061690968,1
SSS037_ICR-1,260,0.600000000000016,0.154943555089629,1
SSS037_ICR-2,104,0.600000000000016,0.354289084418462,1
SSS037_ICR-3,19,0.600000000000016,0.297869669816187,1
SSS038_ICR-1,22,0.600000000000016,0.282282614680209,1
