COMID,StreamOrde,TotDASqKM,logQ_m3_div_s,logDA_km2,logw_m,length_m,logwbkf_m,logd_m,logdbkf_m,logSlope,logK_m_div_s,D50_m,pred_annual_DOC,pred_annual_DO,no3_conc_mg_l,logRT_total_hz_s,logq_hz_total_m_s,totco2g_m2_day,totco2_o2g_m2_day,totco2_ang_m2_day
23105420,1,1.0197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105422,1,0.5193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105424,1,8.3943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105426,1,8.4645,-2.618536179,0.927601309,0.356575649,299,0.601530256,-1.072908805,-0.479447062,-2.743277445,-4.404224993,1.39E-06,4.314028019,8.147585641,1.495315914,7.640829476,-7.974694135,0.001919813,0.001347864,0.000571949
23105428,1,6.8391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105430,1,14.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105432,1,24.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105434,1,2.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105436,3,63.4158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105438,1,3.8844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105440,1,3.1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105442,1,2.9655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105444,1,0.6921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105446,1,23.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105450,2,1105.0029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105452,2,1104.8427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105454,5,1108.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105456,2,67.8618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105458,1,0.6615,-3.769803809,-0.179470151,-0.226174479,245,0.089576492,-1.505201895,-0.805539221,-2.707925661,-4.404224993,1.00E-06,2.119789337,7.868382353,0.913238515,7.194228374,-7.954677021,0.001125636,0.001087459,3.82E-05
23105460,1,0.5094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105462,2,5.9562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105464,1,0.1692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105466,1,0.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105468,1,0.8154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105470,1,0.5427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105472,1,2.8359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105474,1,1.8333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105476,1,3.3705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105478,1,0.8739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105480,1,1.2438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105482,1,5.1336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105484,1,3.0501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105486,1,2.3877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105488,1,3.4218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105490,2,22.1571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105492,1,1.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105494,2,5.8473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105496,4,161.1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105498,4,161.1369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105500,2,27.4347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105502,1,2.1618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105504,1,0.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105506,1,0.4221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105508,1,0.4644,-3.945895068,-0.333107789,-0.307047626,150,0.018528353,-1.565194851,-0.850793778,-2.485896065,-4.404224993,1.00E-06,0.828163593,8.338275432,1.778645268,6.937343016,-7.93930216,0.000437915,0.00043513,2.79E-06
23105510,2,39.7161,-1.168468299,1.598966596,0.709974883,2483,0.911996199,-0.810751768,-0.281693833,-2.005456299,-3.686476134,0.000277367,1.922698222,9.37392189,1.275433813,6.512262215,-6.280337317,0.039862922,0.039355921,0.000507001
23105524,1,1.6704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105530,3,32.2461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105532,1,2.1843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105534,1,10.1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105682,5,416.8467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105708,1,0.6093,-3.769803809,-0.215168822,-0.244965863,230,0.07306801,-1.519141635,-0.816054402,-2.671532731,-4.404224993,1.00E-06,2.116861744,7.868382353,0.870150052,7.099181802,-8.346787486,0.000452885,0.000437587,1.53E-05
23105948,1,10.9377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105950,1,8.3655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105956,1,6.5898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105960,1,81.8055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105988,2,33.4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105990,3,95.3775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23105994,3,117.9459,-1.185284182,2.071682849,0.958807471,3156,1.130598948,-0.626163892,-0.142453442,-3.101198056,-4.404224993,6.35E-06,2.291578922,9.430238185,1.47152387,8.51054501,-7.739928612,0.001525194,0.001496534,2.87E-05
23105996,3,117.9576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106004,3,108.8595,-1.202385356,2.036866335,0.940480445,1106,1.114498411,-0.639759164,-0.15270878,-2.939952199,-4.404224993,1.09E-05,2.111461588,9.463031507,1.440265518,8.140927578,-7.661543506,0.001764535,0.001737514,2.70E-05
23106042,1,83.2032,-1.571605133,1.92014003,0.879037013,1646,1.060519536,-0.685338855,-0.187090962,-3.171108198,-4.404224993,2.51E-06,3.227679002,9.116478816,1.715455098,8.40571075,-7.931814138,0.001404344,0.001282504,0.00012184
23106044,1,83.2347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106048,2,31.1553,-1.870348159,1.493531938,0.654475249,1750,0.86323903,-0.851922258,-0.312750018,-2.336165321,-4.404224993,2.32E-05,1.633797046,9.486594972,1.341351891,7.607549418,-7.42136079,0.002994256,0.002967422,2.68E-05
23106096,3,29.1357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106142,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106144,1,0.3186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106146,1,4.0833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106148,1,7.7733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106162,2,15.1407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106166,2,16.4844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106168,1,46.6245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106202,1,70.1091,-1.687018492,1.845774392,0.839891767,10211,1.026129915,-0.714377407,-0.193940446,-2.966101997,-4.404224993,3.83E-06,3.224267369,9.119932112,1.957372875,8.288809503,-7.832682665,0.001690939,0.001552473,0.000138466
23106206,1,76.9977,-1.651980379,1.886477753,0.861317564,3310,1.044952764,-0.698483418,-0.188337177,-2.659490448,-4.404224993,1.06E-05,3.073718358,9.011846761,1.930626835,8.056344742,-7.565431096,0.003182318,0.002976603,0.000205715
23106226,1,23.1354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106300,1,4.0086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106318,1,27.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106320,1,32.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106322,1,46.2393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106324,1,46.9305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106326,1,63.3078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106334,1,82.7649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106338,1,89.7228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106346,1,24.7698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106354,1,77.0265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106372,1,33.7329,-1.97161376,1.528053679,0.672647111,4495,0.879203253,-0.838442089,-0.302581506,-3.165592014,-4.404224993,1.25E-06,3.825551562,7.868382353,1.868927287,8.297491768,-8.040958608,0.001322415,0.000997185,0.000325229
23106374,1,52.0551,-1.783032128,1.716463285,0.771823836,3261,0.966331329,-0.764871255,-0.247084731,-2.725184277,-4.404224993,6.92E-06,3.861014668,7.868382353,2.028037227,7.873897262,-7.723538196,0.0028784,0.002134202,0.000744198
23106380,1,84.4668,-1.572523304,1.926686041,0.882482761,5778,1.063546672,-0.682782746,-0.185162809,-3.068054204,-4.404224993,3.37E-06,3.973102653,7.868382353,2.152260869,8.327731961,-7.872895202,0.00199548,0.001451614,0.000543865
23106398,1,61.7958,-1.792080255,1.790958959,0.811037532,5179,1.000781084,-0.735781926,-0.225141744,-2.529839513,-4.404224993,1.07E-05,3.503643998,9.495856444,5.559852569,7.883968779,-7.578396073,0.003855177,0.003489589,0.000365589
23106400,1,61.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106404,2,30.3777,-2.060816737,1.482554889,0.648697053,1640,0.858162807,-0.856208614,-0.315983349,-3.078126324,-4.404224993,1.28E-06,2.089252566,9.358014172,1.742621963,8.262485495,-7.987162775,0.00091236,0.000898659,1.37E-05
23106408,1,31.6872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106412,1,61.9371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106414,2,235.3869,-1.190592081,2.371782289,1.116776485,7201,1.269376835,-0.508980025,-0.054057997,-2.917376174,-4.404224993,1.02E-05,3.696364713,7.868382353,3.842145493,8.434358727,-7.675717545,0.003123066,0.002415152,0.000707914
23106418,1,42.552,-1.898620253,1.628919977,0.725742011,1760,0.925847831,-0.799055468,-0.272870949,-2.595205611,-4.404224993,8.31E-06,1.746452357,9.088072947,1.983023882,7.871535902,-7.634512015,0.001554173,0.001536183,1.80E-05
23106422,2,78.6492,-1.638934258,1.895694309,0.866169058,3328,1.049214865,-0.694884505,-0.194291543,-2.840038992,-4.404224993,5.71E-06,1.91216274,9.118518415,1.837979345,8.225035364,-7.68613278,0.001531227,0.001510997,2.02E-05
23106494,1,11.5641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106498,1,11.3328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106500,1,21.2994,-2.171378154,1.32836737,0.567534454,1790,0.786860381,-0.916416289,-0.361399877,-2.79346285,-4.404224993,2.84E-06,3.743660242,7.868382353,1.798963832,7.600451799,-8.769551079,0.000224917,0.000170682,5.42E-05
23106506,1,12.9582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106520,1,21.5613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106562,2,3.0924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106614,2,72.4761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106616,2,72.3411,-1.691830667,1.859385108,0.847056297,822,1.03242405,-0.709062647,-0.187720176,-2.178475336,-4.404224993,5.02E-05,2.737180831,10.02454259,2.347303321,7.57883884,-7.335358024,0.00499911,0.004866148,0.000132961
23106618,2,70.209,-1.704722333,1.846392787,0.840217284,585,1.026415886,-0.714135933,-0.175146881,-2.64988578,-4.404224993,1.14E-05,2.764952777,10.04962568,2.420286381,7.98999592,-7.632644079,0.002361604,0.002298792,6.28E-05
23106620,2,68.4855,-1.715446199,1.835598631,0.834535359,1864,1.02142424,-0.718350873,-0.193713548,-2.215067619,-4.404224993,4.33E-05,2.788438797,10.0365158,2.478334076,7.580815101,-7.370590401,0.004618042,0.004486724,0.000131318
23106622,1,41.1768,-1.938360701,1.614652593,0.718231818,884,0.919250026,-0.804626645,-0.277073462,-2.308962736,-4.404224993,2.14E-05,2.711654907,9.991961566,2.803868144,7.516574193,-7.496209317,0.003254629,0.003169171,8.55E-05
23106624,1,38.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106632,2,3.6702,-3.003887081,0.564689731,0.165543022,361,0.433705544,-1.214619773,-0.586344064,-1.671581047,-4.404224993,2.45E-05,1.141560713,10.42552711,1.215862785,6.638278509,-7.326058001,0.002250591,0.002240255,1.03E-05
23106640,1,33.9705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106898,4,229.4028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106914,2,28.5282,-2.088562625,1.455274371,0.634336891,1286,0.845547213,-0.866861205,-0.324018931,-2.648344746,-4.404224993,4.67E-06,2.084695756,9.44665052,1.790541218,7.879461247,-7.665546249,0.001959133,0.001931056,2.81E-05
23106926,1,22.6467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23106960,3,59.9013,-1.739744138,1.777436248,0.803919327,3109,0.994527646,-0.741062321,-0.22912491,-2.611236489,-4.404224993,1.12E-05,1.757826633,9.454976445,2.050459775,7.94049964,-7.59345982,0.002035874,0.00201496,2.09E-05
23106966,3,33.6717,-1.97161376,1.527265043,0.672231982,2307,0.878838556,-0.838750038,-0.302813801,-2.351900644,-4.404224993,1.61E-05,1.206651698,9.725007582,2.189226434,7.654584602,-7.43062609,0.001712992,0.001702936,1.01E-05
23107012,1,9.6426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23107032,1,7.2756,-2.672893847,0.861868814,0.321974793,529,0.571132942,-1.098576257,-0.498808821,-2.24488926,-4.404224993,6.05E-06,3.924721116,7.868382353,2.267478427,7.236490248,-7.663540266,0.003476914,0.002540623,0.000936292
23107034,1,6.7176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23107212,2,76.3344,-1.668285907,1.882720296,0.859339681,1116,1.043215167,-0.699950642,-0.189898088,-1.919264953,-4.282168123,0.000118944,2.660152173,9.983900131,2.337285156,7.265594564,-7.010550182,0.009848657,0.009606649,0.000242008
23107224,1,83.2149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23107226,1,83.2329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23107232,5,1036.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23107282,2,3.6702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23107296,2,78.7068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23107300,5,1036.3068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23107302,1,0.0135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23107314,3,64.0404,-1.777839818,1.806454036,0.819193968,566,1.007946623,-0.729731355,-0.220577609,-2.374419028,-4.404224993,1.87E-05,2.005865385,10.1780277,1.443665473,7.64872828,-7.530177984,0.002666112,0.002638828,2.73E-05
23107316,4,109.8216,-1.543633738,2.040687767,0.942492004,1088,1.116265592,-0.638266959,-0.151583163,-2.414415204,-4.404224993,2.40E-05,2.40554097,9.819710935,1.525597869,7.748344503,-7.503070352,0.003090291,0.003032021,5.83E-05
23107318,1,1.4283,-3.468773814,0.154819436,-0.050208151,3149,0.244165259,-1.374667341,-0.707072936,-1.648187852,-4.404224993,9.75E-06,4.410958746,8.382901244,1.359902609,6.360500828,-8.397940009,0.000806795,0.000574017,0.000232778
23107320,4,180.4266,-1.330997904,2.256300565,1.055988188,1889,1.215973504,-0.554073728,-0.088073583,-2.509819511,-4.404224993,2.54E-05,1.984782344,10.00905528,1.550682688,7.984436019,-7.493494968,0.002408335,0.002382756,2.56E-05
23107322,4,184.5819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23107324,3,110.5731,-1.547955112,2.043649486,0.94405102,1745,1.117635209,-0.637110456,-0.150710777,-3.861602557,-4.404224993,1.00E-06,3.090921264,9.520529526,1.578115243,8.51054501,-8.124938737,0.000878689,0.000828382,5.03E-05
23107326,3,149.5782,-1.414096987,2.174868303,1.013123149,1917,1.178315995,-0.585871679,-0.112059769,-2.223059221,-4.404224993,5.82E-05,3.236481626,9.454867051,1.66436025,7.761290588,-7.277366077,0.006128613,0.005700564,0.000428049
23107330,1,6.7059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23107332,1,43.4016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23107334,1,47.7072,-1.914486658,1.678583928,0.751884563,1686,0.948814412,-0.779662517,-0.258242242,-2.448707401,-4.404224993,1.15E-05,3.928020704,8.784153176,1.647856486,7.783178386,-7.524328812,0.004303167,0.003475352,0.000827814
23107336,4,107.4132,-1.554518881,2.031057655,0.93742282,1254,1.111812247,-0.642027358,-0.154419749,-2.352442956,-4.404224993,2.92E-05,2.376633771,9.879871855,1.515392128,7.759256271,-7.452225295,0.003320866,0.003262459,5.84E-05
23107340,5,277.4511,-1.183591757,2.443186451,1.154362844,560,1.302396952,-0.481097881,-0.033025626,-3.425968732,-4.404224993,1.85E-06,2.610714661,10.0386681,1.535912726,8.51054501,-8.022276395,0.001197999,0.001171795,2.62E-05
23107342,3,69.5376,-1.71289901,1.842219697,0.838020615,1239,1.024486083,-0.715765456,-0.210042696,-2.88895267,-4.404224993,3.93E-06,4.059387846,9.156438475,1.809929538,8.231473124,-7.790484985,0.002376883,0.001958545,0.000418338
23107344,5,416.8431,-0.998461399,2.619972617,1.247421119,3994,1.384149889,-0.412065808,0.019047419,-2.806224448,-4.404224993,1.79E-05,2.63749721,9.788667501,2.662610972,8.44104703,-7.585026652,0.004752539,0.004629441,0.000123098
23107346,2,61.1055,-1.809174554,1.786080302,0.808469461,5302,0.998525,-0.737686961,-0.226578771,-2.606507277,-4.404224993,8.50E-06,3.022358316,9.458974165,1.554372385,7.970494463,-7.562249437,0.003320936,0.00316728,0.000153656
23107348,5,348.2982,-1.077397627,2.54195123,1.206351527,1622,1.348069704,-0.442531869,-0.00393408,-2.43262422,-4.404224993,5.01E-05,2.536933963,9.914817521,1.639474651,8.078511445,-7.35753548,0.006664145,0.006524502,0.000139642
23107356,3,69.2928,-1.752770522,1.840688111,0.837214405,5690,1.023777817,-0.716363515,-0.210493831,-2.173276833,-4.404224993,3.58E-05,1.399520304,10.17906877,1.648960787,7.597267034,-7.349692477,0.002563432,0.002548201,1.52E-05
23107406,5,1036.2735,0.770239744,3.015474392,1.455608863,2344,1.5670456,-0.257628908,0.135543989,-3.262751682,-4.309046781,0.000114486,2.643785985,10.3078638,0.431201038,8.50754097,-6.842241114,0.017973149,0.017625558,0.000347591
23107408,5,1036.5705,0.770248093,3.015598845,1.455674374,963,1.567103152,-0.257580311,0.135580647,-3.220201558,-4.21274007,0.000131281,2.171768336,10.30304242,0.43120935,8.509736191,-6.875821945,0.013131963,0.012986446,0.000145516
23107410,1,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23107412,5,1142.4204,0.774927526,3.062665789,1.480449891,4510,1.588868774,-0.239201448,0.149444397,-2.885539143,-3.477765139,0.000373155,2.240659883,10.27320891,0.469068569,7.666440885,-6.118558278,0.092441257,0.091315408,0.001125848
23107416,5,1129.5846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23107464,4,68.9508,-1.695475118,1.838539309,0.8360833,2980,1.022784126,-0.717202587,-0.211126769,-2.057243125,-4.67996386,6.76E-05,3.106270044,9.988820974,2.624843749,7.738789579,-7.48148606,0.004090137,0.003911935,0.000178202
23107466,3,29.8557,-2.067948168,1.475027258,0.644734591,1346,0.854681732,-0.859148029,-0.318200642,-1.685938655,-4.30615702,0.000114957,3.101945733,10.082895,3.003413332,6.916404411,-6.995248844,0.011754025,0.011242905,0.00051112
23107468,1,0.8217,-3.644865073,-0.085286713,-0.176597363,1636,0.13313065,-1.468424821,-0.777797127,-1.3620553,-4.404224993,2.32E-05,3.626018492,9.183667322,2.881564405,6.130143656,-7.88941029,0.002294162,0.001983956,0.000310205
23107470,1,3.006,-3.070833856,0.477988976,0.119904707,4788,0.393611676,-1.248474982,-0.611882105,-1.551853214,-4.404224993,3.63E-05,3.171056154,10.00282078,2.328279898,6.422804152,-7.721246399,0.002623387,0.002492625,0.000130762
23107472,1,2.0106,-3.246925141,0.303325678,0.027963886,3705,0.312840437,-1.316678111,-0.663329851,-1.545444614,-4.404224993,2.73E-05,3.52483658,9.709498551,4.902875225,6.36152714,-7.832682665,0.002416184,0.002186561,0.000229623
23107474,3,33.8373,-1.996505113,1.529395702,0.673353537,890,0.879823857,-0.837918051,-0.302186208,-1.817771432,-4.506645132,8.65E-05,2.959036807,9.789520428,2.341267506,7.252075839,-7.272458743,0.006999652,0.006710119,0.000289533
23107476,3,32.6007,-2.011396671,1.513226925,0.664842472,111,0.872346774,-0.844231691,-0.306948783,-1.555364622,-3.927562966,0.000196896,3.018395865,9.78928206,2.405983159,6.40805266,-6.553929064,0.029192097,0.027874956,0.001317142
23107478,3,30.2364,-2.046895848,1.480530082,0.647631217,472,0.857226456,-0.856999267,-0.316579764,-1.726998728,-4.377105528,0.00010393,3.172031879,9.788739197,2.370800243,7.004150495,-7.11463878,0.009661188,0.009117585,0.000543603
23107480,1,0.9126,-3.54795506,-0.039719536,-0.152611306,1957,0.154202721,-1.450631592,-0.764375139,-1.334492273,-4.404224993,2.62E-05,0.781818182,8.792090958,3.388946022,6.141945645,-7.716698771,0.000670912,0.000667277,3.64E-06
23107482,2,7.2261,-2.64486513,0.858903967,0.32041413,952,0.569761879,-1.099733981,-0.499682128,-1.785512473,-4.404224993,3.07E-05,2.887671726,9.516147515,2.111973688,6.84234605,-7.321481621,0.00551678,0.005277692,0.000239088
23107484,1,5.1858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23107486,1,1.197,-3.434011766,0.07809415,-0.09059549,917,0.208684443,-1.404627296,-0.729672665,-1.300840598,-4.404224993,3.55E-05,2.689481422,9.056406998,1.373457328,6.158037117,-7.500312917,0.003827883,0.003668917,0.000158966
23107490,3,22.1085,-2.191929253,1.344559278,0.576057695,592,0.794348162,-0.910093616,-0.356630488,-1.381563201,-3.763868505,0.000248475,3.332414761,9.86685664,2.585022593,6.024779259,-6.325874017,0.062468967,0.05827967,0.004189296
