COMID,FromNode,ToNode,Hydrosq,AreSqKM,pred_stream_area_m2_fill,pred_logw_m,stream_length_m,cum_totco2g_day,cum_stream_area_m2,cum_stream_length_m,TOT_urban16,TOT_forest16,TOT_wetland16,TOT_agrc16,TOT_shrub16,CAT_STREAM_LENGTH,CAT_STREAM_SLOPE,TOT_STREAM_LENGTH,TOT_STREAM_SLOPE,CAT_BASIN_AREA,TOT_BASIN_AREA,cum_totco2g_day_Tsurface_m2,cum_totco2g_day_Tdrain_m2
24423349,50128029,50128028,50071861,0.1701,1080.282556,0.456068286,378,378592.2244,18430.01148,11606,2.46,89.46,1.01,0,4.61,0.378,0.07,11.61,0.076658,0.17,13.08,20.5421589,0.02894436
24423351,50128030,50128029,50080574,4.0545,5799.78999,0.434838408,2131,264269.2232,15973.91184,9354,2.56,89.43,1.1,0,4.54,2.131,0.07,9.35,0.052406,4.05,11.92,16.54380128,0.022170237
24423353,50128031,50128030,50111625,4.0464,6145.144078,0.199078953,3887,62667.62553,6220.925578,4126,0.87,94.72,2.77,0,0.28,3.887,0.1,4.13,0.026634,4.05,4.25,10.07368192,0.014745324
24423355,50128032,50128026,50028383,0.0585,1444.427902,0.931814399,169,10041871.16,206096.1379,91136,0.6,74.98,2.25,0,8.97,0.169,0.04,91.14,0.084485,0.06,104.81,48.72420832,0.095810239
24423357,50128033,50128032,50029105,1.5741,9322.176766,0.928916982,1098,9629771.696,203354.1121,89411,0.55,74.92,2.28,0,8.89,1.098,0,89.41,0.082429,1.57,103.49,47.35469372,0.093050263
24423359,50128034,50128033,50029889,3.1428,13357.95823,0.92080015,1603,9364870.63,191647.716,86090,0.49,74.57,2.25,0,8.94,1.603,0.01,86.09,0.083053,3.14,99.88,48.86502601,0.09376122
24423361,50128035,50128034,50030700,2.7846,11135.58512,0.892603097,1426,8327949.349,170183.315,80918,0.34,74.01,2.49,0,7.82,1.426,0.01,80.92,0.086382,2.78,88.29,48.93516941,0.094324944
24423363,50128036,50128035,50031584,2.1582,7974.617051,0.856766782,1109,7430056.691,145273.2812,73946,0.23,72.08,2.86,0,7.88,1.109,0.01,73.95,0.09236,2.16,75.48,51.14537669,0.098437423
24423365,50128037,50128036,50032525,1.6632,6875.497395,0.846958312,978,6718920.075,135962.4142,71040,0.14,71.12,2.95,0,8.15,0.978,0.01,71.04,0.091779,1.66,72.31,49.41748138,0.09291827
24423367,50128038,50128037,50034642,0.2187,1995.702851,0.837699855,290,6002356.68,127586.6539,67799,0.09,70.51,3.01,0,8.22,0.29,0.02,67.63,0.084282,0.22,69.44,47.04533348,0.086439468
24423367,50128038,50128037,50034642,0.2187,1995.702851,0.837699855,290,6002356.68,127586.6539,67799,0.09,70.51,3.01,0,8.22,0.29,0.02,67.63,0.084282,0.22,69.44,47.04533348,0.086439468
24423367,50128038,50128037,50034642,0.2187,1995.702851,0.837699855,290,6002356.68,127586.6539,67799,0.09,70.51,3.01,0,8.22,0.29,0.02,67.63,0.084282,0.22,69.44,47.04533348,0.086439468
24423367,50128038,50128037,50034642,0.2187,1995.702851,0.837699855,290,6002356.68,127586.6539,67799,0.09,70.51,3.01,0,8.22,0.29,0.02,67.63,0.084282,0.22,69.44,47.04533348,0.086439468
24423367,50128038,50128037,50034642,0.2187,1995.702851,0.837699855,290,6002356.68,127586.6539,67799,0.09,70.51,3.01,0,8.22,0.29,0.02,67.63,0.084282,0.22,69.44,47.04533348,0.086439468
24423367,50128038,50128037,50034642,0.2187,1995.702851,0.837699855,290,6002356.68,127586.6539,67799,0.09,70.51,3.01,0,8.22,0.29,0.02,67.63,0.084282,0.22,69.44,47.04533348,0.086439468
24423367,50128038,50128037,50034642,0.2187,1995.702851,0.837699855,290,6002356.68,127586.6539,67799,0.09,70.51,3.01,0,8.22,0.29,0.02,67.63,0.084282,0.22,69.44,47.04533348,0.086439468
24423367,50128038,50128037,50034642,0.2187,1995.702851,0.837699855,290,6002356.68,127586.6539,67799,0.09,70.51,3.01,0,8.22,0.29,0.02,67.63,0.084282,0.22,69.44,47.04533348,0.086439468
24423369,50128039,50128038,50035828,0.0189,920.6224067,0.836974431,134,5280957.667,124436.6562,67341,0.09,70.45,2.98,0,8.25,0.134,0.02,67.34,0.084348,0.02,69.22,42.43892296,0.076292367
24423371,50128040,50128039,50037120,2.8665,10385.69846,0.828084891,1543,5060750.363,121175.3696,64887,0.1,69.78,3.1,0,8.4,1.543,0.02,64.89,0.079673,2.87,66.58,41.76385333,0.076010069
24423373,50128041,50128040,50038564,1.9809,7488.767815,0.800686209,1185,4442187.482,105242.8475,59998,0.01,69.18,3.38,0,7.08,1.185,0,60,0.0825,1.98,59.06,42.20892522,0.075214824
24423375,50128042,50128041,50040192,0.0549,1162.44566,0.773115716,196,3838430.995,90533.04316,52795,0,65.97,3.7,0,7.64,0.196,0,52.8,0.080682,0.05,52.35,42.39812185,0.073322464
24423377,50128043,50128042,50042002,0.0297,986.9007284,0.768973526,168,3594586.279,88107.90616,50778,0,65.54,3.77,0,7.59,0.168,0,50.78,0.078771,0.03,51.41,40.79754514,0.069919982
24423379,50128044,50128043,50044034,1.341,7987.624522,0.760641499,1386,3347285.941,84452.82656,47482,0,64.69,3.48,0,7.87,1.386,0.01,47.48,0.074768,1.34,49.57,39.63497822,0.067526446
24423381,50128045,50128044,50046382,1.3293,6894.712485,0.736437427,1265,2607724.979,70769.81901,40543,0,62.26,2.59,0,8.65,1.265,0.01,40.54,0.074494,1.33,44.59,36.84798147,0.058482283
24423383,50128046,50128045,50049026,0.1134,1095.987761,0.721721046,208,2090370.145,61513.80863,36643,0,60.82,1.75,0,9.17,0.208,0.01,36.64,0.075055,0.11,41.81,33.98212843,0.049996894
24423385,50128047,50128046,50052120,0.0072,538.6601666,0.697883823,108,1901244.587,55254.09174,33077,0,59.15,1.66,0,9.61,0.108,0,33.08,0.076179,0.01,37.67,34.40911843,0.050471054
24423387,50128048,50128047,50055707,0.1422,2033.449367,0.68916273,416,1873993.494,52639.78913,30621,0,58.13,1.15,0,9.98,0.416,0.02,30.62,0.076421,0.14,36.26,35.60032296,0.051682115
24423389,50128049,50128048,50060014,0.0027,214.1385308,0.640518238,49,1287244.161,41560.6528,23424,0,50.64,0.9,0,10.86,0.049,0,23.42,0.074722,0,29.31,30.97266462,0.043918259
24423391,50128050,50128049,50065246,0.6489,2977.856386,0.61902586,716,1210196.877,36691.72274,19585,0,47.9,0.38,0,11.3,0.716,0.02,19.59,0.078612,0.65,26.68,32.98283065,0.045359703
24423393,50128051,50128050,50071860,0.0837,1602.248406,0.59194985,410,850860.085,30468.97395,16052,0,41.7,0.15,0,12.66,0.41,0.03,16.05,0.085981,0.08,23.7,27.92545907,0.035901269
24423395,50128052,50128051,50080573,0.2529,1996.740704,0.570315578,537,603022.2626,25734.3798,12737,0,36.47,0.03,0,13.51,0.537,0.03,12.74,0.092622,0.25,21.56,23.43255471,0.027969493
24423397,50128053,50128052,50092710,2.3193,6912.782783,0.535569992,2014,376821.6811,20730.24114,9826,0,33.62,0,0,14.79,2.014,0.13,9.83,0.083418,2.32,18.52,18.17739015,0.020346743
24423399,50128054,50128053,50111624,4.761,5104.823525,0.40453144,2011,139482.9441,8809.597737,5114,0,25.11,0,0,13.64,2.011,0.11,5.11,0.111546,4.76,10.44,15.8330662,0.013360435
24423401,50225985,50128054,50149027,4.5909,2462.370961,0.216672448,1495,44939.62414,2462.370961,1495,0,3.86,0,0,11.06,1.495,0.21,1.5,0.14,4.59,4.59,18.25054992,0.009790768
24423403,50128055,50128008,50022707,5.1426,28270.73676,1.088103524,2308,18213752.04,494672.1756,173311,2.29,74.49,1.04,0,14.56,2.308,0,173.31,0.070913,5.14,207.64,36.81984339,0.087717935
24423405,50128056,50128055,50023100,0.0126,894.5400468,1.082373261,74,16163891.54,466401.4389,171003,2.11,75.1,0.98,0,14.76,0.074,0.01,171,0.071871,0.01,202.5,34.65660736,0.079821687
24423407,50128057,50128056,50023523,0.0468,2079.133087,1.082350682,172,16031469.28,465506.8988,170929,2.11,75.1,0.98,0,14.76,0.172,0,170.93,0.071842,0.05,202.48,34.43873618,0.079175569
24423409,50128058,50128057,50023959,0.0585,975.7009724,1.080832742,81,15550343.65,461952.8151,169015,2.11,75.03,0.98,0,14.8,0.081,0,169.02,0.071826,0.06,201.14,33.66219047,0.077311045
24423411,50128059,50128058,50024413,0.0729,4046.732503,1.080764538,336,15326888.74,460977.1141,168934,2.11,75.03,0.98,0,14.8,0.336,0.02,168.93,0.071864,0.07,201.08,33.24869776,0.07622284
24423413,50128060,50128059,50024883,0.0189,529.8281172,1.080684941,44,14598974.33,456930.3816,168598,2.11,75.03,0.98,0,14.8,0.044,0.05,168.6,0.071886,0.02,201.01,31.95010645,0.0726281
24423415,50128061,50128060,50025381,0.1413,2763.007755,1.070320192,235,14316087.14,443640.4755,160910,2.04,75.06,0.99,0,14.53,0.235,0,160.91,0.071841,0.14,192.1,32.26956946,0.074524139
24423417,50128062,50128061,50025918,0.0135,1375.092406,1.070141615,117,13804302.64,440877.4677,160675,2.02,75.08,0.99,0,14.53,0.117,0,160.68,0.071944,0.01,191.95,31.31097336,0.071916138
24423419,50128063,50128062,50026481,2.2743,18575.35485,1.061574802,1612,13373869.58,431559.5694,156711,1.98,74.74,1.03,0,14.61,1.612,0.01,156.71,0.073065,2.27,184.89,30.98962584,0.072334196
24423421,50128064,50128063,50027082,11.3544,73290.95652,1.02481923,6922,11738182.1,373864.3975,134420,1.98,74.03,1.19,0,13.87,6.922,0.02,134.42,0.074542,11.35,157.43,31.39689733,0.074561279
24423423,50128065,50128064,50027718,0.1233,3775.873216,0.991552811,385,10488313.13,287836.9486,118016,1.97,72.63,1.35,0,13.74,0.385,0.01,118.02,0.075496,0.12,136.11,36.43838353,0.077057623
24423425,50128066,50128065,50028382,2.8566,19082.52995,0.984854893,1976,9692621.674,278537.7588,113933,1.81,72.58,1.26,0,13.75,1.976,0.03,113.93,0.076889,2.86,132.18,34.79823244,0.073328958
24423427,50128067,50128066,50029104,0.1836,2270.429038,0.979535755,238,8894609.191,259395.1755,111758,1.78,72.39,1.28,0,13.75,0.238,0,111.76,0.078114,0.18,129.14,34.28980193,0.06887571
24423429,50128068,50128067,50029888,1.0611,8406.410534,0.976201222,888,8428160.683,254877.4567,109208,1.79,72.16,1.3,0,13.83,0.888,0,109.21,0.07829,1.06,127.27,33.0675015,0.066222682
24423431,50128069,50128068,50030699,2.4183,12678.21606,0.967599056,1366,7651636.156,243861.8042,106528,1.74,71.79,1.27,0,13.87,1.366,0,106.53,0.078569,2.42,122.57,31.37693572,0.062426664
24423433,50128070,50128069,50031583,0.1296,3749.37624,0.949681163,421,6735738.207,222085.6841,100680,1.58,71.16,1.1,0,13.97,0.421,0,100.68,0.081744,0.13,113.33,30.32945701,0.059434732
24423435,50128071,50128070,50032524,0.9009,6653.70537,0.940544697,763,5946831.758,212434.605,94744,1.44,70.76,1.11,0,14.03,0.763,0.03,94.74,0.078003,0.9,108.89,27.99370544,0.054613204
24423437,50128072,50128071,50033544,0.0666,2038.2545,0.934503166,237,5352520.906,203012.4578,91331,1.35,70.36,1.06,0,14.24,0.237,0,91.33,0.078835,0.07,106.05,26.36548005,0.050471673
24423439,50128073,50128072,50034641,2.1654,11519.99527,0.929842877,1354,4956167.662,197372.1096,87777,1.36,70.09,1.07,0,14.25,1.354,0.02,87.78,0.079517,2.17,103.91,25.11078021,0.047696734
24423441,50128074,50128073,50035827,1.017,5391.806015,0.921508586,646,4304335.142,183738.5675,84153,1.18,69.53,1.09,0,14.46,0.646,0,84.15,0.079857,1.02,100.19,23.42641069,0.042961724
24423443,50128075,50128074,50037119,1.1241,9964.460476,0.877539909,1321,3585630.767,156363.8076,72529,1.16,67.11,1.26,0,15.5,1.321,0.02,72.53,0.081208,1.12,82.66,22.93133444,0.043378064
24423445,50128076,50128075,50038563,4.8303,13348.85571,0.853840566,1869,3012805.703,137039.0648,62947,1.24,67.04,1.39,0,14.83,1.869,0.03,62.95,0.071962,4.83,74.52,21.98501359,0.040429491
24423447,50128077,50128076,50040191,1.3905,7662.966215,0.826741859,1142,2525039.1,119821.5336,58369,0.85,65.92,1.54,0,16.02,1.142,0.01,58.37,0.074182,1.39,66.19,21.07333319,0.038148347
24423449,50128078,50128077,50042001,0.8946,5353.43736,0.817472959,815,2081276.246,110269.1652,54938,0.59,65.47,1.56,0,16.11,0.815,0.01,54.94,0.076447,0.89,63.56,18.87450806,0.032745064
24423451,50128079,50128078,50044033,1.4535,6159.429267,0.796979086,983,1673992.82,99253.24863,49748,0.53,67.88,1.61,0,15.56,0.983,0,49.75,0.078593,1.45,58.11,16.86587434,0.028807311
24423453,50128080,50128079,50046381,0.3834,3230.47143,0.751130514,573,1575800.051,79961.11843,43060,0.4,65.87,1.49,0,16.12,0.573,0.02,43.06,0.088249,0.38,47.55,19.70707867,0.033139854
24423455,50128081,50128080,50049025,0.2997,4311.386209,0.742508347,780,1275488.444,75989.06191,41636,0.32,65.37,1.06,0,16.49,0.78,0,41.64,0.090538,0.3,45.79,16.78515844,0.027855175
24423457,50128082,50128081,50052119,2.3121,10060.24521,0.723192596,1903,1220920.72,68228.7969,38410,0.14,62.85,1,0,17.78,1.903,0.01,38.41,0.094507,2.31,42.08,17.89450754,0.029014276
24423459,50128083,50128082,50055706,2.0808,5881.081188,0.5143732,1799,309836.3704,24123.27747,17043,0.01,79.89,0.9,0,14.44,1.799,0.01,17.04,0.084507,2.08,16.88,12.84387542,0.018355235
24423461,50128084,50128083,50060013,0.3456,1114.13071,0.441640408,403,172776.9554,15119.31912,12646,0,77.55,0.82,0,16.1,0.403,0.02,12.65,0.100395,0.35,12.28,11.42756192,0.014069785
24423463,50128085,50128084,50065245,1.1169,1785.809832,0.387960215,731,109575.7872,11321.77507,9858,0,74.39,0.44,0,18.57,0.731,0.01,9.86,0.109533,1.12,9.71,9.678322216,0.011284839
24423465,50128086,50128085,50071859,0.7362,813.1623271,0.340800447,371,94228.84919,8444.700172,7332,0,69.82,0.18,0,21.88,0.371,0.02,7.33,0.122783,0.74,7.9,11.1583416,0.011927702
24423467,50128087,50128086,50080572,0.054,610.1163209,0.296911018,308,77788.74148,6833.514872,5600,0,65.14,0.04,0,25.27,0.308,0.03,5.6,0.125,0.05,6.52,11.38341585,0.011930789
24423469,50128088,50128087,50092709,0.0702,341.6257678,0.250412739,192,44012.9444,5308.482008,4140,0,59.59,0,0,30.86,0.192,0.03,4.14,0.115942,0.07,5.32,8.291060294,0.00827311
24423471,50225986,50128088,50149026,3.7557,3701.689249,0.171075193,2498,25407.3126,3701.689249,2498,0,56.93,0,0,32.26,2.498,0.22,2.5,0.088,3.76,3.76,6.863707592,0.006757264
24423473,50128089,50127683,50027717,0,544.6300529,1.179795563,36,4712163.507,833214.8271,224235,4.68,17.59,0.18,17.5,35.71,0.036,0,224.24,0.032554,0,310.1,5.655400449,0.015195626
24423475,50128090,50128089,50028381,0.2394,14326.79611,1.179795563,947,4598407.279,832670.197,224199,4.68,17.59,0.18,17.5,35.71,0.947,0.01,224.2,0.03256,0.24,310.1,5.522483326,0.014828788
24423477,50128091,50128090,50029103,0.0666,2192.757227,1.179625942,145,4572422.083,818343.4009,223252,4.66,17.6,0.16,17.49,35.74,0.145,0.02,223.25,0.032654,0.07,309.87,5.587412421,0.014755937
24423479,50128092,50128091,50029887,23.7663,161051.1362,1.179574294,10651,4507917.027,816150.6437,223107,4.65,17.6,0.16,17.49,35.74,10.651,0.01,223.11,0.032585,23.77,309.8,5.523388435,0.014551056
24423481,50128093,50128092,50037118,1.3518,9972.542942,0.923982252,1188,399071.8964,189659.9769,57801,7.28,6.06,0.07,37.34,27.93,1.188,0.01,57.8,0.018512,1.35,101.28,2.104143969,0.003940283
24423483,50128094,50128093,50038562,7.2477,21697.08564,0.916456152,2630,385903.1543,177629.9631,54645,7.28,6.26,0.07,35.98,28.39,2.63,0.01,54.65,0.01903,7.25,98,2.172511595,0.003937787
24423485,50128095,50128094,50040190,3.5217,1592.487817,0.898885603,201,368767.3799,155932.8774,52015,6.99,6.77,0.07,33.4,29,0.201,0.01,52.02,0.0198,3.52,90.75,2.364911018,0.004063552
24423487,50128096,50128095,50042000,38.0952,37284.21659,0.889841851,4805,365780.9777,154340.3896,51814,6.86,7.04,0.08,31.78,29.51,4.805,0.01,51.81,0.019687,38.1,87.23,2.369962773,0.004193293
24423489,50128097,50128096,50044032,5.9301,8517.926433,0.758603243,1485,314029.3933,117056.173,47009,5.41,12.43,0.13,11.44,42.69,1.485,0.02,47.01,0.021485,5.93,49.13,2.682723903,0.006391805
24423491,50128098,50128097,50046380,0.4599,4626.074944,0.729197635,863,246006.7074,108538.2466,45524,4.6,14.14,0.1,2.32,47.86,0.863,0.02,45.52,0.021749,0.46,43.2,2.266543962,0.0056946
24423493,50128099,50128098,50049024,2.2437,10250.24949,0.726750338,1923,207219.0862,103912.1716,44661,4.53,14.29,0.08,1.44,48.33,1.923,0.02,44.66,0.02172,2.24,42.74,1.994175302,0.004848364
24423495,50128100,50128099,50052118,2.1618,8331.321623,0.714443661,1608,173070.1313,93661.92214,42738,4.43,15.08,0.08,0,49.23,1.608,0.02,42.74,0.022227,2.16,40.5,1.847817419,0.004273337
24423497,50128101,50128100,50055705,4.4721,21044.04125,0.650140396,4710,140233.7301,75116.83741,36429,5.51,19.45,0.01,0,46.49,4.71,0.03,36.43,0.024156,4.47,30.57,1.866874791,0.004587299
24423499,50128102,50128101,50060012,1.5282,3919.892724,0.57956292,1032,102343.5284,45958.91285,26153,4.95,22.85,0,0,48.03,1.032,0.02,26.15,0.029828,1.53,22.45,2.226848332,0.004558732
24423501,50128103,50128102,50065244,0.3033,1728.761248,0.540454934,498,80621.5094,39570.07974,22800,5.49,25.67,0,0,44.91,0.498,0.05,22.8,0.030263,0.3,18.92,2.037436112,0.004261179
24423503,50128104,50128103,50071858,0.3393,1190.935378,0.536801048,346,60982.34877,37841.31849,22302,5.48,25.76,0,0,45.03,0.346,0.03,22.3,0.0287,0.34,18.62,1.611528118,0.003275099
24423505,50128105,50128104,50080571,0.0162,341.8201237,0.447521271,122,41057.82482,24157.45926,15179,5.66,20.95,0,0,46.17,0.122,0.06,15.18,0.035573,0.02,12.6,1.699592013,0.003258558
24423507,50128106,50128105,50092708,4.8114,13214.28635,0.429404396,4917,33253.91849,22570.38114,13317,5.85,21.54,0,0,45.38,4.917,0.05,13.32,0.030781,4.81,11.64,1.473343241,0.002856866
24423509,50128107,50128106,50111623,2.646,3840.780208,0.25967603,2112,13636.73451,7670.533549,6399,6.34,22.45,0,0,41.38,2.112,0.06,6.4,0.040625,2.65,5.54,1.777807817,0.002461504
24423511,50225987,50128107,50149025,1.3752,2151.649735,-0.05805602,2464,2331.070082,2151.649735,2464,7.27,28.86,0,0,37.17,2.464,0.09,2.46,0.036585,1.38,1.38,1.08338734,0.001689181
24423513,50128108,50128092,50030698,16.1739,72014.44404,1.061401633,6252,3416431.787,465439.5306,154655,2.97,25.98,0.17,3.62,39.76,6.252,0.01,154.66,0.040023,16.17,184.75,7.340226952,0.018492188
24423515,50128109,50128108,50031582,4.3245,3501.442889,1.040462738,319,3047951.603,393425.0866,148403,2.87,28.49,0.18,0.23,42.58,0.319,0.03,148.4,0.041644,4.32,168.58,7.747222296,0.018080149
24423517,50128110,50128109,50032523,8.4897,48591.72508,1.014467042,4700,2828511.186,365594.9815,132031,3.21,31.92,0.2,0.18,43.34,4.7,0.02,132.03,0.043475,8.49,150.46,7.736734169,0.018799091
24423519,50128111,50128110,50033543,0.5031,8158.651377,0.998337409,819,2540281.845,315099.8759,125417,3.28,34.11,0.13,0,43.67,0.819,0.01,125.42,0.04473,0.5,140.21,8.061830675,0.018117694
24423521,50128112,50128111,50034640,0.3141,5743.308016,0.995730157,580,2350318.992,305666.1908,122942,3.28,34.45,0.11,0,43.76,0.58,0.02,122.94,0.044575,0.31,138.62,7.689168978,0.016955122
24423523,50128113,50128112,50035826,5.1615,29102.86519,0.972853787,3098,2114724.289,279390.5661,109254,3.28,37.28,0.12,0,42.99,3.098,0.02,109.25,0.045767,5.16,125.42,7.569061183,0.016861141
24423525,50128114,50128113,50037117,0.0126,871.1433735,0.944457951,99,1889859.037,236267.2891,96954,3.6,41.96,0.11,0,41.66,0.099,0,96.95,0.048891,0.01,110.77,7.998817967,0.017061109
24423527,50128115,50128114,50038561,0.1944,4921.691732,0.941612909,563,1888217.206,234097.0425,95358,3.57,42.47,0.11,0,41.51,0.563,0.02,95.36,0.048553,0.19,109.4,8.065959254,0.017259755
24423529,50128116,50128115,50040189,2.5164,13146.54445,0.935535547,1525,1713461.117,225646.7633,91945,3.67,43.53,0.11,0,40.83,1.525,0.01,91.95,0.049701,2.52,106.53,7.593555042,0.016084306
24423531,50128117,50128116,50041999,1.3599,9210.772037,0.928076024,1087,1526740.07,211349.4554,88783,3.65,44.85,0.1,0,40.79,1.087,0.02,88.78,0.049786,1.36,103.11,7.223771013,0.014806906
24423533,50128118,50128117,50044031,0.0306,1048.373087,0.916712609,127,1354471.765,198149.9101,83775,3.7,45.95,0.1,0,39.79,0.127,0,83.78,0.049654,0.03,98.11,6.835591119,0.013805644
24423535,50128119,50128118,50052117,0.7686,7817.290121,0.777441433,1305,673105.1901,113825.0153,42457,3.66,42.98,0.19,0,45.04,1.305,0.03,42.46,0.041922,0.77,53.35,5.91350845,0.01261678
24423537,50128120,50128119,50055704,3.1131,15931.14536,0.754613486,2803,582447.7821,103087.6497,39317,3.72,42.36,0.21,0,45.43,2.803,0.03,39.32,0.041709,3.11,48.28,5.650024845,0.012063956
24423539,50128121,50128120,50060011,6.3369,22625.08644,0.71791681,4332,488016.5592,80592.67326,32258,3.58,45.21,0.22,0,44.96,4.332,0.03,32.26,0.047117,6.34,41.12,6.055346466,0.011868107
24423541,50128122,50128121,50065243,0.63,2897.845201,0.664135938,628,387882.7815,55043.71582,25362,3.17,46.34,0.13,0,45.79,0.628,0.05,25.36,0.054022,0.63,32.5,7.046813168,0.011934855
24423543,50128123,50128122,50071857,0.3222,2190.211171,0.65028991,490,316779.6852,49653.97542,21767,3.27,46.17,0.14,0,46.7,0.49,0.04,21.77,0.054203,0.32,30.59,6.379744674,0.010355661
24423545,50128124,50128123,50080570,5.9283,12750.01795,0.640752108,2916,257310.4646,45960.71119,19164,3.35,45.52,0.14,0,47.56,2.916,0.05,19.16,0.049582,5.93,29.34,5.598487447,0.008769954
24423547,50128125,50128124,50111622,3.8592,9202.091342,0.513830835,2819,102623.5946,25537.82487,10342,1.33,41.92,0.14,0,54.28,2.819,0.06,10.34,0.024178,3.86,16.84,4.018493944,0.006094038
24423549,50225988,50128125,50149024,10.6668,13929.07163,0.409513096,5426,39303.91381,13929.07163,5426,2.1,44.12,0.23,0,52.51,5.426,0.06,5.43,0.01105,10.67,10.67,2.82171812,0.003683591
24423551,50128126,50128074,50092707,4.0644,8418.295691,0.509306543,2606,351885.873,21982.95384,10978,1.18,80.79,0.38,0,9.43,2.606,0.08,10.98,0.075592,4.06,16.51,16.00721521,0.021313499
24423553,50128127,50128126,50111621,0.9333,2387.917577,0.396282466,959,163048.1338,10396.69632,5651,0.59,77.48,0.23,0,9.57,0.959,0.09,5.65,0.099115,0.93,10.07,15.68268695,0.016191473
24423555,50225989,50128127,50149023,7.9281,6655.722338,0.341666922,3031,75497.67527,6655.722338,3031,0.45,74.82,0.23,0,10.04,3.031,0.18,3.03,0.059406,7.93,7.93,11.34327297,0.009520514
24423557,50128128,50127790,50065242,0.2277,2941.180426,0.65560831,650,1043300.183,44854.87781,24301,1.07,86.34,0.11,0,10.68,0.65,0.01,24.3,0.059259,0.23,31.31,23.25945881,0.033321628
24423559,50128129,50128128,50071856,0.0765,1311.931992,0.642227748,299,738416.6636,40420.68515,22046,1.01,86.69,0.07,0,11.11,0.299,0.01,22.05,0.060771,0.08,29.53,18.26828667,0.025005644
24423561,50128130,50128129,50080569,2.5776,6957.113798,0.481669857,2295,393968.858,18247.50646,9953,0.09,88.58,0.12,0,9.62,2.295,0.04,9.95,0.056281,2.58,14.63,21.59028462,0.026928835
24423563,50128131,50128130,50092706,3.3678,3812.49236,0.379078888,1593,228553.5824,8714.864064,5596,0,91.64,0.17,0,7.84,1.593,0.05,5.6,0.073214,3.37,9.34,26.22571972,0.024470405
24423565,50225990,50128131,50149022,3.4335,2282.838456,0.150076164,1615,56199.98351,2282.838456,1615,0,94.71,0.05,0,5.22,1.615,0.1,1.62,0.061728,3.43,3.43,24.61846713,0.016384835
24423567,50128132,50140870,50080568,1.6056,2507.776881,0.368816829,1067,46836.77112,11753.12547,8273,4.86,35.52,0,0,44.58,1.067,0.1,8.27,0.107618,1.61,8.93,3.985048166,0.005244879
24423569,50128133,50128132,50092705,1.0242,1702.80897,0.309529228,835,32187.63238,9137.245645,6980,4.04,41.73,0,0,46.05,0.835,0.13,6.98,0.065903,1.02,6.89,3.522684366,0.004671645
24423571,50128134,50128133,50111620,1.5606,2724.927247,0.210104404,1679,17013.11874,5524.844829,3979,3.46,44.52,0,0,42.08,1.679,0.1,3.98,0.052764,1.56,4.46,3.079383995,0.003814601
24423573,50225991,50128134,50149021,2.9034,2799.124238,0.111705672,2163,7282.441177,2799.124238,2163,5.15,35.68,0,0,48.11,2.163,0.11,2.16,0.050926,2.9,2.9,2.601685584,0.002511187
24423575,50128135,50127792,50092704,3.0267,8829.768429,0.447158116,3153,217232.8722,17588.26197,8756,1.75,84.82,0.44,0,12.01,3.153,0.03,8.76,0.034247,3.03,12.58,12.35101413,0.017268114
24423577,50225992,50128135,50149020,4.8528,4280.403866,0.229268169,2524,55225.71025,4280.403866,2524,0.32,87.87,0,0,9.9,2.524,0.1,2.52,0.039683,4.85,4.85,12.90198588,0.011386744
24423579,50128136,50127901,50060010,0.6822,3653.390734,0.523271583,1095,1151600.157,25502.36853,16977,0.06,86.71,0,0,5.98,1.095,0.07,16.98,0.157833,0.68,17.55,45.15659619,0.065618243
24423581,50128137,50128136,50065241,0.3933,2199.47758,0.477252208,733,743881.3496,19525.21092,13652,0,88.34,0,0,5.82,0.733,0.07,13.65,0.144322,0.39,14.35,38.09850519,0.051838422
24423583,50128138,50128137,50071855,0.4869,1683.096013,0.459020323,585,537798.8684,16302.24322,11257,0,87.45,0,0,6.31,0.585,0.06,11.26,0.135879,0.49,13.25,32.9892556,0.040588594
24423585,50128139,50128138,50080567,1.422,3102.763473,0.417719796,1186,347555.6818,12711.22803,8719,0,88.85,0,0,5.33,1.186,0.05,8.72,0.129587,1.42,11.06,27.34241578,0.031424564
24423587,50128140,50128139,50092703,0.6264,1180.37837,0.332550923,549,189790.2859,7304.203005,5377,0,89.85,0,0,5.99,0.549,0.02,5.38,0.154275,0.63,7.62,25.98370907,0.024906862
24423589,50128141,50128140,50111619,3.8682,3781.62091,0.235314993,2200,91905.95458,4314.585519,2883,0,92.9,0,0,4.77,2.2,0.07,2.88,0.142361,3.87,4.98,21.30122446,0.018455011
24423591,50225993,50128141,50149019,1.1106,532.9646091,-0.107825277,683,20237.20586,532.9646091,683,0,98.3,0,0,1.3,0.683,0.34,0.68,0.5,1.11,1.11,37.97101255,0.018231717
24423593,50128142,50127768,50080566,1.7046,6868.752364,0.5046909,2149,320531.4088,33236.41688,17496,6.87,69.39,1.02,0,22.46,2.149,0.08,17.5,0.030286,1.7,16.18,9.643982081,0.019810347
24423595,50225994,50128142,50149018,6.1038,13511.20559,0.281689271,7061,55755.99633,13511.20559,7061,4.32,68.1,2.18,0,25.29,7.061,0.09,7.06,0.012748,6.1,6.1,4.126648503,0.009140327
