Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,17O,18O,33S,34S
3,187.097643,187.0974707341039,187.0975825416391,1252246.5,-9999,1013159.7,21.85,-1,-0.5975894167894041,0.9372570467405196,0,0.5623542280443117,2,1.7777777777777777,0.4444444444444444,O4,de-protonated,0,-9999,C9 H16 O4,9,16,4,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
6,205.159872,205.15972712950676,205.15978887630908,7787030,-9999,742932.8,143.19,-1,-0.3009693208143598,0.9879069798940738,0.9831932282682514,0.9860214792437448,4,1.5714285714285714,0.07142857142857142,O1,de-protonated,0,-9999,C14 H22 O1,14,22,1,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
7,206.163244,206.1631006513444,206.1631437113791,1356047.3,-9999,796813.5,23.23,-1,-0.20886388286291144,0.9921157058380752,0.9831932282682514,0.9885467148101456,4,1.6923076923076923,0.07692307692307693,13C1 O1,de-protonated,1,6,C13 H22 O1 13C1,13,22,1,-9999,-9999,-9999,1,N/A,-9999,N/A,-9999
8,209.15474,209.15460118861597,209.15470349587903,1205964.3,-9999,690082,20.37,-1,-0.4891463657353369,0.9575147351990646,0,0.5745088411194388,3,1.6923076923076923,0.15384615384615383,O2,de-protonated,0,-9999,C13 H22 O2,13,22,2,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
9,211.134035,211.13389919065875,211.13396805098907,2644119,-9999,849772.9,46.88,-1,-0.3261452003754619,0.980884246024802,0,0.5885305476148811,3,1.6666666666666667,0.25,O3,de-protonated,0,-9999,C12 H20 O3,12,20,3,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
10,213.186088,213.18595530305527,213.18600362479907,813847.1,-9999,904983.1,13.06,-1,-0.2266647105481681,0.9907210482622992,0,0.5944326289573795,1,2,0.15384615384615383,O2,de-protonated,0,-9999,C13 H26 O2,13,26,2,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
11,215.128956,215.12882624984832,215.12888267055905,804401.4,-9999,840721.1,12.84,-1,-0.26226469456687174,0.9875970157249956,0,0.5925582094349973,2,1.818181818181818,0.3636363636363637,O4,de-protonated,0,-9999,C11 H20 O4,11,20,4,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
22,221.154788,221.15466738936792,221.15470349587903,816591.4,-9999,889827.5,12.96,-1,-0.1632635913933658,0.995175162321074,0,0.5971050973926444,4,1.5714285714285714,0.14285714285714285,O2,de-protonated,0,-9999,C14 H22 O2,14,22,2,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
23,225.149668,225.1495534484953,225.14961811544907,777973.4,-9999,908392.2,12.16,-1,-0.28721769240779804,0.9851430416123184,0,0.591085824967391,3,1.6923076923076923,0.2307692307692308,O3,de-protonated,0,-9999,C13 H22 O3,13,22,3,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
25,227.128964,227.1288524505396,227.12888267055905,1352956.3,-9999,725753.2,22.61,-1,-0.13305229655797038,0.9967929830798364,0,0.5980757898479019,3,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H20 O4,12,20,4,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
26,227.201725,227.20161356089793,227.20165368925908,1266760.3,-9999,660075.7,21.04,-1,-0.17662002233667898,0.9943557638436396,0,0.5966134583061837,1,2,0.14285714285714285,O2,de-protonated,0,-9999,C14 H28 O2,14,28,2,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
27,227.201961,227.20184956125587,227.20165368925908,828936.3,-9999,867626.3,13.08,-1,0.8621063870529135,0.8738403032101728,0,0.5243041819261036,1,2,0.14285714285714285,O2,de-protonated,0,-9999,C14 H28 O2,14,28,2,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
29,229.144636,229.1445275077562,229.14453273501908,1110092.3,-9999,575541.4,18.13,-1,-0.02281207765511408,0.9999055802150242,0,0.5999433481290145,2,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,-9999,C12 H22 O4,12,22,4,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
30,229.180959,229.18085056284815,229.18091824436908,880146.3,-9999,851850.4,13.96,-1,-0.2953191803671954,0.9842997934633834,0,0.59057987607803,1,2,0.2307692307692308,O3,de-protonated,0,-9999,C13 H26 O3,13,26,3,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
33,239.128948,239.12885465119447,239.12888267055905,5209500,-9999,747515.4,91.39,-1,-0.1171726487613778,0.9975119134631872,0,0.5985071480779124,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
36,241.108147,241.10805665309164,241.1081472256691,813541,-9999,853005.3,12.53,-1,-0.3756512523151615,0.9747201009686196,0,0.5848320605811717,4,1.5,0.4166666666666667,O5,de-protonated,0,-9999,C12 H18 O5,12,18,5,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
37,241.136528,241.13643769613776,241.13629052652908,2790889.8,-9999,688252.6,47.84,-1,0.6103171296184715,0.9346461443341836,0,0.5607876866005101,3,1.7692307692307692,0.15384615384615383,P1 O2,de-protonated,0,-9999,C13 H23 O2 P1,13,23,2,-9999,1,-9999,-9999,N/A,-9999,N/A,-9999
38,241.144614,241.144523708402,241.14453273501908,1762411,-9999,719512.7,29.48,-1,-0.03743239377949984,0.9997457893020536,0,0.5998474735812321,3,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,-9999,C13 H22 O4,13,22,4,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
39,241.217394,241.2173038187891,241.21730375371908,882423.1,-9999,687362.1,13.76,-1,2.6975687398635e-4,0.9999999867962022,0,0.5999999920777213,1,2,0.13333333333333333,O2,de-protonated,0,-9999,C15 H30 O2,15,30,2,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
