Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,34S
4,285.126108,285.12605991346254,285.1261197656691,1366826.9,-9999,453635.5,21.44,-1,-0.20991484964885737,0.9920364789822224,0,0.5952218873893335,4,1.6428571428571428,0.2857142857142857,P1 O4,de-protonated,0,-9999,C14 H23 O4 P1,14,23,4,-9999,1,-9999,-9999,N/A
5,293.103196,293.10314865484884,293.1030618452391,1162422.1,-9999,526586,17.71,-1,0.29617435312377793,0.9842094565702466,0,0.5905256739421479,7,1.2,0.4,O6,de-protonated,0,-9999,C15 H18 O6,15,18,6,-9999,-9999,-9999,-9999,N/A
6,293.174932,293.17488466151593,293.17480129273906,1456699.9,-9999,616920.7,22.7,-1,0.28436542466412235,0.9854345070364988,0,0.5912607042218992,1,2.4545454545454546,0.2727272727272727,N4 P1 O3,de-protonated,0,-9999,C11 H27 O3 N4 P1,11,27,3,4,1,-9999,-9999,N/A
7,293.175628,293.1755806615806,293.1758328639391,3268668,-9999,478935.6,53.4,-1,-0.8602426605350602,0.8743494180269747,0,0.5246096508161848,5,1.5294117647058822,0.2352941176470588,O4,de-protonated,0,-9999,C17 H26 O4,17,26,4,-9999,-9999,-9999,-9999,N/A
8,295.082195,295.0821478387759,295.0823264003491,1261461.8,-9999,399058.4,19.39,-1,-0.6051245947920006,0.9357170797940536,0,0.5614302478764323,7,1.1428571428571428,0.5,O7,de-protonated,0,-9999,C14 H16 O7,14,16,7,-9999,-9999,-9999,-9999,N/A
8,295.082195,295.0821478387759,295.0821642090191,1261461.8,-9999,399058.4,19.39,-1,-0.05547689825907307,0.9994417137745736,0,0.5996650282647442,2,2.3333333333333335,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H21 O1 N4 P1 S2,9,21,1,4,1,2,-9999,N/A
9,295.118533,295.1184858421531,295.1187119096991,1198168.6,-9999,620864.9,18.31,-1,-0.7660224066768728,0.8989999194853032,0,0.5393999516911819,6,1.3333333333333333,0.4,O6,de-protonated,0,-9999,C15 H20 O6,15,20,6,-9999,-9999,-9999,-9999,N/A
10,295.118867,295.11881984218417,295.1187119096991,1117016.6,-9999,707363.3,16.94,-1,0.36572565797341927,0.9760224257288862,0,0.5856134554373317,6,1.3333333333333333,0.4,O6,de-protonated,0,-9999,C15 H20 O6,15,20,6,-9999,-9999,-9999,-9999,N/A
11,297.061366,297.061319022719,297.06159095545905,858997.8,-9999,622796,12.49,-1,-0.915408616786263,0.858946115463034,0,0.5153676692778204,7,1.0769230769230769,0.6153846153846154,O8,de-protonated,0,-9999,C13 H14 O8,13,14,8,-9999,-9999,-9999,-9999,N/A
11,297.061366,297.061319022719,297.06142876412906,858997.8,-9999,622796,12.49,-1,-0.3694232891224607,0.9755411372662594,0,0.5853246823597555,2,2.375,0.25,N4 S2 P1 O2,de-protonated,0,-9999,C8 H19 O2 N4 P1 S2,8,19,2,4,1,2,-9999,N/A
