Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O
602,456.092835,456.0928127753416,456.09269862414914,2208979.5,-9999,304227,24.51,-1,0.25028068374541,0.6591322181077048,0.8959673883213932,0.7538662861931802,18,0.8,0.08,13C1 N2 S2 O2,de-protonated,1,594,C25 H20 O2 N2 S2 13C1,25,20,2,2,-9999,2,1,N/A
602,456.092835,456.0928127753416,456.0928315658791,2208979.5,-9999,304227,24.51,-1,-0.0411989319360053,0.999692065132399,0.973180585072671,0.989087473108508,5,1.7857142857142858,0.7142857142857143,13C1 N2 S1 P1 O10,de-protonated,1,594,C14 H25 O10 N2 P1 S1 13C1,14,25,10,2,1,1,1,N/A
602,456.092835,456.0928127753416,456.0929679114991,2208979.5,-9999,304227,24.51,-1,-0.34014152468277925,0.9792258839411876,0,0.5875355303647125,5,1.6428571428571428,0.8571428571428571,N3 S1 O12,de-protonated,0,-9999,C14 H23 O12 N3 S1,14,23,12,3,-9999,1,-9999,N/A
603,456.129302,456.12927979045065,456.12908413349913,2871265.5,-9999,309397,32.4,-1,0.4289508350259488,0.6447765527352408,0.9109519860278078,0.7512467260522676,17,0.9230769230769232,0.03846153846153846,13C1 N2 S2 O1,de-protonated,1,596,C26 H24 O1 N2 S2 13C1,26,24,1,2,-9999,2,1,N/A
603,456.129302,456.12927979045065,456.1292170752292,2871265.5,-9999,309397,32.4,-1,0.13749441852652652,0.9965756408126438,0.9604174504713208,0.9821123646761144,4,1.9333333333333331,0.6,13C1 N2 S1 P1 O9,de-protonated,1,596,C15 H29 O9 N2 P1 S1 13C1,15,29,9,2,1,1,1,N/A
603,456.129302,456.12927979045065,456.1293534208491,2871265.5,-9999,309397,32.4,-1,-0.16142438081337743,0.9952830009961212,0,0.5971698005976727,4,1.8,0.7333333333333333,N3 S1 O11,de-protonated,0,-9999,C15 H27 O11 N3 S1,15,27,11,3,-9999,1,-9999,N/A
604,456.165709,456.1656868055349,456.16560258457906,1390223.5,-9999,276467.9,14.75,-1,0.184628028426932,0.9938339548580416,0.9854305551592796,0.9904725949785368,3,2.0625,0.5,13C1 N2 S1 P1 O8,de-protonated,1,599,C16 H33 O8 N2 P1 S1 13C1,16,33,8,2,1,1,1,N/A
604,456.165709,456.1656868055349,456.1657389301991,1390223.5,-9999,276467.9,14.75,-1,-0.11426694235310324,0.9976336407105568,0,0.5985801844263341,3,1.9375,0.625,N3 S1 O10,de-protonated,0,-9999,C16 H31 O10 N3 S1,16,31,10,3,-9999,1,-9999,N/A
605,457.047917,457.04789517105297,457.0482633665391,2112323,-9999,305289.3,22.47,-1,-0.8055943226525809,0.8889120587235079,0,0.5333472352341047,19,0.6,0.28,P1 O7,de-protonated,0,-9999,C25 H15 O7 P1,25,15,7,-9999,1,-9999,-9999,N/A
605,457.047917,457.04789517105297,457.0479920403791,2112323,-9999,305289.3,22.47,-1,-0.21194563328426896,0.9918822804583362,0,0.5951293682750016,5,1.4666666666666666,0.8,S2 O12,de-protonated,0,-9999,C15 H22 O12 S2,15,22,12,-9999,-9999,2,-9999,N/A
605,457.047917,457.04789517105297,457.0474789761291,2112323,-9999,305289.3,22.47,-1,0.910616386674002,0.8603110410207383,0,0.5161866246124429,23,0.5,0.03571428571428571,N2 S2 O1,de-protonated,0,-9999,C28 H14 O1 N2 S2,28,14,1,2,-9999,2,-9999,N/A
605,457.047917,457.04789517105297,457.0476119178591,2112323,-9999,305289.3,22.47,-1,0.619745484869719,0.9326813941804424,0,0.5596088365082654,10,1.1176470588235294,0.5294117647058824,N2 S1 P1 O9,de-protonated,0,-9999,C17 H19 O9 N2 P1 S1,17,19,9,2,1,1,-9999,N/A
606,457.068952,457.0689301797683,457.0692597928691,6230859,-9999,304281.3,69.7,-1,-0.7211447581318163,0.45497649226192183,0.7369636471990461,0.5677713542367715,27,0.42424242424242425,0.0303030303030303,S1 O1,de-protonated,0,-9999,C33 H14 O1 S1,33,14,1,-9999,-9999,1,-9999,N/A
606,457.068952,457.0689301797683,457.06860834418904,6230859,-9999,304281.3,69.7,-1,0.7041296938392213,0.4569829534005012,0.7871578612348809,0.5890529165342531,18,0.72,0.12,N2 S2 O3,de-protonated,0,-9999,C25 H18 O3 N2 S2,25,18,3,2,-9999,2,-9999,N/A
606,457.068952,457.0689301797683,457.0687412859191,6230859,-9999,304281.3,69.7,-1,0.41327229834512585,0.4847424664211166,0.8684926696514785,0.6382425477132614,5,1.6428571428571428,0.7857142857142857,N2 S1 P1 O11,de-protonated,0,-9999,C14 H23 O11 N2 P1 S1,14,23,11,2,1,1,-9999,N/A
607,457.084181,457.084159186078,457.0843775497291,2829137,-9999,306525.7,30.69,-1,-0.4777316001101748,0.9594341678852156,0,0.5756605007311293,4,1.625,0.6875,S2 O11,de-protonated,0,-9999,C16 H26 O11 S2,16,26,11,-9999,-9999,2,-9999,N/A
607,457.084181,457.084159186078,457.0839974272091,2829137,-9999,306525.7,30.69,-1,0.35389309144310455,0.9775315694141274,0,0.5865189416484764,9,1.2777777777777777,0.4444444444444444,N2 S1 P1 O8,de-protonated,0,-9999,C18 H23 O8 N2 P1 S1,18,23,8,2,1,1,-9999,N/A
608,457.10538,457.1053581948612,457.10577824394903,8421209,-9999,291836,94.82,-1,-0.9189319142930034,0.8666253029847826,0.9749453759194996,0.9099533321586696,13,1,0.34782608695652173,P1 O8,de-protonated,0,-9999,C23 H23 O8 P1,23,23,8,-9999,1,-9999,-9999,N/A
608,457.10538,457.1053581948612,457.1049938535392,8421209,-9999,291836,94.82,-1,0.797062659431274,0.8833777123053433,0.9546649310931574,0.911892599820469,17,0.8461538461538461,0.07692307692307693,N2 S2 O2,de-protonated,0,-9999,C26 H22 O2 N2 S2,26,22,2,2,-9999,2,-9999,N/A
608,457.10538,457.1053581948612,457.1051267952691,8421209,-9999,291836,94.82,-1,0.5062283893691226,0.9491124537947008,0.965437383244676,0.9556424255746908,4,1.8,0.6666666666666666,N2 S1 P1 O10,de-protonated,0,-9999,C15 H27 O10 N2 P1 S1,15,27,10,2,1,1,-9999,N/A
609,457.120567,457.1205452011535,457.1207630590791,2876255,-9999,335831.3,31.23,-1,-0.4765872460463583,0.9596243045867144,0,0.5757745827520285,3,1.7647058823529411,0.5882352941176471,S2 O10,de-protonated,0,-9999,C17 H30 O10 S2,17,30,10,-9999,-9999,2,-9999,N/A
609,457.120567,457.1205452011535,457.1203829365591,2876255,-9999,335831.3,31.23,-1,0.35497125144923963,0.9773960189976182,0,0.5864376113985709,8,1.4210526315789471,0.3684210526315789,N2 S1 P1 O7,de-protonated,0,-9999,C19 H27 O7 N2 P1 S1,19,27,7,2,1,1,-9999,N/A
610,457.133709,457.13368720659855,457.1339853075691,1555044.1,-9999,300855.3,16.08,-1,-0.652108528771669,0.9257414977768924,0,0.5554448986661354,17,0.88,0.12,N4 S1 O3,de-protonated,0,-9999,C25 H22 O3 N4 S1,25,22,3,4,-9999,1,-9999,N/A
610,457.133709,457.13368720659855,457.13411824929904,1555044.1,-9999,300855.3,16.08,-1,-0.9429239325532376,0.8510137162860337,0,0.5106082297716202,4,1.9285714285714288,0.7857142857142857,N4 P1 O11,de-protonated,0,-9999,C14 H27 O11 N4 P1,14,27,11,4,1,-9999,-9999,N/A
611,457.14172,457.1416982099177,457.1413793628891,7024487.5,-9999,298245.5,78.8,-1,0.69748012966273,0.9251214839820764,0.9419606215739555,0.931857139018828,16,0.9629629629629628,0.03703703703703703,N2 S2 O1,de-protonated,0,-9999,C27 H26 O1 N2 S2,27,26,1,2,-9999,2,-9999,N/A
611,457.14172,457.1416982099177,457.1415123046191,7024487.5,-9999,298245.5,78.8,-1,0.40666903696381906,0.9760294977199906,0.9795410310017558,0.9774341110326968,3,1.9375,0.5625,N2 S1 P1 O9,de-protonated,0,-9999,C16 H31 O9 N2 P1 S1,16,31,9,2,1,1,-9999,N/A
612,457.15692,457.1568982162154,457.15714856842914,2188141.3,-9999,331708.5,23.34,-1,-0.5476283473602822,0.9470381688155852,0,0.5682229012893512,2,1.8888888888888888,0.5,S2 O9,de-protonated,0,-9999,C18 H34 O9 S2,18,34,9,-9999,-9999,2,-9999,N/A
612,457.15692,457.1568982162154,457.1567684459091,2188141.3,-9999,331708.5,23.34,-1,0.28386390671718226,0.9854854639306172,0,0.5912912783583704,7,1.55,0.3,N2 S1 P1 O6,de-protonated,0,-9999,C20 H31 O6 N2 P1 S1,20,31,6,2,1,1,-9999,N/A
613,457.178071,457.1780492249787,457.1778978139691,2760053.3,-9999,333994.6,29.9,-1,0.33118619758478435,0.9802946672113289,0,0.5881768003267973,2,2.0588235294117645,0.4705882352941176,N2 S1 P1 O8,de-protonated,0,-9999,C17 H35 O8 N2 P1 S1,17,35,8,2,1,1,-9999,N/A
614,457.192982,457.1929602311566,457.19266469790904,1293691.1,-9999,478918.5,13.09,-1,0.646408550175087,0.9269856001310428,0,0.5561913600786256,2,1.8888888888888888,0.7222222222222222,O13,de-protonated,0,-9999,C18 H34 O13,18,34,13,-9999,-9999,-9999,-9999,N/A
614,457.192982,457.1929602311566,457.1931539552591,1293691.1,-9999,478918.5,13.09,-1,-0.4237248542641697,0.9679471439932402,0,0.5807682863959441,6,1.6666666666666667,0.23809523809523808,N2 S1 P1 O5,de-protonated,0,-9999,C21 H35 O5 N2 P1 S1,21,35,5,2,1,1,-9999,N/A
615,458.108762,458.1087406105844,458.1091330790191,1775837.1,-9999,272413.6,18.61,-1,-0.8567138403754414,0.8753111773793965,0.9749453759194996,0.9151648567954378,13,1.0454545454545454,0.3636363636363637,13C1 P1 O8,de-protonated,1,608,C22 H23 O8 P1 13C1,22,23,8,-9999,1,-9999,1,N/A
615,458.108762,458.1087406105844,458.1083486886092,1775837.1,-9999,272413.6,18.61,-1,0.8555224464777826,0.8756352301575926,0.9546649310931574,0.9072471105318184,17,0.88,0.08,13C1 N2 S2 O2,de-protonated,1,608,C25 H22 O2 N2 S2 13C1,25,22,2,2,-9999,2,1,N/A
615,458.108762,458.1087406105844,458.1084816303391,1775837.1,-9999,272413.6,18.61,-1,0.5653251482487813,0.9436597204006018,0.965437383244676,0.9523707855382316,4,1.9285714285714288,0.7142857142857143,13C1 N2 S1 P1 O10,de-protonated,1,608,C14 H27 O10 N2 P1 S1 13C1,14,27,10,2,1,1,1,N/A
615,458.108762,458.1087406105844,458.10861797595913,1775837.1,-9999,272413.6,18.61,-1,0.26769770409112725,0.9870811868154974,0,0.5922487120892984,4,1.7857142857142858,0.8571428571428571,N3 S1 O12,de-protonated,0,-9999,C14 H25 O12 N3 S1,14,25,12,3,-9999,1,-9999,N/A
616,458.145035,458.14501362561305,458.1447341979592,1418219.3,-9999,326258.6,14.51,-1,0.6099113075445733,0.934730128490978,0.9419606215739555,0.937622325724169,16,1,0.03846153846153846,13C1 N2 S2 O1,de-protonated,1,611,C26 H26 O1 N2 S2 13C1,26,26,1,2,-9999,2,1,N/A
616,458.145035,458.14501362561305,458.1448671396891,1418219.3,-9999,326258.6,14.51,-1,0.31973712770539603,0.981621157812592,0.9795410310017558,0.9807891070882576,3,2.066666666666667,0.6,13C1 N2 S1 P1 O9,de-protonated,1,611,C15 H31 O9 N2 P1 S1 13C1,15,31,9,2,1,1,1,N/A
616,458.145035,458.14501362561305,458.1450034853091,1418219.3,-9999,326258.6,14.51,-1,0.02213339421708754,0.999911114572628,0,0.5999466687435768,3,1.9333333333333331,0.7333333333333333,N3 S1 O11,de-protonated,0,-9999,C15 H29 O11 N3 S1,15,29,11,3,-9999,1,-9999,N/A
617,459.026983,459.0269619910234,459.02725659548906,1567553.6,-9999,326586.1,16.22,-1,-0.6418016825883388,0.9279843417354297,0,0.5567906050412578,5,1.4285714285714286,0.9285714285714286,S2 O13,de-protonated,0,-9999,C14 H20 O13 S2,14,20,13,-9999,-9999,2,-9999,N/A
617,459.026983,459.0269619910234,459.0267435312391,1567553.6,-9999,326586.1,16.22,-1,0.47591951318680614,0.9597350564246624,0,0.5758410338547975,23,0.4444444444444444,0.07407407407407407,N2 S2 O2,de-protonated,0,-9999,C27 H12 O2 N2 S2,27,12,2,2,-9999,2,-9999,N/A
617,459.026983,459.0269619910234,459.0268764729691,1567553.6,-9999,326586.1,16.22,-1,0.1863029350069534,0.9937219267874368,0,0.5962331560724621,10,1.0625,0.625,N2 S1 P1 O10,de-protonated,0,-9999,C16 H17 O10 N2 P1 S1,16,17,10,2,1,1,-9999,N/A
618,459.048194,459.0481729998117,459.04852434797914,1483337.9,-9999,315598,15.25,-1,-0.7653835027520145,0.8991595360307475,0,0.5394957216184485,27,0.375,0.0625,S1 O2,de-protonated,0,-9999,C32 H12 O2 S1,32,12,2,-9999,-9999,1,-9999,N/A
618,459.048194,459.0481729998117,459.047872899299,1483337.9,-9999,315598,15.25,-1,0.6537455684579684,0.9253824822777292,0,0.5552294893666376,18,0.6666666666666666,0.16666666666666666,N2 S2 O4,de-protonated,0,-9999,C24 H16 O4 N2 S2,24,16,4,2,-9999,2,-9999,N/A
618,459.048194,459.0481729998117,459.0480058410291,1483337.9,-9999,315598,15.25,-1,0.36414226919667914,0.9762271130781782,0,0.5857362678469069,5,1.6153846153846154,0.9230769230769232,N2 S1 P1 O12,de-protonated,0,-9999,C13 H21 O12 N2 P1 S1,13,21,12,2,1,1,-9999,N/A
620,459.063523,459.0635020061627,459.0639134309991,3507791.8,-9999,320004.8,38.47,-1,-0.896225611058031,0.432189790590276,0.7871578612348809,0.5741770188481179,18,0.68,0.28,P1 O7,de-protonated,0,-9999,C25 H17 O7 P1,25,17,7,-9999,1,-9999,-9999,N/A
620,459.063523,459.0635020061627,459.06364210483906,3507791.8,-9999,320004.8,38.47,-1,-0.3051835594189557,0.9832424098082424,0,0.5899454458849455,4,1.6,0.8,S2 O12,de-protonated,0,-9999,C15 H24 O12 S2,15,24,12,-9999,-9999,2,-9999,N/A
620,459.063523,459.0635020061627,459.06312904058905,3507791.8,-9999,320004.8,38.47,-1,0.8124494217101211,0.4435624159745861,0.7675537279851021,0.5731589407787925,22,0.5714285714285714,0.03571428571428571,N2 S2 O1,de-protonated,0,-9999,C28 H16 O1 N2 S2,28,16,1,2,-9999,2,-9999,N/A
620,459.063523,459.0635020061627,459.06326198231915,3507791.8,-9999,320004.8,38.47,-1,0.5228557009336529,0.9516060962978008,0,0.5709636577786805,9,1.2352941176470589,0.5294117647058824,N2 S1 P1 O9,de-protonated,0,-9999,C17 H21 O9 N2 P1 S1,17,21,9,2,1,1,-9999,N/A
621,459.072316,459.0722950098059,459.07215563948904,1419347.3,-9999,314307.8,14.52,-1,0.30359130941080564,0.983415359821341,0,0.5900492158928046,18,0.64,0.36,O9,de-protonated,0,-9999,C25 H16 O9,25,16,9,-9999,-9999,-9999,-9999,N/A
621,459.072316,459.0722950098059,459.0726448968391,1419347.3,-9999,314307.8,14.52,-1,-0.7621604927087736,0.8999631361016668,0,0.539977881661,22,0.6071428571428571,0.03571428571428571,N2 S1 P1 O1,de-protonated,0,-9999,C28 H17 O1 N2 P1 S1,28,17,1,2,1,1,-9999,N/A
621,459.072316,459.0722950098059,459.0719934481592,1419347.3,-9999,314307.8,14.52,-1,0.656894018860251,0.9246898660508616,0,0.5548139196305168,13,1.05,0.15,N4 S2 P1 O3,de-protonated,0,-9999,C20 H21 O3 N4 P1 S2,20,21,3,4,1,2,-9999,N/A
622,459.084769,459.08474801496544,459.0849098573291,3854424,-9999,277704,42.44,-1,-0.3525325275644412,0.48885103146526654,0.7369636471990461,0.5880960777587784,26,0.48484848484848486,0.0303030303030303,S1 O1,de-protonated,0,-9999,C33 H16 O1 S1,33,16,1,-9999,-9999,1,-9999,N/A
622,459.084769,459.08474801496544,459.08504279905907,3854424,-9999,277704,42.44,-1,-0.6421121712624567,0.4639586102132107,0.8077896627745539,0.6014910312377479,13,0.9545454545454546,0.4090909090909091,P1 O9,de-protonated,0,-9999,C22 H21 O9 P1,22,21,9,-9999,1,-9999,-9999,N/A
622,459.084769,459.08474801496544,459.0843913503791,3854424,-9999,277704,42.44,-1,0.7769041880755431,0.8962652970328092,0,0.5377591782196856,4,1.7857142857142858,0.7857142857142857,N2 S1 P1 O11,de-protonated,0,-9999,C14 H25 O11 N2 P1 S1,14,25,11,2,1,1,-9999,N/A
623,459.099958,459.0999370212586,459.1002989403491,4333150,-9999,324358.6,47.93,-1,-0.7883224892895043,0.4466817562842403,0.7805128205128199,0.5802141819756721,17,0.8076923076923077,0.2307692307692308,P1 O6,de-protonated,0,-9999,C26 H21 O6 P1,26,21,6,-9999,1,-9999,-9999,N/A
623,459.099958,459.0999370212586,459.1000276141891,4333150,-9999,324358.6,47.93,-1,-0.19732721644526263,0.9929596457790096,0,0.5957757874674058,3,1.75,0.6875,S2 O11,de-protonated,0,-9999,C16 H28 O11 S2,16,28,11,-9999,-9999,2,-9999,N/A
623,459.099958,459.0999370212586,459.09964749166915,4333150,-9999,324358.6,47.93,-1,0.6306465078631651,0.465188747067658,0.8370420509349343,0.6139300686145686,8,1.3888888888888888,0.4444444444444444,N2 S1 P1 O8,de-protonated,0,-9999,C18 H25 O8 N2 P1 S1,18,25,8,2,1,1,-9999,N/A
624,459.113045,459.1130240266808,459.1132498626791,1252963.1,-9999,333822.7,12.61,-1,-0.4918960590492734,0.9570461753642004,0,0.5742277052185202,17,0.8333333333333334,0.16666666666666666,N4 S1 O4,de-protonated,0,-9999,C24 H20 O4 N4 S1,24,20,4,4,-9999,1,-9999,N/A
624,459.113045,459.1130240266808,459.113382804409,1252963.1,-9999,333822.7,12.61,-1,-0.7814577873124777,0.8951120190753622,0,0.5370672114452173,4,1.9230769230769231,0.9230769230769232,N4 P1 O12,de-protonated,0,-9999,C13 H25 O12 N4 P1,13,25,12,4,1,-9999,-9999,N/A
625,459.121033,459.1210120299904,459.12142830840907,4162662.3,-9999,296021.9,45.98,-1,-0.9066847961644888,0.4307135486030069,0.8007932653391621,0.578745435297469,12,1.0869565217391304,0.34782608695652173,P1 O8,de-protonated,0,-9999,C23 H25 O8 P1,23,25,8,-9999,1,-9999,-9999,N/A
625,459.121033,459.1210120299904,459.1206439179991,4162662.3,-9999,296021.9,45.98,-1,0.8017761697842488,0.44495124433600663,0.7805128205128198,0.5791758748067319,16,0.9230769230769232,0.07692307692307693,N2 S2 O2,de-protonated,0,-9999,C26 H24 O2 N2 S2,26,24,2,2,-9999,2,-9999,N/A
625,459.121033,459.1210120299904,459.12077685972906,4162662.3,-9999,296021.9,45.98,-1,0.5122187302670835,0.9535090773602448,0,0.5721054464161468,3,1.9333333333333331,0.6666666666666666,N2 S1 P1 O10,de-protonated,0,-9999,C15 H29 O10 N2 P1 S1,15,29,10,2,1,1,-9999,N/A
626,459.136345,459.13632403633454,459.1366844496991,4409964,-9999,320694.6,48.81,-1,-0.7849805444727326,0.4471081108134674,0.7739790330151771,0.5778564796941513,16,0.925925925925926,0.18518518518518515,P1 O5,de-protonated,0,-9999,C27 H25 O5 P1,27,25,5,-9999,1,-9999,-9999,N/A
626,459.136345,459.13632403633454,459.13641312353906,4409964,-9999,320694.6,48.81,-1,-0.19403210455180264,0.4965960084324106,0.8446892076502736,0.6358332881195559,2,1.8823529411764703,0.5882352941176471,S2 O10,de-protonated,0,-9999,C17 H32 O10 S2,17,32,10,-9999,-9999,2,-9999,N/A
626,459.136345,459.13632403633454,459.13603300101914,4409964,-9999,320694.6,48.81,-1,0.6338760072848971,0.46484417195150257,0.8295321147073605,0.6107193490538458,7,1.5263157894736843,0.3684210526315789,N2 S1 P1 O7,de-protonated,0,-9999,C19 H29 O7 N2 P1 S1,19,29,7,2,1,1,-9999,N/A
627,459.149536,459.1495150417999,459.1496353720291,1389425.3,-9999,349896.2,14.18,-1,-0.2620719258784175,0.9876151284695712,0,0.5925690770817427,16,0.96,0.12,N4 S1 O3,de-protonated,0,-9999,C25 H24 O3 N4 S1,25,24,3,4,-9999,1,-9999,N/A
627,459.149536,459.1495150417999,459.14976831375907,1389425.3,-9999,349896.2,14.18,-1,-0.5516107742482226,0.9462862190527184,0,0.5677717314316311,3,2.0714285714285716,0.7857142857142857,N4 P1 O11,de-protonated,0,-9999,C14 H29 O11 N4 P1,14,29,11,4,1,-9999,-9999,N/A
628,459.157472,459.1574510450879,459.1578138177591,2081908.4,-9999,274839.7,22.12,-1,-0.7900827565309623,0.8929132460094059,0,0.5357479476056435,11,1.2083333333333333,0.2916666666666667,P1 O7,de-protonated,0,-9999,C24 H29 O7 P1,24,29,7,-9999,1,-9999,-9999,N/A
628,459.157472,459.1574510450879,459.15702942734913,2081908.4,-9999,274839.7,22.12,-1,0.9182430230720354,0.8581364718054169,0,0.5148818830832501,15,1.037037037037037,0.03703703703703703,N2 S2 O1,de-protonated,0,-9999,C27 H28 O1 N2 S2,27,28,1,2,-9999,2,-9999,N/A
628,459.157472,459.1574510450879,459.1571623690791,2081908.4,-9999,274839.7,22.12,-1,0.6287084955607805,0.9307896048381992,0,0.5584737629029195,2,2.0625,0.5625,N2 S1 P1 O9,de-protonated,0,-9999,C16 H33 O9 N2 P1 S1,16,33,9,2,1,1,-9999,N/A
629,459.172797,459.1727760514374,459.1730699590491,3135610.3,-9999,334521.7,34.2,-1,-0.6400802462829586,0.46417798999348214,0.7675537279851021,0.5855282851901302,15,1.0357142857142858,0.14285714285714285,P1 O4,de-protonated,0,-9999,C28 H29 O4 P1,28,29,4,-9999,1,-9999,-9999,N/A
629,459.172797,459.1727760514374,459.17279863288906,3135610.3,-9999,334521.7,34.2,-1,-0.04917854833979497,0.9995612572539844,0,0.5997367543523905,1,2,0.5,S2 O9,de-protonated,0,-9999,C18 H36 O9 S2,18,36,9,-9999,-9999,2,-9999,N/A
629,459.172797,459.1727760514374,459.1724185103691,3135610.3,-9999,334521.7,34.2,-1,0.7786640788593487,0.8958201972931222,0,0.5374921183758733,6,1.65,0.3,N2 S1 P1 O6,de-protonated,0,-9999,C20 H33 O6 N2 P1 S1,20,33,6,2,1,1,-9999,N/A
630,459.208909,459.20888806639937,459.20918414223905,1345672.4,-9999,284538.8,13.67,-1,-0.6447515640139367,0.9273455235434812,0,0.5564073141260887,0,2.1052631578947367,0.42105263157894735,S2 O8,de-protonated,0,-9999,C19 H40 O8 S2,19,40,8,-9999,-9999,2,-9999,N/A
630,459.208909,459.20888806639937,459.2088040197191,1345672.4,-9999,284538.8,13.67,-1,0.18302497589310335,0.9939402410273604,0,0.5963641446164162,5,1.761904761904762,0.23809523809523808,N2 S1 P1 O5,de-protonated,0,-9999,C21 H37 O5 N2 P1 S1,21,37,5,2,1,1,-9999,N/A
632,461.042833,461.0428128262343,461.04317798610913,3531605.3,-9999,314680.9,38.73,-1,-0.7920296672147926,0.4462071663415973,0.7939170211058493,0.5852911082472981,18,0.625,0.3333333333333333,P1 O8,de-protonated,0,-9999,C24 H15 O8 P1,24,15,8,-9999,1,-9999,-9999,N/A
632,461.042833,461.0428128262343,461.0429066599491,3531605.3,-9999,314680.9,38.73,-1,-0.2035249072147496,0.9925121369203004,0,0.5955072821521803,4,1.5714285714285714,0.9285714285714286,S2 O13,de-protonated,0,-9999,C14 H22 O13 S2,14,22,13,-9999,-9999,2,-9999,N/A
632,461.042833,461.0428128262343,461.04239359569914,3531605.3,-9999,314680.9,38.73,-1,0.909310165359016,0.4303411058326383,0.7739790330151771,0.5677962767056539,22,0.5185185185185185,0.07407407407407407,N2 S2 O2,de-protonated,0,-9999,C27 H14 O2 N2 S2,27,14,2,2,-9999,2,-9999,N/A
632,461.042833,461.0428128262343,461.042526537429,3531605.3,-9999,314680.9,38.73,-1,0.6209596485119454,0.93242649197602,0,0.559455895185612,9,1.1875,0.625,N2 S1 P1 O10,de-protonated,0,-9999,C16 H19 O10 N2 P1 S1,16,19,10,2,1,1,-9999,N/A
633,461.051922,461.0519018300001,461.05228957446906,1602904.8,-9999,358845.9,16.61,-1,-0.8409989013143625,0.8795587893423247,0,0.5277352736053947,17,0.72,0.2,S2 O5,de-protonated,0,-9999,C25 H18 O5 S2,25,18,5,-9999,-9999,2,-9999,N/A
633,461.051922,461.0519018300001,461.05190945194914,1602904.8,-9999,358845.9,16.61,-1,-0.01653165058056252,0.9999504121253464,0,0.5999702472752079,22,0.5555555555555556,0.07407407407407407,N2 S1 P1 O2,de-protonated,0,-9999,C27 H15 O2 N2 P1 S1,27,15,2,2,1,1,-9999,N/A
634,461.063677,461.0636568348704,461.06352296375906,1350237.4,-9999,284076.1,13.72,-1,0.2903528574510716,0.9848194127649686,0,0.5908916476589812,17,0.75,0.16666666666666666,N2 S2 O4,de-protonated,0,-9999,C24 H18 O4 N2 S2,24,18,4,2,-9999,2,-9999,N/A
634,461.063677,461.0636568348704,461.0636559054891,1350237.4,-9999,284076.1,13.72,-1,0.00201573319239994,0.9999992627415436,0,0.5999995576449262,4,1.7692307692307692,0.9230769230769232,N2 S1 P1 O12,de-protonated,0,-9999,C13 H23 O12 N2 P1 S1,13,23,12,2,1,1,-9999,N/A
635,461.070631,461.0706108377517,461.0710499608091,1448928.1,-9999,289098.4,14.85,-1,-0.952397808286386,0.8482455401459935,0,0.5089473240875961,3,1.8,0.6666666666666666,S2 P1 O10,de-protonated,0,-9999,C15 H27 O10 P1 S2,15,27,10,-9999,1,2,-9999,N/A
636,461.077712,461.0776918406855,461.0779097251791,1257314.9,-9999,530936.9,12.65,-1,-0.4725546139313974,0.9602909971596008,0,0.5761745982957605,22,0.5185185185185185,0.2222222222222222,N2 O6,de-protonated,0,-9999,C27 H14 O6 N2,27,14,6,2,-9999,-9999,-9999,N/A
636,461.077712,461.0776918406855,461.0772582764991,1257314.9,-9999,530936.9,12.65,-1,0.9403287162786252,0.8517687478647361,0,0.5110612487188416,13,0.9473684210526316,0.42105263157894735,N4 S1 O8,de-protonated,0,-9999,C19 H18 O8 N4 S1,19,18,8,4,-9999,1,-9999,N/A
637,461.079269,461.0792488413305,461.079563495459,6037347.5,-9999,297689.7,67.46,-1,-0.6824291368699712,0.9414232823744912,0.9835618369174975,0.9582787041916936,17,0.76,0.28,P1 O7,de-protonated,0,-9999,C25 H19 O7 P1,25,19,7,-9999,1,-9999,-9999,N/A
637,461.079269,461.0792488413305,461.0792921692991,6037347.5,-9999,297689.7,67.46,-1,-0.09397075363237004,0.9975024102038272,0.9431855181423968,0.9757756533792552,3,1.7333333333333334,0.8,S2 O12,de-protonated,0,-9999,C15 H26 O12 S2,15,26,12,-9999,-9999,2,-9999,N/A
637,461.079269,461.0792488413305,461.07891204677907,6037347.5,-9999,297689.7,67.46,-1,0.7304488291672887,0.8769396548285681,0.95890681666711,0.9097265195639848,8,1.3529411764705883,0.5294117647058824,N2 S1 P1 O9,de-protonated,0,-9999,C17 H23 O9 N2 P1 S1,17,23,9,2,1,1,-9999,N/A
638,461.088427,461.08840684512495,461.0886750838191,1223015.1,-9999,329947.7,12.26,-1,-0.5817507751903046,0.9404390876603412,0,0.5642634525962047,16,0.8461538461538461,0.15384615384615383,S2 O4,de-protonated,0,-9999,C26 H22 O4 S2,26,22,4,-9999,-9999,2,-9999,N/A
638,461.088427,461.08840684512495,461.0888080255491,1223015.1,-9999,329947.7,12.26,-1,-0.870071919261108,0.8716553116636422,0,0.5229931869981853,3,1.8,0.8,S1 P1 O12,de-protonated,0,-9999,C15 H27 O12 P1 S1,15,27,12,-9999,1,1,-9999,N/A
