Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O
1292,559.195031,559.195051492842,559.194987173449,4012316.5,-9999,270658.7,30.06,-1,0.11502140484067384,0.4988011633846476,0.7871578612348809,0.614143842524741,8,1.48,0.48,P1 O12,de-protonated,0,-9999,C25 H37 O12 P1,25,37,12,-9999,1,-9999,-9999,N/A
1293,559.231365,559.231385507896,559.231239741069,2453814.3,-9999,249151.8,17.75,-1,0.26065572997176545,0.4938738987481502,0.7141928963326545,0.5820014977819519,20,0.972972972972973,0.08108108108108109,S1 O3,de-protonated,0,-9999,C37 H36 O3 S1,37,36,3,-9999,-9999,1,-9999,N/A
1293,559.231365,559.231385507896,559.231372682799,2453814.3,-9999,249151.8,17.75,-1,0.02293343614152161,0.999904572978971,0,0.5999427437873825,7,1.5769230769230769,0.4230769230769231,P1 O11,de-protonated,0,-9999,C26 H41 O11 P1,26,41,11,-9999,1,-9999,-9999,N/A
1294,561.06533,561.065351267748,561.064962258779,5325399.5,-9999,260945.8,40.42,-1,0.6933403352384542,0.4582349010696996,0.7428850341668535,0.5720949543085612,24,0.5625,0.25,S1 O8,de-protonated,0,-9999,C32 H18 O8 S1,32,18,8,-9999,-9999,1,-9999,N/A
1294,561.06533,561.065351267748,561.0650952005091,5325399.5,-9999,260945.8,40.42,-1,0.4563948838905652,0.48145511617694176,0.8149093904448103,0.6148368258840892,11,1.0952380952380951,0.7619047619047619,P1 O16,de-protonated,0,-9999,C21 H23 O16 P1,21,23,16,-9999,1,-9999,-9999,N/A
1295,561.101515,561.1015362827402,561.101347768129,5849713.5,-9999,237075.2,44.55,-1,0.3359724797161726,0.966747902231206,0.9701888503784312,0.968124281490096,23,0.6666666666666666,0.21212121212121213,S1 O7,de-protonated,0,-9999,C33 H22 O7 S1,33,22,7,-9999,-9999,1,-9999,N/A
1295,561.101515,561.1015362827402,561.101480709859,5849713.5,-9999,237075.2,44.55,-1,0.0990424783430588,0.9923338565433376,0.9589851340460612,0.978994367544427,10,1.2272727272727273,0.6818181818181818,P1 O15,de-protonated,0,-9999,C22 H27 O15 P1,22,27,15,-9999,1,-9999,-9999,N/A
1296,561.138058,561.1380792978807,561.137733277479,5487244,-9999,252481.9,41.69,-1,0.6166407660492993,0.4666656233729079,0.731135910132286,0.5724537380766592,22,0.7647058823529411,0.17647058823529413,S1 O6,de-protonated,0,-9999,C34 H26 O6 S1,34,26,6,-9999,-9999,1,-9999,N/A
1296,561.138058,561.1380792978807,561.1378662192091,5487244,-9999,252481.9,41.69,-1,0.3797260610820824,0.48708793475115825,0.8007932653391622,0.6125700669863599,9,1.3478260869565215,0.6086956521739131,P1 O14,de-protonated,0,-9999,C23 H31 O14 P1,23,31,14,-9999,1,-9999,-9999,N/A
1297,561.174446,561.1744673129571,561.174118786829,5565094,-9999,259741.6,42.31,-1,0.6210659336957876,0.9381534348076528,0.9664251702160098,0.9494621289709956,21,0.8571428571428571,0.14285714285714285,S1 O5,de-protonated,0,-9999,C35 H30 O5 S1,35,30,5,-9999,-9999,1,-9999,N/A
1297,561.174446,561.1744673129571,561.17425172855906,5565094,-9999,259741.6,42.31,-1,0.38416658879524646,0.9771461759088806,0.9650574273905576,0.9723106765015516,8,1.4583333333333333,0.5416666666666666,P1 O13,de-protonated,0,-9999,C24 H35 O13 P1,24,35,13,-9999,1,-9999,-9999,N/A
1298,561.210967,561.2109883280885,561.210504296179,3609280.3,-9999,231866.1,26.87,-1,0.8624783496230669,0.43686929885935144,0.719752637322661,0.5500226342446752,20,0.9444444444444444,0.1111111111111111,S1 O4,de-protonated,0,-9999,C36 H34 O4 S1,36,34,4,-9999,-9999,1,-9999,N/A
1298,561.210967,561.2109883280885,561.211506617779,3609280.3,-9999,231866.1,26.87,-1,-0.9235193583491964,0.42831233764966375,0.7805128205128198,0.5691925307949262,6,1.6538461538461535,0.2692307692307692,S2 P1 O7,de-protonated,0,-9999,C26 H43 O7 P1 S2,26,43,7,-9999,1,2,-9999,N/A
1298,561.210967,561.2109883280885,561.210637237909,3609280.3,-9999,231866.1,26.87,-1,0.6255943066590446,0.4657247740605796,0.7871578612348809,0.5942980089303,7,1.56,0.48,P1 O12,de-protonated,0,-9999,C25 H39 O12 P1,25,39,12,-9999,1,-9999,-9999,N/A
1299,561.247122,561.2471433430684,561.246889805529,2734810.5,-9999,293440.5,19.96,-1,0.4517397672652005,0.4818245673288698,0.7141928963326545,0.5747718989303836,19,1.027027027027027,0.08108108108108109,S1 O3,de-protonated,0,-9999,C37 H38 O3 S1,37,38,3,-9999,-9999,1,-9999,N/A
1299,561.247122,561.2471433430684,561.247022747259,2734810.5,-9999,293440.5,19.96,-1,0.21487117872767192,0.991657575255517,0,0.5949945451533102,6,1.6538461538461535,0.4230769230769231,P1 O11,de-protonated,0,-9999,C26 H43 O11 P1,26,43,11,-9999,1,-9999,-9999,N/A
1300,562.104968,562.1049896984928,562.104702603199,1779271.6,-9999,268429.6,12.41,-1,0.5107505637530472,0.9537689590906816,0.9701888503784312,0.9603369156057814,23,0.6875,0.21875,13C1 S1 O7,de-protonated,1,1295,C32 H22 O7 S1 13C1,32,22,7,-9999,-9999,1,1,N/A
1300,562.104968,562.1049896984928,562.1048355449291,1779271.6,-9999,268429.6,12.41,-1,0.2742434399259568,0.986446035009712,0.9589851340460612,0.9754616746242516,10,1.2857142857142858,0.7142857142857143,13C1 P1 O15,de-protonated,1,1295,C21 H27 O15 P1 13C1,21,27,15,-9999,1,-9999,1,N/A
1300,562.104968,562.1049896984928,562.1049718905491,1779271.6,-9999,268429.6,12.41,-1,0.03168081506873958,0.999817901245328,0,0.5998907407471967,10,1.1904761904761905,0.8095238095238095,N1 O17,de-protonated,0,-9999,C21 H25 O17 N1,21,25,17,1,-9999,-9999,-9999,N/A
1300,562.104968,562.1049896984928,562.105328206169,1779271.6,-9999,268429.6,12.41,-1,-0.6022139610867251,0.9363139136853186,0,0.5617883482111912,27,0.6,0.02857142857142857,N3 S2 O1,de-protonated,0,-9999,C35 H21 O1 N3 S2,35,21,1,3,-9999,2,-9999,N/A
1300,562.104968,562.1049896984928,562.104458826299,1779271.6,-9999,268429.6,12.41,-1,0.9444369020730828,0.850572894550649,0,0.5103437367303894,28,0.5,0.17647058823529413,N3 O6,de-protonated,0,-9999,C34 H17 O6 N3,34,17,6,3,-9999,-9999,-9999,N/A
1300,562.104968,562.1049896984928,562.1054611478991,1779271.6,-9999,268429.6,12.41,-1,-0.8387205584663623,0.8801697669987514,0,0.5281018601992508,14,1.0833333333333333,0.375,N3 S1 P1 O9,de-protonated,0,-9999,C24 H26 O9 N3 P1 S1,24,26,9,3,1,1,-9999,N/A
1301,562.177769,562.1777907286559,562.1774736218991,1767292.5,-9999,277323.1,12.32,-1,0.5640687711443281,0.943902711638697,0.9664251702160098,0.952911695069622,21,0.8823529411764706,0.14705882352941177,13C1 S1 O5,de-protonated,1,1297,C34 H30 O5 S1 13C1,34,30,5,-9999,-9999,1,1,N/A
1301,562.177769,562.1777907286559,562.1776065636291,1767292.5,-9999,277323.1,12.32,-1,0.32759224954970306,0.9807158929822696,0.9650574273905576,0.9744525067455848,8,1.5217391304347827,0.5652173913043478,13C1 P1 O13,de-protonated,1,1297,C23 H35 O13 P1 13C1,23,35,13,-9999,1,-9999,1,N/A
1301,562.177769,562.1777907286559,562.177742909249,1767292.5,-9999,277323.1,12.32,-1,0.0850610104407519,0.9986880120307998,0,0.5992128072184799,8,1.434782608695652,0.6521739130434783,N1 O15,de-protonated,0,-9999,C23 H33 O15 N1,23,33,15,1,-9999,-9999,-9999,N/A
1301,562.177769,562.1777907286559,562.177229844999,1767292.5,-9999,277323.1,12.32,-1,0.997698994268787,0.834756996968875,0,0.5008541981813249,26,0.6944444444444444,0.1111111111111111,N3 O4,de-protonated,0,-9999,C36 H25 O4 N3,36,25,4,3,-9999,-9999,-9999,N/A
1301,562.177769,562.1777907286559,562.1782321665991,1767292.5,-9999,277323.1,12.32,-1,-0.785227740867683,0.8941532448433347,0,0.5364919469060008,12,1.3076923076923077,0.2692307692307692,N3 S1 P1 O7,de-protonated,0,-9999,C26 H34 O7 N3 P1 S1,26,34,7,3,1,1,-9999,N/A
1302,563.044739,563.0447610878606,563.044226813889,3180532.5,-9999,283241.6,23.47,-1,0.9489023172515798,0.424634529877722,0.7489023467070351,0.5543416566094472,24,0.5161290322580645,0.2903225806451613,S1 O9,de-protonated,0,-9999,C31 H16 O9 S1,31,16,9,-9999,-9999,1,-9999,N/A
1302,563.044739,563.0447610878606,563.045229135489,3180532.5,-9999,283241.6,23.47,-1,-0.8312789171350838,0.8821567543138775,0,0.5292940525883265,10,1.1904761904761905,0.5714285714285714,S2 P1 O12,de-protonated,0,-9999,C21 H25 O12 P1 S2,21,25,12,-9999,1,2,-9999,N/A
1302,563.044739,563.0447610878606,563.044359755619,3180532.5,-9999,283241.6,23.47,-1,0.7127897378862569,0.9119332423278368,0,0.547159945396702,11,1.05,0.85,P1 O17,de-protonated,0,-9999,C20 H21 O17 P1,20,21,17,-9999,1,-9999,-9999,N/A
1302,563.044739,563.0447610878606,563.0447160712389,3180532.5,-9999,283241.6,23.47,-1,0.07995212531605214,0.49942039514138115,0.731135910132286,0.5921066011377432,28,0.5,0.02941176470588235,N2 S2 P1 O1,de-protonated,0,-9999,C34 H17 O1 N2 P1 S2,34,17,1,2,1,2,-9999,N/A
1303,563.081022,563.0810441028933,563.080612323239,6753295,-9999,237451.6,51.68,-1,0.7668167662213863,0.44940065974933224,0.7428850341668534,0.5667944095163406,23,0.625,0.25,S1 O8,de-protonated,0,-9999,C32 H20 O8 S1,32,20,8,-9999,-9999,1,-9999,N/A
1303,563.081022,563.0810441028933,563.0807452649691,6753295,-9999,237451.6,51.68,-1,0.5307194869166992,0.47508830192881135,0.8149093904448103,0.6110167373352109,10,1.1904761904761905,0.7619047619047619,P1 O16,de-protonated,0,-9999,C21 H25 O16 P1,21,25,16,-9999,1,-9999,-9999,N/A
1304,563.117432,563.1174541179788,563.116997832589,6887465.5,-9999,271406,52.74,-1,0.8102852364887497,0.44384515703821315,0.7369636471990461,0.5610925531025464,22,0.7272727272727273,0.21212121212121213,S1 O7,de-protonated,0,-9999,C33 H24 O7 S1,33,24,7,-9999,-9999,1,-9999,N/A
1304,563.117432,563.1174541179788,563.118000154189,6887465.5,-9999,271406,52.74,-1,-0.9696657006231764,0.4215762598838303,0.8007932653391622,0.5732630620659631,8,1.434782608695652,0.43478260869565216,S2 P1 O10,de-protonated,0,-9999,C23 H33 O10 P1 S2,23,33,10,-9999,1,2,-9999,N/A
1304,563.117432,563.1174541179788,563.117130774319,6887465.5,-9999,271406,52.74,-1,0.5742032024220562,0.4709645264870645,0.8077896627745538,0.6056945810020602,9,1.318181818181818,0.6818181818181818,P1 O15,de-protonated,0,-9999,C22 H29 O15 P1,22,29,15,-9999,1,-9999,-9999,N/A
1305,563.15384100000006,563.153863133064,563.153383341939,6350916.5,-9999,259549.6,48.5,-1,0.8519723739734788,0.43829943254303294,0.7311359101322861,0.5554340235787342,21,0.8235294117647058,0.17647058823529413,S1 O6,de-protonated,0,-9999,C34 H28 O6 S1,34,28,6,-9999,-9999,1,-9999,N/A
1305,563.15384100000006,563.153863133064,563.154385663539,6350916.5,-9999,259549.6,48.5,-1,-0.927863634374339,0.4276877243417166,0.7939170211058494,0.5741794430473697,7,1.5416666666666667,0.375,S2 P1 O9,de-protonated,0,-9999,C24 H37 O9 P1 S2,24,37,9,-9999,1,2,-9999,N/A
1305,563.15384100000006,563.153863133064,563.153516283669,6350916.5,-9999,259549.6,48.5,-1,0.6159055833934182,0.46674235843599143,0.8007932653391622,0.6003627211972598,8,1.434782608695652,0.6086956521739131,P1 O14,de-protonated,0,-9999,C23 H33 O14 P1,23,33,14,-9999,1,-9999,-9999,N/A
1306,563.190251,563.1902731481493,563.189768851289,5276767,-9999,245484.9,40.02,-1,0.895429725806066,0.4323016286030949,0.7253996187124169,0.5495408246468236,20,0.9142857142857144,0.14285714285714285,S1 O5,de-protonated,0,-9999,C35 H32 O5 S1,35,32,5,-9999,-9999,1,-9999,N/A
1306,563.190251,563.1902731481493,563.1907711728891,5276767,-9999,245484.9,40.02,-1,-0.8842913719801685,0.8882903107644358,0.9379246073120588,0.908144029383485,6,1.64,0.32,S2 P1 O8,de-protonated,0,-9999,C25 H41 O8 P1 S2,25,41,8,-9999,1,2,-9999,N/A
1306,563.190251,563.1902731481493,563.189901793019,5276767,-9999,245484.9,40.02,-1,0.659378176325132,0.9052716702387046,0.9311654474410904,0.9156291811196589,7,1.5416666666666667,0.5416666666666666,P1 O13,de-protonated,0,-9999,C24 H37 O13 P1,24,37,13,-9999,1,-9999,-9999,N/A
1307,563.226541,563.2265631631851,563.226154360639,4233337.5,-9999,273158.7,31.78,-1,0.7258230870689352,0.45441798898359254,0.719752637322661,0.56055184831922,19,1,0.1111111111111111,S1 O4,de-protonated,0,-9999,C36 H36 O4 S1,36,36,4,-9999,-9999,1,-9999,N/A
1307,563.226541,563.2265631631851,563.2262873023691,4233337.5,-9999,273158.7,31.78,-1,0.4897868268068603,0.47870290600060367,0.7871578612348809,0.6020848880943146,6,1.64,0.48,P1 O12,de-protonated,0,-9999,C25 H41 O12 P1,25,41,12,-9999,1,-9999,-9999,N/A
1308,563.262928,563.262950178261,563.2625398699889,1796500.4,-9999,246634.5,12.54,-1,0.7284494228482425,0.9082063487044127,0,0.5449238092226477,18,1.0810810810810811,0.08108108108108109,S1 O3,de-protonated,0,-9999,C37 H40 O3 S1,37,40,3,-9999,-9999,1,-9999,N/A
1308,563.262928,563.262950178261,563.262672811719,1796500.4,-9999,246634.5,12.54,-1,0.49242840938099286,0.956955183642196,0,0.5741731101853175,5,1.7307692307692308,0.4230769230769231,P1 O11,de-protonated,0,-9999,C26 H45 O11 P1,26,45,11,-9999,1,-9999,-9999,N/A
1309,564.084724,564.0847465187492,564.085105825529,1940208,-9999,308004.3,13.67,-1,-0.636972641417527,0.929024723248946,0,0.5574148339493676,9,1.2857142857142858,0.6190476190476191,N1 S2 O13,de-protonated,0,-9999,C21 H27 O13 N1 S2,21,27,13,1,-9999,2,-9999,N/A
1309,564.084724,564.0847465187492,564.084236445659,1940208,-9999,308004.3,13.67,-1,0.90424985699725835,0.862116601544624,0,0.5172699609267744,10,1.15,0.9,N1 O18,de-protonated,0,-9999,C20 H23 O18 N1,20,23,18,1,-9999,-9999,-9999,N/A
1309,564.084724,564.0847465187492,564.084592761279,1940208,-9999,308004.3,13.67,-1,0.27257874455206765,0.9866089810926516,0,0.5919653886555909,27,0.5588235294117647,0.0588235294117647,N3 S2 O2,de-protonated,0,-9999,C34 H19 O2 N3 S2,34,19,2,3,-9999,2,-9999,N/A
1309,564.084724,564.0847465187492,564.084725703009,1940208,-9999,308004.3,13.67,-1,0.03690179726070598,0.9997529441100172,0,0.5998517664660103,14,1.0434782608695652,0.43478260869565216,N3 S1 P1 O10,de-protonated,0,-9999,C23 H24 O10 N3 P1 S1,23,24,10,3,1,1,-9999,N/A
1310,564.193694,564.1937165638979,564.1941260079591,2000704.5,-9999,311659.1,14.15,-1,-0.725714860114775,0.9088618845039328,0.9379246073120588,0.9204869736271832,6,1.7083333333333333,0.3333333333333333,13C1 S2 P1 O8,de-protonated,1,1306,C24 H41 O8 P1 S2 13C1,24,41,8,-9999,1,2,1,N/A
1310,564.193694,564.1937165638979,564.1932566280891,2000704.5,-9999,311659.1,14.15,-1,0.8152096880734414,0.8864019356481703,0.9311654474410904,0.9043073403653384,7,1.608695652173913,0.5652173913043478,13C1 P1 O13,de-protonated,1,1306,C23 H37 O13 P1 13C1,23,37,13,-9999,1,-9999,1,N/A
1310,564.193694,564.1937165638979,564.194262353579,2000704.5,-9999,311659.1,14.15,-1,-0.9673789997050414,0.8438304476807682,0,0.5062982686084609,6,1.625,0.4166666666666667,N1 S2 O10,de-protonated,0,-9999,C24 H39 O10 N1 S2,24,39,10,1,-9999,2,-9999,N/A
1310,564.193694,564.1937165638979,564.193392973709,2000704.5,-9999,311659.1,14.15,-1,0.5735448037097405,0.9420582157337604,0,0.5652349294402562,7,1.5217391304347827,0.6521739130434783,N1 O15,de-protonated,0,-9999,C23 H35 O15 N1,23,35,15,1,-9999,-9999,-9999,N/A
1310,564.193694,564.1937165638979,564.1938822310591,2000704.5,-9999,311659.1,14.15,-1,-0.2936351606397655,0.9844769467048066,0,0.5906861680228839,11,1.3846153846153846,0.2692307692307692,N3 S1 P1 O7,de-protonated,0,-9999,C26 H36 O7 N3 P1 S1,26,36,7,3,1,1,-9999,N/A
1311,565.060602,565.0606249230768,565.060879199949,4536770,-9999,239667.7,34.17,-1,-0.4499990736035987,0.481961815871075,0.8149093904448101,0.615140845700569,9,1.2857142857142858,0.5714285714285714,S2 P1 O12,de-protonated,0,-9999,C21 H27 O12 P1 S2,21,27,12,-9999,1,2,-9999,N/A
1311,565.060602,565.0606249230768,565.0603661356989,4536770,-9999,239667.7,34.17,-1,0.4579818253257802,0.4813283689351466,0.731135910132286,0.5812513854140023,27,0.5588235294117647,0.02941176470588235,N2 S2 P1 O1,de-protonated,0,-9999,C34 H19 O1 N2 P1 S2,34,19,1,2,1,2,-9999,N/A
1312,565.096858,565.0968809380984,565.097264709299,7011805,-9999,241933.5,53.71,-1,-0.6791241518909523,0.9181580407155177,0.9626132406923656,0.9359401207062568,8,1.4090909090909092,0.5,S2 P1 O11,de-protonated,0,-9999,C22 H31 O11 P1 S2,22,31,11,-9999,1,2,-9999,N/A
1312,565.096858,565.0968809380984,565.096395329429,7011805,-9999,241933.5,53.71,-1,0.859337757884081,0.8768165176731448,0.955493513022109,0.9082873158127304,9,1.2857142857142858,0.7619047619047619,P1 O16,de-protonated,0,-9999,C21 H27 O16 P1,21,27,16,-9999,1,-9999,-9999,N/A
1313,565.133182,565.1332049531483,565.132647897049,6962680,-9999,239967.3,53.32,-1,0.9857085789846984,0.4191834579843466,0.7369636471990461,0.5462955336702263,21,0.7878787878787878,0.21212121212121213,S1 O7,de-protonated,0,-9999,C33 H26 O7 S1,33,26,7,-9999,-9999,1,-9999,N/A
1313,565.133182,565.1332049531483,565.133650218649,6962680,-9999,239967.3,53.32,-1,-0.7878941566434811,0.9318978730609984,0.9918070342554364,0.9558615375387736,7,1.5217391304347827,0.43478260869565216,S2 P1 O10,de-protonated,0,-9999,C23 H35 O10 P1 S2,23,35,10,-9999,1,2,-9999,N/A
1313,565.133182,565.1332049531483,565.132780838779,6962680,-9999,239967.3,53.32,-1,0.7504685334710467,0.4514278910539214,0.8077896627745539,0.5939725997421744,8,1.4090909090909092,0.6818181818181818,P1 O15,de-protonated,0,-9999,C22 H31 O15 P1,22,31,15,-9999,1,-9999,-9999,N/A
1314,565.169673,565.1696959682672,565.170035727999,6524435,-9999,262390.3,49.86,-1,-0.6011637388905081,0.4682643256819649,0.7939170211058493,0.5985254038515186,6,1.625,0.375,S2 P1 O9,de-protonated,0,-9999,C24 H39 O9 P1 S2,24,39,9,-9999,1,2,-9999,N/A
1314,565.169673,565.1696959682672,565.169166348129,6524435,-9999,262390.3,49.86,-1,0.9371001988969258,0.9193195507091252,0.9729405915887468,0.940767967060974,7,1.5217391304347827,0.6086956521739131,P1 O14,de-protonated,0,-9999,C23 H35 O14 P1,23,35,14,-9999,1,-9999,-9999,N/A
1315,565.206149,565.20617198338,565.2064212373491,4942382,-9999,243226.2,37.37,-1,-0.44099635052555786,0.48266380747041815,0.787157861234881,0.6044614289762034,5,1.72,0.32,S2 P1 O8,de-protonated,0,-9999,C25 H43 O8 P1 S2,25,43,8,-9999,1,2,-9999,N/A
1316,565.242307,565.2423299983611,565.2418044250991,2932297,-9999,229897.9,21.5,-1,0.9298202255000544,0.4274057501916204,0.719752637322661,0.5443445050440366,18,1.0555555555555556,0.1111111111111111,S1 O4,de-protonated,0,-9999,C36 H38 O4 S1,36,38,4,-9999,-9999,1,-9999,N/A
1316,565.242307,565.2423299983611,565.242806746699,2932297,-9999,229897.9,21.5,-1,-0.8434399025863034,0.4394514127143244,0.7805128205128198,0.5758759758337226,4,1.8076923076923077,0.2692307692307692,S2 P1 O7,de-protonated,0,-9999,C26 H47 O7 P1 S2,26,47,7,-9999,1,2,-9999,N/A
1316,565.242307,565.2423299983611,565.2419373668291,2932297,-9999,229897.9,21.5,-1,0.6946256214422163,0.9161731958466957,0,0.5497039175080174,5,1.72,0.48,P1 O12,de-protonated,0,-9999,C25 H43 O12 P1,25,43,12,-9999,1,-9999,-9999,N/A
1318,566.100204,566.1002273538066,566.1006195443691,2089672.9,-9999,302125.5,14.84,-1,-0.6927930281986933,0.916595966860064,0.9626132406923656,0.9350028763929844,8,1.4761904761904765,0.5238095238095238,13C1 S2 P1 O11,de-protonated,1,1312,C21 H31 O11 P1 S2 13C1,21,31,11,-9999,1,2,1,N/A
1318,566.100204,566.1002273538066,566.099750164499,2089672.9,-9999,302125.5,14.84,-1,0.8429420918806115,0.8790367153711817,0.955493513022109,0.9096194344315528,9,1.35,0.8,13C1 P1 O16,de-protonated,1,1312,C20 H27 O16 P1 13C1,20,27,16,-9999,1,-9999,1,N/A
1318,566.100204,566.1002273538066,566.100755889989,2089672.9,-9999,302125.5,14.84,-1,-0.933643308018292,0.8537072232348043,0,0.5122243339408825,8,1.380952380952381,0.6190476190476191,N1 S2 O13,de-protonated,0,-9999,C21 H29 O13 N1 S2,21,29,13,1,-9999,2,-9999,N/A
1318,566.100204,566.1002273538066,566.0998865101191,2089672.9,-9999,302125.5,14.84,-1,0.6020910720947296,0.9363390574683164,0,0.5618034344809899,9,1.25,0.9,N1 O18,de-protonated,0,-9999,C20 H25 O18 N1,20,25,18,1,-9999,-9999,-9999,N/A
1318,566.100204,566.1002273538066,566.1002428257391,2089672.9,-9999,302125.5,14.84,-1,-0.02733072921069468,0.999864472684586,0,0.5999186836107516,26,0.6176470588235294,0.0588235294117647,N3 S2 O2,de-protonated,0,-9999,C34 H21 O2 N3 S2,34,21,2,3,-9999,2,-9999,N/A
1318,566.100204,566.1002273538066,566.100375767469,2089672.9,-9999,302125.5,14.84,-1,-0.26216845761999896,0.9876060598709046,0,0.5925636359225427,13,1.1304347826086956,0.43478260869565216,N3 S1 P1 O10,de-protonated,0,-9999,C23 H26 O10 N3 P1 S1,23,26,10,3,1,1,-9999,N/A
1319,566.136751,566.1367743689489,566.137005053719,1821924.3,-9999,258725.3,12.73,-1,-0.4074716333423097,0.970322786083622,0.9918070342554364,0.9789164853523478,7,1.5909090909090908,0.4545454545454546,13C1 S2 P1 O10,de-protonated,1,1313,C22 H35 O10 P1 S2 13C1,22,35,10,-9999,1,2,1,N/A
1319,566.136751,566.1367743689489,566.137141399339,1821924.3,-9999,258725.3,12.73,-1,-0.6483065026836673,0.9265723723249242,0,0.5559434233949545,7,1.5,0.5454545454545454,N1 S2 O12,de-protonated,0,-9999,C22 H33 O12 N1 S2,22,33,12,1,-9999,2,-9999,N/A
1319,566.136751,566.1367743689489,566.1362720194691,1821924.3,-9999,258725.3,12.73,-1,0.8873296141413062,0.8668716774764242,0,0.5201230064858545,8,1.380952380952381,0.8095238095238095,N1 O17,de-protonated,0,-9999,C21 H29 O17 N1,21,29,17,1,-9999,-9999,-9999,N/A
1319,566.136751,566.1367743689489,566.136628335089,1821924.3,-9999,258725.3,12.73,-1,0.2579480863501437,0.9879994970449176,0,0.5927996982269504,25,0.7142857142857143,0.02857142857142857,N3 S2 O1,de-protonated,0,-9999,C35 H25 O1 N3 S2,35,25,1,3,-9999,2,-9999,N/A
1319,566.136751,566.1367743689489,566.136761276819,1821924.3,-9999,258725.3,12.73,-1,0.02312538372930346,0.9999029689673908,0,0.5999417813804344,12,1.25,0.375,N3 S1 P1 O9,de-protonated,0,-9999,C24 H30 O9 N3 P1 S1,24,30,9,3,1,1,-9999,N/A
1320,566.172656,566.1726793838251,566.172521183199,1907967.1,-9999,307664.7,13.4,-1,0.2794212367105402,0.9859330483996624,0.9729405915887468,0.980736065675296,7,1.5909090909090908,0.6363636363636364,13C1 P1 O14,de-protonated,1,1314,C22 H35 O14 P1 13C1,22,35,14,-9999,1,-9999,1,N/A
1320,566.172656,566.1726793838251,566.1726575288191,1907967.1,-9999,307664.7,13.4,-1,0.03860130957357207,0.9997296669173114,0,0.5998378001503868,7,1.5,0.7272727272727273,N1 O16,de-protonated,0,-9999,C22 H33 O16 N1,22,33,16,1,-9999,-9999,-9999,N/A
1320,566.172656,566.1726793838251,566.172144464569,1907967.1,-9999,307664.7,13.4,-1,0.9447996714902498,0.850467126286888,0,0.5102802757721328,25,0.7142857142857143,0.14285714285714285,N3 O5,de-protonated,0,-9999,C35 H25 O5 N3,35,25,5,3,-9999,-9999,-9999,N/A
1320,566.172656,566.1726793838251,566.173146786169,1907967.1,-9999,307664.7,13.4,-1,-0.8255466487283034,0.883678272533331,0,0.5302069635199985,11,1.36,0.32,N3 S1 P1 O8,de-protonated,0,-9999,C25 H34 O8 N3 P1 S1,25,34,8,3,1,1,-9999,N/A
1321,566.209177,566.2092003989566,566.2090430381689,1756186.5,-9999,258622.5,12.21,-1,0.27791994769445194,0.986082747663438,0,0.5916496485980628,6,1.608695652173913,0.6521739130434783,N1 O15,de-protonated,0,-9999,C23 H37 O15 N1,23,37,15,1,-9999,-9999,-9999,N/A
1321,566.209177,566.2092003989566,566.209532295519,1756186.5,-9999,258622.5,12.21,-1,-0.5861726861034364,0.9395582306765012,0,0.5637349384059007,10,1.4615384615384617,0.2692307692307692,N3 S1 P1 O7,de-protonated,0,-9999,C26 H38 O7 N3 P1 S1,26,38,7,3,1,1,-9999,N/A
1323,567.076393,567.0764167582632,567.076529264409,6455206,-9999,257972.3,49.3,-1,-0.198396759504191,0.49644169617407735,0.8149093904448103,0.6238287738823705,8,1.380952380952381,0.5714285714285714,S2 P1 O12,de-protonated,0,-9999,C21 H29 O12 P1 S2,21,29,12,-9999,1,2,-9999,N/A
1323,567.076393,567.0764167582632,567.076016200159,6455206,-9999,257972.3,49.3,-1,0.7063569835994742,0.4567225325444543,0.7311359101322861,0.566487883579587,26,0.6176470588235294,0.02941176470588235,N2 S2 P1 O1,de-protonated,0,-9999,C34 H21 O1 N2 P1 S2,34,21,1,2,1,2,-9999,N/A
1323,567.076393,567.0764167582632,567.076864353329,6455206,-9999,257972.3,49.3,-1,-0.7893022867434603,0.4465564908739899,0.7428850341668535,0.5650879081911353,27,0.5,0.15625,N4 S1 O5,de-protonated,0,-9999,C32 H16 O5 N4 S1,32,16,5,4,-9999,1,-9999,N/A
1324,567.112766,567.1127897733332,567.112914773759,7000001.5,-9999,256334.1,53.6,-1,-0.22041541027599437,0.9789646887156852,0.9827555963892216,0.9804810517850996,7,1.5,0.5,S2 P1 O11,de-protonated,0,-9999,C22 H33 O11 P1 S2,22,33,11,-9999,1,2,-9999,N/A
1324,567.112766,567.1127897733332,567.113249862679,7000001.5,-9999,256334.1,53.6,-1,-0.8112830125032885,0.44371487340605026,0.7369636471990461,0.5610143829232486,26,0.6060606060606061,0.12121212121212122,N4 S1 O4,de-protonated,0,-9999,C33 H20 O4 N4 S1,33,20,4,4,-9999,1,-9999,N/A
1325,567.149159,567.1491827884117,567.149300283109,6075357,-9999,246957.4,46.3,-1,-0.2071671378836849,0.9924875574876147,0.9691545198071077,0.983154342415412,6,1.608695652173913,0.43478260869565216,S2 P1 O10,de-protonated,0,-9999,C23 H37 O10 P1 S2,23,37,10,-9999,1,2,-9999,N/A
