Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C
5,265.147879,265.1478808690681,265.14790403833905,1697243.4,-9999,722047.5,27.69,-1,-0.0873824404921746,0.9986154732587,0,0.59916928395522,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999
10,269.1312,269.131202215086,269.1312051460991,985725.6,-9999,854169.8,15.15,-1,-0.01089064760217074,0.9999784792914528,0,0.5999870875748716,4,1.6428571428571428,0.21428571428571427,P1 O3,de-protonated,0,-9999,C14 H23 O3 P1,14,23,3,-9999,1,-9999,-9999
12,271.082301,271.0823033845717,271.0823264003491,818688.1,-9999,698683.1,12.24,-1,-0.0849032753514098,0.9986928701784638,0,0.5992157221070782,5,1.3333333333333333,0.5833333333333334,O7,de-protonated,0,-9999,C12 H16 O7,12,16,7,-9999,-9999,-9999,-9999
14,281.066678,281.06668125188145,281.0666763358891,929933.9,-9999,597537.6,14,-1,0.01749048451166148,0.9999444932939922,0,0.5999666959763953,7,1.0769230769230769,0.5384615384615384,O7,de-protonated,0,-9999,C13 H14 O7,13,14,7,-9999,-9999,-9999,-9999
14,281.066678,281.06668125188145,281.06651414455905,929933.9,-9999,597537.6,14,-1,0.59454724767211,0.93787401787245,0,0.56272441072347,2,2.375,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H19 O1 N4 P1 S2,8,19,1,4,1,2,-9999
16,281.103061,281.10306425504194,281.1030618452391,965200.9,-9999,620075.7,14.61,-1,0.00857266665948359,0.999986665313604,0,0.5999919991881624,6,1.2857142857142858,0.42857142857142855,O6,de-protonated,0,-9999,C14 H18 O6,14,18,6,-9999,-9999,-9999,-9999
18,283.045952,283.0459554238144,283.0459408909991,958709.1,-9999,778133.6,14.41,-1,0.05134436933556109,0.9995217713295804,0,0.5997130627977482,7,1,0.6666666666666666,O8,de-protonated,0,-9999,C12 H12 O8,12,12,8,-9999,-9999,-9999,-9999
18,283.045952,283.0459554238144,283.0457786996691,958709.1,-9999,778133.6,14.41,-1,0.6243659457891316,0.9317090830645696,0,0.5590254498387418,2,2.4285714285714284,0.2857142857142857,N4 S2 P1 O2,de-protonated,0,-9999,C7 H17 O2 N4 P1 S2,7,17,2,4,1,2,-9999
19,283.08229,283.082293426971,283.0823264003491,1111672.1,-9999,657850.9,17.03,-1,-0.1164798188447654,0.997541213981452,0,0.5985247283888712,6,1.2307692307692308,0.5384615384615384,O7,de-protonated,0,-9999,C13 H16 O7,13,16,7,-9999,-9999,-9999,-9999
21,285.061568,285.0615715989043,285.06159095545905,1134620.3,-9999,667156,17.42,-1,-0.06790306146030445,0.9991637215996776,0,0.5994982329598066,6,1.1666666666666667,0.6666666666666666,O8,de-protonated,0,-9999,C12 H14 O8,12,14,8,-9999,-9999,-9999,-9999
