Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C
3,255.087393,255.08736871361455,255.08741178077904,843449.4,-9999,721155.5,12.96,-1,-0.1688329666403035,0.9948412354729612,0,0.5969047412837767,5,1.3333333333333333,0.5,O6,de-protonated,0,-9999,C12 H16 O6,12,16,6,-9999,-9999,-9999,-9999
5,265.147965,265.1479422581689,265.14790403833905,1539790.3,-9999,656465.1,24.94,-1,0.14414532134870514,0.9962369800903808,0,0.5977421880542285,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999
7,267.087443,267.0874205559282,267.08741178077906,959266.6,-9999,686321.1,14.78,-1,0.03285497084247583,0.999804154557444,0,0.5998824927344663,6,1.2307692307692308,0.4615384615384616,O6,de-protonated,0,-9999,C13 H16 O6,13,16,6,-9999,-9999,-9999,-9999
8,269.03031,269.03028785420776,269.0302908265391,842863.9,-9999,635288.5,12.68,-1,-0.01104831480305257,0.999977851664209,0,0.5999867109985254,7,0.9090909090909092,0.7272727272727273,O8,de-protonated,0,-9999,C11 H10 O8,11,10,8,-9999,-9999,-9999,-9999
8,269.03031,269.03028785420776,269.0301286352091,842863.9,-9999,635288.5,12.68,-1,0.5918259023794528,0.9384235973486772,0,0.5630541584092063,2,2.5,0.3333333333333333,N4 S2 P1 O2,de-protonated,0,-9999,C6 H15 O2 N4 P1 S2,6,15,2,4,1,2,-9999
9,269.066677,269.0666548597911,269.0666763358891,1182323.6,-9999,734026.2,18.59,-1,-0.07981701160288437,0.998844702682912,0,0.5993068216097472,6,1.1666666666666667,0.5833333333333334,O7,de-protonated,0,-9999,C12 H14 O7,12,14,7,-9999,-9999,-9999,-9999
10,271.082374,271.0823521692519,271.0823264003491,1017409.3,-9999,675426.6,15.71,-1,0.095059324547741,0.9983617231817644,0,0.5990170339090586,5,1.3333333333333333,0.5833333333333334,O7,de-protonated,0,-9999,C12 H16 O7,12,16,7,-9999,-9999,-9999,-9999
11,279.051013,279.05099239264115,279.05102627142907,824432.1,-9999,616364.1,12.21,-1,-0.12140714323809988,0.997329075093178,0,0.5983974450559068,8,0.9230769230769232,0.5384615384615384,O7,de-protonated,0,-9999,C13 H12 O7,13,12,7,-9999,-9999,-9999,-9999
11,279.051013,279.05099239264115,279.0508640800991,824432.1,-9999,616364.1,12.21,-1,0.4598177557955748,0.9623624563586988,0,0.5774174738152191,3,2.125,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H17 O1 N4 P1 S2,8,17,1,4,1,2,-9999
12,279.08743,279.08740939823207,279.08741178077906,1105843.4,-9999,699835.5,17.06,-1,-0.00853692031484866,0.999986776287089,0,0.5999920657722534,7,1.1428571428571428,0.42857142857142855,O6,de-protonated,0,-9999,C14 H16 O6,14,16,6,-9999,-9999,-9999,-9999
