Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,33S,34S
0,265.147556,265.1476118552804,265.1475239158191,920666.4,-9999,615243.6,14.09,-1,0.3316623893394553,0.9802385243894248,0,0.5881431146336549,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,N/A,-9999
2,279.087118,279.08716345650816,279.08741178077906,1099121.3,-9999,713778.8,16.95,-1,-0.8897723810420519,0.8661891313714871,0,0.5197134788228922,7,1.1428571428571428,0.42857142857142855,O6,de-protonated,0,-9999,C14 H16 O6,14,16,6,-9999,-9999,-9999,-9999,N/A,-9999
4,281.102838,281.1028819528015,281.1030618452391,1037505.3,-9999,523498.6,15.89,-1,-0.6399518966650171,0.9283836551569082,0,0.5570301930941449,6,1.2857142857142858,0.42857142857142855,O6,de-protonated,0,-9999,C14 H18 O6,14,18,6,-9999,-9999,-9999,-9999,N/A,-9999
5,283.082074,283.08211647631146,283.0823264003491,1564938.9,-9999,615584,24.85,-1,-0.7415653258507302,0.905034599817548,0,0.5430207598905288,6,1.2307692307692308,0.5384615384615384,O7,de-protonated,0,-9999,C13 H16 O7,13,16,7,-9999,-9999,-9999,-9999,N/A,-9999
6,283.118427,283.1184694491925,283.1187119096991,1051533.4,-9999,810032.7,16.04,-1,-0.856391670244581,0.8753988385839935,0,0.525239303150396,5,1.4285714285714286,0.42857142857142855,O6,de-protonated,0,-9999,C14 H20 O6,14,20,6,-9999,-9999,-9999,-9999,N/A,-9999
7,285.061325,285.0613659998103,285.06159095545905,921681.2,-9999,532631.6,13.81,-1,-0.7891475242997514,0.8931525699895352,0,0.5358915419937211,6,1.1666666666666667,0.6666666666666666,O8,de-protonated,0,-9999,C12 H14 O8,12,14,8,-9999,-9999,-9999,-9999,N/A,-9999
8,285.097728,285.097768972654,285.0979764648091,1128851.6,-9999,560390,17.37,-1,-0.7277924510625972,0.9083640213269868,0,0.545018412796192,5,1.3846153846153846,0.5384615384615384,O7,de-protonated,0,-9999,C13 H18 O7,13,18,7,-9999,-9999,-9999,-9999,N/A,-9999
9,285.125913,285.1259539516283,285.1261197656691,1106325.5,-9999,613347.7,16.98,-1,-0.5815463029588153,0.9404796776411268,0,0.564287806584676,4,1.6428571428571428,0.2857142857142857,P1 O4,de-protonated,0,-9999,C14 H23 O4 P1,14,23,4,-9999,1,-9999,-9999,N/A,-9999
10,289.035166,289.0352040353651,289.0353762069691,822424.6,-9999,677988.7,12.05,-1,-0.5956765785968141,0.9376453025643192,0,0.5625871815385914,10,0.7142857142857143,0.5,O7,de-protonated,0,-9999,C14 H10 O7,14,10,7,-9999,-9999,-9999,-9999,N/A,-9999
10,289.035166,289.0352040353651,289.0352140156391,822424.6,-9999,677988.7,12.05,-1,-0.03452961271517968,0.99978368319186794,0,0.5998702099151207,5,1.6666666666666667,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H15 O1 N4 P1 S2,9,15,1,4,1,2,-9999,N/A,-9999
11,289.071439,289.0714770083058,289.0717617163191,839578.9,-9999,697509.3,12.34,-1,-0.9849042728766988,0.8386080580965222,0,0.5031648348579133,9,0.9333333333333332,0.4,O6,de-protonated,0,-9999,C15 H14 O6,15,14,6,-9999,-9999,-9999,-9999,N/A,-9999
12,291.050831,291.05086753169945,291.05102627142907,925980.6,-9999,613397.4,13.74,-1,-0.5454017175167292,0.9474564779434956,0,0.5684738867660973,9,0.8571428571428571,0.5,O7,de-protonated,0,-9999,C14 H12 O7,14,12,7,-9999,-9999,-9999,-9999,N/A,-9999
12,291.050831,291.05086753169945,291.0508640800991,925980.6,-9999,613397.4,13.74,-1,0.01185909682442075,0.999974481713046,0,0.5999846890278276,4,1.8888888888888888,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H17 O1 N4 P1 S2,9,17,1,4,1,2,-9999,N/A,-9999
13,291.087185,291.08722150457965,291.08741178077906,1137310.9,-9999,697915.3,17.33,-1,-0.653673747877847,0.925398249043209,0,0.5552389494259253,8,1.0666666666666669,0.4,O6,de-protonated,0,-9999,C15 H16 O6,15,16,6,-9999,-9999,-9999,-9999,N/A,-9999
14,293.030099,293.0301340551855,293.0302908265391,893662.1,-9999,578979.6,13.19,-1,-0.5350005051004341,0.9493903394864748,0,0.5696342036918849,9,0.7692307692307693,0.6153846153846154,O8,de-protonated,0,-9999,C13 H10 O8,13,10,8,-9999,-9999,-9999,-9999,N/A,-9999
