Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C
1,265.14784,265.1477777460972,265.14790403833905,835940.1,-9999,682580.6,12.68,-1,-0.4763086562243945,0.959670529513509,0,0.5758023177081053,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999
1,265.14784,265.1477777460972,265.1475239158191,835940.1,-9999,682580.6,12.68,-1,0.9573171732814458,0.8468008227222751,0,0.508080493633365,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999
5,293.103056,293.1030039771809,293.1030618452391,943819.1,-9999,714351.2,14.12,-1,-0.1974324588843002,0.9929521605088792,0,0.5957712963053274,7,1.2,0.4,O6,de-protonated,0,-9999,C15 H18 O6,15,18,6,-9999,-9999,-9999,-9999
7,293.175786,293.17573400379877,293.1758328639391,1188048.1,-9999,647496.1,18.29,-1,-0.33720426189539093,0.9795794481883918,0,0.5877476689130351,5,1.5294117647058822,0.2352941176470588,O4,de-protonated,0,-9999,C17 H26 O4,17,26,4,-9999,-9999,-9999,-9999
9,295.082385,295.08233370157814,295.0823264003491,1083859.1,-9999,702310.7,16.51,-1,0.024743023922872,0.9998889201571852,0,0.5999333520943111,7,1.1428571428571428,0.5,O7,de-protonated,0,-9999,C14 H16 O7,14,16,7,-9999,-9999,-9999,-9999
9,295.082385,295.08233370157814,295.0821642090191,1083859.1,-9999,702310.7,16.51,-1,0.5743910666612949,0.9418921743863384,0,0.565135304631803,2,2.3333333333333335,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H21 O1 N4 P1 S2,9,21,1,4,1,2,-9999
11,297.098009,297.0979584392586,297.0979764648091,1329117.6,-9999,693104.9,20.58,-1,-0.06067207430149971,0.9993322921481074,0,0.5995993752888644,6,1.2857142857142858,0.5,O7,de-protonated,0,-9999,C14 H18 O7,14,18,7,-9999,-9999,-9999,-9999
13,297.153042,297.1529914593997,297.1529894187691,1158497.4,-9999,710954.6,17.68,-1,0.0068672726285497,0.9999914430193816,0,0.599994865811629,4,1.625,0.1875,S1 O3,de-protonated,0,-9999,C16 H26 O3 S1,16,26,3,-9999,-9999,1,-9999
15,299.077256,299.0772061636258,299.0772410199191,991334.1,-9999,639406.1,14.84,-1,-0.11654612417091988,0.9975384173402144,0,0.5985230504041287,6,1.2307692307692308,0.6153846153846154,O8,de-protonated,0,-9999,C13 H16 O8,13,16,8,-9999,-9999,-9999,-9999
17,301.092952,301.0929029013327,301.0928910843791,874994.4,-9999,761167.3,12.79,-1,0.03924687011219931,0.99972055059093,0,0.599832330354558,5,1.3846153846153846,0.6153846153846154,O8,de-protonated,0,-9999,C13 H18 O8,13,18,8,-9999,-9999,-9999,-9999
18,305.103089,305.1030413689675,305.1030618452391,919567.8,-9999,686339.3,13.54,-1,-0.06711263875457318,0.9991830697017778,0,0.5995098418210667,8,1.125,0.375,O6,de-protonated,0,-9999,C16 H18 O6,16,18,6,-9999,-9999,-9999,-9999
19,307.082348,307.0823010933391,307.0823264003491,1287457,-9999,719786.8,19.63,-1,-0.08241115758189173,0.998768432305464,0,0.5992610593832783,8,1.0666666666666669,0.4666666666666667,O7,de-protonated,0,-9999,C15 H16 O7,15,16,7,-9999,-9999,-9999,-9999
19,307.082348,307.0823010933391,307.0821642090191,1287457,-9999,719786.8,19.63,-1,0.44575796302723814,0.9645883168882804,0,0.5787529901329682,3,2.1,0.1,N4 S2 P1 O1,de-protonated,0,-9999,C10 H21 O1 N4 P1 S2,10,21,1,4,1,2,-9999
