Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,17O,18O,33S,34S
50,233.154712,233.15472573521225,233.15470349587903,2553934.8,-9999,685260.1,44.22,-1,0.0953844501421472,0.9983505066846072,0,0.5990103040107643,5,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,-9999,C15 H22 O2,15,22,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
51,235.061202,235.06121521997315,235.06119703228907,898122.1,-9999,799483.1,14.2,-1,0.07737425107437768,0.9989142973921366,0,0.5993485784352819,7,1,0.4166666666666667,O5,de-protonated,0,-9999,C12 H12 O5,12,12,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52,239.128883,239.12889512066064,239.12888267055905,4717098.5,-9999,797024.5,82.75,-1,0.05206439902101431,0.9995082676874382,0,0.5997049606124629,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
55,241.136476,241.13648757809787,241.13629052652908,4215924.5,-9999,671523,73.46,-1,0.817179232374609,0.8858849871885854,0,0.5315309923131513,3,1.7692307692307692,0.15384615384615383,P1 O2,de-protonated,0,-9999,C13 H23 O2 P1,13,23,2,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
61,242.176155,242.17616629711907,242.1761672165691,3173150.5,-9999,690044.9,54.8,-1,-0.00379661649346487,0.999997384548202,0,0.5999984307289212,2,1.9230769230769231,0.2307692307692308,N1 O3,de-protonated,0,-9999,C13 H25 O3 N1,13,25,3,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
67,247.110642,247.1106519635476,247.11046970120907,1381815.8,-9999,771069.4,22.55,-1,0.737574327632397,0.9060045341671724,0,0.5436027205003034,2,1.9090909090909092,0.3636363636363637,P1 O4,de-protonated,0,-9999,C11 H21 O4 P1,11,21,4,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
69,249.149599,249.14960841250857,249.14961811544907,2152951,-9999,745785,36.24,-1,-0.03894423188770241,0.999724843132352,0,0.5998349058794112,5,1.4666666666666666,0.2,O3,de-protonated,0,-9999,C15 H22 O3,15,22,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
71,250.144883,250.14489214352773,250.1448670876491,1025552.7,-9999,833910,16.15,-1,0.10016547182988676,0.9981811593385216,0,0.598908695603113,5,1.5,0.21428571428571427,N1 O3,de-protonated,0,-9999,C14 H21 O3 N1,14,21,3,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
76,253.144515,253.1445233328612,253.14453273501908,7675093.5,-9999,638388.8,133.78,-1,-0.03714146143571627,0.998483835916498,0.9886957745091752,0.9945686113535688,4,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,-9999,C14 H22 O4,14,22,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
77,254.147911,254.147919061688,254.14788757008907,1048617.1,-9999,710735.2,16.47,-1,0.1239105280292633,0.9972179468229596,0.9886957745091752,0.993809077897446,4,1.6923076923076923,0.3076923076923077,13C1 O4,de-protonated,1,76,C13 H22 O4 13C1,13,22,4,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999
80,255.087412,255.08741980778285,255.08741178077904,903857.4,-9999,604575,13.92,-1,0.03146765938372001,0.9998203431856734,0,0.599892205911404,5,1.3333333333333333,0.5,O6,de-protonated,0,-9999,C12 H16 O6,12,16,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
103,265.071763,265.0717681094586,265.0717617163191,812441.4,-9999,835412.2,12.07,-1,0.02411852355560921,0.9998944562925666,0,0.5999366737755399,7,1.0769230769230769,0.4615384615384616,O6,de-protonated,0,-9999,C13 H14 O6,13,14,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
104,265.108131,265.10813609963003,265.1081472256691,886429.8,-9999,821828.3,13.35,-1,-0.04196792581378924,0.9996804642578956,0,0.5998082785547373,6,1.2857142857142858,0.35714285714285715,O5,de-protonated,0,-9999,C14 H18 O5,14,18,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
105,265.147934,265.14793908887304,265.14790403833905,6113570.5,-9999,642945.2,103.8,-1,0.1321923856888181,0.498417118627649,0.8851212310995799,0.6530987636164214,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
