Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,34S
3,253.071533,253.07155411014404,253.0717617163191,978931.8,-9999,641761.5,15.35,-1,-0.8203450817464343,0.8850520640447406,0,0.5310312384268443,6,1.1666666666666667,0.5,O6,de-protonated,0,-9999,C12 H14 O6,12,14,6,-9999,-9999,-9999,-9999,-9999
7,255.087198,255.0872186839015,255.08741178077904,1142098.8,-9999,660718.8,18.17,-1,-0.7569831697146201,0.9012484008170012,0,0.5407490404902007,5,1.3333333333333333,0.5,O6,de-protonated,0,-9999,C12 H16 O6,12,16,6,-9999,-9999,-9999,-9999,-9999
9,265.071505,265.07152357257047,265.0717617163191,1007054.3,-9999,563817,15.45,-1,-0.8984123660547472,0.8637642899985528,0,0.5182585739991317,7,1.0769230769230769,0.4615384615384616,O6,de-protonated,0,-9999,C13 H14 O6,13,14,6,-9999,-9999,-9999,-9999,-9999
11,265.107948,265.10796656486406,265.1081472256691,987666.5,-9999,530502.4,15.12,-1,-0.6814607808902244,0.9191897192607644,0,0.5515138315564586,6,1.2857142857142858,0.35714285714285715,O5,de-protonated,0,-9999,C14 H18 O5,14,18,5,-9999,-9999,-9999,-9999,-9999
13,265.14756,265.1475785564875,265.1475239158191,2492887,-9999,390606.2,41.19,-1,0.2060764799469538,0.9923239376881948,0,0.5953943626129168,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,-9999
14,265.147869,265.1478875564222,265.14790403833905,1974359.1,-9999,796830.8,32.21,-1,-0.062161218784165397,0.9992991248973356,0,0.5995794749384014,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999,-9999
17,267.087258,267.08727614630936,267.08741178077906,1653299.6,-9999,751608,26.65,-1,-0.5078280132926455,0.9542842718129706,0,0.5725705630877823,6,1.2307692307692308,0.4615384615384616,O6,de-protonated,0,-9999,C13 H16 O6,13,16,6,-9999,-9999,-9999,-9999,-9999
22,269.102897,269.1029147200723,269.1030618452391,1565713,-9999,492763.6,24.95,-1,-0.5467242393378662,0.947208203643937,0,0.5683249221863622,5,1.3846153846153846,0.4615384615384616,O6,de-protonated,0,-9999,C13 H18 O6,13,18,6,-9999,-9999,-9999,-9999,-9999
23,269.13113,269.13114771410204,269.1312051460991,815508,-9999,774469.3,12.04,-1,-0.2133977626952791,0.991771124015601,0,0.5950626744093606,4,1.6428571428571428,0.21428571428571427,P1 O3,de-protonated,0,-9999,C14 H23 O3 P1,14,23,3,-9999,1,-9999,-9999,-9999
27,271.082241,271.0822583015104,271.0823264003491,1813731.3,-9999,612464,29.22,-1,-0.2512109127795696,0.988614641163974,0,0.5931687846983844,5,1.3333333333333333,0.5833333333333334,O7,de-protonated,0,-9999,C12 H16 O7,12,16,7,-9999,-9999,-9999,-9999,-9999
