Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,33S,34S
4,199.006684,199.00662994877808,199.0066733356791,1134120.6,-9999,902856.4,19.33,-1,-0.21801731713373537,0.9914125472242692,0,0.5948475283345614,10,0.5,0.1,N2 P1 O1,de-protonated,0,-9999,C10 H5 O1 N2 P1,10,5,1,2,1,-9999,-9999,-9999,-9999,-9999,-9999
5,199.007138,199.0070839488984,199.0070534581991,13026441,-9999,697423.6,242.79,-1,0.15321416395370238,0.9977268316780332,0.9976730445687376,0.9977053168343152,5,1,0.5,S1 O4,de-protonated,0,-9999,C8 H8 O4 S1,8,8,4,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999
8,199.170443,199.17038899218463,199.17035356033907,979543.5,-9999,896641.3,16.38,-1,0.17789718678357053,0.9942740751546736,0,0.596564445092804,1,2,0.16666666666666666,O2,de-protonated,0,-9999,C12 H24 O2,12,24,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
9,200.010454,200.01040021484107,200.01040829326908,1091429.4,-9999,753166,18.48,-1,-0.04039003809366329,0.999704036552013,0.9976730445687376,0.9988916397587028,5,1.1428571428571428,0.5714285714285714,13C1 S1 O4,de-protonated,1,5,C7 H8 O4 S1 13C1,7,8,4,-9999,-9999,1,1,-9999,-9999,-9999,-9999
14,205.15987,205.1598175797642,205.15978887630908,29138428,-9999,706968.1,541.01,-1,0.13990780197317249,0.9946286137513762,0.984739900822054,0.9906731285796472,4,1.5714285714285714,0.07142857142857142,O1,de-protonated,0,-9999,C14 H22 O1,14,22,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17,206.163237,206.1631848457203,206.1631437113791,3832815.8,-9999,607372.6,69.25,-1,0.1995232537915874,0.9928026392507664,0.984739900822054,0.9895775438792814,4,1.6923076923076923,0.07692307692307693,13C1 O1,de-protonated,1,14,C13 H22 O1 13C1,13,22,1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
19,209.082021,209.08196961938393,209.08193247717907,754768.9,-9999,1068668,12.01,-1,0.17764425849769871,0.9942902989000408,0,0.5965741793400244,5,1.2727272727272727,0.3636363636363637,O4,de-protonated,0,-9999,C11 H14 O4,11,14,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20,209.154796,209.15474463867395,209.15470349587903,904026,-9999,947082.1,14.78,-1,0.19670987167435977,0.993003474609953,0,0.5958020847659717,3,1.6923076923076923,0.15384615384615383,O2,de-protonated,0,-9999,C13 H22 O2,13,22,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
21,211.134038,211.1339871632991,211.13396805098907,1728856.4,-9999,710152.5,29.96,-1,0.09052219412430489,0.9985142657010484,0,0.599108559420629,3,1.6666666666666667,0.25,O3,de-protonated,0,-9999,C12 H20 O3,12,20,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
22,213.186069,213.186018707218,213.18600362479907,759787.3,-9999,873545.6,12.06,-1,0.07074769757662132,0.999092218656869,0,0.5994553311941214,1,2,0.15384615384615383,O2,de-protonated,0,-9999,C13 H26 O2,13,26,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
