Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O
3775,793.255948,793.2560261537365,793.2558906107589,7417638.5,-9999,202139.6,23.24,-1,0.17086917241982372,0.49735819104701706,0.7428850341668535,0.5955689282949517,10,1.59375,0.40625,N4 S2 P1 O13,de-protonated,0,-9999,C32 H51 O13 N4 P1 S2,32,51,13,4,1,2,-9999,N/A,-9999
3776,793.292424,793.2925021553245,793.292438311439,6803288,-9999,189040.6,21.17,-1,0.08047963455128644,0.4994127261688432,0.7087183895694522,0.5831349915290869,14,1.3157894736842106,0.47368421052631576,O18,de-protonated,0,-9999,C38 H50 O18,38,50,18,-9999,-9999,-9999,-9999,N/A,-9999
3776,793.292424,793.2925021553245,793.292794627059,6803288,-9999,189040.6,21.17,-1,-0.3686806894978212,0.32521272147277697,0.5822303339178662,0.42801976645081263,31,0.8846153846153846,0.03846153846153846,N2 S2 O2,de-protonated,0,-9999,C52 H46 O2 N2 S2,52,46,2,2,-9999,2,-9999,N/A,-9999
3776,793.292424,793.2925021553245,793.291925247189,6803288,-9999,189040.6,21.17,-1,0.727233086742747,0.30283272588858406,0.587975334478484,0.4168897693245441,32,0.8235294117647058,0.13725490196078433,N2 O7,de-protonated,0,-9999,C51 H42 O7 N2,51,42,7,2,-9999,-9999,-9999,N/A,-9999
3776,793.292424,793.2925021553245,793.292927568789,6803288,-9999,189040.6,21.17,-1,-0.5362627721021112,0.47457871349102226,0.6927871148459346,0.5618620740329872,18,1.2439024390243902,0.24390243902439024,N2 S1 P1 O10,de-protonated,0,-9999,C41 H51 O10 N2 P1 S1,41,51,10,2,1,1,-9999,N/A,-9999
3776,793.292424,793.2925021553245,793.2917868627591,6803288,-9999,189040.6,21.17,-1,0.9016765045588369,0.431421941291574,0.7550179348240812,0.560860338704577,5,1.8,0.6666666666666666,N2 S1 O20,de-protonated,0,-9999,C30 H54 O20 N2 S1,30,54,20,2,-9999,1,-9999,N/A,-9999
3776,793.292424,793.2925021553245,793.292276120109,6803288,-9999,189040.6,21.17,-1,0.2849330849715494,0.49268836219453693,0.7369636471990461,0.5903984761963406,9,1.6666666666666667,0.3636363636363637,N4 S2 P1 O12,de-protonated,0,-9999,C33 H55 O12 N4 P1 S2,33,55,12,4,1,2,-9999,N/A,-9999
3777,793.328659,793.3287371569022,793.328823820789,6223753.5,-9999,234339.9,19.21,-1,-0.10924081440440545,0.49891850732859927,0.7033271719038787,0.5806819731587111,13,1.3846153846153846,0.4358974358974359,O17,de-protonated,0,-9999,C39 H54 O17,39,54,17,-9999,-9999,-9999,-9999,N/A,-9999
3777,793.328659,793.3287371569022,793.329180136409,6223753.5,-9999,234339.9,19.21,-1,-0.5583804528063181,0.31499895924466,0.5765576248001294,0.4196224254668478,30,0.9433962264150944,0.01886792452830188,N2 S2 O1,de-protonated,0,-9999,C53 H50 O1 N2 S2,53,50,1,2,-9999,2,-9999,N/A,-9999
3777,793.328659,793.3287371569022,793.328310756539,6223753.5,-9999,234339.9,19.21,-1,0.537482852145674,0.31631061053554227,0.582230333917866,0.42267849988847184,31,0.8846153846153846,0.1153846153846154,N2 O6,de-protonated,0,-9999,C52 H46 O6 N2,52,46,6,2,-9999,-9999,-9999,N/A,-9999
3777,793.328659,793.3287371569022,793.329313078139,6223753.5,-9999,234339.9,19.21,-1,-0.7259548175835376,0.4544022205563253,0.6876346701883607,0.5476952004091394,17,1.3095238095238095,0.21428571428571427,N2 S1 P1 O9,de-protonated,0,-9999,C42 H55 O9 N2 P1 S1,42,55,9,2,1,1,-9999,N/A,-9999
3777,793.328659,793.3287371569022,793.328172372109,6223753.5,-9999,234339.9,19.21,-1,0.7119182362657184,0.45606935886808697,0.748902346707035,0.5732025540036663,4,1.870967741935484,0.6129032258064516,N2 S1 O19,de-protonated,0,-9999,C31 H58 O19 N2 S1,31,58,19,2,-9999,1,-9999,N/A,-9999
3777,793.328659,793.3287371569022,793.3286616294589,6223753.5,-9999,234339.9,19.21,-1,0.09520322024580118,0.49917838181867946,0.7311359101322861,0.5919613931441221,8,1.7352941176470589,0.3235294117647059,N4 S2 P1 O11,de-protonated,0,-9999,C34 H59 O11 N4 P1 S2,34,59,11,4,1,2,-9999,N/A,-9999
3778,793.504811,793.5048891645714,793.504878140769,5554296.5,-9999,216106.7,16.96,-1,0.0138925451648101,0.33332166016888604,0.5879753344784842,0.4351831298927253,17,1.3725490196078431,0.13725490196078433,O7,de-protonated,0,-9999,C51 H70 O7,51,70,7,-9999,-9999,-9999,-9999,N/A,-9999
3778,793.504811,793.5048891645714,793.505182276539,5554296.5,-9999,216106.7,16.96,-1,-0.3693888510807209,0.590180157472915,0.9232995274008036,0.7234279054440704,4,1.948717948717949,0.3076923076923077,13C2 S1 O12,de-protonated,1,3772,C39 H76 O12 S1 13C2,39,76,12,-9999,-9999,1,2,N/A,-9999
3778,793.504811,793.5048891645714,793.504669212289,5554296.5,-9999,216106.7,16.96,-1,0.27719091140611773,0.4819794682222655,0.8718467264813228,0.6379263715258885,22,1.3076923076923077,0.01923076923076923,13C2 N2 S1 O1,de-protonated,1,3772,C52 H68 O1 N2 S1 13C2,52,68,1,2,-9999,1,2,N/A,-9999
3778,793.504811,793.5048891645714,793.5056715338891,5554296.5,-9999,216106.7,16.96,-1,-0.9859656278999182,0.5232762187834374,0.8883330816488391,0.6692989639295981,8,1.8333333333333333,0.09523809523809525,13C2 N2 S2 P1 O4,de-protonated,1,3772,C42 H77 O4 N2 P1 S2 13C2,42,77,4,2,1,2,2,N/A,-9999
3778,793.504811,793.5048891645714,793.5048021540191,5554296.5,-9999,216106.7,16.96,-1,0.10965346658282923,0.9830599817098298,0.9459879863631864,0.9682311835711724,9,1.7804878048780488,0.2195121951219512,13C2 N2 P1 O9,de-protonated,1,3772,C41 H73 O9 N2 P1 13C2,41,73,9,2,1,-9999,2,N/A,-9999
3778,793.504811,793.5048891645714,793.504226692089,5554296.5,-9999,216106.7,16.96,-1,0.834869506844937,0.440599842527789,0.6825582999861977,0.5373832255111525,8,1.7209302325581397,0.20930232558139536,N2 S1 O9,de-protonated,0,-9999,C43 H74 O9 N2 S1,43,74,9,2,-9999,1,-9999,N/A,-9999
3778,793.504811,793.5048891645714,793.5049384996391,5554296.5,-9999,216106.7,16.96,-1,-0.06217361144865035,0.6661992303399759,0.9352276306872171,0.7738105904788724,9,1.7317073170731707,0.2682926829268293,13C1 N3 O11,de-protonated,1,3773,C41 H71 O11 N3 13C1,41,71,11,3,-9999,-9999,1,N/A,-9999
3778,793.504811,793.5048891645714,793.504715949439,5554296.5,-9999,216106.7,16.96,-1,0.2182912451325531,0.49569552373018433,0.667769152885588,0.5645249753923458,12,1.6304347826086956,0.0217391304347826,N4 S2 P1 O1,de-protonated,0,-9999,C46 H75 O1 N4 P1 S2,46,75,1,4,1,2,-9999,N/A,-9999
3779,793.513994,793.5140721649713,793.514122670859,29618308,-9999,199644.5,98.02,-1,-0.06364837918784978,0.4996877714269766,0.91120241988462,0.664293630810034,3,1.902439024390244,0.2926829268292683,S1 O12,de-protonated,0,-9999,C41 H78 O12 S1,41,78,12,-9999,-9999,1,-9999,N/A,-9999
3779,793.513994,793.5140721649713,793.513609606609,29618308,-9999,199644.5,98.02,-1,0.5829242960688998,0.3756979151857437,0.8667507871083803,0.5721190639547983,21,1.2962962962962965,0.01851851851851851,N2 S1 O1,de-protonated,0,-9999,C54 H70 O1 N2 S1,54,70,1,2,-9999,1,-9999,N/A,-9999
3779,793.513994,793.5140721649713,793.5146119282091,29618308,-9999,199644.5,98.02,-1,-0.680218397651675,0.3682932672854872,0.8587645282643495,0.5644817716770321,7,1.7954545454545454,0.09090909090909093,N2 S2 P1 O4,de-protonated,0,-9999,C44 H79 O4 N2 P1 S2,44,79,4,2,1,2,-9999,N/A,-9999
3779,793.513994,793.5140721649713,793.513742548339,29618308,-9999,199644.5,98.02,-1,0.4153886877856782,0.645634780967579,0.9327482655048974,0.7604801747825063,8,1.744186046511628,0.20930232558139536,N2 P1 O9,de-protonated,0,-9999,C43 H75 O9 N2 P1,43,75,9,2,1,-9999,-9999,N/A,-9999
3780,794.517357,794.5174352086553,794.517477505929,14312910,-9999,218457.2,46.46,-1,-0.05323642952069264,0.4997429426590415,0.91120241988462,0.6643267335492729,3,1.95,0.3,13C1 S1 O12,de-protonated,1,3779,C40 H78 O12 S1 13C1,40,78,12,-9999,-9999,1,1,N/A,-9999
3780,794.517357,794.5174352086553,794.516964441679,14312910,-9999,218457.2,46.46,-1,0.5925197289000701,0.37531347481402866,0.8667507871083803,0.5718883997317693,21,1.320754716981132,0.01886792452830188,13C1 N2 S1 O1,de-protonated,1,3779,C53 H70 O1 N2 S1 13C1,53,70,1,2,-9999,1,1,N/A,-9999
3780,794.517357,794.5174352086553,794.5179667632791,14312910,-9999,218457.2,46.46,-1,-0.6690278206394596,0.3687977671226891,0.8587645282643495,0.5647844715793533,7,1.837209302325581,0.09302325581395347,13C1 N2 S2 P1 O4,de-protonated,1,3779,C43 H79 O4 N2 P1 S2 13C1,43,79,4,2,1,2,1,N/A,-9999
3780,794.517357,794.5174352086553,794.517097383409,14312910,-9999,218457.2,46.46,-1,0.42519569112620254,0.6451519130980109,0.9327482655048974,0.7601904540607656,8,1.7857142857142858,0.21428571428571427,13C1 N2 P1 O9,de-protonated,1,3779,C42 H75 O9 N2 P1 13C1,42,75,9,2,1,-9999,1,N/A,-9999
3780,794.517357,794.5174352086553,794.518103108899,14312910,-9999,218457.2,46.46,-1,-0.840635652064522,0.2199140709045566,0.6023398467208417,0.3728843812310707,7,1.7906976744186047,0.13953488372093023,N3 S2 O6,de-protonated,0,-9999,C43 H77 O6 N3 S2,43,77,6,3,-9999,2,-9999,N/A,-9999
3780,794.517357,794.5174352086553,794.517233729029,14312910,-9999,218457.2,46.46,-1,0.25358748400297854,0.32946648697274344,0.6430949433786466,0.4549178695351047,8,1.738095238095238,0.2619047619047619,N3 O11,de-protonated,0,-9999,C42 H73 O11 N3,42,73,11,3,-9999,-9999,-9999,N/A,-9999
3781,795.235216,795.2352942399093,795.235317357199,5884300.5,-9999,227184.3,18.06,-1,-0.02906974732930477,0.49992333925225424,0.719752637322661,0.587855058480417,15,1.2222222222222223,0.5555555555555556,O20,de-protonated,0,-9999,C36 H44 O20,36,44,20,-9999,-9999,-9999,-9999,N/A,-9999
3781,795.235216,795.2352942399093,795.2356736728191,5884300.5,-9999,227184.3,18.06,-1,-0.4771326568070726,0.3198445785603603,0.5937935904294966,0.4294241833080148,32,0.8,0.08,N2 S2 O4,de-protonated,0,-9999,C50 H40 O4 N2 S2,50,40,4,2,-9999,2,-9999,N/A,-9999
3781,795.235216,795.2352942399093,795.2348042929491,5884300.5,-9999,227184.3,18.06,-1,0.6161035175651165,0.46672170672063706,0.6536072938689252,0.5414759415799524,33,0.7346938775510204,0.1836734693877551,N2 O9,de-protonated,0,-9999,C49 H36 O9 N2,49,36,9,2,-9999,-9999,-9999,N/A,-9999
3781,795.235216,795.2352942399093,795.2358066145489,5884300.5,-9999,227184.3,18.06,-1,-0.6443052932502273,0.4637211632458248,0.7033271719038788,0.5595635667090464,19,1.1538461538461535,0.3076923076923077,N2 S1 P1 O12,de-protonated,0,-9999,C39 H45 O12 N2 P1 S1,39,45,12,2,1,1,-9999,N/A,-9999
3781,795.235216,795.2352942399093,795.2346659085191,5884300.5,-9999,227184.3,18.06,-1,0.7901207242836802,0.44645176275434745,0.7675537279851021,0.5748925488466493,6,1.7142857142857142,0.7857142857142857,N2 S1 O22,de-protonated,0,-9999,C28 H48 O22 N2 S1,28,48,22,2,-9999,1,-9999,N/A,-9999
3781,795.235216,795.2352942399093,795.2352935502989,5884300.5,-9999,227184.3,18.06,-1,8.6717777710738e-4,0.33333328785036254,0.5822303339178662,0.432892106277364,37,0.7115384615384616,0.01923076923076923,N4 S1 P1 O1,de-protonated,0,-9999,C52 H37 O1 N4 P1 S1,52,37,1,4,1,1,-9999,N/A,-9999
3781,795.235216,795.2352942399093,795.2351551658691,5884300.5,-9999,227184.3,18.06,-1,0.1748841702294715,0.49723292882603065,0.7489023467070351,0.5979006959784325,10,1.5806451612903225,0.4516129032258064,N4 S2 P1 O14,de-protonated,0,-9999,C31 H49 O14 N4 P1 S2,31,49,14,4,1,2,-9999,N/A,-9999
3782,795.271844,795.271922241504,795.2727106308489,6121916.5,-9999,198339.6,18.86,-1,-0.9913446474684472,0.27889119270309604,0.5439865594010858,0.3849293393822919,40,0.6779661016949152,0.01694915254237288,S1 O1,de-protonated,0,-9999,C59 H40 O1 S1,59,40,1,-9999,-9999,1,-9999,N/A,-9999
3782,795.271844,795.271922241504,795.272572246419,6121916.5,-9999,198339.6,18.86,-1,-0.8173360150610832,0.44292189781849634,0.7087183895694522,0.5492404945188787,13,1.368421052631579,0.3684210526315789,S2 O14,de-protonated,0,-9999,C38 H52 O14 S2,38,52,14,-9999,-9999,2,-9999,N/A,-9999
3782,795.271844,795.271922241504,795.2717028665489,6121916.5,-9999,198339.6,18.86,-1,0.2758490641853015,0.4931439784001604,0.7141928963326545,0.581563545573158,14,1.2972972972972974,0.5135135135135135,O19,de-protonated,0,-9999,C37 H48 O19,37,48,19,-9999,-9999,-9999,-9999,N/A,-9999
3782,795.271844,795.271922241504,795.2727051881491,6121916.5,-9999,198339.6,18.86,-1,-0.9845008385469484,0.4193644826361734,0.7739790330151771,0.5612103027877748,0,2.111111111111111,0.8148148148148148,S1 P1 O22,de-protonated,0,-9999,C27 H57 O22 P1 S1,27,57,22,-9999,1,1,-9999,N/A,-9999
3782,795.271844,795.271922241504,795.2720591821691,6121916.5,-9999,198339.6,18.86,-1,-0.17219348215261637,0.33154479501564577,0.587975334478484,0.43411701080078113,31,0.8627450980392157,0.0588235294117647,N2 S2 O3,de-protonated,0,-9999,C51 H44 O3 N2 S2,51,44,3,2,-9999,2,-9999,N/A,-9999
3782,795.271844,795.271922241504,795.271189802299,6121916.5,-9999,198339.6,18.86,-1,0.9209930076165292,0.2857830944975978,0.5937935904294966,0.40898729287035734,32,0.8,0.16,N2 O8,de-protonated,0,-9999,C50 H40 O8 N2,50,40,8,2,-9999,-9999,-9999,N/A,-9999
3782,795.271844,795.271922241504,795.2721921238989,6121916.5,-9999,198339.6,18.86,-1,-0.33935852104307795,0.48966021146443794,0.6980173569463055,0.573003069657185,18,1.225,0.275,N2 S1 P1 O11,de-protonated,0,-9999,C40 H49 O11 N2 P1 S1,40,49,11,2,1,1,-9999,N/A,-9999
3782,795.271844,795.271922241504,795.271540675219,6121916.5,-9999,198339.6,18.86,-1,0.4797937125679414,0.47954524411561866,0.7428850341668535,0.5848811601361126,9,1.65625,0.40625,N4 S2 P1 O13,de-protonated,0,-9999,C32 H53 O13 N4 P1 S2,32,53,13,4,1,2,-9999,N/A,-9999
3783,795.307916,795.3079942430745,795.308088375899,5888492.5,-9999,203763.5,18.07,-1,-0.11836020015991358,0.49873064424539626,0.7087183895694522,0.5827257423750186,13,1.368421052631579,0.47368421052631576,O18,de-protonated,0,-9999,C38 H52 O18,38,52,18,-9999,-9999,-9999,-9999,N/A,-9999
3783,795.307916,795.3079942430745,795.3084446915191,5888492.5,-9999,203763.5,18.07,-1,-0.5663820717106165,0.31448497821524296,0.5822303339178662,0.4215831204962922,30,0.9230769230769232,0.03846153846153846,N2 S2 O2,de-protonated,0,-9999,C52 H48 O2 N2 S2,52,48,2,2,-9999,2,-9999,N/A,-9999
3783,795.307916,795.3079942430745,795.3075753116491,5888492.5,-9999,203763.5,18.07,-1,0.5267539734735636,0.316966620093963,0.5879753344784842,0.42537010584777146,31,0.8627450980392157,0.13725490196078433,N2 O7,de-protonated,0,-9999,C51 H44 O7 N2,51,44,7,2,-9999,-9999,-9999,N/A,-9999
3783,795.307916,795.3079942430745,795.3085776332489,5888492.5,-9999,203763.5,18.07,-1,-0.7335393968791706,0.4534904363524675,0.6927871148459346,0.5492091077498543,17,1.2926829268292683,0.24390243902439024,N2 S1 P1 O10,de-protonated,0,-9999,C41 H53 O10 N2 P1 S1,41,53,10,2,1,1,-9999,N/A,-9999
3783,795.307916,795.3079942430745,795.3074369272191,5888492.5,-9999,203763.5,18.07,-1,0.7007552419858419,0.4573762177904273,0.7550179348240813,0.576432904603889,4,1.8666666666666667,0.6666666666666666,N2 S1 O20,de-protonated,0,-9999,C30 H56 O20 N2 S1,30,56,20,2,-9999,1,-9999,N/A,-9999
3783,795.307916,795.3079942430745,795.307926184569,5888492.5,-9999,203763.5,18.07,-1,0.08557503731785661,0.499336058949312,0.7369636471990461,0.5943870942492055,8,1.7272727272727273,0.3636363636363637,N4 S2 P1 O12,de-protonated,0,-9999,C33 H57 O12 N4 P1 S2,33,57,12,4,1,2,-9999,N/A,-9999
3784,795.344433,795.3445112446643,795.344473885249,4362781.5,-9999,226485.6,12.94,-1,0.04697262192680548,0.49979986340593824,0.7033271719038788,0.5812107868051145,12,1.435897435897436,0.4358974358974359,O17,de-protonated,0,-9999,C39 H56 O17,39,56,17,-9999,-9999,-9999,-9999,N/A,-9999
3784,795.344433,795.3445112446643,795.344830200869,4362781.5,-9999,226485.6,12.94,-1,-0.40102882740400064,0.48562016899003857,0.6356335132356643,0.5456255066882889,29,0.981132075471698,0.01886792452830188,N2 S2 O1,de-protonated,0,-9999,C53 H52 O1 N2 S2,53,52,1,2,-9999,2,-9999,N/A,-9999
3784,795.344433,795.3445112446643,795.3439608209991,4362781.5,-9999,226485.6,12.94,-1,0.692057389438418,0.45838270800233594,0.6400336417157294,0.5310430814876933,30,0.9230769230769232,0.1153846153846154,N2 O6,de-protonated,0,-9999,C52 H48 O6 N2,52,48,6,2,-9999,-9999,-9999,N/A,-9999
3784,795.344433,795.3445112446643,795.344963142599,4362781.5,-9999,226485.6,12.94,-1,-0.568178533369594,0.4715530416766252,0.6876346701883607,0.5579856930813194,16,1.3571428571428572,0.21428571428571427,N2 S1 P1 O9,de-protonated,0,-9999,C42 H57 O9 N2 P1 S1,42,57,9,2,1,1,-9999,N/A,-9999
3784,795.344433,795.3445112446643,795.343822436569,4362781.5,-9999,226485.6,12.94,-1,0.86605072661899,0.4363800880436891,0.748902346707035,0.5613889915090275,3,1.935483870967742,0.6129032258064516,N2 S1 O19,de-protonated,0,-9999,C31 H60 O19 N2 S1,31,60,19,2,-9999,1,-9999,N/A,-9999
3784,795.344433,795.3445112446643,795.3443116939189,4362781.5,-9999,226485.6,12.94,-1,0.25089856360885027,0.4943213873985847,0.7311359101322861,0.5890471964920652,7,1.7941176470588236,0.3235294117647059,N4 S2 P1 O11,de-protonated,0,-9999,C34 H61 O11 N4 P1 S2,34,61,11,4,1,2,-9999,N/A,-9999
3785,797.214617,797.2146953260878,797.215451292179,4608950,-9999,231148.3,13.76,-1,-0.9482582028237166,0.4247286937672468,0.719752637322661,0.5427382711894124,14,1.2777777777777777,0.4444444444444444,S2 O16,de-protonated,0,-9999,C36 H46 O16 S2,36,46,16,-9999,-9999,2,-9999,N/A,-9999
3785,797.214617,797.2146953260878,797.214581912309,4608950,-9999,231148.3,13.76,-1,0.14226254944396222,0.49816723059184287,0.7253996187124169,0.5890601858400725,15,1.2,0.6,O21,de-protonated,0,-9999,C35 H42 O21,35,42,21,-9999,-9999,-9999,-9999,N/A,-9999
3785,797.214617,797.2146953260878,797.214938227929,4608950,-9999,231148.3,13.76,-1,-0.30468802013111096,0.491648164466023,0.6536072938689251,0.5564318162271839,32,0.7755102040816326,0.1020408163265306,N2 S2 O5,de-protonated,0,-9999,C49 H38 O5 N2 S2,49,38,5,2,-9999,2,-9999,N/A,-9999
3785,797.214617,797.2146953260878,797.214068848059,4608950,-9999,231148.3,13.76,-1,0.7858341357923955,0.4469993459826303,0.6582606959877569,0.531503885984681,33,0.7083333333333334,0.20833333333333337,N2 O10,de-protonated,0,-9999,C48 H34 O10 N2,48,34,10,2,-9999,-9999,-9999,N/A,-9999
3785,797.214617,797.2146953260878,797.2150711696589,4608950,-9999,231148.3,13.76,-1,-0.4714456420479651,0.4802367123875223,0.7087183895694522,0.5716293832602943,19,1.131578947368421,0.34210526315789475,N2 S1 P1 O13,de-protonated,0,-9999,C38 H43 O13 N2 P1 S1,38,43,13,2,1,1,-9999,N/A,-9999
3785,797.214617,797.2146953260878,797.213930463629,4608950,-9999,231148.3,13.76,-1,0.9594193347549456,0.4230909725081493,0.7739790330151772,0.5634461967109605,6,1.7037037037037035,0.8518518518518519,N2 S1 O23,de-protonated,0,-9999,C27 H46 O23 N2 S1,27,46,23,2,-9999,1,-9999,N/A,-9999
3785,797.214617,797.2146953260878,797.214558105409,4608950,-9999,231148.3,13.76,-1,0.17212515437026013,0.4973193155043538,0.6444951140065156,0.5561896349052186,37,0.6862745098039216,0.0392156862745098,N4 S1 P1 O2,de-protonated,0,-9999,C51 H35 O2 N4 P1 S1,51,35,2,4,1,1,-9999,N/A,-9999
3785,797.214617,797.2146953260878,797.214419720979,4608950,-9999,231148.3,13.76,-1,0.34571014027143315,0.48927375928097816,0.7550179348240812,0.5955714294982194,10,1.5666666666666669,0.5,N4 S2 P1 O15,de-protonated,0,-9999,C30 H47 O15 N4 P1 S2,30,47,15,4,1,2,-9999,N/A,-9999
3786,797.250746,797.2508243276609,797.2509674216591,4991973,-9999,247476.6,15.05,-1,-0.1794842578277406,0.4970858769373364,0.719752637322661,0.5861525810914663,14,1.2777777777777777,0.5555555555555556,O20,de-protonated,0,-9999,C36 H46 O20,36,46,20,-9999,-9999,-9999,-9999,N/A,-9999
3786,797.250746,797.2508243276609,797.2513237372791,4991973,-9999,247476.6,15.05,-1,-0.6264142853641194,0.46563802743242466,0.649019221937925,0.5389905052346249,31,0.84,0.08,N2 S2 O4,de-protonated,0,-9999,C50 H42 O4 N2 S2,50,42,4,2,-9999,2,-9999,N/A,-9999
3786,797.250746,797.2508243276609,797.250454357409,4991973,-9999,247476.6,15.05,-1,0.46405774980682546,0.4808393378104033,0.6536072938689251,0.5499465202338121,32,0.7755102040816326,0.1836734693877551,N2 O9,de-protonated,0,-9999,C49 H38 O9 N2,49,38,9,2,-9999,-9999,-9999,N/A,-9999
3786,797.250746,797.2508243276609,797.2514566790089,4991973,-9999,247476.6,15.05,-1,-0.7931642428916602,0.446061575059141,0.7033271719038788,0.5489678137970362,18,1.205128205128205,0.3076923076923077,N2 S1 P1 O12,de-protonated,0,-9999,C39 H47 O12 N2 P1 S1,39,47,12,2,1,1,-9999,N/A,-9999
3786,797.250746,797.2508243276609,797.2503159729791,4991973,-9999,247476.6,15.05,-1,0.6376349705619277,0.46444121272033617,0.7675537279851021,0.5856862188262426,5,1.7857142857142858,0.7857142857142857,N2 S1 O22,de-protonated,0,-9999,C28 H50 O22 N2 S1,28,50,22,2,-9999,1,-9999,N/A,-9999
3786,797.250746,797.2508243276609,797.2509436147589,4991973,-9999,247476.6,15.05,-1,-0.14962302511494704,0.49797306921148055,0.6400336417157294,0.5547972982131801,36,0.75,0.01923076923076923,N4 S1 P1 O1,de-protonated,0,-9999,C52 H39 O1 N4 P1 S1,52,39,1,4,1,1,-9999,N/A,-9999
3786,797.250746,797.2508243276609,797.250805230329,4991973,-9999,247476.6,15.05,-1,0.02395398259829432,0.4999479456911935,0.7489023467070351,0.5995297060975302,9,1.6451612903225807,0.4516129032258064,N4 S2 P1 O14,de-protonated,0,-9999,C31 H51 O14 N4 P1 S2,31,51,14,4,1,2,-9999,N/A,-9999
3787,797.287204,797.2872823292481,797.287352931009,5108756.5,-9999,217570.4,15.44,-1,-0.0885524655496638,0.4992890873871511,0.7141928963326545,0.5852506109653525,13,1.351351351351351,0.5135135135135135,O19,de-protonated,0,-9999,C37 H50 O19,37,50,19,-9999,-9999,-9999,-9999,N/A,-9999
3787,797.287204,797.2872823292481,797.287709246629,5108756.5,-9999,217570.4,15.44,-1,-0.53546213735236,0.4746526082526515,0.6444951140065156,0.5425896105541972,30,0.9019607843137256,0.0588235294117647,N2 S2 O3,de-protonated,0,-9999,C51 H46 O3 N2 S2,51,46,3,2,-9999,2,-9999,N/A,-9999
3787,797.287204,797.2872823292481,797.286839866759,5108756.5,-9999,217570.4,15.44,-1,0.5549602313495402,0.4728250165893565,0.6490192219379252,0.5433026987287839,31,0.84,0.16,N2 O8,de-protonated,0,-9999,C50 H42 O8 N2,50,42,8,2,-9999,-9999,-9999,N/A,-9999
3787,797.287204,797.2872823292481,797.2878421883589,5108756.5,-9999,217570.4,15.44,-1,-0.7022045002863356,0.4572075087703547,0.6980173569463055,0.5535314480407351,17,1.275,0.275,N2 S1 P1 O11,de-protonated,0,-9999,C40 H51 O11 N2 P1 S1,40,51,11,2,1,1,-9999,N/A,-9999
3787,797.287204,797.2872823292481,797.286701482329,5108756.5,-9999,217570.4,15.44,-1,0.7285295465389258,0.45409355561642567,0.7612342259156645,0.5769498237361212,4,1.862068965517241,0.7241379310344828,N2 S1 O21,de-protonated,0,-9999,C29 H54 O21 N2 S1,29,54,21,2,-9999,1,-9999,N/A,-9999
3787,797.287204,797.2872823292481,797.287190739679,5108756.5,-9999,217570.4,15.44,-1,0.11487650899398465,0.49880417828918816,0.7428850341668535,0.5964365206402542,8,1.71875,0.40625,N4 S2 P1 O13,de-protonated,0,-9999,C32 H55 O13 N4 P1 S2,32,55,13,4,1,2,-9999,N/A,-9999
3788,797.323339,797.3234173308214,797.3237384403591,4366403,-9999,198259.6,12.94,-1,-0.40273419970710217,0.48549940324425056,0.7087183895694522,0.5747869977743312,12,1.4210526315789471,0.47368421052631576,O18,de-protonated,0,-9999,C38 H54 O18,38,54,18,-9999,-9999,-9999,-9999,N/A,-9999
3788,797.323339,797.3234173308214,797.3240947559791,4366403,-9999,198259.6,12.94,-1,-0.8496233365930573,0.4386174335876338,0.6400336417157294,0.5191839168388721,29,0.9615384615384616,0.03846153846153846,N2 S2 O2,de-protonated,0,-9999,C52 H50 O2 N2 S2,52,50,2,2,-9999,2,-9999,N/A,-9999
3788,797.323339,797.3234173308214,797.323225376109,4366403,-9999,198259.6,12.94,-1,0.24074892873325288,0.49476916679317856,0.6444951140065157,0.5546595456785134,30,0.9019607843137256,0.13725490196078433,N2 O7,de-protonated,0,-9999,C51 H46 O7 N2,51,46,7,2,-9999,-9999,-9999,N/A,-9999
3788,797.323339,797.3234173308214,797.323086991679,4366403,-9999,198259.6,12.94,-1,0.41431026862379594,0.4846669176676629,0.7550179348240813,0.5928073245302303,3,1.9333333333333331,0.6666666666666666,N2 S1 O20,de-protonated,0,-9999,C30 H58 O20 N2 S1,30,58,20,2,-9999,1,-9999,N/A,-9999
3788,797.323339,797.3234173308214,797.323576249029,4366403,-9999,198259.6,12.94,-1,-0.19931457232305605,0.49640881632759126,0.7369636471990462,0.5926307486761733,7,1.7878787878787878,0.3636363636363637,N4 S2 P1 O12,de-protonated,0,-9999,C33 H59 O12 N4 P1 S2,33,59,12,4,1,2,-9999,N/A,-9999
3788,797.323339,797.3234173308214,797.322706869159,4366403,-9999,198259.6,12.94,-1,0.8910591110203885,0.4329145308583848,0.7428850341668535,0.5569027321817723,8,1.71875,0.53125,N4 P1 O17,de-protonated,0,-9999,C32 H55 O17 N4 P1,32,55,17,4,1,-9999,-9999,N/A,-9999
3789,799.281824,799.2819024160893,799.281873627409,4484624,-9999,266834.4,13.33,-1,0.03601818239678239,0.49988231630271046,0.6980173569463055,0.5791363325601484,17,1.2,0.425,O17,de-protonated,0,-9999,C40 H48 O17,40,48,17,-9999,-9999,-9999,-9999,N/A,-9999
