Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,33S,34S
21,243.139035,243.1391991654756,243.13905343141903,1723871.4,-9999,532457.6,28.82,-1,0.5993856374540073,0.9368914749972588,0,0.5621348849983552,7,1.25,0.125,O2,de-protonated,0,-9999,C16 H20 O2,16,20,2,-9999,-9999,-9999,-9999,-9999,N/A,N/A
30,246.059039,246.0592023710946,246.05942338463908,789627.6,-9999,692862.7,12.11,-1,-0.898212071788324,0.8638206912931318,0,0.5182924147758791,8,1,0.15384615384615383,N1 S1 O2,de-protonated,0,-9999,C13 H13 O2 N1 S1,13,13,2,1,-9999,1,-9999,-9999,N/A,N/A
33,247.050297,247.05046010142493,247.05064960483907,5824346.5,-9999,517629.1,101.71,-1,-0.767063006866262,0.8987397233287767,0,0.539243833997266,4,1.7142857142857142,0.5714285714285714,N4 S1 O4,de-protonated,0,-9999,C7 H12 O4 N4 S1,7,12,4,4,-9999,1,-9999,-9999,N/A,N/A
34,247.050923,247.05108610125464,247.05130105351907,1216922.6,-9999,747471.5,19.67,-1,-0.8700713718655432,0.8716554623191218,0,0.522993277391473,13,0.5333333333333333,0.13333333333333333,N2 O2,de-protonated,0,-9999,C15 H8 O2 N2,15,8,2,2,-9999,-9999,-9999,-9999,N/A,N/A
37,247.061136,247.0612990984762,247.06119703228907,810972.3,-9999,641469.6,12.44,-1,0.4131210743143611,0.9695069168794956,0,0.5817041501276974,8,0.9230769230769232,0.38461538461538464,O5,de-protonated,0,-9999,C13 H12 O5,13,12,5,-9999,-9999,-9999,-9999,-9999,N/A,N/A
51,265.155771,265.1559291758686,265.1557661243091,3326892,-9999,319853.2,55.8,-1,0.614927451544795,0.9336886580956584,0,0.560213194857395,5,1.5714285714285714,0.21428571428571427,N2 O3,de-protonated,0,-9999,C14 H22 O3 N2,14,22,3,2,-9999,-9999,-9999,-9999,N/A,N/A
66,277.150606,277.15076091269884,277.1508952191391,2437367,-9999,538719.7,39.85,-1,-0.4845968119743228,0.9582847287466588,0,0.5749708372479954,1,2.25,0.08333333333333333,N2 S1 P1 O1,de-protonated,0,-9999,C12 H27 O1 N2 P1 S1,12,27,1,2,1,1,-9999,-9999,N/A,N/A
70,279.093595,279.09374938411275,279.0937742648991,1016231.1,-9999,609624.1,15.36,-1,-0.08914848205684123,0.9985589845630012,0,0.5991353907378008,2,2.1,0.3,N2 S1 P1 O3,de-protonated,0,-9999,C10 H21 O3 N2 P1 S1,10,21,3,2,1,1,-9999,-9999,N/A,N/A
73,281.10917,281.10932383577983,281.1094243293591,917528.9,-9999,520206.6,13.67,-1,-0.3574891860059421,0.9770779224873264,0,0.5862467534923959,1,2.3,0.3,N2 S1 P1 O3,de-protonated,0,-9999,C10 H23 O3 N2 P1 S1,10,23,3,2,1,1,-9999,-9999,N/A,N/A
75,283.124805,283.1249582874305,283.12507439381915,886534.6,-9999,641560.9,13.05,-1,-0.4100886821637533,0.96994615393678,0,0.581967692362068,0,2.5,0.3,N2 S1 P1 O3,de-protonated,0,-9999,C10 H25 O3 N2 P1 S1,10,25,3,2,1,1,-9999,-9999,N/A,N/A
80,290.145994,290.14614537733075,290.1461441913391,875852.9,-9999,510632.8,12.78,-1,0.00408756651684364,0.9999969683236496,0,0.5999981809941897,2,2.1666666666666665,0.08333333333333333,N3 S1 P1 O1,de-protonated,0,-9999,C12 H26 O1 N3 P1 S1,12,26,1,3,1,1,-9999,-9999,N/A,N/A
81,291.042556,291.04270713342294,291.04278406293906,892693.8,-9999,671534.1,12.98,-1,-0.2643237363672961,0.9874027360566826,0,0.5924416416340096,9,0.9285714285714286,0.35714285714285715,P1 O5,de-protonated,0,-9999,C14 H13 O5 P1,14,13,5,-9999,1,-9999,-9999,-9999,N/A,N/A
82,291.093599,291.09375011953676,291.0937742648991,853529.9,-9999,582218.4,12.32,-1,-0.08294702412827175,0.998752374082722,0,0.5992514244496331,3,1.9090909090909092,0.2727272727272727,N2 S1 P1 O3,de-protonated,0,-9999,C11 H21 O3 N2 P1 S1,11,21,3,2,1,1,-9999,-9999,N/A,N/A
86,293.182081,293.1822315513696,293.1821953480591,63511364,-9999,468196.2,1061.12,-1,0.12348400103837562,0.6634752561390332,0.9622544379409508,0.7829869288598004,0,2.3846153846153846,0.07692307692307693,N2 S1 P1 O1,de-protonated,0,-9999,C13 H31 O1 N2 P1 S1,13,31,1,2,1,1,-9999,-9999,N/A,N/A
90,294.185457,294.18560727840327,294.1855501831291,10747797,-9999,430708.4,177.93,-1,0.1940791249215394,0.6621258187547413,0.9622544379409508,0.7821772664292251,0,2.5833333333333335,0.08333333333333333,13C1 N2 S1 P1 O1,de-protonated,1,86,C12 H31 O1 N2 P1 S1 13C1,12,31,1,2,1,1,1,-9999,N/A,N/A
