Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,34S
3,255.232782,255.232756262062,255.2329538181791,1351637.4,-9999,590959.8,21.94,-1,-0.7740227668867595,0.8969923475524795,0,0.5381954085314876,1,2,0.125,O2,de-protonated,0,-9999,C16 H32 O2,16,32,2,-9999,-9999,-9999,-9999,N/A,-9999
5,265.147765,265.14773819283033,265.14790403833905,11094110,-9999,408219.5,191.36,-1,-0.6254830085103767,0.9166780994043876,0.9972471972632552,0.9489057385479348,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999,N/A,-9999
5,265.147765,265.14773819283033,265.1475239158191,11094110,-9999,408219.5,191.36,-1,0.8081426071351571,0.904585464113162,0.9806186358151538,0.9349987327939586,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,N/A,-9999
6,266.151085,266.1510580846324,266.15125887340906,1401029.6,-9999,488281.9,22.42,-1,-0.7544160321869464,0.9018831169590156,0.9972471972632552,0.9400287490807114,0,2.363636363636364,0.3636363636363637,13C1 S1 O4,de-protonated,1,5,C11 H26 O4 S1 13C1,11,26,4,-9999,-9999,1,1,N/A,-9999
6,266.151085,266.1510580846324,266.1508787508891,1401029.6,-9999,488281.9,22.42,-1,0.6738048137646635,0.9209218965665736,0.9806186358151538,0.9448005922660058,5,1.7692307692307692,0.07692307692307693,13C1 N2 P1 O1,de-protonated,1,5,C13 H23 O1 N2 P1 13C1,13,23,1,2,1,-9999,1,N/A,-9999
6,266.151085,266.1510580846324,266.15101509650907,1401029.6,-9999,488281.9,22.42,-1,0.16151778829822544,0.9952775533904616,0,0.5971665320342769,5,1.6153846153846154,0.2307692307692308,N3 O3,de-protonated,0,-9999,C13 H21 O3 N3,13,21,3,3,-9999,-9999,-9999,N/A,-9999
7,277.071604,277.07157590696374,277.0717617163191,979116.9,-9999,587410.1,14.87,-1,-0.6706181611317621,0.9216380665116596,0,0.5529828399069958,8,1,0.42857142857142855,O6,de-protonated,0,-9999,C14 H14 O6,14,14,6,-9999,-9999,-9999,-9999,N/A,-9999
9,277.144455,277.1444268991075,277.1445327350191,1446450.9,-9999,474024.6,22.92,-1,-0.38187984642109857,0.9738859621116188,0,0.5843315772669712,6,1.375,0.25,O4,de-protonated,0,-9999,C16 H22 O4,16,22,4,-9999,-9999,-9999,-9999,N/A,-9999
10,279.163417,279.1633886813826,279.1635541027991,1370072.6,-9999,546090.5,21.47,-1,-0.5925609343463124,0.9382753734450529,0,0.5629652240670316,0,2.1538461538461537,0.3076923076923077,S1 O4,de-protonated,0,-9999,C13 H28 O4 S1,13,28,4,-9999,-9999,1,-9999,N/A,-9999
10,279.163417,279.1633886813826,279.1631739802791,1370072.6,-9999,546090.5,21.47,-1,0.7690882019111073,0.8982325387763724,0,0.5389395232658234,5,1.6666666666666667,0.06666666666666667,N2 P1 O1,de-protonated,0,-9999,C15 H25 O1 N2 P1,15,25,1,2,1,-9999,-9999,N/A,-9999
11,281.102869,281.1028404722322,281.1030618452391,965172.2,-9999,472367.1,14.53,-1,-0.7875154595249766,0.8935696862640242,0,0.5361418117584145,6,1.2857142857142858,0.42857142857142855,O6,de-protonated,0,-9999,C14 H18 O6,14,18,6,-9999,-9999,-9999,-9999,N/A,-9999
12,289.071675,289.0716456128763,289.0717617163191,937629.8,-9999,567446,13.88,-1,-0.40164228461123475,0.9711535652933208,0,0.5826921391759924,9,0.9333333333333332,0.4,O6,de-protonated,0,-9999,C15 H14 O6,15,14,6,-9999,-9999,-9999,-9999,N/A,-9999
13,289.108127,289.1080976089453,289.1081472256691,892512.6,-9999,625001.6,13.11,-1,-0.171619943180097,0.9946699736410356,0,0.5968019841846214,8,1.125,0.3125,O5,de-protonated,0,-9999,C16 H18 O5,16,18,5,-9999,-9999,-9999,-9999,N/A,-9999
14,291.087175,291.0871453955248,291.08741178077906,920440.5,-9999,873628.7,13.49,-1,-0.9151383519564994,0.85902322527632,0,0.515413935165792,8,1.0666666666666669,0.4,O6,de-protonated,0,-9999,C15 H16 O6,15,16,6,-9999,-9999,-9999,-9999,N/A,-9999
15,291.08749,291.08746039549084,291.08741178077906,1033720.5,-9999,549840.1,15.39,-1,0.16701069783551975,0.9949517148764196,0,0.5969710289258517,8,1.0666666666666669,0.4,O6,de-protonated,0,-9999,C15 H16 O6,15,16,6,-9999,-9999,-9999,-9999,N/A,-9999
16,291.123562,291.1235323916008,291.12379729012906,1331195.3,-9999,568886.5,20.39,-1,-0.9099171236545266,0.8605097871701192,0,0.5163058723020715,7,1.25,0.3125,O5,de-protonated,0,-9999,C16 H20 O5,16,20,5,-9999,-9999,-9999,-9999,N/A,-9999
17,293.066628,293.0665981820606,293.0666763358891,906833.4,-9999,499102.6,13.26,-1,-0.266675930112499,0.9871789843884048,0,0.5923073906330428,8,1,0.5,O7,de-protonated,0,-9999,C14 H14 O7,14,14,7,-9999,-9999,-9999,-9999,N/A,-9999
17,293.066628,293.0665981820606,293.06651414455905,906833.4,-9999,499102.6,13.26,-1,0.2867523155850557,0.98519078987745,0,0.59111447392647,3,2.111111111111111,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H19 O1 N4 P1 S2,9,19,1,4,1,2,-9999,N/A,-9999
