Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,17O,18O,33S,34S
2,199.006565,199.00659319234967,199.0066733356791,1584932.1,-9999,889209.5,27.9,-1,-0.40271679378253855,0.9710012765586956,0,0.5826007659352174,10,0.5,0.1,N2 P1 O1,de-protonated,0,-9999,C10 H5 O1 N2 P1,10,5,1,2,1,-9999,-9999,-9999,-9999,-9999,-9999
3,199.006717,199.00674519228727,199.0066733356791,2095188.1,-9999,1082124.8,37.52,-1,0.3610763748197902,0.9766210425302216,0,0.585972625518133,10,0.5,0.1,N2 P1 O1,de-protonated,0,-9999,C10 H5 O1 N2 P1,10,5,1,2,1,-9999,-9999,-9999,-9999,-9999,-9999
4,199.007031,199.00705919215832,199.0070534581991,8964436,-9999,492483.7,167.03,-1,0.02881284420721238,0.9998493762760672,0,0.5999096257656403,5,1,0.5,S1 O4,de-protonated,0,-9999,C8 H8 O4 S1,8,8,4,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999
14,205.159739,205.159764665524,205.15978887630908,2363477.3,-9999,567171.2,42.21,-1,-0.11800940729074703,0.9974762955479096,0,0.5984857773287456,4,1.5714285714285714,0.07142857142857142,O1,de-protonated,0,-9999,C14 H22 O1,14,22,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17,215.001966,215.0019876237738,215.00196807776908,4201432.5,-9999,599634.7,75.62,-1,0.09091081768723622,0.9985014909994836,0,0.5991008945996902,5,1,0.625,S1 O5,de-protonated,0,-9999,C8 H8 O5 S1,8,8,5,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999
23,221.105885,221.10590411717484,221.1060530260391,1218604.1,-9999,742736.2,20.38,-1,-0.6734725811857167,0.9209966951726244,0,0.5525980171035746,1,2.375,0.375,N2 P1 O3,de-protonated,0,-9999,C8 H19 O3 N2 P1,8,19,3,2,1,-9999,-9999,-9999,-9999,-9999,-9999
24,227.128904,227.1289206437978,227.12888267055905,797232.1,-9999,757088,12.54,-1,0.16718806659434238,0.994941013602902,0,0.5969646081617411,3,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H20 O4,12,20,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
25,229.144566,229.1445818160581,229.14453273501908,890107.9,-9999,642641.3,14.18,-1,0.21419249424458897,0.9917099734957616,0,0.595025984097457,2,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,-9999,C12 H22 O4,12,22,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
26,231.033224,231.03323904047303,231.03326820668903,1384245.6,-9999,805294.6,23.07,-1,-0.1262424940859758,0.9971123990902848,0,0.5982674394541709,4,1.3333333333333333,0.5555555555555556,S1 O5,de-protonated,0,-9999,C9 H12 O5 S1,9,12,5,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999
28,233.154698,233.15471216928125,233.15470349587903,1406232.5,-9999,463017.2,23.46,-1,0.03720020241302188,0.9997489328400312,0,0.5998493597040186,5,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,-9999,C15 H22 O2,15,22,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
29,235.06112100000001,235.06113438640097,235.06119703228907,936792.6,-9999,485282.1,14.9,-1,-0.26650884504362965,0.9871949420268704,0,0.5923169652161223,7,1,0.4166666666666667,O5,de-protonated,0,-9999,C12 H12 O5,12,12,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31,236.105532,236.10554495750935,236.10571867340903,981960.1,-9999,805942.8,15.71,-1,-0.7357547317446826,0.9064453574597447,0,0.5438672144758468,1,2.2222222222222223,0.4444444444444444,N1 P1 O4,de-protonated,0,-9999,C9 H20 O4 N1 P1,9,20,4,1,1,-9999,-9999,-9999,-9999,-9999,-9999
32,239.092698,239.0927097308176,239.09249716120908,797181.9,-9999,689403,12.33,-1,0.889068502966182,0.8663859428543458,0,0.5198315657126075,5,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,-9999,C12 H16 O5,12,16,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
33,239.128866,239.12887771596505,239.12888267055905,4647556,-9999,567091.9,81.49,-1,-0.02071934577316819,0.9999221086932027,0,0.5999532652159216,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
35,241.136459,241.1364698915389,241.13629052652908,6500051.5,-9999,584808.7,114.32,-1,0.7438324999608618,0.9344762577777552,0.9947823457905216,0.9585986929828618,3,1.7692307692307692,0.15384615384615383,P1 O2,de-protonated,0,-9999,C13 H23 O2 P1,13,23,2,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
37,242.139743,242.1397534795363,242.1396453615991,870074.6,-9999,755205.1,13.57,-1,0.44651067792209553,0.9644707742313924,0.9947823457905216,0.976595402855044,3,1.9166666666666667,0.16666666666666666,13C1 P1 O2,de-protonated,1,35,C12 H23 O2 P1 13C1,12,23,2,-9999,1,-9999,1,-9999,-9999,-9999,-9999
37,242.139743,242.1397534795363,242.13978170721907,870074.6,-9999,755205.1,13.57,-1,-0.1165759817617926,0.9975371574827754,0,0.5985222944896652,3,1.75,0.3333333333333333,N1 O4,de-protonated,0,-9999,C12 H21 O4 N1,12,21,4,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
38,242.140001,242.1400114794303,242.13978170721907,854330.7,-9999,592907.2,13.29,-1,0.9489238391562635,0.8492627656407459,0,0.5095576593844475,3,1.75,0.3333333333333333,N1 O4,de-protonated,0,-9999,C12 H21 O4 N1,12,21,4,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
39,242.176146,242.1761564645872,242.1761672165691,5823616.5,-9999,556202.9,102.21,-1,-0.04439735750663592,0.49982120292303744,0.8767281105990777,0.6505839659934536,2,1.9230769230769231,0.2307692307692308,N1 O3,de-protonated,0,-9999,C13 H25 O3 N1,13,25,3,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
41,243.160137,243.16014706050737,243.16018279947903,900003.8,-9999,682341.8,14.05,-1,-0.1469770719785032,0.9960879703615844,0,0.5976527822169505,2,1.8461538461538465,0.3076923076923077,O4,de-protonated,0,-9999,C13 H24 O4,13,24,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42,245.040775,245.0407842882158,245.04067606265903,875865.4,-9999,586278.7,13.62,-1,0.4416636392085037,0.9652244546513912,0,0.5791346727908346,4,1.5,0.3,S1 P1 O3,de-protonated,0,-9999,C10 H15 O3 P1 S1,10,15,3,-9999,1,1,-9999,-9999,-9999,-9999,-9999
43,245.042275,245.0422842875998,245.04239359569908,1362393.6,-9999,593919,22.29,-1,-0.44607832002021225,0.9645383129841184,0,0.578722987790471,4,1.5555555555555556,0.2222222222222222,N2 S2 O2,de-protonated,0,-9999,C9 H14 O2 N2 S2,9,14,2,2,-9999,2,-9999,-9999,-9999,-9999,-9999
44,245.042487,245.04249628751276,245.04239359569908,1316473.6,-9999,569610.2,21.47,-1,0.4190777447660767,0.9686352709482684,0,0.5811811625689609,4,1.5555555555555556,0.2222222222222222,N2 S2 O2,de-protonated,0,-9999,C9 H14 O2 N2 S2,9,14,2,2,-9999,2,-9999,-9999,-9999,-9999,-9999
46,245.045459,245.04546828629228,245.04554696782907,3353114,-9999,419924.4,57.77,-1,-0.3210894373119186,0.98146681719474,0,0.588880090316844,9,0.7692307692307693,0.38461538461538464,O5,de-protonated,0,-9999,C13 H10 O5,13,10,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
47,245.04892,245.04892928487104,245.0489182711491,145847648,-9999,583679.5,2597.52,-1,0.04494499311738306,0.9996007590257372,0.9901239689713092,0.995810043003966,4,1.4,0.5,S1 O5,de-protonated,0,-9999,C10 H14 O5 S1,10,14,5,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999
49,246.048288,246.0482968744765,246.04830600654907,1013629.8,-9999,691817.1,16.07,-1,-0.03711495796426725,0.9996240691678744,0.9901239689713092,0.9958240290892484,4,1.4,0.5,33S1 O5,de-protonated,1,47,C10 H14 O5 33S1,10,14,5,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
51,246.052266,246.05227487284293,246.05227310621908,14693886,-9999,507641.7,259.9,-1,0.00717987211060992,0.99967218201595,0.9901239689713092,0.9958528967980936,4,1.5555555555555556,0.5555555555555556,13C1 S1 O5,de-protonated,1,47,C9 H14 O5 S1 13C1,9,14,5,-9999,-9999,1,1,-9999,-9999,-9999,-9999
51,246.052266,246.05227487284293,246.05202932931903,14693886,-9999,507641.7,259.9,-1,0.997933341755798,0.8524223972675932,0.9509427769239788,0.8918305491301475,9,0.8181818181818182,0.3636363636363637,N3 O4,de-protonated,0,-9999,C11 H9 O4 N3,11,9,4,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999
