Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,17O,18O,33S,34S
75,245.052799,245.0534260506083,245.05362698498908,1217329.4,-9999,544496.7,19.68,-1,-0.8199608520706351,0.8851532833240451,0,0.531091969994427,4,1.75,0.125,N4 S2 O1,de-protonated,0,-9999,C8 H14 O1 N4 S2,8,14,1,4,-9999,2,-9999,-9999,N/A,-9999,-9999
77,245.056059,245.05668604448192,245.05678035711907,820561.9,-9999,445362,12.61,-1,-0.38486034545904346,0.9734822152957248,0,0.5840893291774347,9,0.8333333333333334,0.3333333333333333,N2 O4,de-protonated,0,-9999,C12 H10 O4 N2,12,10,4,2,-9999,-9999,-9999,-9999,N/A,-9999,-9999
107,265.003078,265.0036675588615,265.0036994114591,817407.4,-9999,422283.1,12.16,-1,-0.12019680356176686,0.9973819945191964,0,0.5984291967115177,9,0.6666666666666666,0.4444444444444444,N4 S1 O4,de-protonated,0,-9999,C9 H6 O4 N4 S1,9,6,4,4,-9999,1,-9999,-9999,N/A,-9999,-9999
117,267.093255,267.0938406308769,267.0937742648991,827558.4,-9999,689014.8,12.33,-1,0.2484744468955615,0.9888599546401212,0,0.5933159727840727,1,2.3333333333333335,0.3333333333333333,N2 S1 P1 O3,de-protonated,0,-9999,C9 H21 O3 N2 P1 S1,9,21,3,2,1,1,-9999,-9999,N/A,-9999,-9999
134,277.150511,277.1510777306853,277.1508952191391,2089221.1,-9999,495200.3,33.78,-1,0.6585277166629363,0.9243293687688058,0,0.5545976212612834,1,2.25,0.08333333333333333,N2 S1 P1 O1,de-protonated,0,-9999,C12 H27 O1 N2 P1 S1,12,27,1,2,1,1,-9999,-9999,N/A,-9999,-9999
139,283.124747,283.1253025035469,283.12507439381915,988941.4,-9999,694762.6,14.76,-1,0.8056853609014388,0.8888883994353985,0,0.5333330396612391,0,2.5,0.3,N2 S1 P1 O3,de-protonated,0,-9999,C10 H25 O3 N2 P1 S1,10,25,3,2,1,1,-9999,-9999,N/A,-9999,-9999
148,288.991249,288.9917934788686,288.99161786899907,1288434,-9999,589349.5,19.7,-1,0.6076642320096116,0.9351942818105464,0,0.5611165690863278,10,0.7857142857142857,0.07142857142857142,S2 P1 O1,de-protonated,0,-9999,C14 H11 O1 P1 S2,14,11,1,-9999,1,2,-9999,-9999,N/A,-9999,-9999
149,288.993398,288.9939424748301,288.9941197924491,18590194,-9999,460689.8,310.72,-1,-0.6135682593175357,0.31132386209722024,0.867378793288981,0.5337458345739245,6,1.1,0.6,S1 P1 O6,de-protonated,0,-9999,C10 H11 O6 P1 S1,10,11,6,-9999,1,1,-9999,-9999,N/A,-9999,-9999
154,289.993497,289.9940395953847,289.9942396698191,1267971.5,-9999,646274.8,19.35,-1,-0.6899255467564849,0.9172556302992696,0,0.5503533781795618,11,0.4166666666666667,0.6666666666666666,N1 O8,de-protonated,0,-9999,C12 H5 O8 N1,12,5,8,1,-9999,-9999,-9999,-9999,N/A,-9999,-9999
163,293.186663,293.1871995945979,293.1870662532291,1161670.9,-9999,521843.7,17.45,-1,0.4547996285824152,0.9631642349749834,0,0.57789854098499,5,1.625,0.1875,N2 O3,de-protonated,0,-9999,C16 H26 O3 N2,16,26,3,2,-9999,-9999,-9999,-9999,N/A,-9999,-9999
165,294.185367,294.18590171777413,294.18568652874905,7527832,-9999,403010.9,123.86,-1,0.7314734704582538,0.4537395499921343,0.88512123109958,0.6262922224351126,0,2.4166666666666665,0.25,N3 S1 O3,de-protonated,0,-9999,C12 H29 O3 N3 S1,12,29,3,3,-9999,1,-9999,-9999,N/A,-9999,-9999
168,294.944008,294.944541292091,294.9446676756191,2615254.3,-9999,525911.1,41.75,-1,-0.42849911164626825,0.967232804371258,0,0.5803396826227548,14,0.3333333333333333,0.06666666666666667,S2 P1 O1,de-protonated,0,-9999,C15 H5 O1 P1 S2,15,5,1,-9999,1,2,-9999,-9999,N/A,-9999,-9999
176,298.939201,298.93972678408755,298.9395822951891,1068576.4,-9999,578624.3,15.79,-1,0.4833381292205508,0.9584965935668897,0,0.5750979561401337,13,0.35714285714285715,0.14285714285714285,S2 P1 O2,de-protonated,0,-9999,C14 H5 O2 P1 S2,14,5,2,-9999,1,2,-9999,-9999,N/A,-9999,-9999
179,301.135646,301.1361676563979,301.1362905265291,988378.1,-9999,621353.9,14.36,-1,-0.4080216667476624,0.9702438161361971,0,0.5821462896817182,8,1.2777777777777777,0.1111111111111111,P1 O2,de-protonated,0,-9999,C18 H23 O2 P1,18,23,2,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
183,303.009269,303.0097871353745,303.0097698569091,17737340,-9999,405469.5,290.68,-1,0.05702279967754373,0.6661406308169016,0.922453995987326,0.7686659768850714,6,1.181818181818182,0.5454545454545454,S1 P1 O6,de-protonated,0,-9999,C11 H13 O6 P1 S1,11,13,6,-9999,1,1,-9999,-9999,N/A,-9999,-9999
184,303.011762,303.0122801306895,303.012138838629,893308.3,-9999,473425.8,12.78,-1,0.4662917498603611,0.9613160727541252,0,0.5767896436524752,15,0.4444444444444444,0.16666666666666666,S1 O3,de-protonated,0,-9999,C18 H8 O3 S1,18,8,3,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
186,303.013341,303.0138591277222,303.0136091908791,920828.4,-9999,745772.9,13.24,-1,0.8248370221976971,0.8838660782954265,0,0.5303196469772559,7,1.125,0.875,N4 P1 O7,de-protonated,0,-9999,C8 H9 O7 N4 P1,8,9,7,4,1,-9999,-9999,-9999,N/A,-9999,-9999
187,303.013814,303.01433212683327,303.0144785707491,2754428.5,-9999,554194.9,43.49,-1,-0.4832901599310085,0.9585046579103532,0,0.5751027947462118,6,1.4444444444444444,0.2222222222222222,N4 S2 P1 O2,de-protonated,0,-9999,C9 H13 O2 N4 P1 S2,9,13,2,4,1,2,-9999,-9999,N/A,-9999,-9999
190,304.012586,304.0131022498817,304.0131246919791,1195348.3,-9999,575620.2,17.77,-1,-0.0738195018405534,0.6660078112844817,0.922453995987326,0.7685862851656194,6,1.3,0.6,13C1 S1 P1 O6,de-protonated,1,183,C10 H13 O6 P1 S1 13C1,10,13,6,-9999,1,1,1,-9999,N/A,-9999,-9999
190,304.012586,304.0131022498817,304.0132610375991,1195348.3,-9999,575620.2,17.77,-1,-0.5223052338379488,0.9517054418081702,0,0.5710232650849021,6,1.1,0.8,N1 S1 O8,de-protonated,0,-9999,C10 H11 O8 N1 S1,10,11,8,1,-9999,1,-9999,-9999,N/A,-9999,-9999
190,304.012586,304.0131022498817,304.01288091507905,1195348.3,-9999,575620.2,17.77,-1,0.7280441603836895,0.9083036248996548,0,0.544982174939793,11,0.6666666666666666,0.4166666666666667,N3 P1 O5,de-protonated,0,-9999,C12 H8 O5 N3 P1,12,8,5,3,1,-9999,-9999,-9999,N/A,-9999,-9999
193,305.006105,305.0066193828019,305.00679247675913,1930412.8,-9999,381942.5,29.89,-1,-0.567508532640804,0.9432363035389704,0,0.5659417821233822,6,1.1,0.9,P1 O9,de-protonated,0,-9999,C10 H11 O9 P1,10,11,9,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
194,305.010946,305.0114603737044,305.01150119059906,1095085.1,-9999,682890.8,16.11,-1,-0.13382083797696728,0.996755887441084,0,0.5980535324646503,6,1.375,0.625,N4 S1 P1 O5,de-protonated,0,-9999,C8 H11 O5 N4 P1 S1,8,11,5,4,1,1,-9999,-9999,N/A,-9999,-9999
198,307.125077,307.1255874007041,307.1257258424991,1137517.6,-9999,681639.1,16.69,-1,-0.4507658699782931,0.9638028334571902,0,0.5782817000743141,11,1.05,0.05,P1 O1,de-protonated,0,-9999,C20 H21 O1 P1,20,21,1,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
