Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C
1,249.040156,249.0402377076866,249.04046158739908,848932.2,-9999,823468.2,13.13,-1,-0.8989692319550172,0.8636074342089621,0,0.5181644605253772,8,0.8333333333333334,0.5,O6,de-protonated,0,-9999,C12 H10 O6,12,10,6,-9999,-9999,-9999,-9999
3,253.071473,253.07155110750048,253.0717617163191,929845.3,-9999,654270.6,14.5,-1,-0.8322098727136267,0.881908905175919,0,0.5291453431055514,6,1.1666666666666667,0.5,O6,de-protonated,0,-9999,C12 H14 O6,12,14,6,-9999,-9999,-9999,-9999
4,255.087088,255.08716430744627,255.08741178077904,887892.8,-9999,636933,13.7,-1,-0.9701510986523788,0.843008480270554,0,0.5058050881623324,5,1.3333333333333333,0.5,O6,de-protonated,0,-9999,C12 H16 O6,12,16,6,-9999,-9999,-9999,-9999
6,265.035109,265.0351764233206,265.0353762069691,1019631.2,-9999,689824.3,15.73,-1,-0.7537999317550484,0.9020351912304274,0,0.5412211147382564,8,0.8333333333333334,0.5833333333333334,O7,de-protonated,0,-9999,C12 H10 O7,12,10,7,-9999,-9999,-9999,-9999
6,265.035109,265.0351764233206,265.0352140156391,1019631.2,-9999,689824.3,15.73,-1,-0.1418389576860807,0.996356217469754,0,0.5978137304818525,3,2.142857142857143,0.14285714285714285,N4 S2 P1 O1,de-protonated,0,-9999,C7 H15 O1 N4 P1 S2,7,15,1,4,1,2,-9999
8,265.147676,265.1477433227921,265.14790403833905,885884.9,-9999,489432.8,13.41,-1,-0.606135460595018,0.93550921495053,0,0.5613055289703179,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999
8,265.147676,265.1477433227921,265.1475239158191,885884.9,-9999,489432.8,13.41,-1,0.8274901827876735,0.8831632857158779,0,0.5298979714295267,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999
11,269.102854,269.1029177906023,269.1030618452391,911697.9,-9999,546136.4,13.76,-1,-0.5353140012748171,0.9493325393221592,0,0.5695995235932956,5,1.3846153846153846,0.4615384615384616,O6,de-protonated,0,-9999,C13 H18 O6,13,18,6,-9999,-9999,-9999,-9999
12,271.045732,271.04579405550624,271.0459408909991,873903.7,-9999,893992.1,13.11,-1,-0.5417365497498855,0.948141727470208,0,0.5688850364821247,6,1.0909090909090908,0.7272727272727273,O8,de-protonated,0,-9999,C11 H12 O8,11,12,8,-9999,-9999,-9999,-9999
13,271.08214,271.08220202299185,271.0823264003491,928691.8,-9999,643826.1,14.05,-1,-0.4588176546797845,0.9625228975187802,0,0.5775137385112681,5,1.3333333333333333,0.5833333333333334,O7,de-protonated,0,-9999,C12 H16 O7,12,16,7,-9999,-9999,-9999,-9999
