Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,33S,34S
1,187.097555,187.09766238201087,187.0975825416391,828756,-9999,688409.6,13.84,-1,0.42673117783520953,0.9674981998356909,0,0.5804989199014144,2,1.7777777777777777,0.4444444444444444,O4,de-protonated,0,-9999,C9 H16 O4,9,16,4,-9999,-9999,-9999,-9999,-9999,-9999,N/A,-9999
2,205.15978,205.15987330568055,205.15978887630908,932092.5,-9999,1108589.7,15.45,-1,0.4115298224866347,0.9697377858123056,0,0.5818426714873833,4,1.5714285714285714,0.07142857142857142,O1,de-protonated,0,-9999,C14 H22 O1,14,22,1,-9999,-9999,-9999,-9999,-9999,-9999,N/A,-9999
9,239.074543,239.07460987508273,239.07473909646907,806308.8,-9999,1367362.6,12.51,-1,-0.5405062317894556,0.9483708256369258,0,0.5690224953821554,5,1.3333333333333333,0.25,S1 O3,de-protonated,0,-9999,C12 H16 O3 S1,12,16,3,-9999,-9999,1,-9999,-9999,-9999,N/A,-9999
10,239.074774,239.0748408749027,239.07473909646907,983716.9,-9999,919639.4,15.7,-1,0.4257180578829759,0.967649823649575,0,0.5805898941897449,5,1.3333333333333333,0.25,S1 O3,de-protonated,0,-9999,C12 H16 O3 S1,12,16,3,-9999,-9999,1,-9999,-9999,-9999,N/A,-9999
11,239.128846,239.1289128327631,239.12888267055905,3648942,-9999,610810.8,63.63,-1,0.12613367195219016,0.997117368040013,0,0.5982704208240078,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,-9999,-9999,N/A,-9999
12,241.136459,241.13652426818155,241.13629052652908,2575357,-9999,689346.5,44.15,-1,0.9693341966693872,0.8432508646569611,0,0.5059505187941766,3,1.7692307692307692,0.15384615384615383,P1 O2,de-protonated,0,-9999,C13 H23 O2 P1,13,23,2,-9999,1,-9999,-9999,-9999,-9999,N/A,-9999
14,241.144493,241.14455826192045,241.14453273501908,1159806.4,-9999,793041.5,18.79,-1,0.10585726774847438,0.9979687950573684,0,0.5987812770344211,3,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,-9999,C13 H22 O4,13,22,4,-9999,-9999,-9999,-9999,-9999,-9999,N/A,-9999
15,242.176112,242.1761764579547,242.1761672165691,2765993.5,-9999,662783.4,47.56,-1,0.03815976492868019,0.9997358151941036,0,0.5998414891164622,2,1.9230769230769231,0.2307692307692308,N1 O3,de-protonated,0,-9999,C13 H25 O3 N1,13,25,3,1,-9999,-9999,-9999,-9999,-9999,N/A,-9999
18,243.160143,243.1602066910755,243.16018279947903,837227.8,-9999,512852.6,12.95,-1,0.09825455864776196,0.9982498352772442,0,0.5989499011663465,2,1.8461538461538465,0.3076923076923077,O4,de-protonated,0,-9999,C13 H24 O4,13,24,4,-9999,-9999,-9999,-9999,-9999,-9999,N/A,-9999
19,247.110598,247.11065861239004,247.11046970120907,898060.3,-9999,717911.3,13.97,-1,0.7644806842815199,0.8993849071793862,0,0.5396309443076317,2,1.9090909090909092,0.3636363636363637,P1 O4,de-protonated,0,-9999,C11 H21 O4 P1,11,21,4,-9999,1,-9999,-9999,-9999,-9999,N/A,-9999
