Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C
1,265.146945,265.1472640705554,265.1475239158191,1162395.9,-9999,769106.5,18.47,-1,-0.9800026031496576,0.8400748834805736,0,0.5040449300883442,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999
2,265.147398,265.14771706950216,265.14790403833905,6331036,-9999,766568,109.58,-1,-0.7051492168634724,0.9246906292219772,0.9998807693610045,0.954766685277588,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999
2,265.147398,265.14771706950216,265.1475239158191,6331036,-9999,766568,109.58,-1,0.7284762845704729,0.8963038444926406,0.983252207912903,0.9310831898607456,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999
3,265.147832,265.14815106849306,265.14790403833905,12965532,-9999,823219.1,226.53,-1,0.931669269309266,0.427138900706539,0.8851212310995797,0.6103318328637553,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999
4,266.150781,266.15109773652586,266.15125887340906,820733.8,-9999,794971.4,12.45,-1,-0.6054334812819113,0.9356535952222004,0.9998807693610045,0.961344464877722,0,2.363636363636364,0.3636363636363637,13C1 S1 O4,de-protonated,1,2,C11 H26 O4 S1 13C1,11,26,4,-9999,-9999,1,1
4,266.150781,266.15109773652586,266.1508787508891,820733.8,-9999,794971.4,12.45,-1,0.8227875774498439,0.8844077895140543,0.983252207912903,0.9239455568735938,5,1.7692307692307692,0.07692307692307693,13C1 N2 P1 O1,de-protonated,1,2,C13 H23 O1 N2 P1 13C1,13,23,1,2,1,-9999,1
4,266.150781,266.15109773652586,266.15101509650907,820733.8,-9999,794971.4,12.45,-1,0.3105004756615204,0.9826585572770172,0,0.5895951343662104,5,1.6153846153846154,0.2307692307692308,N3 O3,de-protonated,0,-9999,C13 H21 O3 N3,13,21,3,3,-9999,-9999,-9999
6,285.125643,285.12591561787633,285.1261197656691,1080941.5,-9999,760065.6,16.71,-1,-0.7159912004542776,0.9111766695066486,0,0.5467060017039891,4,1.6428571428571428,0.2857142857142857,P1 O4,de-protonated,0,-9999,C14 H23 O4 P1,14,23,4,-9999,1,-9999,-9999
9,293.17874,293.17899389353653,293.17920416725906,2850055.5,-9999,695711.7,46.88,-1,-0.7172190917404138,0.9108857606671366,0,0.5465314564002819,0,2.142857142857143,0.2857142857142857,S1 O4,de-protonated,0,-9999,C14 H30 O4 S1,14,30,4,-9999,-9999,1,-9999
9,293.17874,293.17899389353653,293.1788240447391,2850055.5,-9999,695711.7,46.88,-1,0.5793351480765359,0.9409178161461272,0,0.5645506896876763,5,1.6875,0.0625,N2 P1 O1,de-protonated,0,-9999,C16 H27 O1 N2 P1,16,27,1,2,1,-9999,-9999
12,297.152559,297.1528036539685,297.1529894187691,1078029.9,-9999,816902.1,16.4,-1,-0.6251486851360204,0.9315437521251154,0,0.5589262512750692,4,1.625,0.1875,S1 O3,de-protonated,0,-9999,C16 H26 O3 S1,16,26,3,-9999,-9999,1,-9999
14,307.081951,307.08217256703557,307.0823264003491,952253.6,-9999,766643.1,14.1,-1,-0.500951374531196,0.9554861967875162,0,0.5732917180725097,8,1.0666666666666669,0.4666666666666667,O7,de-protonated,0,-9999,C15 H16 O7,15,16,7,-9999,-9999,-9999,-9999
14,307.081951,307.08217256703557,307.0821642090191,952253.6,-9999,766643.1,14.1,-1,0.02721752501789734,0.9998655929955262,0,0.5999193557973157,3,2.1,0.1,N4 S2 P1 O1,de-protonated,0,-9999,C10 H21 O1 N4 P1 S2,10,21,1,4,1,2,-9999
17,311.168214,311.16842606602285,311.16863948322913,3777524.3,-9999,703330.4,61.8,-1,-0.685857053708433,0.9181876995187276,0,0.5509126197112366,4,1.6470588235294117,0.17647058823529413,S1 O3,de-protonated,0,-9999,C17 H28 O3 S1,17,28,3,-9999,-9999,1,-9999
24,319.118292,319.1184855812136,319.1187119096991,969627.1,-9999,667190.4,14.21,-1,-0.7092297538485952,0.9127712923722352,0,0.5476627754233411,8,1.1764705882352942,0.35294117647058826,O6,de-protonated,0,-9999,C17 H20 O6,17,20,6,-9999,-9999,-9999,-9999
25,321.097613,321.0978019790737,321.0979764648091,1085783.3,-9999,753647.3,16.15,-1,-0.5434034100950201,0.9478305982547254,0,0.5686983589528352,8,1.125,0.4375,O7,de-protonated,0,-9999,C16 H18 O7,16,18,7,-9999,-9999,-9999,-9999
25,321.097613,321.0978019790737,321.09781427347906,1085783.3,-9999,753647.3,16.15,-1,-0.03828866093392932,0.9997340276914464,0,0.5998404166148678,3,2.090909090909091,0.09090909090909093,N4 S2 P1 O1,de-protonated,0,-9999,C11 H23 O1 N4 P1 S2,11,23,1,4,1,2,-9999
26,321.210138,321.2103267174406,321.21050429617907,873314.1,-9999,843921,12.6,-1,-0.5528422517698459,0.9460527138865988,0,0.5676316283319592,0,2.125,0.25,S1 O4,de-protonated,0,-9999,C16 H34 O4 S1,16,34,4,-9999,-9999,1,-9999
26,321.210138,321.2103267174406,321.2101241736591,873314.1,-9999,843921,12.6,-1,0.6305647494913695,0.930394901665618,0,0.5582369409993708,5,1.7222222222222223,0.05555555555555555,N2 P1 O1,de-protonated,0,-9999,C18 H31 O1 N2 P1,18,31,1,2,1,-9999,-9999
28,323.113272,323.1134562924439,323.1136265292691,1002271.9,-9999,670021.4,14.6,-1,-0.5268636516464027,0.9508799220201686,0,0.5705279532121011,7,1.25,0.4375,O7,de-protonated,0,-9999,C16 H20 O7,16,20,7,-9999,-9999,-9999,-9999
