Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C
2,281.067565,281.06758064973906,281.0675457157591,855195.1,-9999,495097.4,12.7,-1,0.12429033699528332,0.9972008895851906,0,0.5983205337511144,6,1.2857142857142858,0.14285714285714285,S2 O2,de-protonated,0,-9999,C14 H18 O2 S2,14,18,2,-9999,-9999,2,-9999
3,281.103899,281.10391465182636,281.1039312251091,977566.6,-9999,592244.8,14.8,-1,-0.05895784754443219,0.9993694781869276,0,0.5996216869121566,5,1.4666666666666666,0.06666666666666667,S2 O1,de-protonated,0,-9999,C15 H22 O1 S2,15,22,1,-9999,-9999,2,-9999
5,283.083076,283.083091765527,283.08319578021906,1226905.4,-9999,479736.5,18.97,-1,-0.36743506363639267,0.9758004995304496,0,0.5854802997182698,5,1.4285714285714286,0.14285714285714285,S2 O2,de-protonated,0,-9999,C14 H20 O2 S2,14,20,2,-9999,-9999,2,-9999
6,285.098877,285.0988928813316,285.0988458446791,1133844.3,-9999,546253.9,17.38,-1,0.16498366515114996,0.9950732141860106,0,0.5970439285116064,4,1.5714285714285714,0.14285714285714285,S2 O2,de-protonated,0,-9999,C14 H22 O2 S2,14,22,2,-9999,-9999,2,-9999
7,285.126191,285.1262068829007,285.1261197656691,839190.8,-9999,442553,12.34,-1,0.3055392879215656,0.9832036511528188,0,0.5899221906916914,4,1.6428571428571428,0.2857142857142857,P1 O4,de-protonated,0,-9999,C14 H23 O4 P1,14,23,4,-9999,1,-9999,-9999
9,291.088338,291.0883542254167,291.0882811606491,873010.1,-9999,911658.2,12.76,-1,0.25100552764857903,0.9886331442792814,0,0.5931798865675688,7,1.25,0.0625,S2 O1,de-protonated,0,-9999,C16 H20 O1 S2,16,20,1,-9999,-9999,2,-9999
10,293.103673,293.1036893411945,293.1039312251091,1159141.8,-9999,575691.8,17.59,-1,-0.8252496428273692,0.8837568912383656,0,0.5302541347430194,6,1.375,0.0625,S2 O1,de-protonated,0,-9999,C16 H22 O1 S2,16,22,1,-9999,-9999,2,-9999
11,293.10411,293.1041263412196,293.1039312251091,850661.8,-9999,677257.4,12.38,-1,0.6656891626500412,0.922740211709324,0,0.5536441270255944,6,1.375,0.0625,S2 O1,de-protonated,0,-9999,C16 H22 O1 S2,16,22,1,-9999,-9999,2,-9999
11,293.10411,293.1041263412196,293.1043992557591,850661.8,-9999,677257.4,12.38,-1,-0.9311171725389176,0.8544372320373557,0,0.5126623392224133,12,0.875,0.125,N4 O2,de-protonated,0,-9999,C16 H14 O2 N4,16,14,2,4,-9999,-9999,-9999
12,293.175796,293.1758123453379,293.1758328639391,945132.1,-9999,685073.2,13.97,-1,-0.06998735542988214,0.999111617461386,0,0.5994669704768315,5,1.5294117647058822,0.2352941176470588,O4,de-protonated,0,-9999,C17 H26 O4,17,26,4,-9999,-9999,-9999,-9999
14,295.082459,295.0824754548727,295.0823264003491,1116053.6,-9999,585250.5,16.85,-1,0.5051286040139896,0.9547578578819056,0,0.5728547147291433,7,1.1428571428571428,0.5,O7,de-protonated,0,-9999,C14 H16 O7,14,16,7,-9999,-9999,-9999,-9999
15,295.08327,295.0832864549193,295.0831957802191,1031445.7,-9999,470231.5,15.43,-1,0.3072852045513353,0.9830127912182444,0,0.5898076747309465,6,1.3333333333333333,0.13333333333333333,S2 O2,de-protonated,0,-9999,C15 H20 O2 S2,15,20,2,-9999,-9999,2,-9999
16,295.119498,295.11951445700055,295.11958128956906,1307544.9,-9999,541647.8,20.09,-1,-0.2264592820811482,0.9907377817538766,0,0.5944426690523259,5,1.5,0.0625,S2 O1,de-protonated,0,-9999,C16 H24 O1 S2,16,24,1,-9999,-9999,2,-9999
17,297.062323,297.06233956861274,297.0624603353291,991557.7,-9999,769912.3,14.66,-1,-0.40653644426676866,0.9704568241617684,0,0.5822740944970609,6,1.2857142857142858,0.21428571428571427,S2 O3,de-protonated,0,-9999,C14 H18 O3 S2,14,18,3,-9999,-9999,2,-9999
18,297.062575,297.0625915686272,297.0624603353291,1044549.7,-9999,724083.3,15.55,-1,0.44177005060184826,0.9652079904553836,0,0.5791247942732303,6,1.2857142857142858,0.21428571428571427,S2 O3,de-protonated,0,-9999,C14 H18 O3 S2,14,18,3,-9999,-9999,2,-9999
19,297.097958,297.09797457065997,297.0979764648091,1272392.9,-9999,739188,19.37,-1,-0.00637550332299226,0.9999926246747116,0,0.599995574804827,6,1.2857142857142858,0.5,O7,de-protonated,0,-9999,C14 H18 O7,14,18,7,-9999,-9999,-9999,-9999
21,297.098725,297.098741570704,297.0988458446791,1806152.9,-9999,641773.8,28.32,-1,-0.3509740159786741,0.9778965907582988,0,0.5867379544549792,5,1.4666666666666666,0.13333333333333333,S2 O2,de-protonated,0,-9999,C15 H22 O2 S2,15,22,2,-9999,-9999,2,-9999
22,297.099046,297.0990625707224,297.0988458446791,1557961,-9999,659623.6,24.16,-1,0.7294745380707238,0.9079600925842148,0,0.5447760555505289,5,1.4666666666666666,0.13333333333333333,S2 O2,de-protonated,0,-9999,C15 H22 O2 S2,15,22,2,-9999,-9999,2,-9999
22,297.099046,297.0990625707224,297.0993138753291,1557961,-9999,659623.6,24.16,-1,-0.8458606092747051,0.8782509229088239,0,0.5269505537452943,11,0.9333333333333332,0.2,N4 O3,de-protonated,0,-9999,C15 H14 O3 N4,15,14,3,4,-9999,-9999,-9999
23,297.135329,297.13534557280684,297.1352313540291,866956.2,-9999,448348.7,12.57,-1,0.3843999825692352,0.9735447713642702,0,0.5841268628185621,4,1.625,0.0625,S2 O1,de-protonated,0,-9999,C16 H26 O1 S2,16,26,1,-9999,-9999,2,-9999
24,297.15312,297.15313657382893,297.1529894187691,1298509.8,-9999,437973.1,19.81,-1,0.49521648805602936,0.956477167255228,0,0.5738863003531367,4,1.625,0.1875,S1 O3,de-protonated,0,-9999,C16 H26 O3 S1,16,26,3,-9999,-9999,1,-9999
26,299.077355,299.0773716843732,299.0772410199191,876153.6,-9999,540039.6,12.72,-1,0.43689200040429466,0.965958941735472,0,0.5795753650412832,6,1.2307692307692308,0.6153846153846154,O8,de-protonated,0,-9999,C13 H16 O8,13,16,8,-9999,-9999,-9999,-9999
27,299.077842,299.0778586844011,299.07811039978907,1313785.6,-9999,577685.9,20.06,-1,-0.8416376163744748,0.8793872855124144,0,0.5276323713074487,5,1.4285714285714286,0.21428571428571427,S2 O3,de-protonated,0,-9999,C14 H20 O3 S2,14,20,3,-9999,-9999,2,-9999
28,299.078301,299.07831768442753,299.07811039978907,1407353.6,-9999,503002.7,21.63,-1,0.693078601394294,0.9165301470503584,0,0.5499180882302149,5,1.4285714285714286,0.21428571428571427,S2 O3,de-protonated,0,-9999,C14 H20 O3 S2,14,20,3,-9999,-9999,2,-9999
28,299.078301,299.07831768442753,299.07857843043905,1407353.6,-9999,503002.7,21.63,-1,-0.8718311183918057,0.8711707859228393,0,0.5227024715537035,11,0.8571428571428571,0.2857142857142857,N4 O4,de-protonated,0,-9999,C14 H12 O4 N4,14,12,4,4,-9999,-9999,-9999
30,299.114506,299.1145226865075,299.11449590913907,1357308.9,-9999,487122.8,20.79,-1,0.08952213545257548,0.9985468884177494,0,0.5991281330506496,4,1.6,0.13333333333333333,S2 O2,de-protonated,0,-9999,C15 H24 O2 S2,15,24,2,-9999,-9999,2,-9999
31,301.093548,301.0935648002003,301.0937604642491,928046.8,-9999,671052.1,13.5,-1,-0.6498442495644705,0.926236816711902,0,0.5557420900271411,4,1.5714285714285714,0.21428571428571427,S2 O3,de-protonated,0,-9999,C14 H22 O3 S2,14,22,3,-9999,-9999,2,-9999
32,301.093898,301.09391480022043,301.0937604642491,994478.8,-9999,557287,14.61,-1,0.5125844225167558,0.9534442407795648,0,0.5720665444677387,4,1.5714285714285714,0.21428571428571427,S2 O3,de-protonated,0,-9999,C14 H22 O3 S2,14,22,3,-9999,-9999,2,-9999
33,305.103795,305.1038120305827,305.1039312251091,896029.1,-9999,631385.8,12.96,-1,-0.3906686024227769,0.9726868837362002,0,0.5836121302417201,7,1.2941176470588236,0.0588235294117647,S2 O1,de-protonated,0,-9999,C17 H22 O1 S2,17,22,1,-9999,-9999,2,-9999
34,307.082542,307.0825591442586,307.0823264003491,935317.8,-9999,475136.8,13.52,-1,0.7579202367304986,0.9010162886011548,0,0.5406097731606929,8,1.0666666666666669,0.4666666666666667,O7,de-protonated,0,-9999,C15 H16 O7,15,16,7,-9999,-9999,-9999,-9999
35,307.083212,307.0832291442971,307.0831957802191,1566805.8,-9999,507551.8,23.98,-1,0.10864833516478896,0.9978603883464509,0,0.5987162330078705,7,1.25,0.125,S2 O2,de-protonated,0,-9999,C16 H20 O2 S2,16,20,2,-9999,-9999,2,-9999
