Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,34S
0,215.057262,215.0560196471668,215.05611165185908,785666.1,-9999,1134509.1,12.52,-1,-0.42781714767611473,0.9673352995591608,0,0.5804011797354964,4,1.3333333333333333,0.6666666666666666,O6,de-protonated,0,-9999,C9 H12 O6,9,12,6,-9999,-9999,-9999,-9999,-9999
1,227.057338,227.05613668824932,227.05611165185908,836579.9,-9999,680062.1,13.26,-1,0.11026521179651091,0.9977963029335088,0,0.5986777817601053,5,1.2,0.6,O6,de-protonated,0,-9999,C10 H12 O6,10,12,6,-9999,-9999,-9999,-9999,-9999
2,229.073062,229.0718675821636,229.0717617163191,1162611.5,-9999,685291.4,19.14,-1,0.4621514397751067,0.9619868212438344,0,0.5771920927463006,4,1.4,0.6,O6,de-protonated,0,-9999,C10 H14 O6,10,14,6,-9999,-9999,-9999,-9999,-9999
4,241.073009,241.07185562280495,241.0717617163191,1059672.5,-9999,923302,17,-1,0.38953747709780034,0.972842652981708,0,0.5837055917890248,5,1.2727272727272727,0.5454545454545454,O6,de-protonated,0,-9999,C11 H14 O6,11,14,6,-9999,-9999,-9999,-9999,-9999
12,255.052172,255.0510664325007,255.05102627142907,865847.1,-9999,720278.5,13.28,-1,0.15746288978005274,0.9955111644332284,0,0.5973066986599369,6,1.0909090909090908,0.6363636363636364,O7,de-protonated,0,-9999,C11 H12 O7,11,12,7,-9999,-9999,-9999,-9999,-9999
17,257.104807,257.1037084526531,257.1039312251091,917211.9,-9999,640873.2,14.18,-1,-0.8664684935338225,0.8726455634949594,0,0.5235873380969756,3,1.6923076923076923,0.07692307692307693,S2 O1,de-protonated,0,-9999,C13 H22 O1 S2,13,22,1,-9999,-9999,2,-9999,-9999
18,259.047733,259.0466410975932,259.0468102708691,1221222.9,-9999,649942.9,19.44,-1,-0.6530606408879138,0.9255327847785476,0,0.5553196708671286,4,1.4545454545454546,0.2727272727272727,S2 O3,de-protonated,0,-9999,C11 H16 O3 S2,11,16,3,-9999,-9999,2,-9999,-9999
19,259.084035,259.0829432217485,259.08319578021906,967531.8,-9999,450679.7,14.98,-1,-0.974816100245066,0.8416217487035516,0,0.5049730492221309,3,1.6666666666666667,0.16666666666666666,S2 O2,de-protonated,0,-9999,C12 H20 O2 S2,12,20,2,-9999,-9999,2,-9999,-9999
20,263.021517,263.0204386882069,263.0205955223791,925353.4,-9999,769757.7,14.16,-1,-0.5962809561058083,0.937522746980211,0,0.5625136481881265,8,0.9230769230769232,0.15384615384615383,S2 O2,de-protonated,0,-9999,C13 H12 O2 S2,13,12,2,-9999,-9999,2,-9999,-9999
21,263.058016,263.056937813036,263.0569810317291,937902,-9999,723795.7,14.37,-1,-0.16429403603950876,0.9951142153058714,0,0.5970685291835228,7,1.1428571428571428,0.07142857142857142,S2 O1,de-protonated,0,-9999,C14 H16 O1 S2,14,16,1,-9999,-9999,2,-9999,-9999
22,265.037219,265.0361475820459,265.0362455868391,1377759.5,-9999,572827.8,21.93,-1,-0.3697788314596571,0.9754946168504598,0,0.5852967701102758,7,1.0769230769230769,0.15384615384615383,S2 O2,de-protonated,0,-9999,C13 H14 O2 S2,13,14,2,-9999,-9999,2,-9999,-9999
23,265.073612,265.0725407065125,265.07263109618907,968547.8,-9999,559412.1,14.82,-1,-0.3409996581406969,0.9791220341429572,0,0.5874732204857743,6,1.2857142857142858,0.07142857142857142,S2 O1,de-protonated,0,-9999,C14 H18 O1 S2,14,18,1,-9999,-9999,2,-9999,-9999
26,267.016441,267.01537635112084,267.01551014194905,813256.1,-9999,571499,12.12,-1,-0.5010601374585755,0.955467302629154,0,0.5732803815774924,7,1,0.25,S2 O3,de-protonated,0,-9999,C12 H12 O3 S2,12,12,3,-9999,-9999,2,-9999,-9999
27,267.05227,267.0512054736585,267.05102627142907,817228.2,-9999,775912.6,12.19,-1,0.6710411562490429,0.92154316579826,0,0.552925899478956,7,1,0.5833333333333334,O7,de-protonated,0,-9999,C12 H12 O7,12,12,7,-9999,-9999,-9999,-9999,-9999
28,267.052858,267.0517934756695,267.0518956512991,1668876.3,-9999,532411.6,26.99,-1,-0.38260589517068416,0.9737878832907136,0,0.5842727299744281,6,1.2307692307692308,0.15384615384615383,S2 O2,de-protonated,0,-9999,C13 H16 O2 S2,13,16,2,-9999,-9999,2,-9999,-9999
29,267.089311,267.0882466003412,267.08828116064905,1337104.4,-9999,591262.1,21.22,-1,-0.12939657132939492,0.9969665291778542,0,0.5981799175067125,5,1.4285714285714286,0.07142857142857142,S2 O1,de-protonated,0,-9999,C14 H20 O1 S2,14,20,1,-9999,-9999,2,-9999,-9999
31,269.032164,269.0311062450317,269.0311602064091,1297772.4,-9999,591375.6,20.42,-1,-0.20057668165257736,0.9927267162392156,0,0.5956360297435294,6,1.1666666666666667,0.25,S2 O3,de-protonated,0,-9999,C12 H14 O3 S2,12,14,3,-9999,-9999,2,-9999,-9999
32,269.067959,269.066901367453,269.0666763358891,957040.3,-9999,637520.1,14.53,-1,0.8363412629343371,0.8808064988065829,0,0.5284838992839497,6,1.1666666666666667,0.5833333333333334,O7,de-protonated,0,-9999,C12 H14 O7,12,14,7,-9999,-9999,-9999,-9999,-9999
33,269.068516,269.067458369358,269.0675457157591,2602096.5,-9999,639805.4,42.95,-1,-0.3246262972422751,0.9810601878674582,0,0.5886361127204749,5,1.3846153846153846,0.15384615384615383,S2 O2,de-protonated,0,-9999,C13 H18 O2 S2,13,18,2,-9999,-9999,2,-9999,-9999
35,269.104989,269.10393149409816,269.1039312251091,1785076.5,-9999,531577.4,28.83,-1,9.9957322149534e-4,0.9999998187061738,0,0.5999998912237042,4,1.5714285714285714,0.07142857142857142,S2 O1,de-protonated,0,-9999,C14 H22 O1 S2,14,22,1,-9999,-9999,2,-9999,-9999
37,271.047882,271.0468311389254,271.0468102708691,2593864.8,-9999,667723.6,42.8,-1,0.0769905991133585,0.998925031605638,0,0.5993550189633828,5,1.3333333333333333,0.25,S2 O3,de-protonated,0,-9999,C12 H16 O3 S2,12,16,3,-9999,-9999,2,-9999,-9999
38,271.08361,271.08255926111764,271.0823264003491,961100.6,-9999,723836.8,14.6,-1,0.8590038740436289,0.8746873718707799,0,0.5248124231224679,5,1.3333333333333333,0.5833333333333334,O7,de-protonated,0,-9999,C12 H16 O7,12,16,7,-9999,-9999,-9999,-9999,-9999
39,271.08425,271.0831992633065,271.08319578021906,2894668.5,-9999,595488.1,48,-1,0.01284877661106308,0.9999700448926316,0,0.599982026935579,4,1.5384615384615383,0.15384615384615383,S2 O2,de-protonated,0,-9999,C13 H20 O2 S2,13,20,2,-9999,-9999,2,-9999,-9999
40,271.120706,271.1196553879885,271.11958128956906,917840.6,-9999,692807.1,13.85,-1,0.2733053033854368,0.9865379817289952,0,0.591922789037397,3,1.7142857142857142,0.07142857142857142,S2 O1,de-protonated,0,-9999,C14 H24 O1 S2,14,24,1,-9999,-9999,2,-9999,-9999
41,273.06354,273.0624960326139,273.0624603353291,1854813.8,-9999,460267.8,29.85,-1,0.1307293751971679,0.9969038142879636,0,0.5981422885727782,4,1.5,0.25,S2 O3,de-protonated,0,-9999,C12 H18 O3 S2,12,18,3,-9999,-9999,2,-9999,-9999
42,273.099934,273.09889015708393,273.0988458446791,1163617.5,-9999,523641.2,17.99,-1,0.1622577521401242,0.9952342877503424,0,0.5971405726502054,3,1.6923076923076923,0.15384615384615383,S2 O2,de-protonated,0,-9999,C13 H22 O2 S2,13,22,2,-9999,-9999,2,-9999,-9999
43,275.021664,275.02062672953224,275.0205955223791,874214.3,-9999,659341.1,13.01,-1,0.1134720586407586,0.9976664104550804,0,0.5985998462730482,9,0.8571428571428571,0.14285714285714285,S2 O2,de-protonated,0,-9999,C14 H12 O2 S2,14,12,2,-9999,-9999,2,-9999,-9999
44,277.037314,277.0362836231934,277.0362455868391,1238702.8,-9999,659058,19.27,-1,0.1372973931963085,0.9965854310242892,0,0.5979512586145735,8,1,0.14285714285714285,S2 O2,de-protonated,0,-9999,C14 H14 O2 S2,14,14,2,-9999,-9999,2,-9999,-9999
45,277.073721,277.07269074770784,277.07263109618907,1110322.4,-9999,633820.1,17.06,-1,0.21529199232734472,0.99162500423085,0,0.5949750025385099,7,1.2,0.06666666666666667,S2 O1,de-protonated,0,-9999,C15 H18 O1 S2,15,18,1,-9999,-9999,2,-9999,-9999
47,279.016741,279.0157173929695,279.01551014194905,1174382.4,-9999,537049.8,18.05,-1,0.7427939054870929,0.9047351738307904,0,0.5428411042984742,8,0.9230769230769232,0.2307692307692308,S2 O3,de-protonated,0,-9999,C13 H12 O3 S2,13,12,3,-9999,-9999,2,-9999,-9999
47,279.016741,279.0157173929695,279.0159781725991,1174382.4,-9999,537049.8,18.05,-1,-0.934640486464501,0.8534186838435996,0,0.5120512103061597,14,0.3076923076923077,0.3076923076923077,N4 O4,de-protonated,0,-9999,C13 H4 O4 N4,13,4,4,4,-9999,-9999,-9999,-9999
48,279.05305,279.0520265171487,279.0518956512991,1711217.9,-9999,470620.6,27.21,-1,0.4689659939174113,0.9608799047124752,0,0.5765279428274851,7,1.1428571428571428,0.14285714285714285,S2 O2,de-protonated,0,-9999,C14 H16 O2 S2,14,16,2,-9999,-9999,2,-9999,-9999
49,279.089452,279.0884286416461,279.0882811606491,1463797.4,-9999,517846.8,22.99,-1,0.5284385154870289,0.950593217945088,0,0.5703559307670527,6,1.3333333333333333,0.06666666666666667,S2 O1,de-protonated,0,-9999,C15 H20 O1 S2,15,20,1,-9999,-9999,2,-9999,-9999
51,281.032411,281.0313942866991,281.0311602064091,1576748.8,-9999,432711.9,24.92,-1,0.8329335787087033,0.8817160888070794,0,0.5290296532842477,7,1.0769230769230769,0.2307692307692308,S2 O3,de-protonated,0,-9999,C13 H14 O3 S2,13,14,3,-9999,-9999,2,-9999,-9999
51,281.032411,281.0313942866991,281.03162823705907,1576748.8,-9999,432711.9,24.92,-1,-0.832469859181997,0.881839651641922,0,0.5291037909851531,13,0.4615384615384616,0.3076923076923077,N4 O4,de-protonated,0,-9999,C13 H6 O4 N4,13,6,4,4,-9999,-9999,-9999,-9999
53,281.068805,281.06778841116903,281.0675457157591,2337328.3,-9999,589511.9,37.9,-1,0.863477173552283,0.8734653314887985,0,0.524079198893279,6,1.2857142857142858,0.14285714285714285,S2 O2,de-protonated,0,-9999,C14 H18 O2 S2,14,18,2,-9999,-9999,2,-9999,-9999
53,281.068805,281.06778841116903,281.06801374640906,2337328.3,-9999,589511.9,37.9,-1,-0.8017107212881256,0.8899194346044337,0,0.5339516607626602,12,0.7142857142857143,0.21428571428571427,N4 O3,de-protonated,0,-9999,C14 H10 O3 N4,14,10,3,4,-9999,-9999,-9999,-9999
