Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,33S,34S
3,199.007111,199.00702704710037,199.0070534581991,10156931,-9999,584877.7,189.1,-1,-0.13271438509991174,0.9948886452757087,0.9700687017016452,0.9849606678460834,5,1,0.5,S1 O4,de-protonated,0,-9999,C8 H8 O4 S1,8,8,4,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
4,200.010452,200.01036884945972,200.01040829326908,1249796.5,-9999,767021.5,21.47,-1,-0.19720878374821055,0.9929680644885366,0.9700687017016452,0.98380831937378,5,1.1428571428571428,0.5714285714285714,13C1 S1 O4,de-protonated,1,3,C7 H8 O4 S1 13C1,7,8,4,-9999,-9999,1,1,-9999,N/A,-9999,-9999
7,205.159842,205.15976296736315,205.15978887630908,21942296,-9999,628535.5,407.15,-1,-0.1262866669489129,0.9934684371142716,0.9916934267596164,0.9927584329724096,4,1.5714285714285714,0.07142857142857142,O1,de-protonated,0,-9999,C14 H22 O1,14,22,1,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
11,206.163173,206.16309476971452,206.1631437113791,3566481.8,-9999,687940,64.32,-1,-0.23739289037032207,0.989826493340058,0.9916934267596164,0.9905732667078816,4,1.6923076923076923,0.07692307692307693,13C1 O1,de-protonated,1,7,C13 H22 O1 13C1,13,22,1,-9999,-9999,-9999,1,-9999,N/A,-9999,-9999
12,211.133992,211.13391774481693,211.13396805098907,1579610.8,-9999,757585.3,27.2,-1,-0.23826659729900151,0.9897518556017024,0,0.5938511133610214,3,1.6666666666666667,0.25,O3,de-protonated,0,-9999,C12 H20 O3,12,20,3,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
13,215.002001,215.00192983801583,215.00196807776908,4457540.5,-9999,550456.7,80.08,-1,-0.17785768923588283,0.9942766101752628,0,0.5965659661051577,5,1,0.625,S1 O5,de-protonated,0,-9999,C8 H8 O5 S1,8,8,5,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
19,221.081995,221.08192870011175,221.08193247717907,881520.7,-9999,796402.7,14.14,-1,-0.01708446841177875,0.9999470403302484,0,0.599968224198149,6,1.1666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H14 O4,12,14,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
22,221.154768,221.15470175830745,221.15470349587903,1393724.4,-9999,862715.3,23.5,-1,-0.00785681520369512,0.9999887993178548,0,0.5999932795907129,4,1.5714285714285714,0.14285714285714285,O2,de-protonated,0,-9999,C14 H22 O2,14,22,2,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
26,227.09256,227.09249850668616,227.09249716120908,859791.4,-9999,821916.8,13.62,-1,0.00592479756299561,0.9999936305860124,0,0.5999961783516073,4,1.4545454545454546,0.4545454545454546,O5,de-protonated,0,-9999,C11 H16 O5,11,16,5,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
27,227.12893,227.1288685357708,227.12888267055905,1175637.5,-9999,774942.8,19.36,-1,-0.06223245620966732,0.9992975181207276,0,0.5995785108724365,3,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H20 O4,12,20,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
28,227.201712,227.20165059397365,227.20165368925908,1653665.9,-9999,560533.4,28.03,-1,-0.01362351625302731,0.9999663236554814,0,0.5999797941932888,1,2,0.14285714285714285,O2,de-protonated,0,-9999,C14 H28 O2,14,28,2,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
30,229.144599,229.1445391476763,229.14453273501908,939243.1,-9999,825619.4,15,-1,0.02798520732840595,0.9998579045969412,0,0.5999147427581647,2,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,-9999,C12 H22 O4,12,22,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
32,231.033317,231.03325865806076,231.03326820668903,1346094,-9999,520846.4,22.27,-1,-0.04133010095400737,0.9996901015113908,0,0.5998140609068345,4,1.3333333333333333,0.5555555555555556,S1 O5,de-protonated,0,-9999,C9 H12 O5 S1,9,12,5,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
33,233.154838,233.15478135461484,233.15470349587903,1082843,-9999,554181.7,17.52,-1,0.3339359430077594,0.9799694059800104,0,0.5879816435880061,5,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,-9999,C15 H22 O2,15,22,2,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
