Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,17O,18O,33S,34S
45,220.032013,220.03152332232148,220.03150835968907,912267.8,-9999,560966,14.69,-1,0.06800222621529514,0.9991612782611028,0,0.5994967669566617,3,2,0.3333333333333333,N3 S1 P1 O2,de-protonated,0,-9999,C6 H12 O2 N3 P1 S1,6,12,2,3,1,1,-9999,-9999,-9999,-9999,-9999,-9999
79,241.147868,241.14742819993435,241.1475239158191,3528993.5,-9999,548794.6,60.8,-1,-0.3969183809140519,0.971818531123204,0,0.5830911186739224,3,1.9166666666666667,0.08333333333333333,N2 P1 O1,de-protonated,0,-9999,C12 H23 O1 N2 P1,12,23,1,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
83,242.187599,242.18716165587568,242.1874006058591,7004884,-9999,526901.7,122.64,-1,-0.9866325944891416,0.41904486301773974,0.8851212310995799,0.6054754102504758,2,2.0833333333333335,0.16666666666666666,N3 O2,de-protonated,0,-9999,C12 H25 O2 N3,12,25,2,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
84,243.098838,243.0984028083069,243.0986451700691,859728,-9999,570842.7,13.25,-1,-0.9969687902641498,0.8349776378939632,0,0.5009865827363779,4,1.6,0.5,N2 O5,de-protonated,0,-9999,C10 H16 O5 N2,10,16,5,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
94,249.161114,249.1606931279665,249.16085150473907,3702633.5,-9999,560753.1,63.33,-1,-0.6356406779159459,0.9293105064379442,0,0.5575863038627665,5,1.5714285714285714,0.14285714285714285,N2 O2,de-protonated,0,-9999,C14 H22 O2 N2,14,22,2,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
95,250.156461,250.15604247906867,250.1561004769391,1644812.4,-9999,580309.4,26.91,-1,-0.23184671612345917,0.9902940170264132,0,0.5941764102158479,5,1.6153846153846154,0.15384615384615383,N3 O2,de-protonated,0,-9999,C13 H21 O2 N3,13,21,2,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
99,251.104082,251.1036657174376,251.1037305504991,1026949.9,-9999,424877.4,16.05,-1,-0.25819234693491616,0.9879768960863616,0,0.592786137651817,6,1.3333333333333333,0.3333333333333333,N2 O4,de-protonated,0,-9999,C12 H16 O4 N2,12,16,4,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
102,253.083359,253.0829473926739,253.0829951056091,1280225.6,-9999,808393,20.49,-1,-0.18852683154436323,0.9935716352564724,0,0.5961429811538834,6,1.2727272727272727,0.4545454545454546,N2 O5,de-protonated,0,-9999,C11 H14 O5 N2,11,14,5,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
103,253.119778,253.11936647869896,253.11938061495908,1169575.4,-9999,600923.5,18.55,-1,-0.05584819339186178,0.9994342179055604,0,0.5996605307433363,5,1.5,0.3333333333333333,N2 O4,de-protonated,0,-9999,C12 H18 O4 N2,12,18,4,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
104,253.156106,253.15569456450908,253.15576612430908,6882285,-9999,568188.4,118.9,-1,-0.2826710254368749,0.9891599149367044,0.9869925964318372,0.9882929875347576,4,1.6923076923076923,0.2307692307692308,N2 O3,de-protonated,0,-9999,C13 H22 O3 N2,13,22,3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
