Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,33S,34S
23,305.105847,305.10583504158257,305.1060530260391,917509.1,-9999,668125.9,13.53,-1,-0.7144547096468334,0.9115401193008608,0,0.5469240715805165,8,1.2666666666666666,0.2,N2 P1 O3,de-protonated,0,-9999,C15 H19 O3 N2 P1,15,19,3,2,1,-9999,-9999,N/A,-9999
31,311.04357,311.0435577346116,311.0438466913691,1077489.8,-9999,643083.5,16.14,-1,-0.9289904318382204,0.8550507714724134,0,0.513030462883448,8,1.0833333333333333,0.5,N2 P1 O6,de-protonated,0,-9999,C12 H13 O6 N2 P1,12,13,6,2,1,-9999,-9999,N/A,-9999
32,311.079965,311.0799527327301,311.0802322007191,2678261.5,-9999,517176.5,43.05,-1,-0.8983791320520231,0.8637736490484247,0,0.5182641894290548,7,1.3076923076923077,0.38461538461538464,N2 P1 O5,de-protonated,0,-9999,C13 H17 O5 N2 P1,13,17,5,2,1,-9999,-9999,N/A,-9999
33,311.116321,311.11630873085056,311.1166177100691,3377401,-9999,429041.2,54.8,-1,-0.9931299099053872,0.8361359055131662,0,0.5016815433078997,6,1.5,0.2857142857142857,N2 P1 O4,de-protonated,0,-9999,C14 H21 O4 N2 P1,14,21,4,2,1,-9999,-9999,N/A,-9999
34,311.171333,311.1713207280065,311.17114140667906,1240830.5,-9999,556736.3,18.88,-1,0.5762787854496103,0.941521017546848,0,0.5649126105281088,0,2.1538461538461537,0.6153846153846154,O8,de-protonated,0,-9999,C13 H28 O8,13,28,8,-9999,-9999,-9999,-9999,N/A,-9999
35,312.975538,312.9755256347319,312.97549234783907,2490550.5,-9999,502576.1,39.65,-1,0.1063562281135152,0.9979496213689109,0,0.5987697728213465,9,0.6363636363636364,0.8181818181818182,P1 O9,de-protonated,0,-9999,C11 H7 O9 P1,11,7,9,-9999,1,-9999,-9999,N/A,-9999
37,313.059217,313.0592046304059,313.0594967558291,1537215.4,-9999,562055.1,23.72,-1,-0.9331306868839344,0.8538554711993649,0,0.512313282719619,7,1.25,0.5,N2 P1 O6,de-protonated,0,-9999,C12 H15 O6 N2 P1,12,15,6,2,1,-9999,-9999,N/A,-9999
39,313.095637,313.095624628523,313.0958822651791,2763459.3,-9999,558741.1,44.22,-1,-0.8228682352435412,0.8843864891756285,0,0.5306318935053771,6,1.4615384615384617,0.38461538461538464,N2 P1 O5,de-protonated,0,-9999,C13 H19 O5 N2 P1,13,19,5,2,1,-9999,-9999,N/A,-9999
40,313.132057,313.1320446266401,313.1322677745291,1312455,-9999,389291.5,19.96,-1,-0.7126314084543671,0.91197058716916235,0,0.5471823523014975,5,1.6428571428571428,0.2857142857142857,N2 P1 O4,de-protonated,0,-9999,C14 H23 O4 N2 P1,14,23,4,2,1,-9999,-9999,N/A,-9999
42,315.074949,315.0749365261957,315.0751468202891,1343510.6,-9999,500356.6,20.48,-1,-0.6674410708512519,0.9223492581424372,0,0.5534095548854623,6,1.4166666666666667,0.5,N2 P1 O6,de-protonated,0,-9999,C12 H17 O6 N2 P1,12,17,6,2,1,-9999,-9999,N/A,-9999
43,315.111367,315.1113545243129,315.1115323296391,1299738.6,-9999,540424.5,19.75,-1,-0.5642615643870353,0.943865455266516,0,0.5663192731599095,5,1.6153846153846154,0.38461538461538464,N2 P1 O5,de-protonated,0,-9999,C13 H21 O5 N2 P1,13,21,5,2,1,-9999,-9999,N/A,-9999
44,317.105855,317.1058424212011,317.1060530260391,1027962.1,-9999,474170.6,15.2,-1,-0.6641463825527895,0.9230837823773568,0,0.5538502694264141,9,1.1875,0.1875,N2 P1 O3,de-protonated,0,-9999,C16 H19 O3 N2 P1,16,19,3,2,1,-9999,-9999,N/A,-9999
45,317.142204,317.1421914193219,317.1424385353891,1079294.4,-9999,568756.7,15.96,-1,-0.7791958350185207,0.8956855545441567,0,0.537411332726494,8,1.3529411764705883,0.1176470588235294,N2 P1 O2,de-protonated,0,-9999,C17 H23 O2 N2 P1,17,23,2,2,1,-9999,-9999,N/A,-9999
46,319.048735,319.04872232075724,319.0489320717991,891486.5,-9999,523368.7,12.84,-1,-0.6574259329895609,0.9245725749645686,0,0.5547435449787411,10,0.9285714285714286,0.35714285714285715,N2 P1 O5,de-protonated,0,-9999,C14 H13 O5 N2 P1,14,13,5,2,1,-9999,-9999,N/A,-9999
47,319.085123,319.085110318876,319.08531758114907,1714146.9,-9999,474252.8,26.51,-1,-0.6495512693924324,0.9263008005756972,0,0.5557804803454183,9,1.1333333333333333,0.26666666666666666,N2 P1 O4,de-protonated,0,-9999,C15 H17 O4 N2 P1,15,17,4,2,1,-9999,-9999,N/A,-9999
48,319.121572,319.12155931699164,319.1217030904991,1736295.3,-9999,458388.3,26.87,-1,-0.4505287672269628,0.9638402061014992,0,0.5783041236608994,8,1.3125,0.1875,N2 P1 O3,de-protonated,0,-9999,C16 H21 O3 N2 P1,16,21,3,2,1,-9999,-9999,N/A,-9999
49,321.064414,321.06440121654975,321.06458213625905,1557079.1,-9999,520524.2,23.89,-1,-0.5634994308313992,0.9440126681905592,0,0.5664076009143355,9,1.0714285714285714,0.35714285714285715,N2 P1 O5,de-protonated,0,-9999,C14 H15 O5 N2 P1,14,15,5,2,1,-9999,-9999,N/A,-9999
50,321.100823,321.1008102146675,321.10096764560905,2832219.8,-9999,382446.9,45.08,-1,-0.4902848556025242,0.9573210223299656,0,0.5743926133979793,8,1.2666666666666666,0.26666666666666666,N2 P1 O4,de-protonated,0,-9999,C15 H19 O4 N2 P1,15,19,4,2,1,-9999,-9999,N/A,-9999
