Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C
4,265.147532,265.1475703337714,265.1475239158191,2861835,-9999,430922.1,48.08,-1,0.17506462679216225,0.9944544625451788,0,0.5966726775271072,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999
8,271.082033,271.0820704522228,271.0823264003491,926863.3,-9999,431951.8,14.13,-1,-0.9441712031366628,0.8506503437270606,0,0.5103902062362363,5,1.3333333333333333,0.5833333333333334,O7,de-protonated,0,-9999,C12 H16 O7,12,16,7,-9999,-9999,-9999,-9999
10,281.066402,281.066437969081,281.0666763358891,951679,-9999,492915.4,14.38,-1,-0.8480792216730921,0.8776522304466159,0,0.5265913382679696,7,1.0769230769230769,0.5384615384615384,O7,de-protonated,0,-9999,C13 H14 O7,13,14,7,-9999,-9999,-9999,-9999
10,281.066402,281.066437969081,281.06651414455905,951679,-9999,492915.4,14.38,-1,-0.27102295799548787,0.986760394048782,0,0.5920562364292693,2,2.375,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H19 O1 N4 P1 S2,8,19,1,4,1,2,-9999
11,281.101993,281.1020289637941,281.10203027403907,1004898.3,-9999,544198.7,15.29,-1,-0.00466110099964015,0.9999960578785554,0,0.5999976347271332,2,2.375,0.625,N4 P1 O5,de-protonated,0,-9999,C8 H19 O5 N4 P1,8,19,5,4,1,-9999,-9999
12,281.102795,281.102830963675,281.1030618452391,1438562.4,-9999,587674.5,22.75,-1,-0.8213413350664001,0.8847894498517903,0,0.5308736699110742,6,1.2857142857142858,0.42857142857142855,O6,de-protonated,0,-9999,C14 H18 O6,14,18,6,-9999,-9999,-9999,-9999
13,283.081342,283.081377669769,283.08129482914904,1178519.8,-9999,459969.8,18.17,-1,0.2926389749238081,0.9845812801230333,0,0.5907487680738199,2,2.4285714285714284,0.8571428571428571,N4 P1 O6,de-protonated,0,-9999,C7 H17 O6 N4 P1,7,17,6,4,1,-9999,-9999
14,283.082018,283.0820536696686,283.0823264003491,1687703.9,-9999,534632.5,26.88,-1,-0.9634323835989232,0.8449979937664971,0,0.5069987962598982,6,1.2307692307692308,0.5384615384615384,O7,de-protonated,0,-9999,C13 H16 O7,13,16,7,-9999,-9999,-9999,-9999
16,283.118519,283.11855466424646,283.1187119096991,942363.2,-9999,540238.3,14.13,-1,-0.5554046624187654,0.9455653621256648,0,0.5673392172753988,5,1.4285714285714286,0.42857142857142855,O6,de-protonated,0,-9999,C14 H20 O6,14,20,6,-9999,-9999,-9999,-9999
20,285.097697,285.0977323702468,285.0979764648091,1437773.8,-9999,665727.4,22.6,-1,-0.8561778142383966,0.875457014586787,0,0.5252742087520722,5,1.3846153846153846,0.5384615384615384,O7,de-protonated,0,-9999,C13 H18 O7,13,18,7,-9999,-9999,-9999,-9999
22,285.125916,285.12595136605495,285.1261197656691,1493584.4,-9999,511906.4,23.55,-1,-0.5906144771728133,0.9386675384875944,0,0.5632005230925565,4,1.6428571428571428,0.2857142857142857,P1 O4,de-protonated,0,-9999,C14 H23 O4 P1,14,23,4,-9999,1,-9999,-9999
23,291.050797,291.05083148593536,291.05102627142907,954843.1,-9999,794050.7,14.15,-1,-0.6692486063343297,0.9219449881906352,0,0.5531669929143812,9,0.8571428571428571,0.5,O7,de-protonated,0,-9999,C14 H12 O7,14,12,7,-9999,-9999,-9999,-9999
23,291.050797,291.05083148593536,291.0508640800991,954843.1,-9999,794050.7,14.15,-1,-0.1119878610082356,0.9977269882479568,0,0.5986361929487741,4,1.8888888888888888,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H17 O1 N4 P1 S2,9,17,1,4,1,2,-9999
24,293.066416,293.0664501865225,293.0666763358891,1076874.4,-9999,645889.8,16.21,-1,-0.7716652381785446,0.8975856347522738,0,0.5385513808513642,8,1,0.5,O7,de-protonated,0,-9999,C14 H14 O7,14,14,7,-9999,-9999,-9999,-9999
24,293.066416,293.0664501865225,293.06651414455905,1076874.4,-9999,645889.8,16.21,-1,-0.21823727195641132,0.9913952857472028,0,0.5948371714483217,3,2.111111111111111,0.1111111111111111,N4 S2 P1 O1,de-protonated,0,-9999,C9 H19 O1 N4 P1 S2,9,19,1,4,1,2,-9999
