Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S
300,435.166027,435.1660261039137,435.16589383491913,2114482,-9999,345374.5,24.82,-1,0.3039507379187877,0.9833763951451016,0,0.590025837087061,4,1.9411764705882353,0.17647058823529413,N4 S2 P1 O3,de-protonated,0,N/A,C17 H33 O3 N4 P1 S2,17,33,3,4,1,2
301,435.202462,435.2024611038648,435.2024415355991,1216188.1,-9999,446795.3,13.51,-1,0.04496359359690527,0.9996332279774928,0,0.5997799367864957,8,1.391304347826087,0.34782608695652173,O8,de-protonated,0,N/A,C23 H32 O8,23,32,8,-9999,-9999,-9999
301,435.202462,435.2024611038648,435.2022793442691,1216188.1,-9999,446795.3,13.51,-1,0.41764394257239273,0.9688461491277304,0,0.5813076894766381,3,2.0555555555555554,0.1111111111111111,N4 S2 P1 O2,de-protonated,0,N/A,C18 H37 O2 N4 P1 S2,18,37,2,4,1,2
302,437.036185,437.03618410140274,437.03616405330905,1372353.5,-9999,436481.5,15.47,-1,0.04587284837560641,0.9996182471099307,0,0.5997709482659584,12,0.7777777777777778,0.7222222222222222,O13,de-protonated,0,N/A,C18 H14 O13,18,14,13,-9999,-9999,-9999
302,437.036185,437.03618410140274,437.0360018619791,1372353.5,-9999,436481.5,15.47,-1,0.41698949936940255,0.9689421771337408,0,0.5813653062802444,7,1.4615384615384617,0.5384615384615384,N4 S2 P1 O7,de-protonated,0,N/A,C13 H19 O7 N4 P1 S2,13,19,7,4,1,2
303,437.072574,437.07257310135384,437.0725495626591,2868427.8,-9999,413646.6,34.3,-1,0.0538553490887698,0.9994738649372472,0,0.5996843189623484,11,0.9473684210526316,0.631578947368421,O12,de-protonated,0,N/A,C19 H18 O12,19,18,12,-9999,-9999,-9999
303,437.072574,437.07257310135384,437.07238737132906,2868427.8,-9999,413646.6,34.3,-1,0.42494110849484384,0.9677658739866986,0,0.5806595243920191,6,1.6428571428571428,0.42857142857142855,N4 S2 P1 O6,de-protonated,0,N/A,C14 H23 O6 N4 P1 S2,14,23,6,4,1,2
304,437.108958,437.108957101305,437.1089350720091,3024598,-9999,405446.6,36.27,-1,0.05039772500198086,0.9995392390967393,0,0.5997235434580436,10,1.1,0.55,O11,de-protonated,0,N/A,C20 H22 O11,20,22,11,-9999,-9999,-9999
304,437.108958,437.108957101305,437.1087728806791,3024598,-9999,405446.6,36.27,-1,0.42145259332819934,0.9682844990650968,0,0.5809706994390581,5,1.8,0.3333333333333333,N4 S2 P1 O5,de-protonated,0,N/A,C15 H27 O5 N4 P1 S2,15,27,5,4,1,2
305,437.145318,437.1453171012562,437.14532058135904,3063520.5,-9999,417437.5,36.76,-1,-0.007960974756078,0.9999885003711244,0,0.5999931002226746,9,1.238095238095238,0.47619047619047616,O10,de-protonated,0,N/A,C21 H26 O10,21,26,10,-9999,-9999,-9999
305,437.145318,437.1453171012562,437.14515839002905,3063520.5,-9999,417437.5,36.76,-1,0.3630629873931038,0.9763661491479456,0,0.5858196894887674,4,1.9375,0.25,N4 S2 P1 O4,de-protonated,0,N/A,C16 H31 O4 N4 P1 S2,16,31,4,4,1,2
306,437.181717,437.1817161012073,437.18170609070904,2296042.8,-9999,416970.1,27.1,-1,0.0228977977180453,0.999904869320475,0,0.5999429215922849,8,1.3636363636363635,0.4090909090909091,O9,de-protonated,0,N/A,C22 H30 O9,22,30,9,-9999,-9999,-9999
306,437.181717,437.1817161012073,437.1815438993792,2296042.8,-9999,416970.1,27.1,-1,0.3938908916736958,0.972240798666796,0,0.5833444792000776,3,2.0588235294117645,0.17647058823529413,N4 S2 P1 O3,de-protonated,0,N/A,C17 H35 O3 N4 P1 S2,17,35,3,4,1,2
307,439.051715,439.05171409869655,439.0518141177691,1924864.9,-9999,367766,22.42,-1,-0.22780699069543728,0.9906277305166376,0,0.5943766383099826,11,0.8888888888888888,0.7222222222222222,O13,de-protonated,0,N/A,C18 H16 O13,18,16,13,-9999,-9999,-9999
307,439.051715,439.05171409869655,439.0516519264391,1924864.9,-9999,367766,22.42,-1,0.1416057932707117,0.9963681656497672,0,0.5978208993898603,6,1.6153846153846154,0.5384615384615384,N4 S2 P1 O7,de-protonated,0,N/A,C13 H21 O7 N4 P1 S2,13,21,7,4,1,2
308,439.088213,439.08821209864755,439.0881996271191,2915595.5,-9999,388513.6,34.89,-1,0.02840324216129295,0.999853628044442,0,0.5999121768266651,10,1.0526315789473684,0.631578947368421,O12,de-protonated,0,N/A,C19 H20 O12,19,20,12,-9999,-9999,-9999
308,439.088213,439.08821209864755,439.0880374357891,2915595.5,-9999,388513.6,34.89,-1,0.39778550897351345,0.9716970243656828,0,0.5830182146194097,5,1.7857142857142858,0.42857142857142855,N4 S2 P1 O6,de-protonated,0,N/A,C14 H25 O6 N4 P1 S2,14,25,6,4,1,2
309,439.124541,439.1245400985988,439.1245851364691,3467541.8,-9999,412204,41.84,-1,-0.1025628530122789,0.9980931364591348,0,0.5988558818754808,9,1.2,0.55,O11,de-protonated,0,N/A,C20 H24 O11,20,24,11,-9999,-9999,-9999
309,439.124541,439.1245400985988,439.12442294513903,3467541.8,-9999,412204,41.84,-1,0.26678875882850034,0.9871682030499036,0,0.5923009218299421,4,1.9333333333333331,0.3333333333333333,N4 S2 P1 O5,de-protonated,0,N/A,C15 H29 O5 N4 P1 S2,15,29,5,4,1,2
310,439.160971,439.1609700985499,439.1609706458191,2768672.3,-9999,377481.1,33.04,-1,-0.00124616986356521,0.9999997182212386,0,0.5999998309327431,8,1.3333333333333333,0.47619047619047616,O10,de-protonated,0,N/A,C21 H28 O10,21,28,10,-9999,-9999,-9999
310,439.160971,439.1609700985499,439.1608084544891,2768672.3,-9999,377481.1,33.04,-1,0.36807487761349234,0.9757171815771294,0,0.5854303089462776,3,2.0625,0.25,N4 S2 P1 O4,de-protonated,0,N/A,C16 H33 O4 N4 P1 S2,16,33,4,4,1,2
311,439.197284,439.19728309850115,439.1973561551691,1735466.8,-9999,400710.1,20.03,-1,-0.16634131992278828,0.9949919994797156,0,0.5969951996878294,7,1.4545454545454546,0.4090909090909091,O9,de-protonated,0,N/A,C22 H32 O9,22,32,9,-9999,-9999,-9999
311,439.197284,439.19728309850115,439.1971939638391,1735466.8,-9999,400710.1,20.03,-1,0.20294907000086695,0.9925542901982184,0,0.5955325741189311,2,2.176470588235294,0.17647058823529413,N4 S2 P1 O3,de-protonated,0,N/A,C17 H37 O3 N4 P1 S2,17,37,3,4,1,2
312,441.06746,441.0674590959901,441.0674641822291,2469191.8,-9999,404812.8,29.26,-1,-0.01153165768731779,0.9999758714028322,0,0.5999855228416993,10,1,0.7222222222222222,O13,de-protonated,0,N/A,C18 H18 O13,18,18,13,-9999,-9999,-9999
312,441.06746,441.0674590959901,441.06730199089907,2469191.8,-9999,404812.8,29.26,-1,0.35619301255191127,0.977241938958686,0,0.5863451633752116,5,1.7692307692307692,0.5384615384615384,N4 S2 P1 O7,de-protonated,0,N/A,C13 H23 O7 N4 P1 S2,13,23,7,4,1,2
313,441.103844,441.1038430959413,441.1038496915791,2600786.3,-9999,408084.8,30.92,-1,-0.01495257374589289,0.99995943262328,0,0.5999756595739679,9,1.1578947368421053,0.631578947368421,O12,de-protonated,0,N/A,C19 H22 O12,19,22,12,-9999,-9999,-9999
313,441.103844,441.1038430959413,441.10368750024907,2600786.3,-9999,408084.8,30.92,-1,0.35274176257265194,0.977675884298523,0,0.5866055305791138,4,1.9285714285714288,0.42857142857142855,N4 S2 P1 O6,de-protonated,0,N/A,C14 H27 O6 N4 P1 S2,14,27,6,4,1,2
314,441.14019,441.1401890958925,441.14023520092906,2668892.8,-9999,400560.1,31.78,-1,-0.1045133336189973,0.998019992110174,0,0.5988119952661044,8,1.3,0.55,O11,de-protonated,0,N/A,C20 H26 O11,20,26,11,-9999,-9999,-9999
314,441.14019,441.1401890958925,441.14007300959906,2668892.8,-9999,400560.1,31.78,-1,0.2631506419834084,0.9875136042217816,0,0.592508162533069,3,2.066666666666667,0.3333333333333333,N4 S2 P1 O5,de-protonated,0,N/A,C15 H31 O5 N4 P1 S2,15,31,5,4,1,2
315,441.176551,441.17655009584365,441.17662071027905,1705831.5,-9999,391897.9,19.65,-1,-0.1600593324450255,0.9953622556405524,0,0.5972173533843314,7,1.4285714285714286,0.47619047619047616,O10,de-protonated,0,N/A,C21 H30 O10,21,30,10,-9999,-9999,-9999
315,441.176551,441.17655009584365,441.1764585189491,1705831.5,-9999,391897.9,19.65,-1,0.20757429995414195,0.9922123859454952,0,0.5953274315672972,2,2.1875,0.25,N4 S2 P1 O4,de-protonated,0,N/A,C16 H35 O4 N4 P1 S2,16,35,4,4,1,2
316,441.252776,441.2527750957413,441.25276303229913,2111869.8,-9999,421313,24.76,-1,0.02733907451962173,0.9998643899123132,0,0.5999186339473879,0,2.1,0.4,S1 O8,de-protonated,0,N/A,C20 H42 O8 S1,20,42,8,-9999,-9999,1
316,441.252776,441.2527750957413,441.2523829097791,2111869.8,-9999,421313,24.76,-1,0.8888019133450059,0.8664604550294364,0,0.5198762730176618,5,1.7727272727272727,0.2272727272727273,N2 P1 O5,de-protonated,0,N/A,C22 H39 O5 N2 P1,22,39,5,2,1,-9999
317,443.02563,443.0256290933609,443.02559936927906,1218437,-9999,463462.5,13.51,-1,0.06709337315436688,0.9991835384649792,0,0.5995101230789874,15,0.6,0.6,O12,de-protonated,0,N/A,C20 H12 O12,20,12,12,-9999,-9999,-9999
317,443.02563,443.0256290933609,443.0254371779491,1218437,-9999,463462.5,13.51,-1,0.4331927599221241,0.9665232461489364,0,0.5799139476893618,10,1.1333333333333333,0.4,N4 S2 P1 O6,de-protonated,0,N/A,C15 H17 O6 N4 P1 S2,15,17,6,4,1,2
318,443.083222,443.0832210932836,443.08311424668904,1917846,-9999,436936,22.32,-1,0.2411434585089931,0.9895041978864896,0,0.5937025187318938,9,1.1111111111111112,0.7222222222222222,O13,de-protonated,0,N/A,C18 H20 O13,18,20,13,-9999,-9999,-9999
318,443.083222,443.0832210932836,443.0836035040391,1917846,-9999,436936,22.32,-1,-0.8630668173403994,0.8735776279515822,0,0.5241465767709493,13,1,0.23809523809523808,N2 S1 P1 O5,de-protonated,0,N/A,C21 H21 O5 N2 P1 S1,21,21,5,2,1,1
318,443.083222,443.0832210932836,443.0829520553591,1917846,-9999,436936,22.32,-1,0.6071953869200681,0.9352909388706666,0,0.5611745633223999,4,1.9230769230769231,0.5384615384615384,N4 S2 P1 O7,de-protonated,0,N/A,C13 H25 O7 N4 P1 S2,13,25,7,4,1,2
319,443.119481,443.119480093235,443.1194997560391,2093984.6,-9999,448037.1,24.53,-1,-0.0443735924903484,0.999642788501228,0,0.5997856731007368,8,1.263157894736842,0.631578947368421,O12,de-protonated,0,N/A,C19 H24 O12,19,24,12,-9999,-9999,-9999
319,443.119481,443.119480093235,443.11933756470904,2093984.6,-9999,448037.1,24.53,-1,0.32164817433797877,0.9814028648508788,0,0.5888417189105272,3,2.0714285714285716,0.42857142857142855,N4 S2 P1 O6,de-protonated,0,N/A,C14 H29 O6 N4 P1 S2,14,29,6,4,1,2
320,443.155933,443.1559320931861,443.1558852653891,1376171.4,-9999,402317.8,15.5,-1,0.10566890457128245,0.997976009993282,0,0.5987856059959692,7,1.4,0.55,O11,de-protonated,0,N/A,C20 H28 O11,20,28,11,-9999,-9999,-9999
320,443.155933,443.1559320931861,443.1563745227391,1376171.4,-9999,402317.8,15.5,-1,-0.9983598984391288,0.8345572069617656,0,0.5007343241770593,11,1.2608695652173914,0.13043478260869565,N2 S1 P1 O3,de-protonated,0,N/A,C23 H29 O3 N2 P1 S1,23,29,3,2,1,1
320,443.155933,443.1559320931861,443.1557230740591,1376171.4,-9999,402317.8,15.5,-1,0.4716606737961074,0.9604380825059196,0,0.5762628495035517,2,2.2,0.3333333333333333,N4 S2 P1 O5,de-protonated,0,N/A,C15 H33 O5 N4 P1 S2,15,33,5,4,1,2
321,445.041203,445.04120209065474,445.0412494337391,1545178.8,-9999,421624.4,17.14,-1,-0.10637909277288686,0.997948740590638,0,0.5987692443543827,14,0.7,0.6,O12,de-protonated,0,N/A,C20 H14 O12,20,14,12,-9999,-9999,-9999
321,445.041203,445.04120209065474,445.0410872424091,1545178.8,-9999,421624.4,17.14,-1,0.25806211813331176,0.98798894850285,0,0.5927933691017099,9,1.2666666666666666,0.4,N4 S2 P1 O6,de-protonated,0,N/A,C15 H19 O6 N4 P1 S2,15,19,6,4,1,2
322,445.07762,445.0776190906059,445.0776349430891,1628133.5,-9999,427467.4,18.15,-1,-0.03561734396724208,0.9997698415595996,0,0.5998619049357597,13,0.8571428571428571,0.5238095238095238,O11,de-protonated,0,N/A,C21 H18 O11,21,18,11,-9999,-9999,-9999
322,445.07762,445.0776190906059,445.07747275175905,1628133.5,-9999,427467.4,18.15,-1,0.3287940994352915,0.9805755225213012,0,0.5883453135127807,8,1.4375,0.3125,N4 S2 P1 O5,de-protonated,0,N/A,C16 H23 O5 N4 P1 S2,16,23,5,4,1,2
323,447.05689,447.0568890879484,447.0568994981991,2082872.3,-9999,413937.3,23.71,-1,-0.02328618729952185,0.9999016149216092,0,0.5999409689529654,13,0.8,0.6,O12,de-protonated,0,N/A,C20 H16 O12,20,16,12,-9999,-9999,-9999
323,447.05689,447.0568890879484,447.05673730686914,2082872.3,-9999,413937.3,23.71,-1,0.33951189317411756,0.9793019213891996,0,0.5875811528335197,8,1.4,0.4,N4 S2 P1 O6,de-protonated,0,N/A,C15 H21 O6 N4 P1 S2,15,21,6,4,1,2
324,447.093308,447.09330708789946,447.093285007549,1920579.3,-9999,399146.3,21.72,-1,0.04938645050412471,0.999557540668151,0,0.5997345244008906,12,0.9523809523809524,0.5238095238095238,O11,de-protonated,0,N/A,C21 H20 O11,21,20,11,-9999,-9999,-9999
324,447.093308,447.09330708789946,447.0931228162191,1920579.3,-9999,399146.3,21.72,-1,0.4121550320913779,0.9696471761362444,0,0.5817883056817466,7,1.5625,0.3125,N4 S2 P1 O5,de-protonated,0,N/A,C16 H25 O5 N4 P1 S2,16,25,5,4,1,2
325,447.129587,447.1295860878508,447.12967051689907,1843278.3,-9999,423963.3,20.78,-1,-0.1888245264251421,0.9935513833519848,0,0.5961308300111908,11,1.0909090909090908,0.4545454545454546,O10,de-protonated,0,N/A,C22 H24 O10,22,24,10,-9999,-9999,-9999
325,447.129587,447.1295860878508,447.129508325569,1843278.3,-9999,423963.3,20.78,-1,0.17391444830708927,0.994526892659602,0,0.5967161355957613,6,1.7058823529411764,0.2352941176470588,N4 S2 P1 O4,de-protonated,0,N/A,C17 H29 O4 N4 P1 S2,17,29,4,4,1,2
326,447.166098,447.16609708780175,447.1660560262491,1847385.3,-9999,425648.9,20.83,-1,0.09182618418527223,0.9984711857778872,0,0.5990827114667323,10,1.2173913043478262,0.391304347826087,O9,de-protonated,0,N/A,C23 H28 O9,23,28,9,-9999,-9999,-9999
326,447.166098,447.16609708780175,447.16589383491913,1847385.3,-9999,425648.9,20.83,-1,0.45453574482248993,0.9632061722666064,0,0.5779237033599639,5,1.8333333333333333,0.16666666666666666,N4 S2 P1 O3,de-protonated,0,N/A,C18 H33 O3 N4 P1 S2,18,33,3,4,1,2
327,449.036065,449.03606408529106,449.03616405330905,1616530.6,-9999,424379.9,17.99,-1,-0.2226279885549395,0.9910471363117004,0,0.5946282817870201,13,0.7368421052631579,0.6842105263157895,O13,de-protonated,0,N/A,C19 H14 O13,19,14,13,-9999,-9999,-9999
327,449.036065,449.03606408529106,449.0360018619791,1616530.6,-9999,424379.9,17.99,-1,0.1385708755755168,0.996521905360791,0,0.5979131432164746,8,1.3571428571428572,0.5,N4 S2 P1 O7,de-protonated,0,N/A,C14 H19 O7 N4 P1 S2,14,19,7,4,1,2
328,449.072551,449.072550085242,449.0725495626591,2445981.8,-9999,430667.6,28.15,-1,0.00116369375777216,0.9999997542852744,0,0.5999998525711646,12,0.9,0.6,O12,de-protonated,0,N/A,C20 H18 O12,20,18,12,-9999,-9999,-9999
328,449.072551,449.072550085242,449.07238737132906,2445981.8,-9999,430667.6,28.15,-1,0.3623333732973716,0.976459917435302,0,0.5858759504611811,7,1.5333333333333334,0.4,N4 S2 P1 O6,de-protonated,0,N/A,C15 H23 O6 N4 P1 S2,15,23,6,4,1,2
329,449.108939,449.1089380851932,449.1089350720091,2326697,-9999,423705.5,26.69,-1,0.00670924991501877,0.9999918322959443,0,0.5999950993775666,11,1.0476190476190477,0.5238095238095238,O11,de-protonated,0,N/A,C21 H22 O11,21,22,11,-9999,-9999,-9999
329,449.108939,449.1089380851932,449.1087728806791,2326697,-9999,423705.5,26.69,-1,0.36784967039546007,0.9757465242658628,0,0.5854479145595176,6,1.6875,0.3125,N4 S2 P1 O5,de-protonated,0,N/A,C16 H27 O5 N4 P1 S2,16,27,5,4,1,2
330,449.145259,449.1452580851444,449.14532058135904,2770612,-9999,403401.4,32.12,-1,-0.13914475287875128,0.9964930880289468,0,0.597895852817368,10,1.181818181818182,0.4545454545454546,O10,de-protonated,0,N/A,C22 H26 O10,22,26,10,-9999,-9999,-9999
330,449.145259,449.1452580851444,449.14515839002905,2770612,-9999,403401.4,32.12,-1,0.22196635873760712,0.99110003424870885,0,0.5946600205492253,5,1.8235294117647056,0.2352941176470588,N4 S2 P1 O4,de-protonated,0,N/A,C17 H31 O4 N4 P1 S2,17,31,4,4,1,2
331,449.150059,449.150058085138,449.1500292951991,1784245.6,-9999,380978,20.05,-1,0.0640987131317075,0.9992547695798936,0,0.5995528617479362,10,1.3,0.3,N4 S1 O6,de-protonated,0,N/A,C20 H26 O6 N4 S1,20,26,6,4,-9999,1
332,449.18163500000003,449.1816340850956,449.18170609070904,2040511.3,-9999,393465.8,23.18,-1,-0.16030397603136018,0.9953481006848984,0,0.5972088604109391,9,1.3043478260869563,0.391304347826087,O9,de-protonated,0,N/A,C23 H30 O9,23,30,9,-9999,-9999,-9999
332,449.18163500000003,449.1816340850956,449.1815438993792,2040511.3,-9999,393465.8,23.18,-1,0.20077787624111823,0.9927121708666032,0,0.595627302519962,4,1.9444444444444444,0.16666666666666666,N4 S2 P1 O3,de-protonated,0,N/A,C18 H35 O3 N4 P1 S2,18,35,3,4,1,2
333,451.051798,451.0517970825846,451.0518141177691,2103040.3,-9999,374458.4,23.94,-1,-0.03776768868982708,0.999741215391195,0,0.599844729234717,12,0.8421052631578947,0.6842105263157895,O13,de-protonated,0,N/A,C19 H16 O13,19,16,13,-9999,-9999,-9999
333,451.051798,451.0517970825846,451.0516519264391,2103040.3,-9999,374458.4,23.94,-1,0.3218171242092974,0.9813835059871664,0,0.5888301035922998,7,1.5,0.5,N4 S2 P1 O7,de-protonated,0,N/A,C14 H21 O7 N4 P1 S2,14,21,7,4,1,2
334,451.088157,451.0881560825358,451.0881996271191,2737931.5,-9999,418321.3,31.72,-1,-0.0965323041028464,0.9983106016475528,0,0.5989863609885316,11,1,0.6,O12,de-protonated,0,N/A,C20 H20 O12,20,20,12,-9999,-9999,-9999
334,451.088157,451.0881560825358,451.0880374357891,2737931.5,-9999,418321.3,31.72,-1,0.2630234829596423,0.9875255930358346,0,0.5925153558215007,6,1.6666666666666667,0.4,N4 S2 P1 O6,de-protonated,0,N/A,C15 H25 O6 N4 P1 S2,15,25,6,4,1,2
335,451.124643,451.1246420824868,451.1245851364691,2767127,-9999,339407.7,32.07,-1,0.12623124428107402,0.9971129129673776,0,0.5982677477804266,10,1.1428571428571428,0.5238095238095238,O11,de-protonated,0,N/A,C21 H24 O11,21,24,11,-9999,-9999,-9999
335,451.124643,451.1246420824868,451.12507439381915,2767127,-9999,339407.7,32.07,-1,-0.9582959513870278,0.8465127824080024,0,0.5079076694448015,14,1.0416666666666667,0.125,N2 S1 P1 O3,de-protonated,0,N/A,C24 H25 O3 N2 P1 S1,24,25,3,2,1,1
335,451.124643,451.1246420824868,451.12442294513903,2767127,-9999,339407.7,32.07,-1,0.48575811153202336,0.95808880870219,0,0.574853285221314,5,1.8125,0.3125,N4 S2 P1 O5,de-protonated,0,N/A,C16 H29 O5 N4 P1 S2,16,29,5,4,1,2
336,451.160955,451.160954082438,451.1609706458191,2667298.3,-9999,401341.5,30.85,-1,-0.03671279682899544,0.9997554680195624,0,0.5998532808117374,9,1.2727272727272727,0.4545454545454546,O10,de-protonated,0,N/A,C22 H28 O10,22,28,10,-9999,-9999,-9999
336,451.160955,451.160954082438,451.1608084544891,2667298.3,-9999,401341.5,30.85,-1,0.32278501636207435,0.9812724129825884,0,0.588763447789553,4,1.9411764705882353,0.2352941176470588,N4 S2 P1 O4,de-protonated,0,N/A,C17 H33 O4 N4 P1 S2,17,33,4,4,1,2
337,451.197322,451.1973210823892,451.1973561551691,1699117.5,-9999,437258.5,19,-1,-0.07773268042488483,0.9989042207777676,0,0.5993425324666606,8,1.391304347826087,0.391304347826087,O9,de-protonated,0,N/A,C23 H32 O9,23,32,9,-9999,-9999,-9999
337,451.197322,451.1973210823892,451.1971939638391,1699117.5,-9999,437258.5,19,-1,0.2817361273461874,0.9857006863409998,0,0.5914204118045999,3,2.0555555555555554,0.16666666666666666,N4 S2 P1 O3,de-protonated,0,N/A,C18 H37 O3 N4 P1 S2,18,37,3,4,1,2
338,453.067516,453.0675150798782,453.0674641822291,2481526.3,-9999,394189.2,28.57,-1,0.11234011071846436,0.9977126829631424,0,0.5986276097778854,11,0.9473684210526316,0.6842105263157895,O13,de-protonated,0,N/A,C19 H18 O13,19,18,13,-9999,-9999,-9999
338,453.067516,453.0675150798782,453.067953439579,2481526.3,-9999,394189.2,28.57,-1,-0.9675363210696284,0.8437838411588244,0,0.5062703046952947,15,0.8636363636363636,0.2272727272727273,N2 S1 P1 O5,de-protonated,0,N/A,C22 H19 O5 N2 P1 S1,22,19,5,2,1,1
338,453.067516,453.0675150798782,453.06730199089907,2481526.3,-9999,394189.2,28.57,-1,0.4703252214429074,0.9606573355160634,0,0.576394401309638,6,1.6428571428571428,0.5,N4 S2 P1 O7,de-protonated,0,N/A,C14 H23 O7 N4 P1 S2,14,23,7,4,1,2
339,453.103847,453.1038460798294,453.1038496915791,2974593.8,-9999,363828.2,34.6,-1,-0.00797113006502922,0.9999884710138912,0,0.5999930826083346,10,1.1,0.6,O12,de-protonated,0,N/A,C20 H22 O12,20,22,12,-9999,-9999,-9999
339,453.103847,453.1038460798294,453.1036875002491,2974593.8,-9999,363828.2,34.6,-1,0.3499851902495432,0.9780195855079196,0,0.5868117513047518,5,1.8,0.4,N4 S2 P1 O6,de-protonated,0,N/A,C15 H27 O6 N4 P1 S2,15,27,6,4,1,2
340,453.140229,453.1402280797805,453.14023520092906,3214733.3,-9999,389398,37.54,-1,-0.01571510978008323,0.9999551895880998,0,0.5999731137528599,9,1.238095238095238,0.5238095238095238,O11,de-protonated,0,N/A,C21 H26 O11,21,26,11,-9999,-9999,-9999
340,453.140229,453.1402280797805,453.14007300959906,3214733.3,-9999,389398,37.54,-1,0.34221246516452103,0.9789748350030636,0,0.5873849010018382,4,1.9375,0.3125,N4 S2 P1 O5,de-protonated,0,N/A,C16 H31 O5 N4 P1 S2,16,31,5,4,1,2
341,453.176639,453.1766380797317,453.17662071027905,2409368.5,-9999,382952.8,27.68,-1,0.03832821868408136,0.99973347790475,0,0.5998400867428499,8,1.3636363636363635,0.4545454545454546,O10,de-protonated,0,N/A,C22 H30 O10,22,30,10,-9999,-9999,-9999
341,453.176639,453.1766380797317,453.1764585189491,2409368.5,-9999,382952.8,27.68,-1,0.3962270748628181,0.971915221623466,0,0.5831491329740797,3,2.0588235294117645,0.2352941176470588,N4 S2 P1 O4,de-protonated,0,N/A,C17 H35 O4 N4 P1 S2,17,35,4,4,1,2
342,455.046741,455.0467400772208,455.0467287373391,1487337.1,-9999,406870.7,16.39,-1,0.02492025752616224,0.999887323224109,0,0.5999323939344654,11,0.8888888888888888,0.7777777777777778,O14,de-protonated,0,N/A,C18 H16 O14,18,16,14,-9999,-9999,-9999
342,455.046741,455.0467400772208,455.04656654600905,1487337.1,-9999,406870.7,16.39,-1,0.38134824976703,0.9739576613443992,0,0.5843745968066395,6,1.6153846153846154,0.6153846153846154,N4 S2 P1 O8,de-protonated,0,N/A,C13 H21 O8 N4 P1 S2,13,21,8,4,1,2
343,455.083154,455.08315307717186,455.08311424668904,2775540.8,-9999,397534,32.16,-1,0.08532613407624876,0.9986798261172048,0,0.5992078956703228,10,1.0526315789473684,0.6842105263157895,O13,de-protonated,0,N/A,C19 H20 O13,19,20,13,-9999,-9999,-9999
343,455.083154,455.08315307717186,455.0836035040391,2775540.8,-9999,397534,32.16,-1,-0.9897672950158944,0.8371481158679522,0,0.5022888695207713,14,0.9545454545454546,0.2272727272727273,N2 S1 P1 O5,de-protonated,0,N/A,C22 H21 O5 N2 P1 S1,22,21,5,2,1,1
343,455.083154,455.08315307717186,455.0829520553591,2775540.8,-9999,397534,32.16,-1,0.441725649903392,0.9652148606734912,0,0.5791289164040947,5,1.7857142857142858,0.5,N4 S2 P1 O7,de-protonated,0,N/A,C14 H25 O7 N4 P1 S2,14,25,7,4,1,2
344,455.119437,455.1194360771232,455.1194997560391,2897408.3,-9999,370137.2,33.65,-1,-0.13991691403194553,0.9964541272382952,0,0.597872476342977,9,1.2,0.6,O12,de-protonated,0,N/A,C20 H24 O12,20,24,12,-9999,-9999,-9999
344,455.119437,455.1194360771232,455.1189866917891,2897408.3,-9999,370137.2,33.65,-1,0.9874018602470434,0.41892941522134697,0.7369636471990462,0.5461431080124266,27,0.48484848484848486,0.0303030303030303,N2 O1,de-protonated,0,N/A,C33 H16 O1 N2,33,16,1,2,-9999,-9999
344,455.119437,455.1194360771232,455.11933756470904,2897408.3,-9999,370137.2,33.65,-1,0.2164540286372921,0.9915347371138024,0,0.5949208422682815,4,1.9333333333333331,0.4,N4 S2 P1 O6,de-protonated,0,N/A,C15 H29 O6 N4 P1 S2,15,29,6,4,1,2
345,455.155885,455.15588407707423,455.1558852653891,2485260,-9999,367426.7,28.61,-1,-0.00261078653047356,0.9999987632090848,0,0.5999992579254507,8,1.3333333333333333,0.5238095238095238,O11,de-protonated,0,N/A,C21 H28 O11,21,28,11,-9999,-9999,-9999
345,455.155885,455.15588407707423,455.1557230740591,2485260,-9999,367426.7,28.61,-1,0.35373171636619755,0.9775518242454868,0,0.5865310945472921,3,2.0625,0.3125,N4 S2 P1 O5,de-protonated,0,N/A,C16 H33 O5 N4 P1 S2,16,33,5,4,1,2
346,455.192258,455.1922570770254,455.1922707747391,1446167.6,-9999,382200.3,15.89,-1,-0.0300921491668169,0.9998357049187532,0,0.5999014229512519,7,1.4545454545454546,0.4545454545454546,O10,de-protonated,0,N/A,C22 H32 O10,22,32,10,-9999,-9999,-9999
346,455.192258,455.1922570770254,455.19210858340904,1446167.6,-9999,382200.3,15.89,-1,0.326221860037583,0.9808753452350556,0,0.5885252071410333,2,2.176470588235294,0.2352941176470588,N4 S2 P1 O4,de-protonated,0,N/A,C17 H37 O4 N4 P1 S2,17,37,4,4,1,2
347,457.041332,457.0413310745427,457.0412494337391,1175401.5,-9999,372584.2,12.18,-1,0.17862896120545307,0.9942270079640512,0,0.5965362047784307,15,0.6666666666666666,0.5714285714285714,O12,de-protonated,0,N/A,C21 H14 O12,21,14,12,-9999,-9999,-9999
