Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S
165,377.124197,377.12419618184384,377.1240290219691,1713871.4,-9999,517452.9,23.46,-1,0.4432490690051426,0.9649787720988076,0,0.5789872632592845,4,1.9285714285714288,0.14285714285714285,N4 S2 P1 O2,de-protonated,0,N/A,C14 H27 O2 N4 P1 S2,14,27,2,4,1,2
166,377.160599,377.160598181795,377.16057672264907,1619926.9,-9999,464466.6,22.07,-1,0.05689657742538973,0.9994127830682388,0,0.5996476698409433,8,1.3,0.35,O7,de-protonated,0,N/A,C20 H26 O7,20,26,7,-9999,-9999,-9999
166,377.160599,377.160598181795,377.1604145313191,1619926.9,-9999,464466.6,22.07,-1,0.4869293512017178,0.9578907774196314,0,0.5747344664517788,3,2.066666666666667,0.06666666666666667,N4 S2 P1 O1,de-protonated,0,N/A,C15 H31 O1 N4 P1 S2,15,31,1,4,1,2
167,379.030711,379.0307101792841,379.0306847497091,1918303.9,-9999,503177.5,26.08,-1,0.06709107203899646,0.9991835944458536,0,0.5995101566675122,11,0.75,0.6875,O11,de-protonated,0,N/A,C16 H12 O11,16,12,11,-9999,-9999,-9999
167,379.030711,379.0307101792841,379.03052255837906,1918303.9,-9999,503177.5,26.08,-1,0.4950021010376014,0.9565140112200716,0,0.573908406732043,6,1.5454545454545454,0.4545454545454546,N4 S2 P1 O5,de-protonated,0,N/A,C11 H17 O5 N4 P1 S2,11,17,5,4,1,2
168,379.067064,379.0670631792353,379.0670702590591,2531687.5,-9999,464638.5,35.02,-1,-0.01867696876532282,0.9999367074098212,0,0.5999620244458926,10,0.9411764705882352,0.5882352941176471,O10,de-protonated,0,N/A,C17 H16 O10,17,16,10,-9999,-9999,-9999
168,379.067064,379.0670631792353,379.06690806772906,2531687.5,-9999,464638.5,35.02,-1,0.4091929496239212,0.9700753180712725,0,0.5820451908427634,5,1.75,0.3333333333333333,N4 S2 P1 O4,de-protonated,0,N/A,C12 H21 O4 N4 P1 S2,12,21,4,4,1,2
169,379.103473,379.1034721791864,379.1034557684091,2361199.3,-9999,476533.5,32.53,-1,0.04328838745159728,0.9996600439194918,0,0.599796026351695,9,1.1111111111111112,0.5,O9,de-protonated,0,N/A,C18 H20 O9,18,20,9,-9999,-9999,-9999
169,379.103473,379.1034721791864,379.1032935770791,2361199.3,-9999,476533.5,32.53,-1,0.4711172661775632,0.9605273675096164,0,0.5763164205057699,4,1.9230769230769231,0.2307692307692308,N4 S2 P1 O3,de-protonated,0,N/A,C13 H25 O3 N4 P1 S2,13,25,3,4,1,2
170,379.139862,379.13986117913754,379.1398412777591,2527095,-9999,453878.7,34.95,-1,0.052490865559525673,0.9995001810247388,0,0.5997001086148432,8,1.263157894736842,0.42105263157894735,O8,de-protonated,0,N/A,C19 H24 O8,19,24,8,-9999,-9999,-9999
170,379.139862,379.13986117913754,379.13967908642906,2527095,-9999,453878.7,34.95,-1,0.4802786902277918,0.9590094629053768,0,0.5754056777432262,3,2.0714285714285716,0.14285714285714285,N4 S2 P1 O2,de-protonated,0,N/A,C14 H29 O2 N4 P1 S2,14,29,2,4,1,2
171,379.176241,379.1762401790887,379.1762267871091,1827710.6,-9999,515960.6,24.76,-1,0.03531861618731106,0.9997736856780206,0,0.5998642114068123,7,1.4,0.35,O7,de-protonated,0,N/A,C20 H28 O7,20,28,7,-9999,-9999,-9999
171,379.176241,379.1762401790887,379.1760645957791,1827710.6,-9999,515960.6,24.76,-1,0.4630653830953932,0.9618392327782438,0,0.5771035396669463,2,2.2,0.06666666666666667,N4 S2 P1 O1,de-protonated,0,N/A,C15 H33 O1 N4 P1 S2,15,33,1,4,1,2
172,381.046281,381.0462801765779,381.0463348141691,2352908.5,-9999,466008.4,32.41,-1,-0.1433883131388436,0.9962763273333072,0,0.5977657963999843,10,0.875,0.6875,O11,de-protonated,0,N/A,C16 H14 O11,16,14,11,-9999,-9999,-9999
172,381.046281,381.0462801765779,381.0461726228391,2352908.5,-9999,466008.4,32.41,-1,0.28225907132025085,0.9856479369030984,0,0.591388762141859,5,1.7272727272727273,0.4545454545454546,N4 S2 P1 O5,de-protonated,0,N/A,C11 H19 O5 N4 P1 S2,11,19,5,4,1,2
173,381.082715,381.08271417652895,381.0827203235191,2744596.3,-9999,498034.1,38.11,-1,-0.01613033024932207,0.999952790424548,0,0.5999716742547287,9,1.0588235294117647,0.5882352941176471,O10,de-protonated,0,N/A,C17 H18 O10,17,18,10,-9999,-9999,-9999
173,381.082715,381.08271417652895,381.08255813218904,2744596.3,-9999,498034.1,38.11,-1,0.409476467991453,0.9700344635708223,0,0.5820206781424934,4,1.9166666666666667,0.3333333333333333,N4 S2 P1 O4,de-protonated,0,N/A,C12 H23 O4 N4 P1 S2,12,23,4,4,1,2
174,381.119076,381.1190751764801,381.1191058328691,3395356,-9999,461340.9,47.6,-1,-0.08043781717806053,0.9988266718988598,0,0.5992960031393159,8,1.2222222222222223,0.5,O9,de-protonated,0,N/A,C18 H22 O9,18,22,9,-9999,-9999,-9999
174,381.119076,381.1190751764801,381.11894364153903,3395356,-9999,461340.9,47.6,-1,0.3451283209210128,0.9786188886536268,0,0.587171333192176,3,2.076923076923077,0.2307692307692308,N4 S2 P1 O3,de-protonated,0,N/A,C13 H27 O3 N4 P1 S2,13,27,3,4,1,2
175,381.155445,381.1554441764313,381.1554913422191,2733859.8,-9999,476186.2,37.96,-1,-0.12374421693120112,0.9972253995192132,0,0.5983352397115279,7,1.368421052631579,0.42105263157894735,O8,de-protonated,0,N/A,C19 H26 O8,19,26,8,-9999,-9999,-9999
175,381.155445,381.1554441764313,381.1553291508891,2733859.8,-9999,476186.2,37.96,-1,0.3017812775764593,0.9836109031275128,0,0.5901665418765077,2,2.2142857142857144,0.14285714285714285,N4 S2 P1 O2,de-protonated,0,N/A,C14 H31 O2 N4 P1 S2,14,31,2,4,1,2
176,381.191929,381.1919281763824,381.1918768515691,1024555.6,-9999,414485.5,13.05,-1,0.1346429879583236,0.9967159692578158,0,0.5980295815546894,6,1.5,0.35,O7,de-protonated,0,N/A,C20 H30 O7,20,30,7,-9999,-9999,-9999
176,381.191929,381.1919281763824,381.19171466023914,1024555.6,-9999,414485.5,13.05,-1,0.560127974999677,0.9446617818056924,0,0.5667970690834154,1,2.3333333333333335,0.06666666666666667,N4 S2 P1 O1,de-protonated,0,N/A,C15 H35 O1 N4 P1 S2,15,35,1,4,1,2
177,383.061973,383.06197217387154,383.06198487862906,2490046,-9999,481651.7,34.4,-1,-0.03316632301004053,0.9998004254587276,0,0.5998802552752366,9,1,0.6875,O11,de-protonated,0,N/A,C16 H16 O11,16,16,11,-9999,-9999,-9999
177,383.061973,383.06197217387154,383.061822687299,2490046,-9999,481651.7,34.4,-1,0.3902413751893993,0.972745768092756,0,0.5836474608556536,4,1.9090909090909092,0.4545454545454546,N4 S2 P1 O5,de-protonated,0,N/A,C11 H21 O5 N4 P1 S2,11,21,5,4,1,2
178,383.098325,383.0983241738227,383.09837038797906,2887878,-9999,460190.7,40.2,-1,-0.1206326102029392,0.9973630005998622,0,0.5984178003599173,8,1.1764705882352942,0.5882352941176471,O10,de-protonated,0,N/A,C17 H20 O10,17,20,10,-9999,-9999,-9999
178,383.098325,383.0983241738227,383.09820819664907,2887878,-9999,460190.7,40.2,-1,0.3027348369833003,0.9835080280708786,0,0.5901048168425271,3,2.0833333333333335,0.3333333333333333,N4 S2 P1 O4,de-protonated,0,N/A,C12 H25 O4 N4 P1 S2,12,25,4,4,1,2
179,383.134753,383.1347521737738,383.13475589732906,2915021.8,-9999,448601.9,40.59,-1,-0.00971865697244613,0.9999828619023118,0,0.599989717141387,7,1.3333333333333333,0.5,O9,de-protonated,0,N/A,C18 H24 O9,18,24,9,-9999,-9999,-9999
179,383.134753,383.1347521737738,383.13459370599907,2915021.8,-9999,448601.9,40.59,-1,0.4136086308254759,0.9694360117978126,0,0.5816616070786875,2,2.230769230769231,0.2307692307692308,N4 S2 P1 O3,de-protonated,0,N/A,C13 H29 O3 N4 P1 S2,13,29,3,4,1,2
180,383.171101,383.171100173725,383.17114140667906,1774805.8,-9999,466262.9,23.97,-1,-0.10760975868254484,0.9979010554569284,0,0.598740633274157,6,1.4736842105263157,0.42105263157894735,O8,de-protonated,0,N/A,C19 H28 O8,19,28,8,-9999,-9999,-9999
180,383.171101,383.171100173725,383.1709792153491,1774805.8,-9999,466262.9,23.97,-1,0.31567728882121066,0.9820807421799532,0,0.5892484453079718,1,2.357142857142857,0.14285714285714285,N4 S2 P1 O2,de-protonated,0,N/A,C14 H33 O2 N4 P1 S2,14,33,2,4,1,2
181,385.041246,385.041245171214,385.0412494337391,1132268.8,-9999,375190.2,14.6,-1,-0.01107030759276368,0.999977763400416,0,0.5999866580402496,9,0.9333333333333332,0.8,O12,de-protonated,0,N/A,C15 H14 O12,15,14,12,-9999,-9999,-9999
181,385.041246,385.041245171214,385.0410872424091,1132268.8,-9999,375190.2,14.6,-1,0.41016091569687735,0.9699357263454328,0,0.5819614358072597,4,1.9,0.6,N4 S2 P1 O6,de-protonated,0,N/A,C10 H19 O6 N4 P1 S2,10,19,6,4,1,2
182,385.077643,385.0776421711652,385.0776349430891,2671220.8,-9999,487806.4,37.03,-1,0.01877043851940411,0.9999360723435377,0,0.5999616434061226,8,1.125,0.6875,O11,de-protonated,0,N/A,C16 H18 O11,16,18,11,-9999,-9999,-9999
182,385.077643,385.0776421711652,385.07747275175905,2671220.8,-9999,487806.4,37.03,-1,0.43996187289137545,0.9654872546344966,0,0.5792923527806979,3,2.090909090909091,0.4545454545454546,N4 S2 P1 O5,de-protonated,0,N/A,C11 H23 O5 N4 P1 S2,11,23,5,4,1,2
183,385.113986,385.1139851711164,385.1140204524391,2657404.8,-9999,456608.2,36.83,-1,-0.09161266751111852,0.9984782817847524,0,0.5990869690708515,7,1.2941176470588236,0.5882352941176471,O10,de-protonated,0,N/A,C17 H22 O10,17,22,10,-9999,-9999,-9999
183,385.113986,385.1139851711164,385.11385826110904,2657404.8,-9999,456608.2,36.83,-1,0.3295389262585812,0.9804882823505268,0,0.5882929694103161,2,2.25,0.3333333333333333,N4 S2 P1 O4,de-protonated,0,N/A,C12 H27 O4 N4 P1 S2,12,27,4,4,1,2
184,385.15043,385.1504291710674,385.1504059617891,1834116.6,-9999,495827.5,24.83,-1,0.06026029818878067,0.9993413217672792,0,0.5996047930603675,6,1.4444444444444444,0.5,O9,de-protonated,0,N/A,C18 H26 O9,18,26,9,-9999,-9999,-9999
184,385.15043,385.1504291710674,385.1502437704591,1834116.6,-9999,495827.5,24.83,-1,0.48137216917531855,0.958826499961444,0,0.5752958999768664,1,2.3846153846153846,0.2307692307692308,N4 S2 P1 O3,de-protonated,0,N/A,C13 H31 O3 N4 P1 S2,13,31,3,4,1,2
185,387.056825,387.0568241685078,387.05689949819913,1194024,-9999,480023.2,15.24,-1,-0.19462175058364845,0.9931507185453964,0,0.5958904311272377,8,1.0666666666666669,0.8,O12,de-protonated,0,N/A,C15 H16 O12,15,16,12,-9999,-9999,-9999
185,387.056825,387.0568241685078,387.0567373068691,1194024,-9999,480023.2,15.24,-1,0.22441577763716755,0.9909034276405814,0,0.5945420565843488,3,2.1,0.6,N4 S2 P1 O6,de-protonated,0,N/A,C10 H21 O6 N4 P1 S2,10,21,6,4,1,2
186,387.072154,387.0721531684872,387.0721556394891,1042475.4,-9999,486094.8,13.07,-1,-0.00638382755253491,0.9999926054028988,0,0.5999955632417393,12,0.8421052631578947,0.47368421052631576,O9,de-protonated,0,N/A,C19 H16 O9,19,16,9,-9999,-9999,-9999
186,387.072154,387.0721531684872,387.07199344815905,1042475.4,-9999,486094.8,13.07,-1,0.41263726350598334,0.9695771996730504,0,0.5817463198038302,7,1.5,0.21428571428571427,N4 S2 P1 O3,de-protonated,0,N/A,C14 H21 O3 N4 P1 S2,14,21,3,4,1,2
187,387.093226,387.0932251684589,387.093285007549,1827888,-9999,474653,24.32,-1,-0.15458570966653964,0.9956733546395624,0,0.5974040127837374,7,1.25,0.6875,O11,de-protonated,0,N/A,C16 H20 O11,16,20,11,-9999,-9999,-9999
187,387.093226,387.0932251684589,387.0931228162191,1827888,-9999,474653,24.32,-1,0.26441244700167715,0.9873943325408387,0,0.5924365995245032,2,2.272727272727273,0.4545454545454546,N4 S2 P1 O5,de-protonated,0,N/A,C11 H25 O5 N4 P1 S2,11,25,5,4,1,2
188,387.129668,387.12966716841,387.12967051689907,1587000.1,-9999,510930.9,20.87,-1,-0.00864952842109329,0.9999864251280832,0,0.5999918550768498,6,1.411764705882353,0.5882352941176471,O10,de-protonated,0,N/A,C17 H24 O10,17,24,10,-9999,-9999,-9999
188,387.129668,387.12966716841,387.129508325569,1587000.1,-9999,510930.9,20.87,-1,0.4103093087568936,0.9699142989984352,0,0.5819485793990612,1,2.4166666666666665,0.3333333333333333,N4 S2 P1 O4,de-protonated,0,N/A,C12 H29 O4 N4 P1 S2,12,29,4,4,1,2
189,389.051361,389.0513601658298,389.0514201945991,1796579.1,-9999,487561.9,23.86,-1,-0.1542952066313302,0.99568956587078,0,0.5974137395224679,12,0.7777777777777778,0.5555555555555556,O10,de-protonated,0,N/A,C18 H14 O10,18,14,10,-9999,-9999,-9999
189,389.051361,389.0513601658298,389.0512580032691,1796579.1,-9999,487561.9,23.86,-1,0.2625940891351769,0.987566035420042,0,0.5925396212520252,7,1.4615384615384617,0.3076923076923077,N4 S2 P1 O4,de-protonated,0,N/A,C13 H19 O4 N4 P1 S2,13,19,4,4,1,2
190,389.087766,389.0877651657809,389.0878057039491,1316331.3,-9999,600299.9,16.98,-1,-0.10418771176075033,0.9980322985922008,0,0.5988193791553205,11,0.9473684210526316,0.47368421052631576,O9,de-protonated,0,N/A,C19 H18 O9,19,18,9,-9999,-9999,-9999
190,389.087766,389.0877651657809,389.0876435126191,1316331.3,-9999,600299.9,16.98,-1,0.31266261951377006,0.9824183480459936,0,0.5894510088275962,6,1.6428571428571428,0.21428571428571427,N4 S2 P1 O3,de-protonated,0,N/A,C14 H23 O3 N4 P1 S2,14,23,3,4,1,2
191,391.030682,391.0306811631723,391.0306847497091,1386143.1,-9999,473775.5,17.98,-1,-0.00917200864355948,0.99998473561103,0,0.599990841366618,12,0.7058823529411765,0.6470588235294118,O11,de-protonated,0,N/A,C17 H12 O11,17,12,11,-9999,-9999,-9999
191,391.030682,391.0306811631723,391.03052255837906,1386143.1,-9999,473775.5,17.98,-1,0.4056071945231447,0.97058972419184,0,0.582353834515104,7,1.4166666666666667,0.4166666666666667,N4 S2 P1 O5,de-protonated,0,N/A,C12 H17 O5 N4 P1 S2,12,17,5,4,1,2
192,391.067094,391.0670931631234,391.0670702590591,1629607.4,-9999,451395.6,21.47,-1,0.05856812302187716,0.9993777838305882,0,0.5996266702983529,11,0.8888888888888888,0.5555555555555556,O10,de-protonated,0,N/A,C18 H16 O10,18,16,10,-9999,-9999,-9999
192,391.067094,391.0670931631234,391.06690806772906,1629607.4,-9999,451395.6,21.47,-1,0.4733087625428169,0.9601667135305588,0,0.5761000281183353,6,1.6153846153846154,0.3076923076923077,N4 S2 P1 O4,de-protonated,0,N/A,C13 H21 O4 N4 P1 S2,13,21,4,4,1,2
193,391.103453,391.10345216307456,391.1034557684091,1965487.6,-9999,507964.9,26.28,-1,-0.00921836534031942,0.9999845809253152,0,0.5999907485551891,10,1.0526315789473684,0.47368421052631576,O9,de-protonated,0,N/A,C19 H20 O9,19,20,9,-9999,-9999,-9999
193,391.103453,391.10345216307456,391.1032935770791,1965487.6,-9999,507964.9,26.28,-1,0.40548366136173264,0.9706073702020545,0,0.5823644221212326,5,1.7857142857142858,0.21428571428571427,N4 S2 P1 O3,de-protonated,0,N/A,C14 H25 O3 N4 P1 S2,14,25,3,4,1,2
194,391.139752,391.13975116302584,391.1398412777591,2090935.8,-9999,471940.6,28.08,-1,-0.23039006452010088,0.9904150112686994,0,0.5942490067612196,9,1.2,0.4,O8,de-protonated,0,N/A,C20 H24 O8,20,24,8,-9999,-9999,-9999
194,391.139752,391.13975116302584,391.13967908642906,2090935.8,-9999,471940.6,28.08,-1,0.1842732932343415,0.9938575535158172,0,0.5963145321094903,4,1.9333333333333331,0.13333333333333333,N4 S2 P1 O2,de-protonated,0,N/A,C15 H29 O2 N4 P1 S2,15,29,2,4,1,2
195,391.176168,391.1761671629769,391.1762267871091,1243072,-9999,608143.7,15.93,-1,-0.1524226885335606,0.9957933343741286,0,0.5974760006244771,8,1.3333333333333333,0.3333333333333333,O7,de-protonated,0,N/A,C21 H28 O7,21,28,7,-9999,-9999,-9999
195,391.176168,391.1761671629769,391.1760645957791,1243072,-9999,608143.7,15.93,-1,0.26220213120678504,0.987602895666129,0,0.5925617373996774,3,2.0625,0.0625,N4 S2 P1 O1,de-protonated,0,N/A,C16 H33 O1 N4 P1 S2,16,33,1,4,1,2
196,393.046363,393.0463621604659,393.0463348141691,2049895.6,-9999,450243.1,27.48,-1,0.06957524948509614,0.9991220441895124,0,0.5994732265137075,11,0.8235294117647058,0.6470588235294118,O11,de-protonated,0,N/A,C17 H14 O11,17,14,11,-9999,-9999,-9999
196,393.046363,393.0463621604659,393.0461726228391,2049895.6,-9999,450243.1,27.48,-1,0.4822273819141779,0.95868313859304,0,0.575209883155824,6,1.5833333333333333,0.4166666666666667,N4 S2 P1 O5,de-protonated,0,N/A,C12 H19 O5 N4 P1 S2,12,19,5,4,1,2
197,393.0827,393.0826991604171,393.0827203235191,2363759.8,-9999,474548.1,31.98,-1,-0.05383879999866524,0.9994741881522942,0,0.5996845128913765,10,1,0.5555555555555556,O10,de-protonated,0,N/A,C18 H18 O10,18,18,10,-9999,-9999,-9999
197,393.0827,393.0826991604171,393.08255813218904,2363759.8,-9999,474548.1,31.98,-1,0.358775084694522,0.976914644822612,0,0.5861487868935671,5,1.7692307692307692,0.3076923076923077,N4 S2 P1 O4,de-protonated,0,N/A,C13 H23 O4 N4 P1 S2,13,23,4,4,1,2
198,393.119087,393.1190861603682,393.1191058328691,2741624,-9999,461498.4,37.39,-1,-0.05004208791459325,0.9995457175006788,0,0.5997274305004073,9,1.1578947368421053,0.47368421052631576,O9,de-protonated,0,N/A,C19 H22 O9,19,22,9,-9999,-9999,-9999
198,393.119087,393.1190861603682,393.11894364153903,2741624,-9999,461498.4,37.39,-1,0.3625336084622881,0.9764342015667185,0,0.585860520940031,4,1.9285714285714288,0.21428571428571427,N4 S2 P1 O3,de-protonated,0,N/A,C14 H27 O3 N4 P1 S2,14,27,3,4,1,2
199,393.155466,393.1554651603194,393.155491342219,2665344.5,-9999,451093.6,36.3,-1,-0.06659426153324542,0.999195635826213,0,0.5995173814957278,8,1.3,0.4,O8,de-protonated,0,N/A,C20 H26 O8,20,26,8,-9999,-9999,-9999
199,393.155466,393.1554651603194,393.1553291508891,2665344.5,-9999,451093.6,36.3,-1,0.3459432449119454,0.9785188920244298,0,0.5871113352146579,3,2.066666666666667,0.13333333333333333,N4 S2 P1 O2,de-protonated,0,N/A,C15 H31 O2 N4 P1 S2,15,31,2,4,1,2
200,395.025485,395.02548415780865,395.02559936927906,1034795.6,-9999,421528.4,12.93,-1,-0.29165570686922987,0.9846839237293648,0,0.5908103542376189,11,0.75,0.75,O12,de-protonated,0,N/A,C16 H12 O12,16,12,12,-9999,-9999,-9999
200,395.025485,395.02548415780865,395.0254371779491,1034795.6,-9999,421528.4,12.93,-1,0.1189286945963172,0.9974368739705192,0,0.5984621243823115,6,1.5454545454545454,0.5454545454545454,N4 S2 P1 O6,de-protonated,0,N/A,C11 H17 O6 N4 P1 S2,11,17,6,4,1,2
201,395.061983,395.0619821577597,395.06198487862906,2338612,-9999,441410,31.61,-1,-0.00688719624240108,0.9999913932958416,0,0.5999948359775049,10,0.9411764705882352,0.6470588235294118,O11,de-protonated,0,N/A,C17 H16 O11,17,16,11,-9999,-9999,-9999
201,395.061983,395.0619821577597,395.061822687299,2338612,-9999,441410,31.61,-1,0.4036595069826688,0.97086735175416,0,0.582520411052496,5,1.75,0.4166666666666667,N4 S2 P1 O5,de-protonated,0,N/A,C12 H21 O5 N4 P1 S2,12,21,5,4,1,2
202,395.09839,395.0983891577107,395.09837038797906,3185468.3,-9999,458298.6,42.67,-1,0.04750647712765717,0.9995905785794318,0,0.5997543471476591,9,1.1111111111111112,0.5555555555555556,O10,de-protonated,0,N/A,C18 H20 O10,18,20,10,-9999,-9999,-9999
202,395.09839,395.0983891577107,395.09820819664907,3185468.3,-9999,458298.6,42.67,-1,0.458015394484766,0.9626513668265666,0,0.57759082009594,4,1.9230769230769231,0.3076923076923077,N4 S2 P1 O4,de-protonated,0,N/A,C13 H25 O4 N4 P1 S2,13,25,4,4,1,2
203,395.134727,395.13472615766193,395.13475589732906,3572548.8,-9999,431968,48.08,-1,-0.07526461968556218,0.998972664270716,0,0.5993835985624296,8,1.263157894736842,0.47368421052631576,O9,de-protonated,0,N/A,C19 H24 O9,19,24,9,-9999,-9999,-9999
203,395.134727,395.13472615766193,395.13459370599907,3572548.8,-9999,431968,48.08,-1,0.33520644604150346,0.9798182493856544,0,0.5878909496313927,3,2.0714285714285716,0.21428571428571427,N4 S2 P1 O3,de-protonated,0,N/A,C14 H29 O3 N4 P1 S2,14,29,3,4,1,2
204,395.171103,395.1711021576131,395.17114140667906,2397005,-9999,450230.1,31.65,-1,-0.09932169083854642,0.9982116463264952,0,0.598926987795897,7,1.4,0.4,O8,de-protonated,0,N/A,C20 H28 O8,20,28,8,-9999,-9999,-9999
204,395.171103,395.1711021576131,395.1709792153491,2397005,-9999,450230.1,31.65,-1,0.31111157060055916,0.9825908290649692,0,0.5895544974389815,2,2.2,0.13333333333333333,N4 S2 P1 O2,de-protonated,0,N/A,C15 H33 O2 N4 P1 S2,15,33,2,4,1,2
205,397.041271,397.0412701551021,397.0412494337391,1739515.9,-9999,430980.3,22.46,-1,0.05218944638656112,0.9995059033670082,0,0.5997035420202049,10,0.875,0.75,O12,de-protonated,0,N/A,C16 H14 O12,16,14,12,-9999,-9999,-9999
205,397.041271,397.0412701551021,397.0410872424091,1739515.9,-9999,430980.3,22.46,-1,0.46068958319243497,0.9622223303834698,0,0.5773333982300819,5,1.7272727272727273,0.5454545454545454,N4 S2 P1 O6,de-protonated,0,N/A,C11 H19 O6 N4 P1 S2,11,19,6,4,1,2
206,397.077651,397.0776501550533,397.0776349430891,2851588.3,-9999,450454.7,38,-1,0.03830979849748228,0.9997337339851884,0,0.5998402403911129,9,1.0588235294117647,0.6470588235294118,O11,de-protonated,0,N/A,C17 H18 O11,17,18,11,-9999,-9999,-9999
206,397.077651,397.0776501550533,397.07747275175905,2851588.3,-9999,450454.7,38,-1,0.44677249757172327,0.964429845802208,0,0.5786579074813248,4,1.9166666666666667,0.4166666666666667,N4 S2 P1 O5,de-protonated,0,N/A,C12 H23 O5 N4 P1 S2,12,23,5,4,1,2
207,397.114056,397.1140551550044,397.1140204524391,3152140.8,-9999,449316.6,42.2,-1,0.08738690530699872,0.9986153318680144,0,0.5991691991208087,8,1.2222222222222223,0.5555555555555556,O10,de-protonated,0,N/A,C18 H22 O10,18,22,10,-9999,-9999,-9999
207,397.114056,397.1140551550044,397.11385826110904,3152140.8,-9999,449316.6,42.2,-1,0.4958121990800495,0.9563747136989844,0,0.5738248282193906,3,2.076923076923077,0.3076923076923077,N4 S2 P1 O4,de-protonated,0,N/A,C13 H27 O4 N4 P1 S2,13,27,4,4,1,2
208,397.150397,397.1503961549556,397.1504059617891,2504981.3,-9999,406239.2,33.16,-1,-0.02469299622473853,0.999889368860939,0,0.5999336213165634,7,1.368421052631579,0.47368421052631576,O9,de-protonated,0,N/A,C19 H26 O9,19,26,9,-9999,-9999,-9999
208,397.150397,397.1503961549556,397.1502437704591,2504981.3,-9999,406239.2,33.16,-1,0.3836948331433157,0.973640452668834,0,0.5841842716013004,2,2.2142857142857144,0.21428571428571427,N4 S2 P1 O3,de-protonated,0,N/A,C14 H31 O3 N4 P1 S2,14,31,3,4,1,2
209,397.186812,397.1868111549067,397.1867914711391,1699101.6,-9999,493497.1,21.89,-1,0.04955796124440648,0.9995544628457814,0,0.5997326777074689,6,1.5,0.4,O8,de-protonated,0,N/A,C20 H30 O8,20,30,8,-9999,-9999,-9999
209,397.186812,397.1868111549067,397.1866292798091,1699101.6,-9999,493497.1,21.89,-1,0.4579084091598355,0.9626684831418229,0,0.5776010898850937,1,2.3333333333333335,0.13333333333333333,N4 S2 P1 O2,de-protonated,0,N/A,C15 H35 O2 N4 P1 S2,15,35,2,4,1,2
210,397.226543,397.22654215485335,397.2265482838091,2257190.8,-9999,450906.2,29.69,-1,-0.0154293709400006,0.9999568042629808,0,0.5999740825577885,0,2.111111111111111,0.3888888888888889,S1 O7,de-protonated,0,N/A,C18 H38 O7 S1,18,38,7,-9999,-9999,1
210,397.226543,397.22654215485335,397.2261681612891,2257190.8,-9999,450906.2,29.69,-1,0.9415129068616224,0.8514244039581821,0,0.5108546423749092,5,1.75,0.2,N2 P1 O4,de-protonated,0,N/A,C20 H35 O4 N2 P1,20,35,4,2,1,-9999
211,399.056924,399.05692315239577,399.05689949819913,1776847.9,-9999,446844.8,22.97,-1,0.05927524788692859,0.999362673237812,0,0.5996176039426873,9,1,0.75,O12,de-protonated,0,N/A,C16 H16 O12,16,16,12,-9999,-9999,-9999
211,399.056924,399.05692315239577,399.0567373068691,1776847.9,-9999,446844.8,22.97,-1,0.4657120386970863,0.9614103204325956,0,0.5768461922595574,4,1.9090909090909092,0.5454545454545454,N4 S2 P1 O6,de-protonated,0,N/A,C11 H21 O6 N4 P1 S2,11,21,6,4,1,2
212,399.093314,399.0933131523469,399.093285007549,2433752.5,-9999,442848.9,32.15,-1,0.07052185268353885,0.9990980025398658,0,0.5994588015239195,8,1.1764705882352942,0.6470588235294118,O11,de-protonated,0,N/A,C17 H20 O11,17,20,11,-9999,-9999,-9999
212,399.093314,399.0933131523469,399.0931228162191,2433752.5,-9999,442848.9,32.15,-1,0.47692159288683694,0.9595687954525975,0,0.5757412772715585,3,2.0833333333333335,0.4166666666666667,N4 S2 P1 O5,de-protonated,0,N/A,C12 H25 O5 N4 P1 S2,12,25,5,4,1,2
213,399.129696,399.1296951522981,399.12967051689907,2510561,-9999,495857.3,33.23,-1,0.06172279549473031,0.999308973176734,0,0.5995853839060403,7,1.3333333333333333,0.5555555555555556,O10,de-protonated,0,N/A,C18 H24 O10,18,24,10,-9999,-9999,-9999
213,399.129696,399.1296951522981,399.129508325569,2510561,-9999,495857.3,33.23,-1,0.4680854839854242,0.9610237690525154,0,0.5766142614315092,2,2.230769230769231,0.3076923076923077,N4 S2 P1 O4,de-protonated,0,N/A,C13 H29 O4 N4 P1 S2,13,29,4,4,1,2
214,399.165992,399.1659911522494,399.1660560262491,1382889.4,-9999,415243.8,17.47,-1,-0.1625238388081768,0.9952186817981092,0,0.5971312090788654,6,1.4736842105263157,0.47368421052631576,O9,de-protonated,0,N/A,C19 H28 O9,19,28,9,-9999,-9999,-9999
214,399.165992,399.1659911522494,399.16589383491913,1382889.4,-9999,415243.8,17.47,-1,0.24380171689804364,0.9892727727577152,0,0.593563663654629,1,2.357142857142857,0.21428571428571427,N4 S2 P1 O3,de-protonated,0,N/A,C14 H33 O3 N4 P1 S2,14,33,3,4,1,2
