Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,17O,18O,33S,34S
14,235.060076,235.0600899837937,235.06016546108907,931279,-9999,971363.8,14.78,-1,-0.3210977718599962,0.981465864019076,0,0.5888795184114455,3,2.1666666666666665,0.6666666666666666,N4 P1 O4,de-protonated,0,-9999,C6 H13 O4 N4 P1,6,13,4,4,1,-9999,-9999,-9999,-9999,N/A,-9999,-9999
23,247.02382,247.0238346560669,247.02377995173907,990932.8,-9999,588688.5,15.58,-1,0.22145369095178444,0.991140916201414,0,0.5946845497208484,5,1.5,0.8333333333333334,N4 P1 O5,de-protonated,0,-9999,C6 H9 O5 N4 P1,6,9,5,4,1,-9999,-9999,-9999,-9999,N/A,-9999,-9999
25,249.039563,249.0395777693366,249.03943001619908,1007115.3,-9999,702982.6,15.87,-1,0.5932921446061212,0.9381277609423968,0,0.562876656565438,4,1.8333333333333333,0.8333333333333334,N4 P1 O5,de-protonated,0,-9999,C6 H11 O5 N4 P1,6,11,5,4,1,-9999,-9999,-9999,-9999,N/A,-9999,-9999
27,251.055304,251.05531888260623,251.05508008065908,937019.4,-9999,651811.2,14.56,-1,0.9511934475553392,0.848598476207879,0,0.5091590857247273,3,2.1666666666666665,0.8333333333333334,N4 P1 O5,de-protonated,0,-9999,C6 H13 O5 N4 P1,6,13,5,4,1,-9999,-9999,-9999,-9999,N/A,-9999,-9999
42,262.975312,262.97532755242173,262.97509842466906,2929039,-9999,699037.2,48.88,-1,0.8712906813143573,0.8713197107554901,0,0.522791826453294,10,0.4545454545454546,0.5454545454545454,P1 O6,de-protonated,0,-9999,C11 H5 O6 P1,11,5,6,-9999,1,-9999,-9999,-9999,-9999,N/A,-9999,-9999
50,265.147305,265.1473206744716,265.1475239158191,6035857.5,-9999,669500.3,102.13,-1,-0.7665217630193422,0.9083257053045476,0.9972287463235412,0.9438869217121448,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,-9999,-9999,N/A,-9999,-9999
51,266.15068,266.1506957308538,266.1508787508891,936197.7,-9999,758111.9,14.16,-1,-0.6876551983119619,0.9177763176540896,0.9972287463235412,0.9495572891218704,5,1.7692307692307692,0.07692307692307693,13C1 N2 P1 O1,de-protonated,1,50,C13 H23 O1 N2 P1 13C1,13,23,1,2,1,-9999,1,-9999,-9999,N/A,-9999,-9999
71,276.998618,276.99863434042703,276.9988285062891,1165955.3,-9999,709721.3,17.85,-1,-0.700962755389528,0.9147041571945604,0,0.5488224943167362,5,1.5714285714285714,0.2857142857142857,N4 S2 P1 O2,de-protonated,0,-9999,C7 H11 O2 N4 P1 S2,7,11,2,4,1,2,-9999,-9999,-9999,N/A,-9999,-9999
72,277.034955,277.0349713424689,277.0352140156391,2478726.8,-9999,718944.6,40.18,-1,-0.8759650683900633,0.8700294105839234,0,0.522017646350354,4,1.875,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H15 O1 N4 P1 S2,8,15,1,4,1,2,-9999,-9999,-9999,N/A,-9999,-9999
76,279.014316,279.0143324536942,279.0144785707491,2418505,-9999,715919.1,38.86,-1,-0.523689866005901,0.9514553707776674,0,0.5708732224666004,4,1.8571428571428572,0.2857142857142857,N4 S2 P1 O2,de-protonated,0,-9999,C7 H13 O2 N4 P1 S2,7,13,2,4,1,2,-9999,-9999,-9999,N/A,-9999,-9999
