Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,34S
0,239.057364,239.05749871294975,239.05744906237905,807107.1,-9999,935434.8,12.54,-1,0.20769304992034213,0.9922035078909204,0,0.5953221047345522,11,0.6666666666666666,0.16666666666666666,N4 O2,de-protonated,0,-9999,C12 H8 O2 N4,12,8,2,4,-9999,-9999,-9999,-9999,N/A
1,243.052355,243.0524852946766,243.05236368194903,912385.3,-9999,795541.2,14.33,-1,0.5003560784671259,0.9555895448149494,0,0.5733537268889696,10,0.7272727272727273,0.2727272727272727,N4 O3,de-protonated,0,-9999,C11 H8 O3 N4,11,8,3,4,-9999,-9999,-9999,-9999,N/A
2,251.021128,251.02124948158652,251.02106355302908,819782.1,-9999,995920.7,12.57,-1,0.7406890673272758,0.9052479166809774,0,0.5431487500085864,13,0.3333333333333333,0.25,N4 O3,de-protonated,0,-9999,C12 H4 O3 N4,12,4,3,4,-9999,-9999,-9999,-9999,N/A
3,253.036826,253.0369452523188,253.03671361748908,1251306.6,-9999,888582,20.23,-1,0.9154198472616818,0.8589429109301282,0,0.5153657465580769,12,0.5,0.25,N4 O3,de-protonated,0,-9999,C12 H6 O3 N4,12,6,3,4,-9999,-9999,-9999,-9999,N/A
22,269.132922,269.1330234507898,269.1329226791391,1297845.1,-9999,631445.3,20.49,-1,0.3744307819726398,0.9748820229520208,0,0.5849292137712124,4,1.6923076923076923,0.15384615384615383,N2 S1 O2,de-protonated,0,-9999,C13 H22 O2 N2 S1,13,22,2,2,-9999,1,-9999,-9999,N/A
46,285.128126,285.1282097608425,285.1284887473891,3370399.8,-9999,570954.5,55.35,-1,-0.9784590373414692,0.84053580943499,0,0.504321485660994,13,0.8571428571428571,0.04761904761904761,O1,de-protonated,0,-9999,C21 H18 O1,21,18,1,-9999,-9999,-9999,-9999,-9999,N/A
72,297.155203,297.155273459458,297.1554913422191,5251238.5,-9999,577287.9,85.62,-1,-0.7332281160538596,0.9070560148516078,0,0.5442336089109646,0,2.1666666666666665,0.6666666666666666,O8,de-protonated,0,-9999,C12 H26 O8,12,26,8,-9999,-9999,-9999,-9999,-9999,N/A
73,298.067178,298.0672474508563,298.06722516377914,982261.7,-9999,722222,14.42,-1,0.07477198192446918,0.9989860621253503,0,0.5993916372752102,6,1.3846153846153846,0.2307692307692308,N1 S1 P1 O3,de-protonated,0,-9999,C13 H18 O3 N1 P1 S1,13,18,3,1,1,1,-9999,-9999,N/A
78,300.082872,300.08293922159305,300.08287522823906,935078,-9999,737913.5,13.63,-1,0.21325226886548232,0.9917822948108443,0,0.5950693768865066,5,1.5384615384615383,0.2307692307692308,N1 S1 P1 O3,de-protonated,0,-9999,C13 H20 O3 N1 P1 S1,13,20,3,1,1,1,-9999,-9999,N/A
102,310.067359,310.06741517921756,310.06722516377914,935877.6,-9999,577201,13.43,-1,0.6128201338269958,0.934127084764154,0,0.5604762508584924,7,1.2857142857142858,0.21428571428571427,N1 S1 P1 O3,de-protonated,0,-9999,C14 H18 O3 N1 P1 S1,14,18,3,1,1,1,-9999,-9999,N/A
103,310.103764,310.10382013895537,310.1036106731291,906825.1,-9999,556986.3,12.96,-1,0.6754704527076947,0.9205464315262928,0,0.5523278589157756,6,1.4666666666666666,0.13333333333333333,N1 S1 P1 O2,de-protonated,0,-9999,C15 H22 O2 N1 P1 S1,15,22,2,1,1,1,-9999,-9999,N/A
106,311.098388,311.0984430389477,311.09837038797906,871340.4,-9999,597053.3,12.37,-1,0.2335305343158398,0.9901532219539938,0,0.5940919331723963,2,1.818181818181818,0.9090909090909092,O10,de-protonated,0,-9999,C11 H20 O10,11,20,10,-9999,-9999,-9999,-9999,-9999,N/A
109,311.168362,311.1684169615598,311.16863948322913,1077171.5,-9999,659903.3,15.76,-1,-0.715115988914481,0.9113837746906795,0,0.5468302648144078,4,1.6470588235294117,0.17647058823529413,S1 O3,de-protonated,0,-9999,C17 H28 O3 S1,17,28,3,-9999,-9999,1,-9999,-9999,N/A
110,311.171148,311.1712029584786,311.17114140667906,16286132,-9999,567083.4,265.9,-1,0.19780690223644096,0.9939894805059376,0.9705837521318108,0.9846271891562868,0,2.1538461538461537,0.6153846153846154,O8,de-protonated,0,-9999,C13 H28 O8,13,28,8,-9999,-9999,-9999,-9999,-9999,N/A
111,312.083127,312.0831809498725,312.08287522823906,1353360.4,-9999,562138.3,20.15,-1,0.9796168187714264,0.8401901273916053,0,0.5041140764349631,6,1.4285714285714286,0.21428571428571427,N1 S1 P1 O3,de-protonated,0,-9999,C14 H20 O3 N1 P1 S1,14,20,3,1,1,1,-9999,-9999,N/A
113,312.174494,312.17454784882483,312.17449624174907,2934809.8,-9999,501766.4,45.97,-1,0.16531483635765995,0.9950534643393582,0.9705837521318108,0.9852655794563392,0,2.3333333333333335,0.6666666666666666,13C1 O8,de-protonated,1,110,C12 H28 O8 13C1,12,28,8,-9999,-9999,-9999,1,-9999,N/A
114,313.022569,313.0226219108935,313.02232685606907,1449585.1,-9999,611821.3,21.72,-1,0.94259993340392,0.8511080550892812,0,0.5106648330535687,12,0.7142857142857143,0.07142857142857142,N4 S2 O1,de-protonated,0,-9999,C14 H10 O1 N4 S2,14,10,1,4,-9999,2,-9999,-9999,N/A
115,313.037934,313.0379868939006,313.0377159390891,962290.8,-9999,552369.3,13.76,-1,0.8655660252102113,0.872893101458183,0,0.5237358608749098,3,2.142857142857143,0.8571428571428571,N4 S1 P1 O6,de-protonated,0,-9999,C7 H15 O6 N4 P1 S1,7,15,6,4,1,1,-9999,-9999,N/A
118,313.113935,313.11398780984706,313.1140204524391,928698.6,-9999,465225.3,13.21,-1,-0.10425145442192024,0.99802989252685,0,0.5988179355161101,1,2,0.9090909090909092,O10,de-protonated,0,-9999,C11 H22 O10,11,22,10,-9999,-9999,-9999,-9999,-9999,N/A
120,314.098766,314.09881772067007,314.0985252926991,1117153.9,-9999,562429,16.29,-1,0.931007144027325,0.8544689975577837,0,0.5126813985346702,5,1.5714285714285714,0.21428571428571427,N1 S1 P1 O3,de-protonated,0,-9999,C14 H22 O3 N1 P1 S1,14,22,3,1,1,1,-9999,-9999,N/A
121,315.017294,315.017344704821,315.01763194287906,992195.9,-9999,636111.7,14.25,-1,-0.9118158125439104,0.8599698889641693,0,0.5159819333785015,12,0.6428571428571429,0.35714285714285715,N2 P1 O5,de-protonated,0,-9999,C14 H9 O5 N2 P1,14,9,5,2,1,-9999,-9999,-9999,N/A
123,315.053518,315.053568664759,315.05336600354906,1107399.8,-9999,361875.2,16.13,-1,0.6432599419472743,0.9276688562599348,0,0.5566013137559609,2,2.4285714285714284,0.8571428571428571,N4 S1 P1 O6,de-protonated,0,-9999,C7 H17 O6 N4 P1 S1,7,17,6,4,1,1,-9999,-9999,N/A
