Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,17O,18O,33S,34S
6,187.097494,187.09765761978983,187.0975825416391,755253.1,-9999,860847,12.4,-1,0.4012780374249878,0.9712051026234328,0,0.5827230615740597,2,1.7777777777777777,0.4444444444444444,O4,de-protonated,0,-9999,C9 H16 O4,9,16,4,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
7,205.15972,205.1598636969001,205.15978887630908,995424.1,-9999,891924.2,16.61,-1,0.36469422892147746,0.9761558562732388,0,0.5856935137639432,4,1.5714285714285714,0.07142857142857142,O1,de-protonated,0,-9999,C14 H22 O1,14,22,1,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
18,227.128797,227.1289164646987,227.12888267055905,952259.5,-9999,649979.8,15.37,-1,0.14878838506321285,0.9959911489543396,0,0.5975946893726037,3,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H20 O4,12,20,4,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
19,233.154602,233.15471481815092,233.15470349587903,1126902.6,-9999,711211.8,18.42,-1,0.04856119859416139,0.9995722010528872,0,0.5997433206317323,5,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,-9999,C15 H22 O2,15,22,2,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
20,239.092419,239.09252526865512,239.09249716120908,1083710.4,-9999,751436.3,17.49,-1,0.11755887941061977,0.9974955042972172,0,0.5984973025783303,5,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,-9999,C12 H16 O5,12,16,5,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
21,239.128814,239.1289202285109,239.12888267055905,5534084,-9999,588639.4,97.54,-1,0.15706154537533565,0.9977464092655632,0.990090490845267,0.9946840418974447,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
22,240.132136,240.1322411218326,240.13223750562904,850278.3,-9999,665863.3,13.24,-1,0.01505921728959257,0.99995885190892,0.990090490845267,0.9960115074834588,4,1.6666666666666667,0.3333333333333333,13C1 O4,de-protonated,1,21,C12 H20 O4 13C1,12,20,4,-9999,-9999,-9999,1,N/A,-9999,N/A,-9999
24,241.136394,241.13649801412188,241.13629052652908,2756039.8,-9999,540851.5,47.39,-1,0.8604577616667926,0.874290699894965,0,0.524574419936979,3,1.7692307692307692,0.15384615384615383,P1 O2,de-protonated,0,-9999,C13 H23 O2 P1,13,23,2,-9999,1,-9999,-9999,N/A,-9999,N/A,-9999
26,241.144476,241.14458000520733,241.14453273501908,1382216.9,-9999,599762.8,22.77,-1,0.19602430007891564,0.9930519885683596,0,0.5958311931410157,3,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,-9999,C13 H22 O4,13,22,4,-9999,-9999,-9999,-9999,N/A,-9999,N/A,-9999
28,242.176095,242.17619786731703,242.1761672165691,2272109.8,-9999,613562.2,38.72,-1,0.12656384941405574,0.997097700752757,0,0.5982586204516542,2,1.9230769230769231,0.2307692307692308,N1 O3,de-protonated,0,-9999,C13 H25 O3 N1,13,25,3,1,-9999,-9999,-9999,N/A,-9999,N/A,-9999
