Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,33S,34S
2,213.015224,213.01511074383495,213.01530946733908,875853.1,-9999,944357.1,14.2,-1,-0.932907144673767,0.8539201012675928,0,0.5123520607605556,6,0.8571428571428571,0.8571428571428571,N2 O6,de-protonated,0,-9999,C7 H6 O6 N2,7,6,6,2,-9999,-9999,-9999,N/A,N/A,N/A
3,221.081843,221.0817335213435,221.08193247717907,1998883,-9999,615196.6,34.63,-1,-0.8999190179969165,0.8633397437754112,0,0.5180038462652468,6,1.1666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H14 O4,12,14,4,-9999,-9999,-9999,-9999,N/A,N/A,N/A
4,225.088053,225.08794539740737,225.08808048603908,843922.4,-9999,752101.7,13.37,-1,-0.6001589751741296,0.9367337893504892,0,0.5620402736102934,5,1.4,0.4,N2 O4,de-protonated,0,-9999,C10 H14 O4 N2,10,14,4,2,-9999,-9999,-9999,N/A,N/A,N/A
7,227.103686,227.103579341306,227.1037305504991,2368578.8,-9999,618697.2,41.12,-1,-0.6658155404380257,0.9227120382549546,0,0.5536272229529727,4,1.6,0.4,N2 O4,de-protonated,0,-9999,C10 H16 O4 N2,10,16,4,2,-9999,-9999,-9999,N/A,N/A,N/A
8,239.067393,239.06729194377775,239.06734504114908,2964011.8,-9999,512932.3,51.23,-1,-0.2221021499098373,0.9910891902250368,0,0.594653514135022,6,1.2,0.5,N2 O5,de-protonated,0,-9999,C10 H12 O5 N2,10,12,5,2,-9999,-9999,-9999,N/A,N/A,N/A
9,239.128864,239.12876297256395,239.12888267055905,1436726,-9999,593243.6,23.8,-1,-0.5005585012001926,0.9555544151882814,0,0.5733326491129689,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,N/A,N/A,N/A
11,241.119428,241.1193279047231,241.11938061495908,2473090.3,-9999,556568.3,42.25,-1,-0.2186063843422184,0.991366280339363,0,0.5948197682036178,4,1.6363636363636365,0.3636363636363637,N2 O4,de-protonated,0,-9999,C11 H18 O4 N2,11,18,4,2,-9999,-9999,-9999,N/A,N/A,N/A
12,242.176183,242.1760833995898,242.1761672165691,3272753.3,-9999,590076.3,56.56,-1,-0.346099206465414,0.9784997287782528,0,0.5870998372669516,2,1.9230769230769231,0.2307692307692308,N1 O3,de-protonated,0,-9999,C13 H25 O3 N1,13,25,3,1,-9999,-9999,-9999,N/A,N/A,N/A
13,243.062337,243.06223781456592,243.0622596607191,1022659,-9999,753618,16.23,-1,-0.0898788368254262,0.9985352939893538,0,0.5991211763936123,5,1.3333333333333333,0.6666666666666666,N2 O6,de-protonated,0,-9999,C9 H12 O6 N2,9,12,6,2,-9999,-9999,-9999,N/A,N/A,N/A
14,247.082449,247.08235169713993,247.08232640034907,1198474.8,-9999,618760,19.28,-1,0.10238203282614387,0.9980998478163494,0,0.5988599086898097,3,1.6,0.7,O7,de-protonated,0,-9999,C10 H16 O7,10,16,7,-9999,-9999,-9999,-9999,N/A,N/A,N/A
16,248.960482,248.960385576602,248.9603177400791,3722992.3,-9999,496787.9,64.12,-1,0.27247925912973436,0.986618688498756,0,0.5919712130992536,9,0.6363636363636364,0.09090909090909093,S2 P1 O1,de-protonated,0,-9999,C11 H7 O1 P1 S2,11,7,1,-9999,1,2,-9999,N/A,N/A,N/A
17,249.149756,249.14965966523692,249.14961811544907,833245.5,-9999,516881.9,12.79,-1,0.1667664119510628,0.9949664350851556,0,0.5969798610510934,5,1.4666666666666666,0.2,O3,de-protonated,0,-9999,C15 H22 O3,15,22,3,-9999,-9999,-9999,-9999,N/A,N/A,N/A
