Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,17O,33S,34S
1,243.051955,243.05208442359665,243.05189565129908,802642.4,-9999,755630.8,12.35,-1,0.7766748622584742,0.8963232386687229,0,0.5377939432012337,4,1.4545454545454546,0.18181818181818185,S2 O2,de-protonated,0,-9999,C11 H16 O2 S2,11,16,2,-9999,-9999,2,-9999,N/A,N/A,N/A
2,243.063212,243.06334141976924,243.0631290405891,997844.2,-9999,860832.2,15.84,-1,0.8737614009135762,0.87063832452593,0,0.522382994715558,4,1.6,0.1,N2 S2 O1,de-protonated,0,-9999,C10 H16 O1 N2 S2,10,16,1,2,-9999,2,-9999,N/A,N/A,N/A
3,243.08835,243.08847941122227,243.08828116064907,807192.1,-9999,583598.4,12.43,-1,0.8155496934903843,0.8863127616170327,0,0.5317876569702196,3,1.6666666666666667,0.08333333333333333,S2 O1,de-protonated,0,-9999,C12 H20 O1 S2,12,20,1,-9999,-9999,2,-9999,N/A,N/A,N/A
5,253.036462,253.03658802884644,253.03671361748908,1126193.9,-9999,837041.9,17.98,-1,-0.4963257736432069,0.9562862963652404,0,0.5737717778191442,12,0.5,0.25,N4 O3,de-protonated,0,-9999,C12 H6 O3 N4,12,6,3,4,-9999,-9999,-9999,N/A,N/A,N/A
6,253.072855,253.07298101647277,253.07309912683905,848503,-9999,752455.9,13.05,-1,-0.4667045477958387,0.9612488954928948,0,0.5767493372957369,11,0.7692307692307693,0.15384615384615383,N4 O2,de-protonated,0,-9999,C13 H10 O2 N4,13,10,2,4,-9999,-9999,-9999,N/A,N/A,N/A
7,255.052131,255.05225634351535,255.0523636819491,1234379.9,-9999,786690.8,19.82,-1,-0.4208486138220366,0.9683738844425164,0,0.5810243306655098,11,0.6666666666666666,0.25,N4 O3,de-protonated,0,-9999,C12 H8 O3 N4,12,8,3,4,-9999,-9999,-9999,N/A,N/A,N/A
8,255.088509,255.0886343311468,255.0887491912991,1259088.9,-9999,805546.5,20.26,-1,-0.4502752578174304,0.9638801446490234,0,0.578328086789414,10,0.9230769230769232,0.15384615384615383,N4 O2,de-protonated,0,-9999,C13 H12 O2 N4,13,12,2,4,-9999,-9999,-9999,N/A,N/A,N/A
9,257.06775,257.06787465820133,257.06801374640906,1252572.5,-9999,632649.1,20.14,-1,-0.5410560641312674,0.948268498598698,0,0.5689610991592187,10,0.8333333333333334,0.25,N4 O3,de-protonated,0,-9999,C12 H10 O3 N4,12,10,3,4,-9999,-9999,-9999,N/A,N/A,N/A
11,257.104223,257.10434764580043,257.10439925575906,1050657.3,-9999,757491.9,16.57,-1,-0.20073541635797032,0.992715241702218,0,0.5956291450213307,9,1.0769230769230769,0.15384615384615383,N4 O2,de-protonated,0,-9999,C13 H14 O2 N4,13,14,2,4,-9999,-9999,-9999,N/A,N/A,N/A
12,259.083472,259.0835959728522,259.08366381086904,804386.9,-9999,709283.1,12.14,-1,-0.2618382642679193,0.9876370661445038,0,0.5925822396867022,9,1,0.25,N4 O3,de-protonated,0,-9999,C12 H12 O3 N4,12,12,3,4,-9999,-9999,-9999,N/A,N/A,N/A
15,263.020913,263.02103563411526,263.0210635530291,942917.1,-9999,799153.7,14.48,-1,-0.1061470645671483,0.997957669885762,0,0.5987746019314572,14,0.3076923076923077,0.2307692307692308,N4 O3,de-protonated,0,-9999,C13 H4 O3 N4,13,4,3,4,-9999,-9999,-9999,N/A,N/A,N/A
16,263.057278,263.0574006217511,263.0574490623791,916553.4,-9999,632510,14.02,-1,-0.18414467304533133,0.9938660988643844,0,0.5963196593186306,13,0.5714285714285714,0.14285714285714285,N4 O2,de-protonated,0,-9999,C14 H8 O2 N4,14,8,2,4,-9999,-9999,-9999,N/A,N/A,N/A
17,263.093714,263.09383660936277,263.0938345717291,853389.6,-9999,687647.8,12.91,-1,0.00774489335835241,0.999989116154974,0,0.5999934696929844,12,0.8,0.06666666666666667,N4 O1,de-protonated,0,-9999,C15 H12 O1 N4,15,12,1,4,-9999,-9999,-9999,N/A,N/A,N/A
19,265.036683,265.0368049487499,265.03671361748906,1252653.6,-9999,724855.1,19.77,-1,0.34459852588903417,0.9786837770187602,0,0.587210266211256,13,0.4615384615384616,0.2307692307692308,N4 O3,de-protonated,0,-9999,C13 H6 O3 N4,13,6,3,4,-9999,-9999,-9999,N/A,N/A,N/A
20,265.072994,265.07311593640406,265.07309912683905,1352753.8,-9999,727824.9,21.51,-1,0.06341482808484084,0.9992705810739428,0,0.5995623486443656,12,0.7142857142857143,0.14285714285714285,N4 O2,de-protonated,0,-9999,C14 H10 O2 N4,14,10,2,4,-9999,-9999,-9999,N/A,N/A,N/A
21,265.109459,265.1095809240059,265.10948463618905,816309.9,-9999,553437.5,12.19,-1,0.36320019629424743,0.9763484953183096,0,0.5858090971909857,11,0.9333333333333332,0.06666666666666667,N4 O1,de-protonated,0,-9999,C15 H14 O1 N4,15,14,1,4,-9999,-9999,-9999,N/A,N/A,N/A
24,266.152556,266.15267756935106,266.1526688667891,1271338.6,-9999,779148.6,20.09,-1,0.03269763175192162,0.9998060256520472,0,0.5998836153912284,0,2.363636363636364,0.3636363636363637,N1 P1 O4,de-protonated,0,-9999,C11 H26 O4 N1 P1,11,26,4,1,1,-9999,-9999,N/A,N/A,N/A
25,267.015976,267.01609727578676,267.0159781725991,1067785.5,-9999,792507.5,16.55,-1,0.4460526612924657,0.9645423192332576,0,0.5787253915399546,13,0.3333333333333333,0.3333333333333333,N4 O4,de-protonated,0,-9999,C12 H4 O4 N4,12,4,4,4,-9999,-9999,-9999,N/A,N/A,N/A
26,267.052313,267.05243426343213,267.0523636819491,1480717.4,-9999,709850.8,23.73,-1,0.26429828993392657,0.9874051460778602,0,0.5924430876467162,12,0.6153846153846154,0.2307692307692308,N4 O3,de-protonated,0,-9999,C13 H8 O3 N4,13,8,3,4,-9999,-9999,-9999,N/A,N/A,N/A
27,267.088693,267.0888142510628,267.0887491912991,1504657.4,-9999,771203.1,24.15,-1,0.2435885595932913,0.9892914215649116,0,0.5935748529389469,11,0.8571428571428571,0.14285714285714285,N4 O2,de-protonated,0,-9999,C14 H12 O2 N4,14,12,2,4,-9999,-9999,-9999,N/A,N/A,N/A
28,267.125108,267.12522923868164,267.1251347006491,986965.4,-9999,710063.7,15.15,-1,0.35390916194406363,0.9775295518584528,0,0.5865177311150718,10,1.0666666666666669,0.06666666666666667,N4 O1,de-protonated,0,-9999,C15 H16 O1 N4,15,16,1,4,-9999,-9999,-9999,N/A,N/A,N/A
29,269.031669,269.03178959044754,269.03162823705907,993633.3,-9999,790142.9,15.17,-1,0.599756205377139,0.9368159372570726,0,0.5620895623542436,12,0.5,0.3333333333333333,N4 O4,de-protonated,0,-9999,C12 H6 O4 N4,12,6,4,4,-9999,-9999,-9999,N/A,N/A,N/A
30,269.068012,269.06813257809085,269.06801374640906,1810533.1,-9999,774212.7,29.28,-1,0.4416417995370861,0.9652278332757542,0,0.5791366999654525,11,0.7692307692307693,0.2307692307692308,N4 O3,de-protonated,0,-9999,C13 H10 O3 N4,13,10,3,4,-9999,-9999,-9999,N/A,N/A,N/A
31,269.10437,269.10449056572907,269.10439925575906,1364457,-9999,756138.7,21.57,-1,0.3393105807834005,0.9793262044002686,0,0.5875957226401611,10,1,0.14285714285714285,N4 O2,de-protonated,0,-9999,C14 H14 O2 N4,14,14,2,4,-9999,-9999,-9999,N/A,N/A,N/A
32,269.140785,269.14090555334786,269.14078476510906,835500.8,-9999,600875.4,12.44,-1,0.44879202870881457,0.9641133990471896,0,0.5784680394283138,9,1.2,0.06666666666666667,N4 O1,de-protonated,0,-9999,C15 H18 O1 N4,15,18,1,4,-9999,-9999,-9999,N/A,N/A,N/A
33,271.047328,271.04744790511984,271.04727830151904,1336113.8,-9999,795553,21.08,-1,0.6257343805791061,0.9314199247184618,0,0.5588519548310771,11,0.6666666666666666,0.3333333333333333,N4 O4,de-protonated,0,-9999,C12 H8 O4 N4,12,8,4,4,-9999,-9999,-9999,N/A,N/A,N/A
34,271.083705,271.08382489275164,271.08366381086904,1634613.5,-9999,744298.7,26.23,-1,0.5942146432977639,0.9379413057365024,0,0.5627647834419013,10,0.9230769230769232,0.2307692307692308,N4 O3,de-protonated,0,-9999,C13 H12 O3 N4,13,12,3,4,-9999,-9999,-9999,N/A,N/A,N/A
35,271.120001,271.1201208804109,271.1200493202191,990009.1,-9999,764413.1,15.1,-1,0.2639428253525537,0.9874387883367164,0,0.5924632730020298,9,1.1428571428571428,0.14285714285714285,N4 O2,de-protonated,0,-9999,C14 H16 O2 N4,14,16,2,4,-9999,-9999,-9999,N/A,N/A,N/A
36,273.035345,273.03546422919055,273.03559068222904,839416.8,-9999,694678.9,12.42,-1,-0.46313756449904736,0.9618275650806684,0,0.5770965390484011,5,1.3636363636363635,0.3636363636363637,S1 P1 O4,de-protonated,0,-9999,C11 H15 O4 P1 S1,11,15,4,-9999,1,1,-9999,N/A,N/A,N/A
37,273.063049,273.0631682197711,273.0629283659791,838651.5,-9999,602267.2,12.4,-1,0.8783828455726245,0.8693600615394591,0,0.5216160369236754,10,0.8333333333333334,0.3333333333333333,N4 O4,de-protonated,0,-9999,C12 H10 O4 N4,12,10,4,4,-9999,-9999,-9999,N/A,N/A,N/A
38,273.099381,273.09950020741815,273.0993138753291,1053823.1,-9999,721230.4,16.1,-1,0.6822869176342938,0.9190018306021966,0,0.551401098361318,9,1.0769230769230769,0.2307692307692308,N4 O3,de-protonated,0,-9999,C13 H14 O3 N4,13,14,3,4,-9999,-9999,-9999,N/A,N/A,N/A
39,275.057519,275.05763754164775,275.0574490623791,823101.3,-9999,786628.2,12.13,-1,0.6852360091132704,0.9183295753991492,0,0.5509977452394895,14,0.5333333333333333,0.13333333333333333,N4 O2,de-protonated,0,-9999,C15 H8 O2 N4,15,8,2,4,-9999,-9999,-9999,N/A,N/A,N/A
40,277.036768,277.0368858686995,277.03671361748906,1067128.4,-9999,543353.6,16.32,-1,0.621763116602199,0.9322575755130044,0,0.5593545453078027,14,0.42857142857142855,0.21428571428571427,N4 O3,de-protonated,0,-9999,C14 H6 O3 N4,14,6,3,4,-9999,-9999,-9999,N/A,N/A,N/A
41,277.073236,277.0733538563004,277.07309912683905,1103867.8,-9999,642855.5,16.95,-1,0.9193583287196138,0.8578174101294348,0,0.5146904460776609,13,0.6666666666666666,0.13333333333333333,N4 O2,de-protonated,0,-9999,C15 H10 O2 N4,15,10,2,4,-9999,-9999,-9999,N/A,N/A,N/A
42,277.10956,277.1096778439501,277.1094846361891,1046783.1,-9999,634957.1,15.97,-1,0.6972253629954401,0.9155718673802687,0,0.5493431204281612,12,0.875,0.0625,N4 O1,de-protonated,0,-9999,C16 H14 O1 N4,16,14,1,4,-9999,-9999,-9999,N/A,N/A,N/A
44,279.05248,279.0525971833539,279.0523636819491,1689138.3,-9999,568524.4,26.82,-1,0.836765550831496,0.8806930524166493,0,0.5284158314499896,13,0.5714285714285714,0.21428571428571427,N4 O3,de-protonated,0,-9999,C14 H8 O3 N4,14,8,3,4,-9999,-9999,-9999,N/A,N/A,N/A
45,279.08888,279.08899717097785,279.0887491912991,1556789.6,-9999,661892.5,24.56,-1,0.8885334126856419,0.8665354852299604,0,0.5199212911379762,12,0.8,0.13333333333333333,N4 O2,de-protonated,0,-9999,C15 H12 O2 N4,15,12,2,4,-9999,-9999,-9999,N/A,N/A,N/A
49,281.068174,281.06829049801433,281.06801374640906,1778152.3,-9999,621302.8,28.33,-1,0.984642832818612,0.8386864139871898,0,0.5032118483923138,12,0.7142857142857143,0.21428571428571427,N4 O3,de-protonated,0,-9999,C14 H10 O3 N4,14,10,3,4,-9999,-9999,-9999,N/A,N/A,N/A
51,281.140932,281.1410484732765,281.1407847651091,1188078.8,-9999,586762.6,18.27,-1,0.9379932819117962,0.8524469920721056,0,0.5114681952432634,10,1.125,0.0625,N4 O1,de-protonated,0,-9999,C16 H18 O1 N4,16,18,1,4,-9999,-9999,-9999,N/A,N/A,N/A
