Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O
648,442.078889,442.0789472611283,442.0791703606191,1877928,-9999,298034.2,20.62,-1,-0.5046595853918251,0.9548399093023628,0.9706617623623244,0.9611686505263474,19,0.6818181818181818,0.18181818181818185,13C1 N4 P1 O4,de-protonated,1,639,C22 H15 O4 N4 P1 13C1,22,15,4,4,1,-9999,1,N/A
648,442.078889,442.0789472611283,442.0788990344591,1877928,-9999,298034.2,20.62,-1,0.1090906381480393,0.9978429511822964,0.9534033923777602,0.980067127660482,5,1.8333333333333333,0.75,13C1 N4 S2 O9,de-protonated,1,639,C12 H22 O9 N4 S2 13C1,12,22,9,4,-9999,2,1,N/A
649,442.11494,442.11499825009713,442.11508783931913,2308149.8,-9999,265827.1,25.75,-1,-0.20263778474044303,0.6617180189118814,0.9226621795008978,0.766095683147488,12,1.173913043478261,0.08695652173913043,13C1 S2 P1 O2,de-protonated,1,641,C23 H27 O2 P1 S2 13C1,23,27,2,-9999,1,2,1,N/A
649,442.11494,442.11499825009713,442.11522418493905,2308149.8,-9999,265827.1,25.75,-1,-0.5110315808239653,0.9537192682080784,0,0.5722315609248471,12,1.0869565217391304,0.17391304347826086,N1 S2 O4,de-protonated,0,-9999,C23 H25 O4 N1 S2,23,25,4,1,-9999,2,-9999,N/A
649,442.11494,442.11499825009713,442.11484406241914,2308149.8,-9999,265827.1,25.75,-1,0.3487502852781372,0.9781727230637084,0,0.586903633838225,17,0.88,0.04,N3 S1 P1 O1,de-protonated,0,-9999,C25 H22 O1 N3 P1 S1,25,22,1,3,1,1,-9999,N/A
649,442.11494,442.11499825009713,442.1152845438091,2308149.8,-9999,265827.1,25.75,-1,-0.6475544319782243,0.6178241588310808,0.9278887375715256,0.7418499903272586,4,2,0.6153846153846154,13C1 N4 S2 O8,de-protonated,1,641,C13 H26 O8 N4 S2 13C1,13,26,8,4,-9999,2,1,N/A
650,442.151432,442.15149023893105,442.15147334866913,2007107.6,-9999,269485.6,22.16,-1,0.03820017106368367,0.9997352554985924,0.9660121512434252,0.9862460137965255,11,1.2916666666666667,0.04166666666666666,13C1 S2 P1 O1,de-protonated,1,643,C24 H31 O1 P1 S2 13C1,24,31,1,-9999,1,2,1,N/A
650,442.151432,442.15149023893105,442.1516096942891,2007107.6,-9999,269485.6,22.16,-1,-0.27016832109452926,0.986843210419082,0,0.5921059262514492,11,1.2083333333333333,0.125,N1 S2 O3,de-protonated,0,-9999,C24 H29 O3 N1 S2,24,29,3,1,-9999,2,-9999,N/A
650,442.151432,442.15149023893105,442.1516700531591,2007107.6,-9999,269485.6,22.16,-1,-0.4066799702734893,0.9704362717787136,0.9607352038164688,0.9665558445938156,3,2.142857142857143,0.5,13C1 N4 S2 O7,de-protonated,1,643,C14 H30 O7 N4 S2 13C1,14,30,7,4,-9999,2,1,N/A
651,442.188085,442.18814322771567,442.1879952036391,1225169.5,-9999,288521.5,12.83,-1,0.3347537205249549,0.979872175019412,0,0.5879233050116472,10,1.32,0.08,N1 S2 O2,de-protonated,0,-9999,C25 H33 O2 N1 S2,25,33,2,1,-9999,2,-9999,N/A
652,442.214296,442.21435421969545,442.2146176759491,7123291.5,-9999,254187.9,83.2,-1,-0.5957655923889226,0.4688136295795499,0.8446892076502734,0.6191638608078394,1,2.235294117647059,0.35294117647058826,N3 S1 P1 O6,de-protonated,0,-9999,C17 H38 O6 N3 P1 S1,17,38,6,3,1,1,-9999,N/A
653,443.033488,443.033545969033,443.03348268194907,3108756.3,-9999,257941.4,35.3,-1,0.1428494379713468,0.4981521056578172,0.7871578612348809,0.6137544078886427,18,0.68,0.08,S2 P1 O2,de-protonated,0,-9999,C25 H17 O2 P1 S2,25,17,2,-9999,1,2,-9999,N/A
653,443.033488,443.033545969033,443.03395071259905,3108756.3,-9999,257941.4,35.3,-1,-0.9135723466090117,0.4297348566536005,0.7871578612348809,0.5727040584861126,24,0.36,0.12,N4 P1 O3,de-protonated,0,-9999,C25 H9 O3 N4 P1,25,9,3,4,1,-9999,-9999,N/A
653,443.033488,443.033545969033,443.033679386439,3108756.3,-9999,257941.4,35.3,-1,-0.30114506448524936,0.9836793666336482,0,0.5902076199801889,10,1.0666666666666669,0.5333333333333333,N4 S2 O8,de-protonated,0,-9999,C15 H16 O8 N4 S2,15,16,8,4,-9999,2,-9999,N/A
654,443.054466,443.0545239626141,443.0546120500091,4699804.5,-9999,257594.9,54.28,-1,-0.19881836834698885,0.49642661097756974,0.8077896627745539,0.6209718316963635,13,0.9545454545454546,0.18181818181818185,S2 P1 O4,de-protonated,0,-9999,C22 H21 O4 P1 S2,22,21,4,-9999,1,2,-9999,N/A
654,443.054466,443.0545239626141,443.05480875449905,4699804.5,-9999,257594.9,54.28,-1,-0.6427915449299823,0.9277702574416896,0,0.5566621544650138,5,1.6666666666666667,0.8333333333333334,N4 S2 O10,de-protonated,0,-9999,C12 H20 O10 N4 S2,12,20,10,4,-9999,2,-9999,N/A
655,443.070161,443.0702189578115,443.0698681912991,3858594.3,-9999,264671.7,44.24,-1,0.7916731369527771,0.4462528838655234,0.7805128205128199,0.579956858524442,17,0.8076923076923077,0.03846153846153846,S2 P1 O1,de-protonated,0,-9999,C26 H21 O1 P1 S2,26,21,1,-9999,1,2,-9999,N/A
655,443.070161,443.0702189578115,443.0703362219491,3858594.3,-9999,264671.7,44.24,-1,-0.2646625782787098,0.4936853114628113,0.7805128205128199,0.6084163150828147,23,0.5,0.07692307692307693,N4 P1 O2,de-protonated,0,-9999,C26 H13 O2 N4 P1,26,13,2,4,1,-9999,-9999,N/A
655,443.070161,443.0702189578115,443.07006489578913,3858594.3,-9999,264671.7,44.24,-1,0.3477148077428345,0.9783007312745032,0,0.586980438764702,9,1.25,0.4375,N4 S2 O7,de-protonated,0,-9999,C16 H20 O7 N4 S2,16,20,7,4,-9999,2,-9999,N/A
656,443.091186,443.0912439513782,443.0909975593591,7292586.5,-9999,248775.4,85.21,-1,0.5560754347634437,0.9667500188659948,0.9893884819074008,0.975805404082557,12,1.0869565217391304,0.13043478260869565,S2 P1 O3,de-protonated,0,-9999,C23 H25 O3 P1 S2,23,25,3,-9999,1,2,-9999,N/A
656,443.091186,443.0912439513782,443.0914655900091,7292586.5,-9999,248775.4,85.21,-1,-0.5002096589264213,0.9234229087390836,0.9893884819074008,0.9498091380064104,18,0.7391304347826086,0.17391304347826086,N4 P1 O4,de-protonated,0,-9999,C23 H17 O4 N4 P1,23,17,4,4,1,-9999,-9999,N/A
656,443.091186,443.0912439513782,443.0911942638491,7292586.5,-9999,248775.4,85.21,-1,0.11213838086248729,0.9957426691108712,0.9346766728326836,0.9713162705995962,4,1.8461538461538465,0.6923076923076923,N4 S2 O9,de-protonated,0,-9999,C13 H24 O9 N4 S2,13,24,9,4,-9999,2,-9999,N/A
657,443.106362,443.10641994673455,443.1067217312991,3017904.3,-9999,243799.3,34.21,-1,-0.6810651920980708,0.4596398105930101,0.7739790330151771,0.585375499561877,22,0.6296296296296297,0.03703703703703703,N4 P1 O1,de-protonated,0,-9999,C27 H17 O1 N4 P1,27,17,1,4,1,-9999,-9999,N/A
657,443.106362,443.10641994673455,443.106450405139,3017904.3,-9999,243799.3,34.21,-1,-0.06873834604759475,0.9991430295847532,0,0.5994858177508519,8,1.411764705882353,0.35294117647058826,N4 S2 O6,de-protonated,0,-9999,C17 H24 O6 N4 S2,17,24,6,4,-9999,2,-9999,N/A
658,443.119543,443.11960094270137,443.1194997560391,1258037.3,-9999,262651.3,13.22,-1,0.2283507323267203,0.9905831482490262,0,0.59434988894941565,8,1.263157894736842,0.631578947368421,O12,de-protonated,0,-9999,C19 H24 O12,19,24,12,-9999,-9999,-9999,-9999,N/A
658,443.119543,443.11960094270137,443.1199890133891,1258037.3,-9999,262651.3,13.22,-1,-0.8757688602538255,0.8700836714171735,0,0.522050202850304,12,1.1363636363636365,0.18181818181818185,N2 S1 P1 O4,de-protonated,0,-9999,C22 H25 O4 N2 P1 S1,22,25,4,2,1,1,-9999,N/A
658,443.119543,443.11960094270137,443.11933756470904,1258037.3,-9999,262651.3,13.22,-1,0.594372598978091,0.9379093544458528,0,0.5627456126675117,3,2.0714285714285716,0.42857142857142855,N4 S2 P1 O6,de-protonated,0,-9999,C14 H29 O6 N4 P1 S2,14,29,6,4,1,2,-9999,N/A
659,443.127467,443.1275249402767,443.1273830687091,6767800.5,-9999,250451.3,78.95,-1,0.32015978471379875,0.9829874742069252,0.9703032876673108,0.9779137995910792,11,1.2083333333333333,0.08333333333333333,S2 P1 O2,de-protonated,0,-9999,C24 H29 O2 P1 S2,24,29,2,-9999,1,2,-9999,N/A
659,443.127467,443.1275249402767,443.12785109935913,6767800.5,-9999,250451.3,78.95,-1,-0.7360383275624354,0.9035051952751988,0.9703032876673106,0.9302244322320434,17,0.875,0.125,N4 P1 O3,de-protonated,0,-9999,C24 H21 O3 N4 P1,24,21,3,4,1,-9999,-9999,N/A
659,443.127467,443.1275249402767,443.1275797731991,6767800.5,-9999,250451.3,78.95,-1,-0.1237407123600135,0.9966147967325496,0.9551210637870602,0.980017303554354,3,2,0.5714285714285714,N4 S2 O8,de-protonated,0,-9999,C14 H28 O8 N4 S2,14,28,8,4,-9999,2,-9999,N/A
660,443.142826,443.14288393557706,443.1428359144891,2295486.3,-9999,257862.5,25.59,-1,0.10836480710662802,0.9978715289344752,0,0.5987229173606852,7,1.5555555555555556,0.2777777777777778,N4 S2 O5,de-protonated,0,-9999,C18 H28 O5 N4 S2,18,28,5,4,-9999,2,-9999,N/A
661,443.156144,443.1562019315018,443.1558852653891,1430083.3,-9999,282175.6,15.27,-1,0.7145704780408263,0.9115127569763032,0,0.5469076541857819,7,1.4,0.55,O11,de-protonated,0,-9999,C20 H28 O11,20,28,11,-9999,-9999,-9999,-9999,N/A
661,443.156144,443.1562019315018,443.1563745227391,1430083.3,-9999,282175.6,15.27,-1,-0.38945899721438926,0.9728534447517304,0,0.5837120668510383,11,1.2608695652173914,0.13043478260869565,N2 S1 P1 O3,de-protonated,0,-9999,C23 H29 O3 N2 P1 S1,23,29,3,2,1,1,-9999,N/A
662,443.163892,443.1639499291311,443.1637685780591,3871878.3,-9999,249984.1,44.4,-1,0.40921908526755224,0.4850357765414158,0.7871578612348809,0.6058846104188018,10,1.32,0.04,S2 P1 O1,de-protonated,0,-9999,C25 H33 O1 P1 S2,25,33,1,-9999,1,2,-9999,N/A
662,443.163892,443.1639499291311,443.16423660870913,3871878.3,-9999,249984.1,44.4,-1,-0.6468924032159822,0.46344017589816544,0.7871578612348809,0.5929272500328516,16,1,0.08,N4 P1 O2,de-protonated,0,-9999,C25 H25 O2 N4 P1,25,25,2,4,1,-9999,-9999,N/A
662,443.163892,443.1639499291311,443.1639652825491,3871878.3,-9999,249984.1,44.4,-1,-0.03464500548322163,0.9997822351373248,0,0.5998693410823949,2,2.1333333333333333,0.4666666666666667,N4 S2 O7,de-protonated,0,-9999,C15 H32 O7 N4 S2,15,32,7,4,-9999,2,-9999,N/A
663,443.179133,443.17919092446755,443.17922142383907,2056396.1,-9999,326074.7,22.74,-1,-0.06881949794715445,0.999141005796356,0,0.5994846034778136,6,1.6842105263157894,0.21052631578947367,N4 S2 O4,de-protonated,0,-9999,C19 H32 O4 N4 S2,19,32,4,4,-9999,2,-9999,N/A
664,443.200255,443.2003129180045,443.20062211805913,1705428.1,-9999,351776.6,18.55,-1,-0.6976525735741081,0.9154728751766597,0,0.5492837251059958,15,1.1153846153846154,0.03846153846153846,N4 P1 O1,de-protonated,0,-9999,C26 H29 O1 N4 P1,26,29,1,4,1,-9999,-9999,N/A
664,443.200255,443.2003129180045,443.20035079189904,1705428.1,-9999,351776.6,18.55,-1,-0.08545547058749028,0.9986758235238796,0,0.5992054941143278,1,2.25,0.375,N4 S2 O6,de-protonated,0,-9999,C16 H36 O6 N4 S2,16,36,6,4,-9999,2,-9999,N/A
665,443.215515,443.2155729133351,443.2156069331891,1245658,-9999,399043.2,13.07,-1,-0.07675689547208543,0.9989315443145328,0,0.5993589265887197,5,1.8,0.15,N4 S2 O3,de-protonated,0,-9999,C20 H36 O3 N4 S2,20,36,3,4,-9999,2,-9999,N/A
666,444.064938,444.0649956534224,444.0651171634991,1204000.3,-9999,289251.9,12.57,-1,-0.27363121314315914,0.9865060740731668,0,0.5919036444439001,17,0.8,0.04,N1 S2 P1 O1,de-protonated,0,-9999,C25 H20 O1 N1 P1 S2,25,20,1,1,1,2,-9999,N/A
667,444.094409,444.09446664440463,444.0943523944292,1695019.5,-9999,279457.5,18.43,-1,0.2572650943472379,0.9880625821746032,0.9893884819074008,0.9885929420677222,12,1.1363636363636365,0.13636363636363635,13C1 S2 P1 O3,de-protonated,1,656,C22 H25 O3 P1 S2 13C1,22,25,3,-9999,1,2,1,N/A
667,444.094409,444.09446664440463,444.09448874004903,1695019.5,-9999,279457.5,18.43,-1,-0.04975437650555294,0.9995509250076704,0,0.5997305550046023,12,1.0454545454545454,0.2272727272727273,N1 S2 O5,de-protonated,0,-9999,C22 H23 O5 N1 S2,22,23,5,1,-9999,2,-9999,N/A
667,444.094409,444.09446664440463,444.0941086175291,1695019.5,-9999,279457.5,18.43,-1,0.8061959584011776,0.8887556659846767,0,0.533253399590806,17,0.8333333333333334,0.08333333333333333,N3 S1 P1 O2,de-protonated,0,-9999,C24 H20 O2 N3 P1 S1,24,20,2,3,1,1,-9999,N/A
667,444.094409,444.09446664440463,444.0948204250791,1695019.5,-9999,279457.5,18.43,-1,-0.7966331922544633,0.8912308702101631,0.9893884819074008,0.930493914889058,18,0.7727272727272727,0.18181818181818185,13C1 N4 P1 O4,de-protonated,1,656,C22 H17 O4 N4 P1 13C1,22,17,4,4,1,-9999,1,N/A
667,444.094409,444.09446664440463,444.09454909891906,1695019.5,-9999,279457.5,18.43,-1,-0.1856688279426131,0.993764457294364,0.9346766728326836,0.970129343509692,4,2,0.75,13C1 N4 S2 O9,de-protonated,1,656,C12 H24 O9 N4 S2 13C1,12,24,9,4,-9999,2,1,N/A
668,444.130811,444.1308686332661,444.1307379037792,1449401.6,-9999,289254.5,15.5,-1,0.29434910893991856,0.984401961546896,0.9703032876673108,0.9787624919950618,11,1.2608695652173914,0.08695652173913043,13C1 S2 P1 O2,de-protonated,1,659,C23 H29 O2 P1 S2 13C1,23,29,2,-9999,1,2,1,N/A
668,444.130811,444.1308686332661,444.1308742493991,1449401.6,-9999,289254.5,15.5,-1,-0.0126452207948182,0.9999709864840172,0,0.5999825918904103,11,1.173913043478261,0.17391304347826086,N1 S2 O4,de-protonated,0,-9999,C23 H27 O4 N1 S2,23,27,4,1,-9999,2,-9999,N/A
668,444.130811,444.1308686332661,444.1304941268791,1449401.6,-9999,289254.5,15.5,-1,0.8432350220410991,0.8789579366980251,0,0.5273747620188151,16,0.96,0.04,N3 S1 P1 O1,de-protonated,0,-9999,C25 H24 O1 N3 P1 S1,25,24,1,3,1,1,-9999,N/A
668,444.130811,444.1308686332661,444.13120593442915,1449401.6,-9999,289254.5,15.5,-1,-0.7594628761091106,0.9006336807263171,0.9703032876673106,0.9285015235027144,17,0.9130434782608696,0.13043478260869565,13C1 N4 P1 O3,de-protonated,1,659,C23 H21 O3 N4 P1 13C1,23,21,3,4,1,-9999,1,N/A
668,444.130811,444.1308686332661,444.1309346082691,1449401.6,-9999,289254.5,15.5,-1,-0.14854854245844518,0.996004037006902,0.9551210637870602,0.9796508477189652,3,2.1538461538461537,0.6153846153846154,13C1 N4 S2 O8,de-protonated,1,659,C13 H28 O8 N4 S2 13C1,13,28,8,4,-9999,2,1,N/A
670,445.012479,445.0125363634869,445.0127472370592,1481870,-9999,354010.2,15.34,-1,-0.4738596222767357,0.960075816826024,0,0.5760454900956143,18,0.625,0.125,S2 P1 O3,de-protonated,0,-9999,C24 H15 O3 P1 S2,24,15,3,-9999,1,2,-9999,N/A
670,445.012479,445.0125363634869,445.01294394154905,1481870,-9999,354010.2,15.34,-1,-0.9158791171304608,0.8588118382459683,0,0.515287102947581,10,1,0.6428571428571429,N4 S2 O9,de-protonated,0,-9999,C14 H14 O9 N4 S2,14,14,9,4,-9999,2,-9999,N/A
671,445.013248,445.0133053632515,445.0135953902291,1374478.3,-9999,350754.6,14.1,-1,-0.6517261058013141,0.9258252564310075,0,0.5554951538586045,19,0.4545454545454546,0.3181818181818182,N2 S1 O7,de-protonated,0,-9999,C22 H10 O7 N2 S1,22,10,7,2,-9999,1,-9999,N/A
671,445.013248,445.0133053632515,445.01294394154905,1374478.3,-9999,350754.6,14.1,-1,0.812159977429523,0.8872005276171792,0,0.5323203165703074,10,1,0.6428571428571429,N4 S2 O9,de-protonated,0,-9999,C14 H14 O9 N4 S2,14,14,9,4,-9999,2,-9999,N/A
672,445.049245,445.0493023522369,445.0491327464091,4934044,-9999,240688.3,55.14,-1,0.3810946147911266,0.4869959185439781,0.7871578612348809,0.6070606956203393,17,0.76,0.08,S2 P1 O2,de-protonated,0,-9999,C25 H19 O2 P1 S2,25,19,2,-9999,1,2,-9999,N/A
672,445.049245,445.0493023522369,445.0496007770591,4934044,-9999,240688.3,55.14,-1,-0.6705428375969914,0.46082748020391406,0.7871578612348809,0.5913596326163009,23,0.44,0.12,N4 P1 O3,de-protonated,0,-9999,C25 H11 O3 N4 P1,25,11,3,4,1,-9999,-9999,N/A
672,445.049245,445.0493023522369,445.04932945089905,4934044,-9999,240688.3,55.14,-1,-0.06088912026423639,0.999327507947508,0,0.5995965047685048,9,1.2,0.5333333333333333,N4 S2 O8,de-protonated,0,-9999,C15 H18 O8 N4 S2,15,18,8,4,-9999,2,-9999,N/A
673,445.070288,445.0703453457981,445.070262114469,3836068.3,-9999,248017.7,42.48,-1,0.1870071674379137,0.4968372625333896,0.8077896627745539,0.6212182226298554,12,1.0454545454545454,0.18181818181818185,S2 P1 O4,de-protonated,0,-9999,C22 H23 O4 P1 S2,22,23,4,-9999,1,2,-9999,N/A
673,445.070288,445.0703453457981,445.0707301451191,3836068.3,-9999,248017.7,42.48,-1,-0.8645801554798227,0.4365816504440742,0.8077896627745539,0.5850648553762661,18,0.6818181818181818,0.2272727272727273,N4 P1 O5,de-protonated,0,-9999,C22 H15 O5 N4 P1,22,15,5,4,1,-9999,-9999,N/A
673,445.070288,445.0703453457981,445.070458818959,3836068.3,-9999,248017.7,42.48,-1,-0.2549554991374871,0.9882747003093376,0,0.5929648201856025,4,1.8333333333333333,0.8333333333333334,N4 S2 O10,de-protonated,0,-9999,C12 H22 O10 N4 S2,12,22,10,4,-9999,2,-9999,N/A
674,445.085604,445.0856613411115,445.08551825575904,4924842,-9999,253186.3,55.03,-1,0.32147833755045974,0.99056253255524,0.9867439433177528,0.9890350968602452,16,0.8846153846153846,0.03846153846153846,S2 P1 O1,de-protonated,0,-9999,C26 H23 O1 P1 S2,26,23,1,-9999,1,2,-9999,N/A
674,445.085604,445.0856613411115,445.08598628640914,4924842,-9999,253186.3,55.03,-1,-0.7300730816798086,0.4539080897575207,0.7805128205128199,0.5845499820596404,22,0.5769230769230769,0.07692307692307693,N4 P1 O2,de-protonated,0,-9999,C26 H15 O2 N4 P1,26,15,2,4,1,-9999,-9999,N/A
674,445.085604,445.0856613411115,445.08571496024905,4924842,-9999,253186.3,55.03,-1,-0.1204692393611358,0.978093374913046,0.9412914967556012,0.963372623650068,8,1.375,0.4375,N4 S2 O7,de-protonated,0,-9999,C16 H22 O7 N4 S2,16,22,7,4,-9999,2,-9999,N/A
675,445.106656,445.1067133346699,445.10664762381913,3682738.5,-9999,253694.1,40.71,-1,0.14762945268838876,0.4980266168761915,0.8007932653391621,0.6191332762613797,11,1.173913043478261,0.13043478260869565,S2 P1 O3,de-protonated,0,-9999,C23 H27 O3 P1 S2,23,27,3,-9999,1,2,-9999,N/A
675,445.106656,445.1067133346699,445.10711565446906,3682738.5,-9999,253694.1,40.71,-1,-0.9038718658957128,0.43111176040984905,0.8007932653391621,0.5789843623815742,17,0.8260869565217391,0.17391304347826086,N4 P1 O4,de-protonated,0,-9999,C23 H19 O4 N4 P1,23,19,4,4,1,-9999,-9999,N/A
675,445.106656,445.1067133346699,445.10684432830914,3682738.5,-9999,253694.1,40.71,-1,-0.2942970679981869,0.9844074333061412,0,0.5906444599836848,3,2,0.6923076923076923,N4 S2 O9,de-protonated,0,-9999,C13 H26 O9 N4 S2,13,26,9,4,-9999,2,-9999,N/A
676,445.12208,445.1221373299503,445.1223717957591,4374968.5,-9999,240764,48.69,-1,-0.5267446069441853,0.47545078141943353,0.7739790330151771,0.5948620820577311,21,0.7037037037037037,0.03703703703703703,N4 P1 O1,de-protonated,0,-9999,C27 H19 O1 N4 P1,27,19,1,4,1,-9999,-9999,N/A
676,445.12208,445.1221373299503,445.1221004695991,4374968.5,-9999,240764,48.69,-1,0.08280952835784262,0.9987565042971088,0,0.5992539025782653,7,1.5294117647058822,0.35294117647058826,N4 S2 O6,de-protonated,0,-9999,C17 H26 O6 N4 S2,17,26,6,4,-9999,2,-9999,N/A
677,445.135105,445.13516232596487,445.13514982049907,1621181.4,-9999,316717,16.95,-1,0.02809363809905227,0.9998568014243042,0,0.5999140808545825,7,1.368421052631579,0.631578947368421,O12,de-protonated,0,-9999,C19 H26 O12,19,26,12,-9999,-9999,-9999,-9999,N/A
677,445.135105,445.13516232596487,445.1349876291691,1621181.4,-9999,316717,16.95,-1,0.392458019815691,0.972439588746746,0,0.5834637532480474,2,2.2142857142857144,0.42857142857142855,N4 S2 P1 O6,de-protonated,0,-9999,C14 H31 O6 N4 P1 S2,14,31,6,4,1,2,-9999,N/A
678,445.143048,445.1431053235344,445.143033133169,2808768.5,-9999,274597.6,30.64,-1,0.16217341390321438,0.9952392288921896,0,0.5971435373353138,10,1.2916666666666667,0.08333333333333333,S2 P1 O2,de-protonated,0,-9999,C24 H31 O2 P1 S2,24,31,2,-9999,1,2,-9999,N/A
678,445.143048,445.1431053235344,445.14350116381905,2808768.5,-9999,274597.6,30.64,-1,-0.8892419716118974,0.866337449564796,0,0.5198024697388776,16,0.9583333333333334,0.125,N4 P1 O3,de-protonated,0,-9999,C24 H23 O3 N4 P1,24,23,3,4,1,-9999,-9999,N/A
678,445.143048,445.1431053235344,445.143229837659,2808768.5,-9999,274597.6,30.64,-1,-0.2797169905033558,0.985903465261284,0,0.5915420791567704,2,2.142857142857143,0.5714285714285714,N4 S2 O8,de-protonated,0,-9999,C14 H30 O8 N4 S2,14,30,8,4,-9999,2,-9999,N/A
679,445.158355,445.15841231885065,445.15848597894905,3765702.5,-9999,258840,41.67,-1,-0.16546937936535347,0.9950442345377072,0,0.5970265407226242,6,1.6666666666666667,0.2777777777777778,N4 S2 O5,de-protonated,0,-9999,C18 H30 O5 N4 S2,18,30,5,4,-9999,2,-9999,N/A
680,445.171492,445.1715493148309,445.17153532984906,1253451.5,-9999,306302.2,12.71,-1,0.03141481588516522,0.9998209460188142,0,0.5998925676112885,6,1.5,0.55,O11,de-protonated,0,-9999,C20 H30 O11,20,30,11,-9999,-9999,-9999,-9999,N/A
680,445.171492,445.1715493148309,445.17137313851913,1253451.5,-9999,306302.2,12.71,-1,0.3957494178302488,0.9719819369452032,0,0.5831891621671219,1,2.3333333333333335,0.3333333333333333,N4 S2 P1 O5,de-protonated,0,-9999,C15 H35 O5 N4 P1 S2,15,35,5,4,1,2,-9999,N/A
681,445.179463,445.1795203123919,445.1794186425191,1393614.6,-9999,272829.2,14.32,-1,0.2283795443345776,0.9905807829961908,0,0.5943484697977144,9,1.4,0.04,S2 P1 O1,de-protonated,0,-9999,C25 H35 O1 P1 S2,25,35,1,-9999,1,2,-9999,N/A
681,445.179463,445.1795203123919,445.1798866731691,1393614.6,-9999,272829.2,14.32,-1,-0.8229499763447982,0.8843649011475178,0,0.5306189406885107,15,1.08,0.08,N4 P1 O2,de-protonated,0,-9999,C25 H27 O2 N4 P1,25,27,2,4,1,-9999,-9999,N/A
681,445.179463,445.1795203123919,445.17961534700913,1393614.6,-9999,272829.2,14.32,-1,-0.2134747727782332,0.9917652082658068,0,0.5950591249594841,1,2.2666666666666666,0.4666666666666667,N4 S2 O7,de-protonated,0,-9999,C15 H34 O7 N4 S2,15,34,7,4,-9999,2,-9999,N/A
682,445.194817,445.19487430769374,445.1948714882991,2788308.5,-9999,285917.4,30.4,-1,0.00633294500524869,0.9999927228105476,0,0.5999956336863286,5,1.7894736842105263,0.21052631578947367,N4 S2 O4,de-protonated,0,-9999,C19 H34 O4 N4 S2,19,34,4,4,-9999,2,-9999,N/A
683,446.081168,446.0812250364816,446.0816153811291,1402028.9,-9999,244748.9,14.42,-1,-0.875052084826324,0.8702818191628471,0,0.5221690914977082,17,0.7391304347826086,0.21739130434782608,N3 S1 O5,de-protonated,0,-9999,C23 H17 O5 N3 S1,23,17,5,3,-9999,1,-9999,N/A
684,446.088798,446.0888550341469,446.0888730908291,1279535.8,-9999,278299.7,13.01,-1,-0.04047776869486307,0.9997027496313776,0.9867439433177528,0.9945192271059278,16,0.92,0.04,13C1 S2 P1 O1,de-protonated,1,674,C25 H23 O1 P1 S2 13C1,25,23,1,-9999,1,2,1,N/A
684,446.088798,446.0888550341469,446.0890094364491,1279535.8,-9999,278299.7,13.01,-1,-0.34612442569636503,0.9784966292748988,0,0.5870979775649392,16,0.84,0.12,N1 S2 O3,de-protonated,0,-9999,C25 H21 O3 N1 S2,25,21,3,1,-9999,2,-9999,N/A
684,446.088798,446.0888550341469,446.0891423781791,1279535.8,-9999,278299.7,13.01,-1,-0.6441403856096877,0.9274780830741448,0,0.5564868498444868,3,1.8571428571428572,0.7857142857142857,N1 S1 P1 O11,de-protonated,0,-9999,C14 H26 O11 N1 P1 S1,14,26,11,1,1,1,-9999,N/A
684,446.088798,446.0888550341469,446.0890697953191,1279535.8,-9999,278299.7,13.01,-1,-0.4814311463163112,0.9588166209631092,0.9412914967556012,0.951806571280106,8,1.4666666666666666,0.4666666666666667,13C1 N4 S2 O7,de-protonated,1,674,C15 H22 O7 N4 S2 13C1,15,22,7,4,-9999,2,1,N/A
685,447.028504,447.0285607466087,447.0283973015191,3883678.8,-9999,266737.2,43.02,-1,0.3656257424070252,0.4880176834824219,0.7939170211058494,0.610377418531793,17,0.7083333333333334,0.125,S2 P1 O3,de-protonated,0,-9999,C24 H17 O3 P1 S2,24,17,3,-9999,1,2,-9999,N/A
685,447.028504,447.0285607466087,447.02886533216906,3883678.8,-9999,266737.2,43.02,-1,-0.6813554648576428,0.45960682886660525,0.7939170211058494,0.5933309057623029,23,0.375,0.16666666666666666,N4 P1 O4,de-protonated,0,-9999,C24 H9 O4 N4 P1,24,9,4,4,1,-9999,-9999,N/A
685,447.028504,447.0285607466087,447.0285940060091,3883678.8,-9999,266737.2,43.02,-1,-0.07440105803965,0.9989960918861872,0,0.5993976551317123,9,1.1428571428571428,0.6428571428571429,N4 S2 O9,de-protonated,0,-9999,C14 H16 O9 N4 S2,14,16,9,4,-9999,2,-9999,N/A
686,447.064847,447.0649037354882,447.06478281086913,7633581,-9999,240608.6,86.25,-1,0.27048567392855016,0.9925798063573292,0.9721925646587204,0.9844249096778857,16,0.84,0.08,S2 P1 O2,de-protonated,0,-9999,C25 H21 O2 P1 S2,25,21,2,-9999,1,2,-9999,N/A
