Sorting code,Citation,Study Codes,Data point code,Scientific Name,Common Name 2,Nativity,Authority,sp_code,variety,Subspecies,Species,Genus,plant form,Subfamily,Family,Order,Subclass,Class,Subdivision,Division,Superdivision,Subkingdom,Kingdom,Plant type,Clade,Latitude 2,Longitude 2,Lat_DD,Long_DD,"State, Territory, or Region",Country,Continent,"Elev (m, asl) 3",Source for elevation data,Stream order,Stream order 2,Land use,Duration (d),Duration (dd) 2,# sampling dates,mesh size category,T50 (d),k (d),n,estimated k?,equation used,min (ºC),max (ºC),range (ºC),mean (ºC),estimated mean?
909,Dangles and Guerold 2001 Arch Hydrobiologia,,SLJ60,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.5,7.18,48.0833,7.3,"Vosges Mountains, NE",France,Europe,855,Reported value,2-Jan,1.5,secondary forest,270,1620,6,coarse,82.52,0.0084,,no,exponential,,,0,6,N
910,Dangles and Guerold 2001 Arch Hydrobiologia,,SLJ61,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.5,7.18,48.0833,7.3,"Vosges Mountains, NE",France,Europe,410,Reported value,2-Jan,1.5,secondary forest,270,2610,6,coarse,59.75,0.0116,,no,exponential,,,0,9.7,N
911,Pozo et al_1998_Hydrobiologia,,CFW5000,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,43.15,-2.55,43.25,-2.9167,,Spain,Europe,62,GPS Visualizer,1,1,secondary forest,98,862,4,coarse,24.07,0.0288,24,no,exponential,5.7,12.4,6.7,8.8,N
912,Pozo et al_1998_Hydrobiologia,,CFW5001,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,43.15,-2.55,43.25,-2.9167,,Spain,Europe,62,GPS Visualizer,1,1,secondary forest,140,1470,5,coarse,29.5,0.0235,24,no,exponential,7.7,13.7,6,10.5,N
913,Pozo et al_1998_Hydrobiologia,,CFW5002,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,43.15,-2.55,43.25,-2.9167,,Spain,Europe,62,GPS Visualizer,3,3,secondary forest,56,610,3,coarse,21.59,0.0321,24,no,exponential,9,14.8,5.8,10.9,N
914,Pozo et al_1998_Hydrobiologia,,CFW5003,Eucalyptus globulus,Tasmanian bluegum,Australia,Labill.,globulus,,,globulus,Eucalyptus,,Leptospermoideae,Myrtaceae,Myrtales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,semi-deciduous leaf,Eudicot,43.15,-2.55,43.25,-2.9167,,Spain,Europe,62,GPS Visualizer,1,1,secondary forest,182,1602,6,coarse,71.46,0.0097,24,no,exponential,5.7,12.4,6.7,8.8,N
915,Pozo et al_1998_Hydrobiologia,,CFW5004,Eucalyptus globulus,Tasmanian bluegum,Australia,Labill.,globulus,,,globulus,Eucalyptus,,Leptospermoideae,Myrtaceae,Myrtales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,semi-deciduous leaf,Eudicot,43.15,-2.55,43.25,-2.9167,,Spain,Europe,62,GPS Visualizer,1,1,secondary forest,182,1911,6,coarse,105.02,0.0066,24,no,exponential,7.7,13.7,6,10.5,N
916,Pozo et al_1998_Hydrobiologia,,CFW5005,Eucalyptus globulus,Tasmanian bluegum,Australia,Labill.,globulus,,,globulus,Eucalyptus,,Leptospermoideae,Myrtaceae,Myrtales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,semi-deciduous leaf,Eudicot,43.15,-2.55,43.25,-2.9167,,Spain,Europe,62,GPS Visualizer,3,3,secondary forest,98,1068,4,coarse,41.01,0.0169,24,no,exponential,9,14.8,5.8,10.9,N
917,Piscart et al_2009_Enviro Pollution,,CFW5006,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,2,2,secondary forest,66,574,5,coarse,74.72,0.0093,15,yes,exponential,,,0,8.7,N
918,Piscart et al_2009_Enviro Pollution,,CFW5007,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,2,2,secondary forest,66,574,5,fine,11.35,0.061,15,yes,exponential,,,0,8.7,N
919,Piscart et al_2009_Enviro Pollution,,CFW5008,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,2,2,secondary forest,66,581,5,coarse,196.13,0.0035,15,yes,exponential,,,0,8.8,N
920,Piscart et al_2009_Enviro Pollution,,CFW5009,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,2,2,secondary forest,66,581,5,fine,38.51,0.018,15,yes,exponential,,,0,8.8,N
921,Piscart et al_2009_Enviro Pollution,,CFW5010,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,2,2,secondary forest,66,561,5,coarse,196.13,0.0035,15,yes,exponential,,,0,8.5,N
922,Piscart et al_2009_Enviro Pollution,,CFW5011,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,2,2,secondary forest,66,561,5,fine,38.51,0.018,15,yes,exponential,,,0,8.5,N
923,Piscart et al_2009_Enviro Pollution,,CFW5012,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,2,2,secondary forest,66,568,5,coarse,196.13,0.0035,15,yes,exponential,,,0,8.6,N
924,Piscart et al_2009_Enviro Pollution,,CFW5013,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,2,2,secondary forest,66,568,5,fine,38.51,0.018,15,yes,exponential,,,0,8.6,N
925,Piscart et al_2009_Enviro Pollution,,CFW5014,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,2,2,agricultural,66,541,5,coarse,125.98,0.0055,15,yes,exponential,,,0,8.2,N
926,Piscart et al_2009_Enviro Pollution,,CFW5015,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,2,2,agricultural,66,541,5,fine,19.26,0.036,15,yes,exponential,,,0,8.2,N
927,Piscart et al_2009_Enviro Pollution,,CFW5016,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,2,2,agricultural,66,541,5,coarse,125.98,0.0055,15,yes,exponential,,,0,8.2,N
928,Piscart et al_2009_Enviro Pollution,,CFW5017,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,2,2,agricultural,66,541,5,fine,19.26,0.036,15,yes,exponential,,,0,8.2,N
929,Piscart et al_2009_Enviro Pollution,,CFW5018,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,3,3,agricultural,66,561,5,coarse,142.64,0.0049,15,yes,exponential,,,0,8.5,N
930,Piscart et al_2009_Enviro Pollution,,CFW5019,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,3,3,agricultural,66,561,5,fine,12.4,0.0559,15,yes,exponential,,,0,8.5,N
931,Piscart et al_2009_Enviro Pollution,,CFW5020,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,3,3,agricultural,66,601,5,coarse,142.64,0.0049,15,yes,exponential,,,0,9.1,N
932,Piscart et al_2009_Enviro Pollution,,CFW5021,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,3,3,agricultural,66,601,5,fine,12.4,0.0559,15,yes,exponential,,,0,9.1,N
933,Piscart et al_2009_Enviro Pollution,,CFW5022,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,1,1,agricultural,66,541,5,coarse,125.98,0.0055,15,yes,exponential,,,0,8.2,N
934,Piscart et al_2009_Enviro Pollution,,CFW5023,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,1,1,agricultural,66,541,5,fine,19.26,0.036,15,yes,exponential,,,0,8.2,N
935,Piscart et al_2009_Enviro Pollution,,CFW5024,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,1,1,agricultural,66,541,5,coarse,125.98,0.0055,15,yes,exponential,,,0,8.2,N
936,Piscart et al_2009_Enviro Pollution,,CFW5025,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,1,1,agricultural,66,541,5,fine,19.26,0.036,15,yes,exponential,,,0,8.2,N
937,Piscart et al_2009_Enviro Pollution,,CFW5026,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,2,2,agricultural,66,554,5,coarse,142.64,0.0049,15,yes,exponential,,,0,8.4,N
938,Piscart et al_2009_Enviro Pollution,,CFW5027,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,2,2,agricultural,66,554,5,fine,12.4,0.0559,15,yes,exponential,,,0,8.4,N
939,Piscart et al_2009_Enviro Pollution,,CFW5028,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,3,3,mixed (ag/urb),66,574,5,coarse,196.13,0.0035,15,yes,exponential,,,0,8.7,N
940,Piscart et al_2009_Enviro Pollution,,CFW5029,Fagus sylvatica,European beech,Europe,L.,sylvatica,,,sylvatica,Fagus,,Fagoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,48.32,-1.33,48.5333,-1.55,Western France,France,Europe,32,GPS Visualizer,3,3,mixed (ag/urb),66,574,5,fine,38.51,0.018,15,yes,exponential,,,0,8.7,N
943,Pearson et al_1989_Arch Hydrobiol,ST,CFW5032,Ardisia brevipedata,Rambling spearflower,Australia,F. Muell.,brevipedata,,,brevipedata,Ardisia,tree,,Primulaceae,Primulales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,,Eudicot,-18.01,142.4,-18.0003,146,Queensland tropical forest ,Australia ,Australia,600,Reported value,3,3,secondary forest,28,498,6,coarse,66.01,0.0105,10,,,,,0,17.8,N
944,Pearson et al_1989_Arch Hydrobiol,ST,CFW5033,Ardisia brevipedata,Rambling spearflower,Australia,F. Muell.,brevipedata,,,brevipedata,Ardisia,tree,,Primulaceae,Primulales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,,Eudicot,-18.01,142.4,-18.0003,146,Queensland tropical forest ,Australia ,Australia,600,Reported value,3,3,secondary forest,28,498,6,fine,198.04,0.0035,5,,,,,0,17.8,N
959,Pascoal et al_2003_Freshwater Biol,ST,CFW5048,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.27,-8.26,41.45,-8.4333,North-west Portugal ,Portugal,Europe,302,GPS Visualizer,5-Mar,4,urban,35,457,5,coarse,40.77,0.017,,,,12.4,13.7,1.3,13.1,Y
960,Pascoal et al_2003_Freshwater Biol,ST,CFW5049,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.27,-8.26,41.45,-8.4333,North-west Portugal ,Portugal,Europe,302,GPS Visualizer,5-Mar,4,urban,35,457,5,fine,57.28,0.0121,,,,12.4,13.7,1.3,13.1,Y
961,Pascoal et al_2003_Freshwater Biol,ST,CFW5050,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.27,-8.26,41.45,-8.4333,North-west Portugal ,Portugal,Europe,302,GPS Visualizer,5-Mar,4,urban,35,457,5,coarse,33.32,0.0208,,,,12.4,13.7,1.3,13.1,Y
962,Pascoal et al_2003_Freshwater Biol,ST,CFW5051,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.27,-8.26,41.45,-8.4333,North-west Portugal ,Portugal,Europe,302,GPS Visualizer,5-Mar,4,urban,35,457,5,fine,58.74,0.0118,,,,12.4,13.7,1.3,13.1,Y
963,Pascoal et al_2003_Freshwater Biol,ST,CFW5052,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.27,-8.26,41.45,-8.4333,North-west Portugal ,Portugal,Europe,302,GPS Visualizer,5-Mar,4,urban,35,457,5,coarse,24.58,0.0282,,,,12.4,13.7,1.3,13.1,Y
964,Pascoal et al_2003_Freshwater Biol,ST,CFW5053,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.27,-8.26,41.45,-8.4333,North-west Portugal ,Portugal,Europe,302,GPS Visualizer,5-Mar,4,urban,35,457,5,fine,61.34,0.0113,,,,12.4,13.7,1.3,13.1,Y
965,Pascoal et al_2003_Freshwater Biol,ST,CFW5054,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.27,-8.26,41.45,-8.4333,North-west Portugal ,Portugal,Europe,302,GPS Visualizer,5-Mar,4,urban,35,457,5,coarse,26.46,0.0262,,,,12.4,13.7,1.3,13.1,Y
966,Pascoal et al_2003_Freshwater Biol,ST,CFW5055,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.27,-8.26,41.45,-8.4333,North-west Portugal ,Portugal,Europe,302,GPS Visualizer,5-Mar,4,urban,35,457,5,fine,47.8,0.0145,,,,12.4,13.7,1.3,13.1,Y
967,Pascoal et al_2003_Freshwater Biol,ST,CFW5056,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.27,-8.26,41.45,-8.4333,North-west Portugal ,Portugal,Europe,302,GPS Visualizer,5-Mar,4,urban,35,457,5,coarse,23.98,0.0289,,,,12.4,13.7,1.3,13.1,Y
968,Pascoal et al_2003_Freshwater Biol,ST,CFW5057,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.27,-8.26,41.45,-8.4333,North-west Portugal ,Portugal,Europe,302,GPS Visualizer,5-Mar,4,urban,35,457,5,fine,46.21,0.015,,,,12.4,13.7,1.3,13.1,Y
969,Pascoal et al_2003_Freshwater Biol,ST,CFW5058,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.27,-8.26,41.45,-8.4333,North-west Portugal ,Portugal,Europe,302,GPS Visualizer,5-Mar,4,urban,35,457,5,coarse,18.78,0.0369,,,,12.4,13.7,1.3,13.1,Y
970,Pascoal et al_2003_Freshwater Biol,ST,CFW5059,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.27,-8.26,41.45,-8.4333,North-west Portugal ,Portugal,Europe,302,GPS Visualizer,5-Mar,4,urban,35,457,5,fine,35.55,0.0195,,,,12.4,13.7,1.3,13.1,Y
971,Pascoal et al_2001_Int Rev of Hydrobiology,,CFW41,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.41,-8.16,41.6833,-8.2667,North-west Portugal ,Portugal,Europe,1150,Reported value,2,2,agricultural,30,375,4,coarse,49.51,0.014,15,yes,exponential,,,0,12.5,N
972,Pascoal et al_2001_Int Rev of Hydrobiology,,CFW42,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.41,-8.16,41.6833,-8.2667,North-west Portugal ,Portugal,Europe,1150,Reported value,2,2,agricultural,30,375,4,coarse,28.88,0.024,15,yes,exponential,,,0,12.5,N
973,Pascoal et al_2001_Int Rev of Hydrobiology,,CFW43,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.41,-8.16,41.6833,-8.2667,North-west Portugal ,Portugal,Europe,1150,Reported value,2,2,agricultural,30,375,4,coarse,15.07,0.046,9,yes,exponential,,,0,12.5,N
974,Pascoal et al_2001_Int Rev of Hydrobiology,,CFW44,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.41,-8.16,41.6833,-8.2667,North-west Portugal ,Portugal,Europe,1150,Reported value,2,2,agricultural,30,375,4,coarse,14.75,0.047,9,yes,exponential,,,0,12.5,N
977,Pascoal et al_2001_Int Rev of Hydrobiology,,CFW47,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.41,-8.16,41.6833,-8.2667,North-west Portugal ,Portugal,Europe,1150,Reported value,3,3,agricultural,30,375,4,coarse,11.55,0.06,15,yes,exponential,,,0,12.5,N
978,Parkyn and Winterbourn_1997_New Zealand J of Marine and Freshwater Research,,CFW48,Quercus coccinea,scarlet oak,US,Munchh.,coccinea,,,coccinea,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,-43.17,171.48,-43.2833,171.91,South Island (Waimakariri River tributary),New Zealand,Australia,754,GPS Visualizer,1,1,secondary forest,95,475,4,coarse,70.01,0.0099,16,,,4,11,7,5,N
979,Parkyn and Winterbourn_1997_New Zealand J of Marine and Freshwater Research,,CFW49,Ulmus procera,English elm,Europe,Salisb.,procera,,,procera,Ulmus,tree,,Ulmaceae,Urticales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,-43.17,171.48,-43.2833,171.91,South Island (Waimakariri River tributary),New Zealand,Australia,754,GPS Visualizer,1,1,secondary forest,95,475,4,coarse,25.77,0.0269,16,,,4,11,7,5,N
980,Parkyn and Winterbourn_1997_New Zealand J of Marine and Freshwater Research,,CFW50,Salix x pendulina,Wisconsin weeping willow,,Wender [fragilis x sepulcralis],xpendulina,,,xpendulina,Salix,tree,,Salicaceae,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,-43.17,171.48,-43.2833,171.91,South Island (Waimakariri River tributary),New Zealand,Australia,754,GPS Visualizer,1,1,secondary forest,95,475,4,coarse,43.32,0.016,16,,,4,11,7,5,N
981,Parkyn and Winterbourn_1997_New Zealand J of Marine and Freshwater Research,,CFW51,Nothofagus solandri,,New Zealand,,solandri,cliffortioides,,solandri,Nothofagus,tree,,Nothofagaceae,Fagales,,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,-43.17,171.48,-43.2833,171.91,South Island (Waimakariri River tributary),New Zealand,Australia,754,GPS Visualizer,1,1,secondary forest,95,475,4,coarse,126.03,0.0055,16,,,4,11,7,5,N
