Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,33S,34S
28,217.047633,217.04764733238335,217.0474789761291,1404378.4,-9999,834637.2,23.72,-1,0.7756655597761609,0.8965780909507438,0,0.5379468545704462,3,1.75,0.125,N2 S2 O1,de-protonated,0,-9999,C8 H14 O1 N2 S2,8,14,1,2,-9999,2,-9999,-9999,-9999,-9999
31,218.985408,218.9854224467215,218.9852691855291,2583824,-9999,710960.4,45.14,-1,0.6998698723659226,0.9149582864897574,0,0.5489749718938545,9,0.5,0.4,P1 O4,de-protonated,0,-9999,C10 H5 O4 P1,10,5,4,-9999,1,-9999,-9999,-9999,-9999,-9999
70,245.048491,245.0485069845691,245.0485381486291,1678475,-9999,729547.5,27.67,-1,-0.12717504964540094,0.9970696427990928,0,0.5982417856794556,9,0.9166666666666666,0.16666666666666666,N2 P1 O2,de-protonated,0,-9999,C12 H11 O2 N2 P1,12,11,2,2,1,-9999,-9999,-9999,-9999,-9999
81,251.01938,251.01939633688033,251.0195639511791,812796.1,-9999,840890.8,12.24,-1,-0.6677340049604812,0.9222838032699542,0,0.5533702819619725,3,2.1666666666666665,0.16666666666666666,N4 S2 P1 O1,de-protonated,0,-9999,C6 H13 O1 N4 P1 S2,6,13,1,4,1,2,-9999,-9999,-9999,-9999
83,251.07824,251.0782563403533,251.07811039978907,2011653.8,-9999,739939,33.24,-1,0.5812556261234074,0.9405373586341363,0,0.5643224151804818,1,2,0.3,S2 O3,de-protonated,0,-9999,C10 H20 O3 S2,10,20,3,-9999,-9999,2,-9999,-9999,-9999,-9999
86,252.951192,252.95120845086652,252.95120960764905,3125941.8,-9999,691756.7,52.76,-1,-0.0045731448878695204,0.9999962052521256,0,0.5999977231512754,4,1.4,0.8,N2 S2 P1 O4,de-protonated,0,-9999,C5 H7 O4 N2 P1 S2,5,7,4,2,1,2,-9999,-9999,-9999,-9999
87,253.035049,253.03506545581448,253.0352140156391,1085891.3,-9999,673606.3,17.02,-1,-0.5871112651307903,0.9393705117262288,0,0.5636223070357372,2,2.5,0.16666666666666666,N4 S2 P1 O1,de-protonated,0,-9999,C6 H15 O1 N4 P1 S2,6,15,1,4,1,2,-9999,-9999,-9999,-9999
95,255.087147,255.08716357689815,255.08741178077904,1680903.6,-9999,679278.4,27.31,-1,-0.973015011417839,0.8421576631241013,0,0.5052945978744607,5,1.3333333333333333,0.5,O6,de-protonated,0,-9999,C12 H16 O6,12,16,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
99,255.196309,255.19632558333927,255.19656830882903,1202712.6,-9999,688024.1,18.97,-1,-0.9511314803032236,0.8486166275046536,0,0.5091699765027922,2,1.8666666666666667,0.2,O3,de-protonated,0,-9999,C15 H28 O3,15,28,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999
100,257.048741,257.0487576926417,257.0489182711491,804084.7,-9999,696727.4,12.02,-1,-0.6247001873605252,0.9316385059976472,0,0.5589831035985883,5,1.2727272727272727,0.4545454545454546,S1 O5,de-protonated,0,-9999,C11 H14 O5 S1,11,14,5,-9999,-9999,1,-9999,-9999,-9999,-9999
100,257.048741,257.0487576926417,257.0485381486291,804084.7,-9999,696727.4,12.02,-1,0.8540955499973775,0.8760229024147028,0,0.5256137414488217,10,0.8461538461538461,0.15384615384615383,N2 P1 O2,de-protonated,0,-9999,C13 H11 O2 N2 P1,13,11,2,2,1,-9999,-9999,-9999,-9999,-9999
101,257.066441,257.06645769368606,257.0666763358891,1193911.4,-9999,787874.3,18.81,-1,-0.850527210115737,0.8769902965969684,0,0.526194177958181,5,1.2727272727272727,0.6363636363636364,O7,de-protonated,0,-9999,C11 H14 O7,11,14,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
103,257.139205,257.1392216979795,257.1394473545891,2230466.3,-9999,684005.1,36.63,-1,-0.8775651184917066,0.8695865938278803,0,0.5217519562967281,3,1.6923076923076923,0.38461538461538464,O5,de-protonated,0,-9999,C13 H22 O5,13,22,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
105,257.175581,257.1755977001259,257.1758328639391,3919687.8,-9999,699814.7,65.88,-1,-0.914408677505236,0.8592313310131758,0,0.5155387986079055,2,1.8571428571428572,0.2857142857142857,O4,de-protonated,0,-9999,C14 H26 O4,14,26,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
106,258.145673,258.145689757366,258.1459297160791,1171544.8,-9999,785037.6,18.3,-1,-0.9295467620712158,0.8548903697928596,0,0.5129342218757157,3,1.9090909090909092,0.3636363636363637,N3 O4,de-protonated,0,-9999,C11 H21 O4 N3,11,21,4,3,-9999,-9999,-9999,-9999,-9999,-9999
107,259.082079,259.08209581261843,259.0823264003491,1360610.4,-9999,741288.8,21.57,-1,-0.8900172151646537,0.8661206472327376,0,0.5196723883396426,4,1.4545454545454546,0.6363636363636364,O7,de-protonated,0,-9999,C11 H16 O7,11,16,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
108,259.118484,259.11850081476655,259.1187119096991,2339431.8,-9999,704174.1,38.52,-1,-0.8146649501631217,0.8865447465327904,0,0.5319268479196742,3,1.6666666666666667,0.5,O6,de-protonated,0,-9999,C12 H20 O6,12,20,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
109,259.129296,259.1293128154045,259.1290971458191,1662825.3,-9999,967706.3,26.8,-1,0.8322862532547491,0.8818885610953789,0,0.5291331366572274,2,1.9230769230769231,0.07692307692307693,S1 P1 O1,de-protonated,0,-9999,C13 H25 O1 P1 S1,13,25,1,-9999,1,1,-9999,-9999,-9999,-9999
110,259.129705,259.1297218154286,259.12994529898907,4457833.5,-9999,666205.7,75.2,-1,-0.8624381880359403,0.8737495806187752,0,0.524249748371265,3,1.818181818181818,0.4545454545454546,N2 O5,de-protonated,0,-9999,C11 H20 O5 N2,11,20,5,2,-9999,-9999,-9999,-9999,-9999,-9999
115,261.01944,261.01945692693204,261.0193322193391,1680887.6,-9999,720287.4,26.92,-1,0.4777714810279968,0.9594275340490136,0,0.5756565204294081,14,0.375,0.25,O4,de-protonated,0,-9999,C16 H6 O4,16,6,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
116,261.124283,261.1242999331183,261.12446599538913,1595142.3,-9999,777601.2,25.45,-1,-0.6359506382301999,0.9292440475925694,0,0.5575464285555416,7,1.2857142857142858,0.21428571428571427,N2 O3,de-protonated,0,-9999,C14 H18 O3 N2,14,18,3,2,-9999,-9999,-9999,-9999,-9999,-9999
117,261.134125,261.134141933699,261.13436197415905,897927.7,-9999,709604.3,13.46,-1,-0.8426331117749979,0.8791197883942379,0,0.5274718730365427,2,1.8333333333333333,0.5,O6,de-protonated,0,-9999,C12 H22 O6,12,22,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
119,262.975845,262.9758620423694,262.9759678045391,6475654,-9999,664781.4,109.36,-1,-0.40217427696146896,0.4855391073023339,0.8851212310995799,0.6453719568212324,9,0.75,0.08333333333333333,S2 P1 O1,de-protonated,0,-9999,C12 H9 O1 P1 S2,12,9,1,-9999,1,2,-9999,-9999,-9999,-9999
121,263.019579,263.01959604494994,263.01972614250906,1040267.7,-9999,758605.9,15.9,-1,-0.49463042574832705,0.9565778518709458,0,0.5739467111225675,9,0.6666666666666666,0.5833333333333334,O7,de-protonated,0,-9999,C12 H8 O7,12,8,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
121,263.019579,263.01959604494994,263.01956395117907,1040267.7,-9999,758605.9,15.9,-1,0.12202047021597524,0.997302057395656,0,0.5983812344373935,4,1.8571428571428572,0.14285714285714285,N4 S2 P1 O1,de-protonated,0,-9999,C7 H13 O1 N4 P1 S2,7,13,1,4,1,2,-9999,-9999,-9999,-9999
123,263.043866,263.043883046383,263.0438466913691,6795151,-9999,655150.8,114.85,-1,0.1382089501323471,0.9965400186854468,0,0.597924011211268,4,1.625,0.75,N2 P1 O6,de-protonated,0,-9999,C8 H13 O6 N2 P1,8,13,6,2,1,-9999,-9999,-9999,-9999,-9999
124,263.055972,263.0559890470973,263.0561116518591,964368.6,-9999,765636.7,14.59,-1,-0.4660783627400436,0.9613507771442824,0,0.5768104662865694,8,0.9230769230769232,0.4615384615384616,O6,de-protonated,0,-9999,C13 H12 O6,13,12,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
125,263.128739,263.1287560513909,263.12888267055905,903066.5,-9999,732482,13.54,-1,-0.4812058899483231,0.9588543466859508,0,0.5753126080115704,6,1.3333333333333333,0.26666666666666666,O4,de-protonated,0,-9999,C15 H20 O4,15,20,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
126,263.13998,263.1399970520541,263.14011605984905,1698204,-9999,747874.4,27.21,-1,-0.4522601749355922,0.963566878897667,0,0.5781401273386002,6,1.4285714285714286,0.21428571428571427,N2 O3,de-protonated,0,-9999,C14 H20 O3 N2,14,20,3,2,-9999,-9999,-9999,-9999,-9999,-9999
127,263.165081,263.16509805353525,263.1652681799091,1693983.4,-9999,679313.2,27.14,-1,-0.6464621073906234,0.926973953584767,0,0.5561843721508601,5,1.5,0.1875,O3,de-protonated,0,-9999,C16 H24 O3,16,24,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999
131,265.035243,265.0352601638838,265.0353762069691,1002648.3,-9999,719540.1,15.14,-1,-0.4378399856429081,0.9658136113567152,0,0.579488166814029,8,0.8333333333333334,0.5833333333333334,O7,de-protonated,0,-9999,C12 H10 O7,12,10,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
