Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,33S,34S
12,250.155938,250.15600267574183,250.1561004769391,1183894.4,-9999,789393.5,18.96,-1,-0.390960672321981,0.972646592971453,0,0.5835879557828717,5,1.6153846153846154,0.15384615384615383,N3 O2,de-protonated,0,-9999,C13 H21 O2 N3,13,21,2,3,-9999,-9999,-9999,-9999,-9999,-9999
13,250.156132,250.1561966755804,250.1561004769391,1080214.5,-9999,556225.6,17.12,-1,0.38455444867551375,0.9735237897508952,0,0.584114273850537,5,1.6153846153846154,0.15384615384615383,N3 O2,de-protonated,0,-9999,C13 H21 O2 N3,13,21,2,3,-9999,-9999,-9999,-9999,-9999,-9999
16,255.06146,255.06152059167823,255.0614115075491,1911804.4,-9999,655603.1,31.69,-1,0.42767790108601056,0.9673562087692992,0,0.5804137252615794,5,1.4166666666666667,0.16666666666666666,S1 P1 O2,de-protonated,0,-9999,C12 H17 O2 P1 S1,12,17,2,-9999,1,1,-9999,-9999,-9999,-9999
18,255.087197,255.08725757025104,255.08741178077904,953344.1,-9999,684199.4,14.8,-1,-0.604539937690834,0.9358371658074855,0,0.5615022994844914,5,1.3333333333333333,0.5,O6,de-protonated,0,-9999,C12 H16 O6,12,16,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
22,257.139191,257.13924986187544,257.1394473545891,1069096.9,-9999,590094,16.72,-1,-0.7680374041585836,0.8984958290081038,0,0.5390974974048622,3,1.6923076923076923,0.38461538461538464,O5,de-protonated,0,-9999,C13 H22 O5,13,22,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
23,257.175524,257.1755828316266,257.1758328639391,1141486,-9999,619630,17.99,-1,-0.9722232049591186,0.8423930594907545,0,0.5054358356944527,2,1.8571428571428572,0.2857142857142857,O4,de-protonated,0,-9999,C14 H26 O4,14,26,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
24,259.118414,259.11847121408493,259.1187119096991,1037502.1,-9999,523444.2,16.16,-1,-0.9289009364264338,0.8550765687199194,0,0.5130459412319517,3,1.6666666666666667,0.5,O6,de-protonated,0,-9999,C12 H20 O6,12,20,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
25,259.129637,259.1296942047413,259.12994529898907,2040255.6,-9999,573423.3,33.71,-1,-0.9689896991818504,0.8433530407617817,0,0.506011824457069,3,1.818181818181818,0.4545454545454546,N2 O5,de-protonated,0,-9999,C11 H20 O5 N2,11,20,5,2,-9999,-9999,-9999,-9999,-9999,-9999
26,262.975204,262.975258003137,262.97509842466906,847712.8,-9999,681918.8,12.74,-1,0.6068196909667153,0.9353683456724458,0,0.5612210074034675,10,0.4545454545454546,0.5454545454545454,P1 O6,de-protonated,0,-9999,C11 H5 O6 P1,11,5,6,-9999,1,-9999,-9999,-9999,-9999,-9999
27,262.97571,262.9757640027157,262.9759678045391,1842112.8,-9999,619321.5,30.03,-1,-0.7749826916740906,0.8967503705261316,0,0.5380502223156789,9,0.75,0.08333333333333333,S2 P1 O1,de-protonated,0,-9999,C12 H9 O1 P1 S2,12,9,1,-9999,1,2,-9999,-9999,-9999,-9999
29,265.147617,265.1476691945073,265.14790403833905,4567509,-9999,523715.4,76.85,-1,-0.8857087995037891,0.8673238179361654,0,0.5203942907616992,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999,-9999,-9999,-9999
29,265.147617,265.1476691945073,265.1475239158191,4567509,-9999,523715.4,76.85,-1,0.5479164430751515,0.9469839342941844,0,0.5681903605765106,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,-9999,-9999,-9999
31,267.073229,267.0732795913503,267.0730250193591,818562.2,-9999,758734.9,12.14,-1,0.9531924505963232,0.8480125073961654,0,0.5088075044376992,1,2,0.4,S2 O4,de-protonated,0,-9999,C10 H20 O4 S2,10,20,4,-9999,-9999,2,-9999,-9999,-9999,-9999
