Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,33S,34S
33,218.985401,218.98546819955052,218.9852691855291,1893287.6,-9999,913090.5,32.52,-1,0.9088009534768152,0.8608268062690606,0,0.5164960837614363,9,0.5,0.4,P1 O4,de-protonated,0,-9999,C10 H5 O4 P1,10,5,4,-9999,1,-9999,-9999,-9999,-9999,-9999
62,239.12867,239.1287296615887,239.12888267055905,1082828.3,-9999,699839.4,17.3,-1,-0.639859847330344,0.9284035002299,0,0.5570421001379401,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
75,243.032772,243.0328302006058,243.0328880841691,869173.5,-9999,789581.5,13.37,-1,-0.23817172958366647,0.9897599728170228,0,0.5938559836902135,10,0.75,0.16666666666666666,N2 P1 O2,de-protonated,0,-9999,C12 H9 O2 N2 P1,12,9,2,2,1,-9999,-9999,-9999,-9999,-9999
84,245.048481,245.0485384462924,245.0485381486291,2277331.8,-9999,818993.2,38.24,-1,0.00121471167312124,0.9999997322680628,0,0.5999998393608378,9,0.9166666666666666,0.16666666666666666,N2 P1 O2,de-protonated,0,-9999,C12 H11 O2 N2 P1,12,11,2,2,1,-9999,-9999,-9999,-9999,-9999
93,251.077822,251.07787719000805,251.07811039978907,1790683.9,-9999,671268.3,29.38,-1,-0.9288335834774204,0.8550959822284567,0,0.513057589337074,1,2,0.3,S2 O3,de-protonated,0,-9999,C10 H20 O3 S2,10,20,3,-9999,-9999,2,-9999,-9999,-9999,-9999
94,251.078233,251.07828818985428,251.07811039978907,6279900,-9999,805634.6,108,-1,0.7081065925085605,0.9130349823329732,0,0.547820989399784,1,2,0.3,S2 O3,de-protonated,0,-9999,C10 H20 O3 S2,10,20,3,-9999,-9999,2,-9999,-9999,-9999,-9999
102,255.06157,255.06162369922023,255.0614115075491,6194801,-9999,635260.5,105.99,-1,0.8319238487329875,0.44099253785302,0.8851212310995799,0.6186440151516439,5,1.4166666666666667,0.16666666666666666,S1 P1 O2,de-protonated,0,-9999,C12 H17 O2 P1 S1,12,17,2,-9999,1,1,-9999,-9999,-9999,-9999
103,255.06198,255.0620336990668,255.06225966071912,18861426,-9999,782481.8,326.78,-1,-0.8859078274441716,0.8816514225423666,0.9961408792523768,0.9274472052263708,6,1.2,0.6,N2 O6,de-protonated,0,-9999,C10 H12 O6 N2,10,12,6,2,-9999,-9999,-9999,-9999,-9999,-9999
104,255.087137,255.08719068965263,255.08741178077904,1091061.1,-9999,829213.1,17.03,-1,-0.866726918787383,0.8725746454838187,0,0.5235447872902912,5,1.3333333333333333,0.5,O6,de-protonated,0,-9999,C12 H16 O6,12,16,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
106,255.123526,255.1235796760352,255.12379729012903,2666363,-9999,770849.9,44.49,-1,-0.8529745016629219,0.876327145260027,0,0.5257962871560161,4,1.5384615384615383,0.38461538461538464,O5,de-protonated,0,-9999,C13 H20 O5,13,20,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
108,255.159904,255.15995766242196,255.16018279947903,6397825,-9999,774101.9,109.53,-1,-0.8823361647972412,0.862569410769227,0.987098179731955,0.9123809183543182,3,1.7142857142857142,0.2857142857142857,O4,de-protonated,0,-9999,C14 H24 O4,14,24,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
110,255.196297,255.19635064880305,255.19656830882903,3439751,-9999,780806.6,57.97,-1,-0.8529112577054653,0.8763443003628488,0,0.5258065802177093,2,1.8666666666666667,0.2,O3,de-protonated,0,-9999,C15 H28 O3,15,28,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999
111,256.065362,256.0654153235838,256.0656144957891,1950996,-9999,869280.3,32.02,-1,-0.7778170671722322,0.8960345159066389,0.9961408792523768,0.936077061244934,6,1.3333333333333333,0.6666666666666666,13C1 N2 O6,de-protonated,1,103,C9 H12 O6 N2 13C1,9,12,6,2,-9999,-9999,1,-9999,-9999,-9999
112,256.163248,256.1633012869532,256.1635376345491,1079843.8,-9999,721120.9,16.83,-1,-0.9226433944103726,0.8568760747594537,0.987098179731955,0.9089649167484544,3,1.8461538461538465,0.3076923076923077,13C1 O4,de-protonated,1,108,C13 H24 O4 13C1,13,24,4,-9999,-9999,-9999,1,-9999,-9999,-9999
113,257.048676,257.0487289556106,257.0489182711491,1172786.1,-9999,799967.5,18.45,-1,-0.7364961492585832,0.9062658439602532,0,0.543759506376152,5,1.2727272727272727,0.4545454545454546,S1 O5,de-protonated,0,-9999,C11 H14 O5 S1,11,14,5,-9999,-9999,1,-9999,-9999,-9999,-9999
113,257.048676,257.0487289556106,257.0485381486291,1172786.1,-9999,799967.5,18.45,-1,0.7422994227758243,0.9048557354568072,0,0.5429134412740844,10,0.8461538461538461,0.15384615384615383,N2 P1 O2,de-protonated,0,-9999,C13 H11 O2 N2 P1,13,11,2,2,1,-9999,-9999,-9999,-9999,-9999
114,257.102823,257.1028759353478,257.1030618452391,1896506.8,-9999,773766.2,31.06,-1,-0.7230948163420955,0.9094880962026108,0,0.5456928577215664,4,1.5,0.5,O6,de-protonated,0,-9999,C12 H18 O6,12,18,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
116,257.139209,257.13926192173153,257.1394473545891,2428352.5,-9999,777730.1,40.04,-1,-0.7211373419011848,0.9099547505886828,0,0.5459728503532096,3,1.6923076923076923,0.38461538461538464,O5,de-protonated,0,-9999,C13 H22 O5,13,22,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
118,257.175584,257.17563690811943,257.1758328639391,9934534,-9999,772830.3,169.92,-1,-0.7619526978136104,0.9077227684676684,0.98358771935897,0.938068748824189,2,1.8571428571428572,0.2857142857142857,O4,de-protonated,0,-9999,C14 H26 O4,14,26,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
119,257.211962,257.2120148945061,257.2122183732891,2649036.3,-9999,767375.9,43.86,-1,-0.7910929902600227,0.8926544830160735,0,0.5355926898096441,1,2,0.2,O3,de-protonated,0,-9999,C15 H30 O3,15,30,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999
120,258.178955,258.17900753264047,258.1791876990091,1292133.9,-9999,750546.4,20.38,-1,-0.6978345940360371,0.915430682666802,0.98358771935897,0.9426934973436693,2,2,0.3076923076923077,13C1 O4,de-protonated,1,118,C13 H26 O4 13C1,13,26,4,-9999,-9999,-9999,1,-9999,-9999,-9999
121,259.082152,259.0822041946485,259.0823264003491,900211.8,-9999,823924.9,13.59,-1,-0.47168675015905015,0.960433795629974,0,0.5762602773779844,4,1.4545454545454546,0.6363636363636364,O7,de-protonated,0,-9999,C11 H16 O7,11,16,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
123,259.118505,259.1185571810446,259.1187119096991,2437113.5,-9999,791890.7,40.18,-1,-0.5971342375810657,0.9373495344125516,0,0.5624097206475309,3,1.6666666666666667,0.5,O6,de-protonated,0,-9999,C12 H20 O6,12,20,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
124,259.129733,259.1297851768428,259.12994529898907,2542843.3,-9999,758258,42.01,-1,-0.6179222014827629,0.933063368604658,0,0.5598380211627948,3,1.818181818181818,0.4545454545454546,N2 O5,de-protonated,0,-9999,C11 H20 O5 N2,11,20,5,2,-9999,-9999,-9999,-9999,-9999,-9999
125,259.154872,259.1549241674354,259.15509741904907,1586047.1,-9999,715248.6,25.46,-1,-0.6685248153916933,0.9221069798651989,0,0.5532641879191192,2,1.8461538461538465,0.38461538461538464,O5,de-protonated,0,-9999,C13 H24 O5,13,24,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
126,259.191268,259.19132015381535,259.19148292839907,1400452.9,-9999,839018.9,22.25,-1,-0.6280089988875899,0.930938083246612,0,0.5585628499479672,1,2,0.2857142857142857,O4,de-protonated,0,-9999,C14 H28 O4,14,28,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
128,261.134173,261.13422442674647,261.13436197415905,1079728.8,-9999,786404.3,16.57,-1,-0.5267304216041803,0.9509041412607218,0,0.570542484756433,2,1.8333333333333333,0.5,O6,de-protonated,0,-9999,C12 H22 O6,12,22,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
130,262.975845,262.9758957375608,262.9759678045391,5875271,-9999,757685.1,98.92,-1,-0.2740439702784523,0.4932328053382252,0.8851212310995797,0.649988175642767,9,0.75,0.08333333333333333,S2 P1 O1,de-protonated,0,-9999,C12 H9 O1 P1 S2,12,9,1,-9999,1,2,-9999,-9999,-9999,-9999
