Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,34S
47,255.05995,255.05998639577223,255.05975773726908,821033.3,-9999,660733.2,12.4,-1,0.89648992535692,0.8643052669991399,0,0.5185831601994839,10,0.8571428571428571,0.07142857142857142,N2 S1 O1,de-protonated,0,-9999,C14 H12 O1 N2 S1,14,12,1,2,-9999,1,-9999,-9999,-9999
72,265.144506,265.1445342221814,265.1445327350191,1124977.6,-9999,770834.8,17.34,-1,0.00560887412094341,0.9999942917369874,0,0.5999965750421924,5,1.4666666666666666,0.26666666666666666,O4,de-protonated,0,-9999,C15 H22 O4,15,22,4,-9999,-9999,-9999,-9999,-9999,-9999
84,269.129709,269.1297339921514,269.1295513758191,1528930.6,-9999,594163.4,24.09,-1,0.6785443342584152,0.9198514934904248,0,0.5519108960942549,9,1.125,0.125,N2 O2,de-protonated,0,-9999,C16 H18 O2 N2,16,18,2,2,-9999,-9999,-9999,-9999,-9999
101,277.057722,277.05774056645106,277.05784298554903,1768046.6,-9999,452723.7,27.93,-1,-0.3696668423710293,0.9755092744870848,0,0.5853055646922508,9,0.9090909090909092,0.4545454545454546,N4 O5,de-protonated,0,-9999,C11 H10 O5 N4,11,10,5,4,-9999,-9999,-9999,-9999,-9999
103,277.07051,277.07052855608634,277.07073014511906,1066480,-9999,681951.5,16.06,-1,-0.7275724599540372,0.908416793307759,0,0.5450500759846554,4,1.875,0.625,N4 P1 O5,de-protonated,0,-9999,C8 H15 O5 N4 P1,8,15,5,4,1,-9999,-9999,-9999,-9999
106,279.049724,279.049740951922,279.0499947002291,984005.2,-9999,756269.9,14.55,-1,-0.9093291952036484,0.86067680689648,0,0.5164060841378879,4,1.8571428571428572,0.8571428571428571,N4 P1 O6,de-protonated,0,-9999,C7 H13 O6 N4 P1,7,13,6,4,1,-9999,-9999,-9999,-9999
107,279.05544,279.0554569472891,279.0557349852691,2713925.8,-9999,657623.4,43.59,-1,-0.9963528613340068,0.8351636687718789,0,0.5010982012631273,8,1.0909090909090908,0.2727272727272727,N4 S1 O3,de-protonated,0,-9999,C11 H12 O3 N4 S1,11,12,3,4,-9999,1,-9999,-9999,-9999
108,279.122538,279.1225548929058,279.1227657189291,1183821,-9999,587937.3,17.9,-1,-0.7553164743218993,0.901660680312652,0,0.5409964081875912,2,2.3333333333333335,0.4444444444444444,N4 P1 O4,de-protonated,0,-9999,C9 H21 O4 N4 P1,9,21,4,4,1,-9999,-9999,-9999,-9999
109,279.158878,279.158894863452,279.1591512282791,1069392.9,-9999,577966.8,15.98,-1,-0.918346491378144,0.8581068833604605,0,0.5148641300162763,1,2.5,0.3,N4 P1 O3,de-protonated,0,-9999,C10 H25 O3 N4 P1,10,25,3,4,1,-9999,-9999,-9999,-9999
111,281.065397,281.06541231820734,281.0656447646891,836634,-9999,664015,12.07,-1,-0.8270184781334278,0.8832883590685779,0,0.5299730154411467,3,2.142857142857143,0.8571428571428571,N4 P1 O6,de-protonated,0,-9999,C7 H15 O6 N4 P1,7,15,6,4,1,-9999,-9999,-9999,-9999
112,281.101819,281.1018342886871,281.10203027403907,1077405.8,-9999,573492.5,16.11,-1,-0.6972036160259236,0.915576905199828,0,0.5493461431198968,2,2.375,0.625,N4 P1 O5,de-protonated,0,-9999,C8 H19 O5 N4 P1,8,19,5,4,1,-9999,-9999,-9999,-9999
116,283.081173,283.0811866844092,283.08129482914904,1182699,-9999,688688.9,17.74,-1,-0.3820271484409597,0.973866077977247,0,0.5843196467863482,2,2.4285714285714284,0.8571428571428571,N4 P1 O6,de-protonated,0,-9999,C7 H17 O6 N4 P1,7,17,6,4,1,-9999,-9999,-9999,-9999
124,285.124256,285.1242680284787,285.12446599538913,990523.6,-9999,529018.6,14.53,-1,-0.6943175140837959,0.9162443392779968,0,0.549746603566798,9,1.125,0.1875,N2 O3,de-protonated,0,-9999,C16 H18 O3 N2,16,18,3,2,-9999,-9999,-9999,-9999,-9999
133,287.031232,287.0312424828636,287.03095953179906,1023996,-9999,691807.7,14.96,-1,0.9857858713564848,0.8383437359304023,0,0.5030062415582414,11,0.6153846153846154,0.4615384615384616,N2 O6,de-protonated,0,-9999,C13 H8 O6 N2,13,8,6,2,-9999,-9999,-9999,-9999,-9999
144,291.086365,291.0863721961549,291.0863802095791,929551.8,-9999,650905,13.28,-1,-0.02752936833620985,0.9998624956425372,0,0.5999174973855222,4,1.8888888888888888,0.5555555555555556,N4 P1 O5,de-protonated,0,-9999,C9 H17 O5 N4 P1,9,17,5,4,1,-9999,-9999,-9999,-9999
145,291.19551,291.19551710769224,291.1955367376291,969754.6,-9999,801165.9,13.94,-1,-0.06741153062967133,0.9991757799668022,0,0.5995054679800813,1,2.4166666666666665,0.16666666666666666,N4 P1 O2,de-protonated,0,-9999,C12 H29 O2 N4 P1,12,29,2,4,1,-9999,-9999,-9999,-9999
148,292.985552,292.98555765685285,292.9856631086991,1229643.6,-9999,722030.6,18.2,-1,-0.3599215235774608,0.9767686039271578,0,0.5860611623562947,10,0.5833333333333334,0.5833333333333334,P1 O7,de-protonated,0,-9999,C12 H7 O7 P1,12,7,7,-9999,1,-9999,-9999,-9999,-9999
149,293.065731,293.06573659186733,293.0656447646891,1031379.6,-9999,752203.2,14.95,-1,0.313333138326397,0.9823435283201616,0,0.5894061169920969,4,1.875,0.75,N4 P1 O6,de-protonated,0,-9999,C8 H15 O6 N4 P1,8,15,6,4,1,-9999,-9999,-9999,-9999
150,293.113331,293.1133365532873,293.1134470813591,1377112.3,-9999,574808.5,20.61,-1,-0.3770829106857598,0.9745295231664208,0,0.5847177138998524,6,1.4375,0.0625,S1 P1 O1,de-protonated,0,-9999,C16 H23 O1 P1 S1,16,23,1,-9999,1,1,-9999,-9999,-9999
151,293.138474,293.13847953290866,293.13841578338906,956634.8,-9999,517487.1,13.72,-1,0.2174724163227019,0.9914552359277186,0,0.5948731415566311,2,2.3,0.4,N4 P1 O4,de-protonated,0,-9999,C10 H23 O4 N4 P1,10,23,4,4,1,-9999,-9999,-9999,-9999
152,293.16787,293.1678755090831,293.1675906554491,1687773.6,-9999,553900.2,25.7,-1,0.9716409422235576,0.8425660802091258,0,0.5055396481254755,5,1.588235294117647,0.1176470588235294,P1 O2,de-protonated,0,-9999,C17 H27 O2 P1,17,27,2,-9999,1,-9999,-9999,-9999,-9999
154,293.172082,293.1720875056692,293.1718101119391,2651102,-9999,578994.9,41.47,-1,0.9461814557380448,0.8500640048965472,0,0.5100384029379283,1,2.1666666666666665,0.5,N2 O6,de-protonated,0,-9999,C12 H26 O6 N2,12,26,6,2,-9999,-9999,-9999,-9999,-9999
155,293.172637,293.1726425052194,293.1726794918091,2435806,-9999,665408.8,37.95,-1,-0.12615974229091423,0.9971161780250068,0,0.598269706815004,0,2.3076923076923075,0.07692307692307693,N2 S2 O1,de-protonated,0,-9999,C13 H30 O1 N2 S2,13,30,1,2,-9999,2,-9999,-9999,-9999
157,293.174865,293.1748705034136,293.17480129273906,36839136,-9999,592349,601.31,-1,0.23607306715328857,0.9825422070510288,0.9564206552589426,0.9720935863341944,1,2.4545454545454546,0.2727272727272727,N4 P1 O3,de-protonated,0,-9999,C11 H27 O3 N4 P1,11,27,3,4,1,-9999,-9999,-9999,-9999
159,294.177558,294.1775626907251,294.1774443202591,1749185.4,-9999,497198.1,26.7,-1,0.4023777766900309,0.9710493663481944,0,0.5826296198089167,0,2.5,0.08333333333333333,N3 S1 P1 O1,de-protonated,0,-9999,C12 H30 O1 N3 P1 S1,12,30,1,3,1,1,-9999,-9999,-9999
