Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,17O,34S
149,275.095628,275.09564026613396,275.0958684645291,3962475.8,-9999,554109.1,64.59,-1,-0.8295231636679238,0.8826236242449604,0,0.5295741745469762,3,1.6666666666666667,0.4166666666666667,S1 O5,de-protonated,0,-9999,C12 H20 O5 S1,12,20,5,-9999,-9999,1,-9999,N/A,-9999,-9999
149,275.095628,275.09564026613396,275.0954883420091,3962475.8,-9999,554109.1,64.59,-1,0.55225960180536815,0.9461632500956436,0,0.5676979500573861,8,1.2142857142857142,0.14285714285714285,N2 P1 O2,de-protonated,0,-9999,C14 H17 O2 N2 P1,14,17,2,2,1,-9999,-9999,N/A,-9999,-9999
150,275.113391,275.1134032668642,275.1136265292691,1581038.1,-9999,601729.8,24.59,-1,-0.8115279772776443,0.8873657374166595,0,0.5324194424499956,3,1.6666666666666667,0.5833333333333334,O7,de-protonated,0,-9999,C12 H20 O7,12,20,7,-9999,-9999,-9999,-9999,N/A,-9999,-9999
151,275.14974,275.14975226835855,275.1500120386191,884210.7,-9999,575495.4,12.89,-1,-0.9441041219750608,0.8506698950339807,0,0.5104019370203884,2,1.8461538461538465,0.4615384615384616,O6,de-protonated,0,-9999,C13 H24 O6,13,24,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
152,277.035168,277.0351803458693,277.0353762069691,948959.1,-9999,531589.9,13.97,-1,-0.7069894915610534,0.9132969103059904,0,0.5479781461835941,9,0.7692307692307693,0.5384615384615384,O7,de-protonated,0,-9999,C13 H10 O7,13,10,7,-9999,-9999,-9999,-9999,N/A,-9999,-9999
152,277.035168,277.0351803458693,277.0352140156391,948959.1,-9999,531589.9,13.97,-1,-0.12153606499890024,0.9973234071946672,0,0.5983940443168003,4,1.875,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H15 O1 N4 P1 S2,8,15,1,4,1,2,-9999,N/A,-9999,-9999
153,277.057447,277.0574593467852,277.0573749548991,1181793.9,-9999,643037.2,17.88,-1,0.30460075686067895,0.9833058151916344,0,0.5899834891149807,3,1.6363636363636365,0.3636363636363637,S2 O4,de-protonated,0,-9999,C11 H18 O4 S2,11,18,4,-9999,-9999,2,-9999,N/A,-9999,-9999
156,277.059462,277.05947434686806,277.0594967558291,19580258,-9999,542183.1,326.9,-1,-0.08088140388873472,0.998974359217952,0.989210095908025,0.995068653893981,4,1.6666666666666667,0.6666666666666666,N2 P1 O6,de-protonated,0,-9999,C9 H15 O6 N2 P1,9,15,6,2,1,-9999,-9999,N/A,-9999,-9999
157,277.060429,277.0604413469078,277.0603661356991,1212258.3,-9999,756840.4,18.39,-1,0.27146144988076076,0.9867178043090196,0,0.5920306825854118,3,1.9,0.1,N2 S2 P1 O1,de-protonated,0,-9999,C10 H19 O1 N2 P1 S2,10,19,1,2,1,2,-9999,N/A,-9999,-9999
158,277.061056,277.0610683469336,277.06121428886905,839010.4,-9999,802151.1,12.13,-1,-0.52674978638872,0.9509006213729772,0,0.5705403728237862,4,1.75,0.625,N4 S1 O5,de-protonated,0,-9999,C8 H14 O5 N4 S1,8,14,5,4,-9999,1,-9999,N/A,-9999,-9999
159,277.071651,277.0716633473691,277.0717617163191,1511395.6,-9999,654710.6,23.42,-1,-0.3550305861855649,0.9773885477828012,0,0.5864331286696808,8,1,0.42857142857142855,O6,de-protonated,0,-9999,C14 H14 O6,14,14,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
160,277.107867,277.107879348858,277.1081472256691,851176.2,-9999,839007.5,12.33,-1,-0.9666868830458076,0.8440354280779087,0,0.5064212568467452,7,1.2,0.3333333333333333,O5,de-protonated,0,-9999,C15 H18 O5,15,18,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
161,277.14435,277.1443623503578,277.1445327350191,2281324.8,-9999,551670.3,36.35,-1,-0.6147862978876286,0.9337180656504231,0,0.560230839390254,6,1.375,0.25,O4,de-protonated,0,-9999,C16 H22 O4,16,22,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
162,277.147678,277.14769035049466,277.14790403833905,2876909.3,-9999,496378.4,46.35,-1,-0.7710245730882441,0.8977466171291664,0,0.5386479702774998,1,2,0.3076923076923077,S1 O4,de-protonated,0,-9999,C13 H26 O4 S1,13,26,4,-9999,-9999,1,-9999,N/A,-9999,-9999
162,277.147678,277.14769035049466,277.1475239158191,2876909.3,-9999,496378.4,46.35,-1,0.6005273769935372,0.9366586090726168,0,0.56199516544357,6,1.5333333333333334,0.06666666666666667,N2 P1 O1,de-protonated,0,-9999,C15 H23 O1 N2 P1,15,23,1,2,1,-9999,-9999,N/A,-9999,-9999
163,277.180661,277.1806733518506,277.1809182443691,1285489.3,-9999,554747.2,19.62,-1,-0.8835114625924845,0.8679358396636556,0,0.5207615037981933,5,1.5294117647058822,0.17647058823529413,O3,de-protonated,0,-9999,C17 H26 O3,17,26,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
164,278.06282,278.06283238811653,278.06285159089913,2163422.5,-9999,549506.8,34.09,-1,-0.06905914431278158,0.9991350155159155,0.989210095908025,0.9951650476727594,4,1.875,0.75,13C1 N2 P1 O6,de-protonated,1,156,C8 H15 O6 N2 P1 13C1,8,15,6,2,1,-9999,1,N/A,-9999,-9999
166,279.03872,279.0387324282362,279.0387613109391,1943126.8,-9999,540690.1,30.42,-1,-0.10350785235353203,0.9980578697457756,0,0.5988347218474654,4,1.625,0.875,N2 P1 O7,de-protonated,0,-9999,C8 H13 O7 N2 P1,8,13,7,2,1,-9999,-9999,N/A,-9999,-9999
167,279.050844,279.05085642873456,279.05102627142907,1331928.3,-9999,577064.8,20.23,-1,-0.6086438626419434,0.9349921127570316,0,0.5609952676542189,8,0.9230769230769232,0.5384615384615384,O7,de-protonated,0,-9999,C13 H12 O7,13,12,7,-9999,-9999,-9999,-9999,N/A,-9999,-9999
167,279.050844,279.05085642873456,279.0508640800991,1331928.3,-9999,577064.8,20.23,-1,-0.02741924680241608,0.9998635934428453,0,0.5999181560657071,3,2.125,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H17 O1 N4 P1 S2,8,17,1,4,1,2,-9999,N/A,-9999,-9999
168,279.055726,279.0557384289353,279.0557349852691,1152856.9,-9999,839810.1,17.25,-1,0.01234042430174177,0.9999723682740648,0,0.5999834209644389,8,1.0909090909090908,0.2727272727272727,N4 S1 O3,de-protonated,0,-9999,C11 H12 O3 N4 S1,11,12,3,4,-9999,1,-9999,N/A,-9999,-9999
169,279.055998,279.0560104289465,279.0557349852691,1770072.9,-9999,936854.5,27.53,-1,0.9870561426792872,0.8379626121771675,0,0.5027775673063005,8,1.0909090909090908,0.2727272727272727,N4 S1 O3,de-protonated,0,-9999,C11 H12 O3 N4 S1,11,12,3,4,-9999,1,-9999,N/A,-9999,-9999
170,279.056515,279.05652742896774,279.05638643394906,6335577,-9999,524363.5,103.59,-1,0.5052563766210768,0.4773677464996959,0.8295321147073604,0.6182334937827617,17,0.42105263157894735,0.05263157894736842,N2 O1,de-protonated,0,-9999,C19 H8 O1 N2,19,8,1,2,-9999,-9999,-9999,N/A,-9999,-9999
171,279.098433,279.098445430691,279.0986451700691,893534.1,-9999,698668.8,12.93,-1,-0.7156587162298913,0.9112553710140614,0,0.5467532226084368,7,1.2307692307692308,0.38461538461538464,N2 O5,de-protonated,0,-9999,C13 H16 O5 N2,13,16,5,2,-9999,-9999,-9999,N/A,-9999,-9999
172,279.123583,279.12359543172494,279.12379729012906,1092961.1,-9999,565399.1,16.25,-1,-0.723185934287843,0.9094663490610694,0,0.5456798094366416,6,1.3333333333333333,0.3333333333333333,O5,de-protonated,0,-9999,C15 H20 O5,15,20,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
173,279.159411,279.15942343319784,279.1591512282791,1230053.5,-9999,716856.7,18.54,-1,0.9750886458873128,0.8415405960962147,0,0.5049243576577288,1,2.5,0.3,N4 P1 O3,de-protonated,0,-9999,C10 H25 O3 N4 P1,10,25,3,4,1,-9999,-9999,N/A,-9999,-9999
174,279.159988,279.16000043322157,279.16018279947906,4270437.5,-9999,511554.5,69.19,-1,-0.6532674382925111,0.9193556074104476,0.9636270211461142,0.9370641729047142,5,1.5,0.25,O4,de-protonated,0,-9999,C16 H24 O4,16,24,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
175,279.163266,279.16327843335637,279.1635541027991,944166.1,-9999,528979.6,13.77,-1,-0.9874836405519136,0.8378342771940137,0,0.5027005663164082,0,2.1538461538461537,0.3076923076923077,S1 O4,de-protonated,0,-9999,C13 H28 O4 S1,13,28,4,-9999,-9999,1,-9999,N/A,-9999,-9999
175,279.163266,279.16327843335637,279.1631739802791,944166.1,-9999,528979.6,13.77,-1,0.3741649579590255,0.9749172239756884,0,0.584950334385413,5,1.6666666666666667,0.06666666666666667,N2 P1 O1,de-protonated,0,-9999,C15 H25 O1 N2 P1,15,25,1,2,1,-9999,-9999,N/A,-9999,-9999
176,280.163327,280.16333947446924,280.1635376345491,962272.3,-9999,798270.5,14.07,-1,-0.7073014622322885,0.9132237962354816,0.9636270211461142,0.9333850861997348,5,1.6,0.26666666666666666,13C1 O4,de-protonated,1,174,C15 H24 O4 13C1,15,24,4,-9999,-9999,-9999,1,N/A,-9999,-9999
177,281.030081,281.0300935101019,281.0302908265391,964169.7,-9999,832811.8,14.1,-1,-0.7021180408295317,0.9144351631928994,0,0.5486610979157396,8,0.8333333333333334,0.6666666666666666,O8,de-protonated,0,-9999,C12 H10 O8,12,10,8,-9999,-9999,-9999,-9999,N/A,-9999,-9999
177,281.030081,281.0300935101019,281.0301286352091,964169.7,-9999,832811.8,14.1,-1,-0.12498698053501577,0.9971694683668983,0,0.598301681020139,3,2.142857142857143,0.2857142857142857,N4 S2 P1 O2,de-protonated,0,-9999,C7 H15 O2 N4 P1 S2,7,15,2,4,1,2,-9999,N/A,-9999,-9999
178,281.066522,281.0665345116,281.0666763358891,1335054.1,-9999,534850,20.28,-1,-0.504593041489286,0.9548515450740928,0,0.5729109270444557,7,1.0769230769230769,0.5384615384615384,O7,de-protonated,0,-9999,C13 H14 O7,13,14,7,-9999,-9999,-9999,-9999,N/A,-9999,-9999
178,281.066522,281.0665345116,281.06651414455905,1335054.1,-9999,534850,20.28,-1,0.07246342039933816,0.999047676259608,0,0.5994286057557648,2,2.375,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H19 O1 N4 P1 S2,8,19,1,4,1,2,-9999,N/A,-9999,-9999
179,281.102922,281.1029345130964,281.1030618452391,1631442.5,-9999,552810.4,25.22,-1,-0.45297316178206254,0.9634540416930168,0,0.5780724250158101,6,1.2857142857142858,0.42857142857142855,O6,de-protonated,0,-9999,C14 H18 O6,14,18,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
180,281.139289,281.13930151459147,281.1394473545891,1587158.9,-9999,647689.4,24.48,-1,-0.5187461204783745,0.9523454954203608,0,0.5714072972522165,5,1.4666666666666666,0.3333333333333333,O5,de-protonated,0,-9999,C15 H22 O5,15,22,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
182,281.175714,281.17572651608896,281.1758328639391,5576539.5,-9999,461657.1,90.94,-1,-0.37822542944699583,0.973555574526218,0.9917508454807352,0.9808336829080248,4,1.625,0.25,O4,de-protonated,0,-9999,C16 H26 O4,16,26,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
184,282.179065,282.17907755733705,282.1791876990091,1028948.6,-9999,583369.3,15.05,-1,-0.3903252856851964,0.9727342075857068,0.9917508454807352,0.9803408627437182,4,1.7333333333333334,0.26666666666666666,13C1 O4,de-protonated,1,182,C15 H26 O4 13C1,15,26,4,-9999,-9999,-9999,1,N/A,-9999,-9999
185,283.045764,283.04577659296746,283.0459408909991,1024572.9,-9999,509851,14.98,-1,-0.5804641857903124,0.9406942813011664,0,0.5644165687806998,7,1,0.6666666666666666,O8,de-protonated,0,-9999,C12 H12 O8,12,12,8,-9999,-9999,-9999,-9999,N/A,-9999,-9999
185,283.045764,283.04577659296746,283.0457786996691,1024572.9,-9999,509851,14.98,-1,-0.00744297137665757,0.9999899481883276,0,0.5999939689129965,2,2.4285714285714284,0.2857142857142857,N4 S2 P1 O2,de-protonated,0,-9999,C7 H17 O2 N4 P1 S2,7,17,2,4,1,2,-9999,N/A,-9999,-9999
186,283.068303,283.06831559389406,283.0684076695791,2094143.6,-9999,446287.8,32.65,-1,-0.325277150409762,0.980984893120566,0,0.5885909358723397,7,1.2,0.6,N4 O6,de-protonated,0,-9999,C10 H12 O6 N4,10,12,6,4,-9999,-9999,-9999,N/A,-9999,-9999
187,283.082213,283.0822255944659,283.0823264003491,1509825.3,-9999,500599.8,23,-1,-0.35610094224620503,0.9772535678243244,0,0.5863521406945945,6,1.2307692307692308,0.5384615384615384,O7,de-protonated,0,-9999,C13 H16 O7,13,16,7,-9999,-9999,-9999,-9999,N/A,-9999,-9999
188,283.118596,283.11860859596163,283.1187119096991,2044741.6,-9999,568442.5,31.83,-1,-0.36491313747432513,0.9761275672052492,0,0.5856765403231495,5,1.4285714285714286,0.42857142857142855,O6,de-protonated,0,-9999,C14 H20 O6,14,20,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
189,283.15493,283.1549425974553,283.15509741904907,2049610,-9999,514299.6,31.91,-1,-0.5467731118543689,0.9471990186344196,0,0.5683194111806518,4,1.6,0.3333333333333333,O5,de-protonated,0,-9999,C15 H24 O5,15,24,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
190,283.184666,283.18467859867775,283.1849582529491,917485.6,-9999,493090.9,13.21,-1,-0.9875322230815136,0.8378196904324495,0,0.5026918142594697,3,1.8666666666666667,0.06666666666666667,N2 S1 O1,de-protonated,0,-9999,C15 H28 O1 N2 S1,15,28,1,2,-9999,1,-9999,N/A,-9999,-9999
195,283.191361,283.19137359895296,283.19148292839907,39799888,-9999,545228.9,655.54,-1,-0.3860619146231664,0.97173932297378,0.9974905661240376,0.9820398202338833,3,1.75,0.25,O4,de-protonated,0,-9999,C16 H28 O4,16,28,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
197,283.227716,283.22772860044756,283.2278684377491,1308626.8,-9999,607952.8,19.67,-1,-0.4937271968741813,0.9567328124577912,0,0.5740396874746747,2,1.8823529411764703,0.17647058823529413,O3,de-protonated,0,-9999,C17 H32 O3,17,32,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
200,284.194709,284.19472164020107,284.1948377634691,6750406.5,-9999,578062.3,109.57,-1,-0.4086044240935056,0.9701600387186504,0.9974905661240376,0.9810922496808052,3,1.8666666666666667,0.26666666666666666,13C1 O4,de-protonated,1,195,C15 H28 O4 13C1,15,28,4,-9999,-9999,-9999,1,N/A,-9999,-9999
201,285.061332,285.0613446758283,285.06159095545905,965037.9,-9999,711815,13.99,-1,-0.8639523476965554,0.8733352485625815,0,0.5240011491375489,6,1.1666666666666667,0.6666666666666666,O8,de-protonated,0,-9999,C12 H14 O8,12,14,8,-9999,-9999,-9999,-9999,N/A,-9999,-9999
202,285.061674,285.06168667584234,285.06159095545905,1011629.9,-9999,622814.9,14.76,-1,0.33578842721179186,0.9797488249910232,0,0.5878492949946139,6,1.1666666666666667,0.6666666666666666,O8,de-protonated,0,-9999,C12 H14 O8,12,14,8,-9999,-9999,-9999,-9999,N/A,-9999,-9999
203,285.08011,285.0801226766003,285.0802184000691,1674800.1,-9999,585571.1,25.72,-1,-0.33577730977008663,0.9797501522701516,0,0.587850091362091,5,1.3846153846153846,0.38461538461538464,S1 O5,de-protonated,0,-9999,C13 H18 O5 S1,13,18,5,-9999,-9999,1,-9999,N/A,-9999,-9999
203,285.08011,285.0801226766003,285.0798382775491,1674800.1,-9999,585571.1,25.72,-1,0.9976119424755516,0.8347833062538391,0,0.5008699837523034,10,1,0.13333333333333333,N2 P1 O2,de-protonated,0,-9999,C15 H15 O2 N2 P1,15,15,2,2,1,-9999,-9999,N/A,-9999,-9999
204,285.097863,285.09787567733014,285.0979764648091,2444338.3,-9999,576405.9,38.43,-1,-0.3535187454518049,0.9775785415775836,0,0.58654712494655,5,1.3846153846153846,0.5384615384615384,O7,de-protonated,0,-9999,C13 H18 O7,13,18,7,-9999,-9999,-9999,-9999,N/A,-9999,-9999
205,285.11649,285.11650267809586,285.11660390941904,899124.4,-9999,600951.5,12.9,-1,-0.35505236032329873,0.977385805763462,0,0.5864314834580772,4,1.5714285714285714,0.2857142857142857,S1 O4,de-protonated,0,-9999,C14 H22 O4 S1,14,22,4,-9999,-9999,1,-9999,N/A,-9999,-9999
205,285.11649,285.11650267809586,285.11622378689907,899124.4,-9999,600951.5,12.9,-1,0.978166703673546,0.8406230501435643,0,0.5043738300861386,9,1.1875,0.0625,N2 P1 O1,de-protonated,0,-9999,C16 H19 O1 N2 P1,16,19,1,2,1,-9999,-9999,N/A,-9999,-9999
208,285.126033,285.1260456784882,285.1261197656691,9857334,-9999,495585.7,160.89,-1,-0.2598400348821912,0.993870456906662,0.9612289325358888,0.9808138471583528,4,1.6428571428571428,0.2857142857142857,P1 O4,de-protonated,0,-9999,C14 H23 O4 P1,14,23,4,-9999,1,-9999,-9999,N/A,-9999,-9999
211,285.134268,285.13428067882677,285.13436197415905,2853686.5,-9999,512736.5,45.19,-1,-0.28511236497923037,0.9853584520794054,0,0.5912150712476433,4,1.5714285714285714,0.42857142857142855,O6,de-protonated,0,-9999,C14 H22 O6,14,22,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
212,285.170689,285.170701680324,285.17074748350905,1643578.9,-9999,551931.1,25.2,-1,-0.16061670232328432,0.99532997531147,0,0.597197985186882,3,1.7333333333333334,0.3333333333333333,O5,de-protonated,0,-9999,C15 H26 O5,15,26,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
215,285.20705,285.2070626818188,285.2071329928591,22570304,-9999,503793.9,370.91,-1,-0.2465262336391507,0.9841815807398568,0.9980134511045918,0.9897143288857508,2,1.875,0.25,O4,de-protonated,0,-9999,C16 H30 O4,16,30,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
218,286.129468,286.12948071973983,286.12947460073906,2022956.9,-9999,478100.4,31.47,-1,0.02138542623502951,0.999917020343994,0.9612289325358888,0.984441785220752,4,1.7692307692307692,0.3076923076923077,13C1 P1 O4,de-protonated,1,208,C13 H23 O4 P1 13C1,13,23,4,-9999,1,-9999,1,N/A,-9999,-9999
218,286.129468,286.12948071973983,286.1296109463591,2022956.9,-9999,478100.4,31.47,-1,-0.4551315707301746,0.9631114496462092,0,0.5778668697877256,4,1.6153846153846154,0.4615384615384616,N1 O6,de-protonated,0,-9999,C13 H21 O6 N1,13,21,6,1,-9999,-9999,-9999,N/A,-9999,-9999
220,286.210378,286.21039072306604,286.21048782792906,3967670.5,-9999,527643,63.59,-1,-0.33927779430173755,0.9793301579145364,0.9980134511045918,0.9868034751905584,2,2,0.26666666666666666,13C1 O4,de-protonated,1,215,C15 H30 O4 13C1,15,30,4,-9999,-9999,-9999,1,N/A,-9999,-9999
221,287.032328,287.0323407568568,287.0326133020791,1302552,-9999,650535.4,19.4,-1,-0.949527021170789,0.8490863250359422,0,0.5094517950215652,6,1.181818181818182,0.6363636363636364,P1 O7,de-protonated,0,-9999,C11 H13 O7 P1,11,13,7,-9999,1,-9999,-9999,N/A,-9999,-9999
222,287.055088,287.0551007577925,287.0550800806591,1166490.6,-9999,583545.7,17.17,-1,0.07203193691875036,0.9990589783965588,0,0.5994353870379352,6,1.4444444444444444,0.5555555555555556,N4 P1 O5,de-protonated,0,-9999,C9 H13 O5 N4 P1,9,13,5,4,1,-9999,-9999,N/A,-9999,-9999
223,287.077131,287.0771437586987,287.0772410199191,1380381.3,-9999,703226.1,20.67,-1,-0.338798088082526,0.9793879607868754,0,0.5876327764721252,5,1.3333333333333333,0.6666666666666666,O8,de-protonated,0,-9999,C12 H16 O8,12,16,8,-9999,-9999,-9999,-9999,N/A,-9999,-9999
224,287.113605,287.1136177601981,287.1136265292691,1988769.6,-9999,489916.9,30.64,-1,-0.03054216227687104,0.9998307546929336,0,0.59989845281576,4,1.5384615384615383,0.5384615384615384,O7,de-protonated,0,-9999,C13 H20 O7,13,20,7,-9999,-9999,-9999,-9999,N/A,-9999,-9999
225,287.149904,287.1499167616904,287.1500120386191,2422053.8,-9999,504322.8,37.73,-1,-0.3318019316770531,0.9802220577295904,0,0.5881332346377542,3,1.7142857142857142,0.42857142857142855,O6,de-protonated,0,-9999,C14 H24 O6,14,24,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
