Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,17O,18O,34S
161,287.031547,287.0315638329967,287.0318289116691,1367551.1,-9999,798558,20.79,-1,-0.9235166475783552,0.8566254535379367,0,0.5139752721227621,10,0.8571428571428571,0.07142857142857142,N2 S2 O1,de-protonated,0,-9999,C14 H12 O1 N2 S2,14,12,1,2,-9999,2,-9999,-9999,N/A,-9999,-9999
162,287.054453,287.05446983703837,287.0546120500091,1353601.3,-9999,725650.4,20.56,-1,-0.49542130577085136,0.956441954269555,0,0.573865172561733,0,2.3333333333333335,0.4444444444444444,S2 P1 O4,de-protonated,0,-9999,C9 H21 O4 P1 S2,9,21,4,-9999,1,2,-9999,-9999,N/A,-9999,-9999
173,292.982365,292.98238288297733,292.98250973656906,6993158.5,-9999,722161,113.51,-1,-0.4329732578147187,0.9665565898234966,0,0.579933953894098,5,1.375,0.5,N2 S2 P1 O4,de-protonated,0,-9999,C8 H11 O4 N2 P1 S2,8,11,4,2,1,2,-9999,-9999,N/A,-9999,-9999
174,292.985904,292.98592188360175,292.9856631086991,1894918.9,-9999,618365.6,29.34,-1,0.8832340118685849,0.8680130402527071,0,0.5208078241516242,10,0.5833333333333334,0.5833333333333334,P1 O7,de-protonated,0,-9999,C12 H7 O7 P1,12,7,7,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
176,293.172495,293.17251291652445,293.1726794918091,2657559,-9999,784233.9,41.93,-1,-0.5681814722325796,0.9431055118620836,0,0.5658633071172501,0,2.3076923076923075,0.07692307692307693,N2 S2 O1,de-protonated,0,-9999,C13 H30 O1 N2 S2,13,30,1,2,-9999,2,-9999,-9999,N/A,-9999,-9999
178,293.174591,293.1746089168943,293.17480129273906,19821848,-9999,519888.7,325.31,-1,-0.6561813769187456,0.9422828707378496,0.9945304404828692,0.9631818986358576,1,2.4545454545454546,0.2727272727272727,N4 P1 O3,de-protonated,0,-9999,C11 H27 O3 N4 P1,11,27,3,4,1,-9999,-9999,-9999,N/A,-9999,-9999
182,293.178544,293.1785619175917,293.1788240447391,5765911.5,-9999,582689.9,93.25,-1,-0.8940862227482769,0.8660453180856355,0.9923338780767872,0.916560742082096,5,1.6875,0.0625,N2 P1 O1,de-protonated,0,-9999,C16 H27 O1 N2 P1,16,27,1,2,1,-9999,-9999,-9999,N/A,-9999,-9999
183,294.177998,294.1780160939385,294.1781561278091,2223342,-9999,521889.2,34.76,-1,-0.4760172285960985,0.959718858004233,0.9945304404828692,0.9736434909956876,1,2.7,0.3,13C1 N4 P1 O3,de-protonated,1,178,C10 H27 O3 N4 P1 13C1,10,27,3,4,1,-9999,1,-9999,N/A,-9999,-9999
185,294.1819,294.18191809462695,294.1821788798091,937518.2,-9999,506696.7,13.53,-1,-0.8864751194054962,0.8671101199206522,0.9923338780767872,0.9171996231831062,5,1.8,0.06666666666666667,13C1 N2 P1 O1,de-protonated,1,182,C15 H27 O1 N2 P1 13C1,15,27,1,2,1,-9999,1,-9999,N/A,-9999,-9999
190,297.061126,297.06114460264644,297.06142876412906,930279.3,-9999,817137.5,13.3,-1,-0.9565748195833624,0.8470191557226807,0,0.5082114934336084,2,2.375,0.25,N4 S2 P1 O2,de-protonated,0,-9999,C8 H19 O2 N4 P1 S2,8,19,2,4,1,2,-9999,-9999,N/A,-9999,-9999
194,297.149512,297.14953061824156,297.1496181154491,873710.9,-9999,645083,12.38,-1,-0.29445505624936696,0.9843908189954872,0,0.5906344913972924,9,1.1578947368421053,0.15789473684210523,O3,de-protonated,0,-9999,C19 H22 O3,19,22,3,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
195,297.149742,297.14976061828213,297.1496181154491,1132399,-9999,702231.6,16.61,-1,0.47956593032508354,0.9591285179691484,0,0.575477110781489,9,1.1578947368421053,0.15789473684210523,O3,de-protonated,0,-9999,C19 H22 O3,19,22,3,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
200,297.155402,297.15542061928073,297.1554913422191,861295.4,-9999,618097.6,12.17,-1,-0.23799976916827892,0.9897746782841136,0,0.5938648069704682,0,2.1666666666666665,0.6666666666666666,O8,de-protonated,0,-9999,C12 H26 O8,12,26,8,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
205,298.155899,298.1559177958115,298.1561004769391,2246342.3,-9999,741189,34.87,-1,-0.612702967786878,0.9341514229781246,0,0.5604908537868747,9,1.2352941176470589,0.1176470588235294,N3 O2,de-protonated,0,-9999,C17 H21 O2 N3,17,21,2,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
216,301.04769,301.047709306048,301.0474789761291,2689987.5,-9999,700521.3,41.8,-1,0.7650949930991154,0.8992315796564025,0,0.5395389477938415,10,0.9333333333333332,0.06666666666666667,N2 S2 O1,de-protonated,0,-9999,C15 H14 O1 N2 S2,15,14,1,2,-9999,2,-9999,-9999,N/A,-9999,-9999
224,303.181136,303.18115568247975,303.1813121675391,892289.1,-9999,741551.3,12.57,-1,-0.5161434859445929,0.952811040458532,0,0.5716866242751192,2,1.8666666666666667,0.4,O6,de-protonated,0,-9999,C15 H28 O6,15,28,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
225,303.217432,303.2174516888839,303.2176976768891,1179780.4,-9999,666422,17.25,-1,-0.8112587328338696,0.8874360902984741,0,0.5324616541790844,1,2,0.3125,O5,de-protonated,0,-9999,C16 H32 O5,16,32,5,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
228,305.175634,305.1756540343951,305.1758328639391,1103413.3,-9999,693034.7,16,-1,-0.5859885506185168,0.9395950275465398,0,0.5637570165279239,6,1.4444444444444444,0.2222222222222222,O4,de-protonated,0,-9999,C18 H26 O4,18,26,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
229,305.188689,305.1887090366986,305.18872002350906,1296182.5,-9999,754621,19.14,-1,-0.03600005425893929,0.999764869441208,0,0.5998589216647249,1,2.066666666666667,0.26666666666666666,P1 O4,de-protonated,0,-9999,C15 H31 O4 P1,15,31,4,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
232,306.981436,306.98145635301637,306.9812498894591,3828187.5,-9999,495770.3,59.82,-1,0.6725608073810315,0.9212018129021244,0,0.5527210877412746,6,1.1428571428571428,0.8571428571428571,N4 S2 O6,de-protonated,0,-9999,C7 H8 O6 N4 S2,7,8,6,4,-9999,2,-9999,-9999,N/A,-9999,-9999
237,307.191358,307.1913783900556,307.19148292839907,1683694.9,-9999,615460.1,25.23,-1,-0.3403035216595555,0.9792062985461256,0,0.5875237791276754,5,1.5555555555555556,0.2222222222222222,O4,de-protonated,0,-9999,C18 H28 O4,18,28,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
240,308.990773,308.9907937075499,308.9910267271491,1267224.1,-9999,657440.7,18.51,-1,-0.7541306349936505,0.901953574826833,0,0.5411721448960998,14,0.42857142857142855,0.07142857142857142,N4 S2 O1,de-protonated,0,-9999,C14 H6 O1 N4 S2,14,6,1,4,-9999,2,-9999,-9999,N/A,-9999,-9999
242,309.061534,309.06155472003525,309.06159095545905,864670.9,-9999,774946,12.02,-1,-0.11724337435251404,0.99750891267635,0,0.59850534760581,8,1,0.5714285714285714,O8,de-protonated,0,-9999,C14 H14 O8,14,14,8,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
242,309.061534,309.06155472003525,309.06142876412906,864670.9,-9999,774946,12.02,-1,0.4075432728331637,0.9703125062567574,0,0.5821875037540544,3,2.111111111111111,0.2222222222222222,N4 S2 P1 O2,de-protonated,0,-9999,C9 H19 O2 N4 P1 S2,9,19,2,4,1,2,-9999,-9999,N/A,-9999,-9999
243,309.097909,309.0979297264534,309.0979764648091,865698.3,-9999,661132.6,12.04,-1,-0.1512088698901175,0.9958599288610064,0,0.5975159573166038,7,1.2,0.4666666666666667,O7,de-protonated,0,-9999,C15 H18 O7,15,18,7,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
243,309.097909,309.0979297264534,309.09781427347906,865698.3,-9999,661132.6,12.04,-1,0.3735159842946349,0.975003062861982,0,0.5850018377171893,2,2.3,0.1,N4 S2 P1 O1,de-protonated,0,-9999,C10 H23 O1 N4 P1 S2,10,23,1,4,1,2,-9999,-9999,N/A,-9999,-9999
244,309.147368,309.14738873518,309.1472491337291,1859751,-9999,730352.4,28.07,-1,0.4515694424931474,0.963676037185031,0,0.5782056223110186,1,2.076923076923077,0.4615384615384616,P1 O6,de-protonated,0,-9999,C13 H27 O6 P1,13,27,6,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
246,309.170698,309.1707187392965,309.17074748350905,3565737.3,-9999,658196.7,55.58,-1,-0.0929719670790124,0.9984328255676976,0,0.5990596953406185,5,1.5294117647058822,0.29411764705882354,O5,de-protonated,0,-9999,C17 H26 O5,17,26,5,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
248,309.174052,309.1740727398883,309.17411878682907,3818665.5,-9999,668655.8,59.66,-1,-0.14893530209429062,0.9959832441137522,0,0.5975899464682513,0,2.142857142857143,0.35714285714285715,S1 O5,de-protonated,0,-9999,C14 H30 O5 S1,14,30,5,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
250,309.207075,309.2070957457149,309.2071329928591,4232876.5,-9999,701309.7,66.34,-1,-0.1204601712041182,0.49868526212350506,0.8370420509349343,0.6340279776480768,4,1.6666666666666667,0.2222222222222222,O4,de-protonated,0,-9999,C18 H30 O4,18,30,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
251,311.113658,311.11367908211827,311.1136265292691,1009508.8,-9999,730315.7,14.35,-1,0.16891850662330507,0.994836020250004,0,0.5969016121500024,6,1.3333333333333333,0.4666666666666667,O7,de-protonated,0,-9999,C15 H20 O7,15,20,7,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
251,311.113658,311.11367908211827,311.1134643379391,1009508.8,-9999,730315.7,14.35,-1,0.6902439263818736,0.9171824987816732,0,0.5503094992690039,1,2.5,0.1,N4 S2 P1 O1,de-protonated,0,-9999,C10 H25 O1 N4 P1 S2,10,25,1,4,1,2,-9999,-9999,N/A,-9999,-9999
252,311.150007,311.1500280885318,311.1500120386191,1792616.4,-9999,722493.1,26.98,-1,0.05158255543511923,0.9995173251138544,0,0.5997103950683126,5,1.5,0.375,O6,de-protonated,0,-9999,C16 H24 O6,16,24,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
259,311.168661,311.1686820918232,311.16863948322913,47682412,-9999,683016.3,767.13,-1,0.1369308749829101,0.7421393339319639,0.9872165172425076,0.8401702072561813,4,1.6470588235294117,0.17647058823529413,S1 O3,de-protonated,0,-9999,C17 H28 O3 S1,17,28,3,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
261,311.171312,311.171333092291,311.17114140667906,2813034.5,-9999,415237.1,43.44,-1,0.6160134614578899,0.9334622070987916,0,0.5600773242592749,0,2.1538461538461537,0.6153846153846154,O8,de-protonated,0,-9999,C13 H28 O8,13,28,8,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
264,311.186424,311.1864450949573,311.1863975479691,1028203.9,-9999,774433.5,14.65,-1,0.15279263045034217,0.995772933044912,0,0.5974637598269472,4,1.6470588235294117,0.29411764705882354,O5,de-protonated,0,-9999,C17 H28 O5,17,28,5,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
267,311.222802,311.222823101376,311.2227830573191,6133615.5,-9999,659743.5,97,-1,0.12866685564923272,0.9948912895507438,0.9831246038665518,0.990184615277067,3,1.7777777777777777,0.2222222222222222,O4,de-protonated,0,-9999,C18 H32 O4,18,32,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
272,312.172054,312.17207526886494,312.17199431829914,8657869,-9999,661543.2,136.58,-1,0.2593139912482223,0.7399566434990397,0.9872165172425076,0.8388605929964268,4,1.75,0.1875,13C1 S1 O3,de-protonated,1,259,C16 H28 O3 S1 13C1,16,28,3,-9999,-9999,1,1,-9999,N/A,-9999,-9999
274,312.226179,312.2262002784149,312.2261378923891,1049298.4,-9999,781354.6,14.87,-1,0.1998103882418414,0.9927819838590942,0.9831246038665518,0.9889190318620772,3,1.8823529411764703,0.2352941176470588,13C1 O4,de-protonated,1,267,C17 H32 O4 13C1,17,32,4,-9999,-9999,-9999,1,-9999,N/A,-9999,-9999
275,312.984029,312.9840504121323,312.9842238136791,1086622.1,-9999,576424.4,15.47,-1,-0.554026476630702,0.9458277318670516,0,0.5674966391202309,13,0.5,0.21428571428571427,N2 S1 P1 O3,de-protonated,0,-9999,C14 H7 O3 N2 P1 S1,14,7,3,2,1,1,-9999,-9999,N/A,-9999,-9999
276,312.984701,312.98472241225085,312.9846039361991,2094366.1,-9999,659145.9,31.59,-1,0.3785363568973873,0.9743353418035278,0,0.5846012050821167,8,0.8333333333333334,0.5,S2 O6,de-protonated,0,-9999,C12 H10 O6 S2,12,10,6,-9999,-9999,2,-9999,-9999,N/A,-9999,-9999
277,313.048123,313.0481444234412,313.04826336653906,1409572.5,-9999,707253.7,20.63,-1,-0.3799513102757305,0.9741456228796064,0,0.5844873737277638,7,1.1538461538461535,0.5384615384615384,P1 O7,de-protonated,0,-9999,C13 H15 O7 P1,13,15,7,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
278,313.056642,313.05666342494436,313.0565055750291,909989.4,-9999,668595.3,12.64,-1,0.5042218015888438,0.9549164339948244,0,0.5729498603968947,7,1.0769230769230769,0.6923076923076923,O9,de-protonated,0,-9999,C13 H14 O9,13,14,9,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
279,313.092971,313.09299243135433,313.0928910843791,1123113,-9999,773617,16.05,-1,0.32369618761636965,0.9811675369810572,0,0.5887005221886343,6,1.2857142857142858,0.5714285714285714,O8,de-protonated,0,-9999,C14 H18 O8,14,18,8,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
281,313.129368,313.12938943777635,313.12927659372906,2427948.8,-9999,679423,36.92,-1,0.3603752690309995,0.9767106802119008,0,0.5860264081271405,5,1.4666666666666666,0.4666666666666667,O7,de-protonated,0,-9999,C15 H22 O7,15,22,7,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
283,313.164507,313.1645284439764,313.1644353128291,2213424.3,-9999,687641.8,33.49,-1,0.2973873684492496,0.7390086536002041,0.9872165172425076,0.8382917990571255,4,1.6470588235294117,0.17647058823529413,34S1 O3,de-protonated,1,259,C17 H28 O3 34S1,17,28,3,-9999,-9999,-9999,-9999,-9999,N/A,-9999,1
284,313.16578,313.165801444201,313.1656621030791,1383472.4,-9999,686857.3,20.21,-1,0.44494380692450264,0.9647152469222912,0,0.5788291481533747,4,1.625,0.375,O6,de-protonated,0,-9999,C16 H26 O6,16,26,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
285,313.202161,313.20218245062017,313.2020476124291,1234484,-9999,737380.3,17.83,-1,0.4305150368164786,0.966928931911963,0,0.5801573591471778,3,1.7647058823529411,0.29411764705882354,O5,de-protonated,0,-9999,C17 H30 O5,17,30,5,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
289,313.23854,313.238561457039,313.23843312177905,18515000,-9999,670508,294.26,-1,0.4097047053433744,0.962115918040016,0.9945623180669428,0.9750944780507868,2,1.8888888888888888,0.2222222222222222,O4,de-protonated,0,-9999,C18 H34 O4,18,34,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
291,313.241124,313.24114545749495,313.2414243025791,1185080,-9999,508036.7,17.04,-1,-0.8901922367847219,0.8660716825724479,0,0.5196430095434688,2,2.0588235294117645,0.0588235294117647,N2 P1 O1,de-protonated,0,-9999,C17 H35 O1 N2 P1,17,35,1,2,1,-9999,-9999,-9999,N/A,-9999,-9999
292,313.24159,313.2416114575771,313.2414243025791,1045816,-9999,417897.1,14.81,-1,0.5974784414898638,0.9372796014200144,0,0.5623677608520087,2,2.0588235294117645,0.0588235294117647,N2 P1 O1,de-protonated,0,-9999,C17 H35 O1 N2 P1,17,35,1,2,1,-9999,-9999,-9999,N/A,-9999,-9999
295,314.241926,314.2419476340795,314.24178795684907,3461789.8,-9999,679568,53.46,-1,0.5081349348239408,0.9542302804197724,0.9945623180669428,0.9703630954786406,2,2,0.2352941176470588,13C1 O4,de-protonated,1,289,C17 H34 O4 13C1,17,34,4,-9999,-9999,-9999,1,-9999,N/A,-9999,-9999
296,315.063839,315.0638607791003,315.0639134309991,1967858.4,-9999,734188.1,29.56,-1,-0.16711497743627632,0.994945424687785,0,0.596967254812671,6,1.3076923076923077,0.5384615384615384,P1 O7,de-protonated,0,-9999,C13 H17 O7 P1,13,17,7,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
297,315.145098,315.14511979343797,315.1449266581891,1479674.8,-9999,632239.9,21.75,-1,0.6128458132777881,0.9341217499855088,0,0.5604730499913053,4,1.6,0.4666666666666667,O7,de-protonated,0,-9999,C15 H24 O7,15,24,7,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
298,315.181485,315.1815067998582,315.1813121675391,2009342.5,-9999,728091.8,30.22,-1,0.6175249343600314,0.933146466705444,0,0.5598878800232664,3,1.75,0.375,O6,de-protonated,0,-9999,C16 H28 O6,16,28,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
299,315.217867,315.21788880627753,315.2176976768891,1491970.4,-9999,681697.6,21.95,-1,0.6063409188286565,0.9354669296988788,0,0.5612801578193272,2,1.8823529411764703,0.29411764705882354,O5,de-protonated,0,-9999,C17 H32 O5,17,32,5,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
300,315.254233,315.25425481269406,315.2540831862391,1538054.1,-9999,801519.9,22.68,-1,0.5444067630679484,0.9476429051117128,0,0.5685857430670276,1,2,0.2222222222222222,O4,de-protonated,0,-9999,C18 H36 O4,18,36,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
301,316.151607,316.1516289710295,316.1514090196791,1556068.3,-9999,666985,22.97,-1,0.6957152305107528,0.9159213912150098,0,0.5495528347290058,4,1.7692307692307692,0.4615384615384616,N3 O6,de-protonated,0,-9999,C13 H23 O6 N3,13,23,6,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
302,317.124419,317.12444114267544,317.12419121329907,1147723.8,-9999,636375,16.3,-1,0.7881119866953007,0.8934173059060435,0,0.5360503835436261,4,1.5714285714285714,0.5714285714285714,O8,de-protonated,0,-9999,C14 H22 O8,14,22,8,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
303,317.143049,317.14307114596255,317.14281865790906,1138125.8,-9999,743383.1,16.15,-1,0.7961335986075144,0.8913595601215132,0,0.5348157360729079,3,1.7333333333333334,0.3333333333333333,S1 O5,de-protonated,0,-9999,C15 H26 O5 S1,15,26,5,-9999,-9999,1,-9999,-9999,N/A,-9999,-9999
304,317.160792,317.1608141490932,317.16057672264907,1078991.6,-9999,671785.9,15.21,-1,0.7486001147540983,0.9033147457731716,0,0.541988847463903,3,1.7333333333333334,0.4666666666666667,O7,de-protonated,0,-9999,C15 H26 O7,15,26,7,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
306,317.212489,317.2125111582148,317.2122183732891,2693589.3,-9999,630428.9,40.82,-1,0.922993846852056,0.8567755155627591,0,0.5140653093376555,6,1.5,0.15,O3,de-protonated,0,-9999,C20 H30 O3,20,30,3,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
307,319.038911,319.03893348047427,319.0390360930291,1520540.8,-9999,649039.2,22.21,-1,-0.32163009292863937,0.9814049361020424,0,0.5888429616612253,15,0.5625,0.125,N4 P1 O2,de-protonated,0,-9999,C16 H9 O2 N4 P1,16,9,2,4,1,-9999,-9999,-9999,N/A,-9999,-9999
308,319.131378,319.1314004967894,319.1315990692691,2057511,-9999,529717.3,30.73,-1,-0.6222275709102459,0.9321598456906552,0,0.5592959074143931,3,1.7857142857142858,0.42857142857142855,P1 O6,de-protonated,0,-9999,C14 H25 O6 P1,14,25,6,-9999,1,-9999,-9999,-9999,N/A,-9999,-9999
