Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,33S,34S
51,239.092257,239.09226744324695,239.09249716120908,935403.6,-9999,847657.5,14.74,-1,-0.9607911784228704,0.8457775858786972,0,0.5074665515272183,5,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,-9999,C12 H16 O5,12,16,5,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
53,239.128644,239.12865444476196,239.12888267055905,4715378,-9999,769901.2,82.36,-1,-0.954404982529898,0.8476566755055934,0,0.5085940053033561,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
58,241.071543,241.07155352565343,241.0717617163191,840201.9,-9999,764852.7,12.98,-1,-0.8636045307741236,0.8734304714958981,0,0.5240582828975389,5,1.2727272727272727,0.5454545454545454,O6,de-protonated,0,-9999,C11 H14 O6,11,14,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
59,241.107932,241.1079425271685,241.1081472256691,1278160.4,-9999,770582.9,20.78,-1,-0.8489903926993075,0.8774060152112205,0,0.5264436091267323,4,1.5,0.4166666666666667,O5,de-protonated,0,-9999,C12 H18 O5,12,18,5,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
65,242.175931,242.175941571634,242.1761672165691,3159180,-9999,749789.8,54.29,-1,-0.9317388152067506,0.8542577138462375,0,0.5125546283077425,2,1.9230769230769231,0.2307692307692308,N1 O3,de-protonated,0,-9999,C13 H25 O3 N1,13,25,3,1,-9999,-9999,-9999,-9999,N/A,-9999,-9999
68,243.087201,243.0872116095742,243.0874117807791,1089579.4,-9999,743308.4,17.34,-1,-0.8234536022023017,0.8842318566316453,0,0.5305391139789871,4,1.4545454545454546,0.5454545454545454,O6,de-protonated,0,-9999,C11 H16 O6,11,16,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
69,243.123561,243.12357161108804,243.12379729012903,1487921.8,-9999,877102.7,24.41,-1,-0.9282474341809264,0.8552648904086385,0,0.5131589342451831,3,1.6666666666666667,0.4166666666666667,O5,de-protonated,0,-9999,C12 H20 O5,12,20,5,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
70,243.159967,243.15997761260377,243.16018279947903,1083576,-9999,888635.9,17.24,-1,-0.8438341875268316,0.8787967379069069,0,0.5272780427441441,2,1.8461538461538465,0.3076923076923077,O4,de-protonated,0,-9999,C13 H24 O4,13,24,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
75,245.102823,245.1028336934935,245.1030618452391,1121416.4,-9999,699061.3,17.9,-1,-0.9308400469786976,0.8545172339934914,0,0.5127103403960949,3,1.6363636363636365,0.5454545454545454,O6,de-protonated,0,-9999,C11 H18 O6,11,18,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
77,249.14945,249.1494608619725,249.14961811544907,1188275.6,-9999,823661.4,19,-1,-0.631160817191934,0.9302679460223116,0,0.558160767613387,5,1.4666666666666666,0.2,O3,de-protonated,0,-9999,C15 H22 O3,15,22,3,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
82,251.128681,251.12869194437664,251.12888267055905,1029751.3,-9999,828966.6,16.12,-1,-0.7594752956406022,0.9006305979175995,0,0.5403783587505596,5,1.4285714285714286,0.2857142857142857,O4,de-protonated,0,-9999,C14 H20 O4,14,20,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
83,252.95097,252.95098102024664,252.95120960764905,1573786.1,-9999,725540.5,25.69,-1,-0.9036817921801122,0.8622772735457287,0,0.5173663641274372,4,1.4,0.8,N2 S2 P1 O4,de-protonated,0,-9999,C5 H7 O4 N2 P1 S2,5,7,4,2,1,2,-9999,-9999,N/A,-9999,-9999
84,252.951314,252.95132502026092,252.95120960764905,2942106.3,-9999,698454.9,49.77,-1,0.4562643209151857,0.9629310519836368,0,0.577758631190182,4,1.4,0.8,N2 S2 P1 O4,de-protonated,0,-9999,C5 H7 O4 N2 P1 S2,5,7,4,2,1,2,-9999,-9999,N/A,-9999,-9999
85,253.071543,253.07155402526655,253.0717617163191,818925.1,-9999,695116.9,12.41,-1,-0.8206804706321754,0.884963681811275,0,0.530978209086765,6,1.1666666666666667,0.5,O6,de-protonated,0,-9999,C12 H14 O6,12,14,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
87,253.144345,253.14435602829764,253.14453273501908,10990777,-9999,731609.8,191.41,-1,-0.6980467622118718,0.904799421791356,0.964666210474152,0.9287461372644744,4,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,-9999,C14 H22 O4,14,22,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
89,254.147677,254.1476880700708,254.14788757008907,2200917,-9999,755769.1,36.56,-1,-0.7849761025443145,0.8942173531303328,0.964666210474152,0.9223968960678604,4,1.6923076923076923,0.3076923076923077,13C1 O4,de-protonated,1,87,C13 H22 O4 13C1,13,22,4,-9999,-9999,-9999,1,-9999,N/A,-9999,-9999
90,255.050838,255.0508491076734,255.05102627142907,844703.7,-9999,723250.9,12.8,-1,-0.6946208304108042,0.9161743023175704,0,0.5497045813905422,6,1.0909090909090908,0.6363636363636364,O7,de-protonated,0,-9999,C11 H12 O7,11,12,7,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
91,255.087221,255.0872321091882,255.08741178077904,1231973.3,-9999,725000.3,19.58,-1,-0.704353027916076,0.913913741952844,0,0.5483482451717064,5,1.3333333333333333,0.5,O6,de-protonated,0,-9999,C12 H16 O6,12,16,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
93,255.123601,255.12361211070288,255.12379729012903,1453418.8,-9999,690724.5,23.46,-1,-0.7258414469735658,0.9088315828042792,0,0.5452989496825675,4,1.5384615384615383,0.38461538461538464,O5,de-protonated,0,-9999,C13 H20 O5,13,20,5,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
94,255.159993,255.160004112218,255.16018279947903,851888.3,-9999,814264.1,12.92,-1,-0.700294454679172,0.9148595966128268,0,0.5489157579676961,3,1.7142857142857142,0.2857142857142857,O4,de-protonated,0,-9999,C14 H24 O4,14,24,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
97,257.102889,257.1029001931094,257.1030618452391,1714834.9,-9999,754955.4,28.04,-1,-0.6287444751953104,0.9307819638053124,0,0.5584691782831873,4,1.5,0.5,O6,de-protonated,0,-9999,C12 H18 O6,12,18,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
99,257.139261,257.1392721946237,257.1394473545891,1509016.3,-9999,711230.2,24.3,-1,-0.6811866759866285,0.9192520172484032,0,0.5515512103490419,3,1.6923076923076923,0.38461538461538464,O5,de-protonated,0,-9999,C13 H22 O5,13,22,5,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
101,257.175656,257.175667196139,257.1758328639391,1069213.5,-9999,633634.6,16.63,-1,-0.6441810579912555,0.927469264888082,0,0.5564815589328491,2,1.8571428571428572,0.2857142857142857,O4,de-protonated,0,-9999,C14 H26 O4,14,26,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
103,259.11856,259.1185712770307,259.1187119096991,1438645,-9999,698527.2,23.07,-1,-0.5427345147709483,0.947955554025264,0,0.5687733324151585,3,1.6666666666666667,0.5,O6,de-protonated,0,-9999,C12 H20 O6,12,20,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999,-9999
104,259.129793,259.1298042774984,259.12994529898907,1125558.5,-9999,703455,17.61,-1,-0.544211478530736,0.9476794604143928,0,0.5686076762486356,3,1.818181818181818,0.4545454545454546,N2 O5,de-protonated,0,-9999,C11 H20 O5 N2,11,20,5,2,-9999,-9999,-9999,-9999,N/A,-9999,-9999
