Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,33S,34S
33,217.047065,217.04727067331,217.0474789761291,3853077.8,-9999,760453.6,69.16,-1,-0.9597108433241772,0.8460960532960493,0,0.5076576319776296,3,1.75,0.125,N2 S2 O1,de-protonated,0,-9999,C8 H14 O1 N2 S2,8,14,1,2,-9999,2,-9999,-9999,-9999,-9999
34,219.044166,219.044368119074,219.04450159597903,1250860.4,-9999,791272.7,21.04,-1,-0.6093597605143595,0.93484419269797,0,0.560906515618782,3,1.7142857142857142,0.5714285714285714,N2 S1 O4,de-protonated,0,-9999,C7 H12 O4 N2 S1,7,12,4,2,-9999,1,-9999,-9999,-9999,-9999
50,255.061391,255.0615290193033,255.0614115075491,2917451.8,-9999,598299.9,49.67,-1,0.46071945375366574,0.9622175250445352,0,0.5773305150267212,5,1.4166666666666667,0.16666666666666666,S1 P1 O2,de-protonated,0,-9999,C12 H17 O2 P1 S1,12,17,2,-9999,1,1,-9999,-9999,-9999,-9999
56,259.129142,259.1292727799364,259.1290971458191,1309029.8,-9999,780944.5,21.06,-1,0.6777861661161624,0.92002314322002,0,0.552013885932012,2,1.9230769230769231,0.07692307692307693,S1 P1 O1,de-protonated,0,-9999,C13 H25 O1 P1 S1,13,25,1,-9999,1,1,-9999,-9999,-9999,-9999
64,262.995116,262.99523989967156,262.9954434023191,1187394.8,-9999,689119.7,18.81,-1,-0.7737877314686777,0.8970515593165778,0,0.5382309355899466,9,0.7272727272727273,0.18181818181818185,N2 S2 O2,de-protonated,0,-9999,C11 H8 O2 N2 S2,11,8,2,2,-9999,2,-9999,-9999,-9999,-9999
68,265.147183,265.147303069643,265.1475239158191,1065214.9,-9999,679052.2,16.58,-1,-0.8329181160358218,0.8817202098250845,0,0.5290321258950507,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,-9999,-9999,-9999
69,266.088791,266.08890939386544,266.0890094364491,2821802.3,-9999,692361.8,47.21,-1,-0.3759741293546242,0.97467718066471,0,0.5848063083988259,1,2.1,0.3,N1 S2 O3,de-protonated,0,-9999,C10 H21 O3 N1 S2,10,21,3,1,-9999,2,-9999,-9999,-9999,-9999
73,267.072793,267.0729096426394,267.0730250193591,1020504.9,-9999,651677.6,15.8,-1,-0.4320043916180665,0.9667035781428506,0,0.5800221468857103,1,2,0.4,S2 O4,de-protonated,0,-9999,C10 H20 O4 S2,10,20,4,-9999,-9999,2,-9999,-9999,-9999,-9999
73,267.072793,267.0729096426394,267.0726448968391,1020504.9,-9999,651677.6,15.8,-1,0.9912875966090038,0.836690750022919,0,0.5020144500137514,6,1.4166666666666667,0.08333333333333333,N2 S1 P1 O1,de-protonated,0,-9999,C12 H17 O1 N2 P1 S1,12,17,1,2,1,1,-9999,-9999,-9999,-9999
94,277.057131,277.0572298735365,277.0573749548991,1539367.3,-9999,677876,24.56,-1,-0.5236509679585342,0.9514624040865772,0,0.5708774424519463,3,1.6363636363636365,0.3636363636363637,S2 O4,de-protonated,0,-9999,C11 H18 O4 S2,11,18,4,-9999,-9999,2,-9999,-9999,-9999,-9999
94,277.057131,277.0572298735365,277.0569948323791,1539367.3,-9999,677876,24.56,-1,0.8483494798416604,0.8775792220743499,0,0.5265475332446099,8,1.1538461538461535,0.07692307692307693,N2 S1 P1 O1,de-protonated,0,-9999,C13 H15 O1 N2 P1 S1,13,15,1,2,1,1,-9999,-9999,-9999,-9999
95,277.059199,277.0592978698561,277.0594967558291,21134376,-9999,635288.4,362.56,-1,-0.7178457167115301,0.918953388141843,0.9988708585418016,0.9509203763018264,4,1.6666666666666667,0.6666666666666666,N2 P1 O6,de-protonated,0,-9999,C9 H15 O6 N2 P1,9,15,6,2,1,-9999,-9999,-9999,-9999,-9999
98,278.062575,278.06267208415017,278.06285159089913,2028552.9,-9999,611991.9,32.81,-1,-0.6455617783418665,0.9271696302321896,0.9988708585418016,0.9558501215560344,4,1.875,0.75,13C1 N2 P1 O6,de-protonated,1,95,C8 H15 O6 N2 P1 13C1,8,15,6,2,1,-9999,1,-9999,-9999,-9999
