Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,17O,18O,33S,34S
3,163.018204,163.0183345823329,163.0182868474891,823293.4,-9999,742553,13.68,-1,0.29281895134007385,0.9845624560958736,0,0.5907374736575242,2,2,0.75,N2 S1 O3,de-protonated,0,-9999,C4 H8 O3 N2 S1,4,8,3,2,-9999,1,-9999,-9999,-9999,-9999,-9999
5,163.018659,163.01878958196727,163.0189382961691,1046233.4,-9999,1370160.2,17.92,-1,-0.912251075746395,0.8598460097321919,0,0.5159076058393152,11,0.3333333333333333,0.08333333333333333,O1,de-protonated,0,-9999,C12 H4 O1,12,4,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
6,163.018918,163.0190485817591,163.0189382961691,842087.4,-9999,902010,14.04,-1,0.6765201096519688,0.9203094226253044,0,0.5521856535751826,11,0.3333333333333333,0.08333333333333333,O1,de-protonated,0,-9999,C12 H4 O1,12,4,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20,209.154575,209.1546685042852,209.15470349587903,1017519.2,-9999,771198.7,16.84,-1,-0.16730005715935703,0.994934251032112,0,0.5969605506192672,3,1.6923076923076923,0.15384615384615383,O2,de-protonated,0,-9999,C13 H22 O2,13,22,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
22,211.133785,211.13387691366935,211.13396805098907,876670.7,-9999,832558.4,14.19,-1,-0.4316563580716566,0.96675630395615475,0,0.5800537823736929,3,1.6666666666666667,0.25,O3,de-protonated,0,-9999,C12 H20 O3,12,20,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
30,227.128823,227.1289020590653,227.12888267055905,1064453.1,-9999,466987.6,17.31,-1,0.08536345539970062,0.9986786717501492,0,0.5992072030500895,3,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H20 O4,12,20,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31,227.139978,227.14005705010047,227.14011605984908,1252295,-9999,541676.5,20.72,-1,-0.2597944811981707,0.9878281363008196,0,0.5926968817804917,3,1.818181818181818,0.2727272727272727,N2 O3,de-protonated,0,-9999,C11 H20 O3 N2,11,20,3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32,229.144375,229.14445243924277,229.14453273501908,1519489.6,-9999,624180.7,25.47,-1,-0.3504154140436814,0.9779661130132764,0,0.5867796678079659,2,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,-9999,C12 H22 O4,12,22,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
34,229.155646,229.15572343018468,229.15576612430908,2480643.5,-9999,490966.5,42.83,-1,-0.18631049580389827,0.9937214188097108,0,0.5962328512858265,2,2,0.2727272727272727,N2 O3,de-protonated,0,-9999,C11 H22 O3 N2,11,22,3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
35,231.134901,231.1349768395327,231.13503067941903,926621.1,-9999,645728.8,14.7,-1,-0.232936938222982,0.9902029704026128,0,0.5941217822415676,2,2,0.4,N2 O4,de-protonated,0,-9999,C10 H20 O4 N2,10,20,4,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
