Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,17O,18O,33S,34S
3,229.108245,229.1081926630112,229.1081472256691,915412.6,-9999,912966.4,14.63,-1,0.1983226815531899,0.9928886868569888,0,0.5957332121141932,3,1.6363636363636365,0.4545454545454546,O5,de-protonated,0,-9999,C11 H18 O5,11,18,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
4,231.087533,231.08748135904497,231.0874117807791,1033057.6,-9999,890251.9,16.7,-1,0.3010906795610456,0.9836852125653408,0,0.5902111275392043,3,1.6,0.6,O6,de-protonated,0,-9999,C10 H16 O6,10,16,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
6,233.154926,233.1548750860616,233.15470349587903,839424.5,-9999,843378.9,13.19,-1,0.7359499077621335,0.9063981151360854,0,0.5438388690816512,5,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,-9999,C15 H22 O2,15,22,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
7,235.06135,235.0612997564721,235.06119703228907,813126.2,-9999,703960.6,12.66,-1,0.4370103799344558,0.9659408096418244,0,0.5795644857850946,7,1,0.4166666666666667,O5,de-protonated,0,-9999,C12 H12 O5,12,12,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
8,235.137506,235.13745578325305,235.1373393543091,5104275,-9999,746689.2,90,-1,0.4951529359210022,0.9564880906664722,0,0.5738928543998834,0,2.1818181818181817,0.2727272727272727,S1 O3,de-protonated,0,-9999,C11 H24 O3 S1,11,24,3,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999
9,239.056305,239.0562561613326,239.05611165185908,978227.8,-9999,985420.3,15.57,-1,0.6045002260360254,0.9358453187564112,0,0.5615071912538467,6,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,-9999,C11 H12 O6,11,12,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10,239.092564,239.0925151740834,239.09249716120908,803962,-9999,928191.2,12.44,-1,0.07533851760584549,0.998970646957985,0,0.599382388174791,5,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,-9999,C12 H16 O5,12,16,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11,239.092778,239.09272917415865,239.09249716120908,876986,-9999,840874.8,13.75,-1,0.970389921565672,0.8429375933139909,0,0.5057625559883945,5,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,-9999,C12 H16 O5,12,16,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12,239.129117,239.1290681869376,239.12888267055905,3209536.3,-9999,769613.3,55.63,-1,0.7758008002406684,0.8965439573031553,0,0.5379263743818932,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15,241.072036,241.07198787018183,241.0717617163191,985997.6,-9999,785174.5,15.64,-1,0.938118430624728,0.8524106761528223,0,0.5114464056916933,5,1.2727272727272727,0.5454545454545454,O6,de-protonated,0,-9999,C11 H14 O6,11,14,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16,241.108405,241.10835688297132,241.1081472256691,904147.9,-9999,626430.6,14.18,-1,0.8695571039307228,0.8717969699593536,0,0.5230781819756122,4,1.5,0.4166666666666667,O5,de-protonated,0,-9999,C12 H18 O5,12,18,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
18,242.176419,242.1763712585477,242.1761672165691,3561546.8,-9999,690986.6,61.7,-1,0.8425353367786454,0.8791460716707329,0,0.5274876430024397,2,1.9230769230769231,0.2307692307692308,N1 O3,de-protonated,0,-9999,C13 H25 O3 N1,13,25,3,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20,243.087673,243.08762557899803,243.0874117807791,863526.3,-9999,591615,13.39,-1,0.8795116841737254,0.8690470934957014,0,0.5214282560974208,4,1.4545454545454546,0.5454545454545454,O6,de-protonated,0,-9999,C11 H16 O6,11,16,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
