Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,34S
742,413.112273,413.1125160083784,413.11279563267914,1281935.1,-9999,505153.7,15.01,-1,-0.6768715558732258,0.920229998702768,0,0.5521379992216607,7,1.5,0.16666666666666666,N2 S2 P1 O3,de-protonated,0,-9999,C18 H27 O3 N2 P1 S2,18,27,3,2,1,2,-9999,-9999,-9999
743,413.14862,413.1488630739166,413.14869188467907,1588375.4,-9999,543085,19.03,-1,0.41435260686573905,0.969327664605652,0,0.5815965987633912,2,1.875,0.625,S1 O10,de-protonated,0,-9999,C16 H30 O10 S1,16,30,10,-9999,-9999,1,-9999,-9999,-9999
743,413.14862,413.1488630739166,413.1491811420291,1588375.4,-9999,543085,19.03,-1,-0.7698626235363524,0.8980383170235343,0,0.5388229902141206,6,1.631578947368421,0.10526315789473684,N2 S2 P1 O2,de-protonated,0,-9999,C19 H31 O2 N2 P1 S2,19,31,2,2,1,2,-9999,-9999,-9999
745,413.18503,413.1852731395684,413.18507739402907,2760863.8,-9999,511317.2,34.42,-1,0.4737478433391464,0.9600942691887576,0,0.5760565615132545,1,2,0.5294117647058824,S1 O9,de-protonated,0,-9999,C17 H34 O9 S1,17,34,9,-9999,-9999,1,-9999,-9999,-9999
745,413.18503,413.1852731395684,413.18556665137913,2760863.8,-9999,511317.2,34.42,-1,-0.710363174424813,0.9125048475248771,0,0.5475029085149263,5,1.75,0.05,N2 S2 P1 O1,de-protonated,0,-9999,C20 H35 O1 N2 P1 S2,20,35,1,2,1,2,-9999,-9999,-9999
746,413.20745,413.2076931799944,413.2073474681191,1311908.8,-9999,568981.4,15.4,-1,0.8366547144331982,0.8807226920710338,0,0.5284336152426202,9,1.4,0.04,S1 P1 O1,de-protonated,0,-9999,C25 H35 O1 P1 S1,25,35,1,-9999,1,1,-9999,-9999,-9999
746,413.20745,413.2076931799944,413.2075441726091,1311908.8,-9999,568981.4,15.4,-1,0.3606114829960097,0.9766804983582432,0,0.5860082990149459,1,2.2666666666666666,0.4666666666666667,N4 S1 O7,de-protonated,0,-9999,C15 H34 O7 N4 S1,15,34,7,4,-9999,1,-9999,-9999,-9999
748,413.221423,413.22166620518954,413.22146290337906,4124328,-9999,545089.9,52.31,-1,0.49199237872139223,0.47851485931151166,0.8370420509349343,0.6219257359608807,0,2.111111111111111,0.4444444444444444,S1 O8,de-protonated,0,-9999,C18 H38 O8 S1,18,38,8,-9999,-9999,1,-9999,-9999,-9999
751,413.989496,413.9897405901211,413.990023669259,1330519.4,-9999,574611,15.32,-1,-0.6837825110731215,0.9186612059853688,0,0.5511967235912213,19,0.4090909090909091,0.18181818181818185,N1 S2 O4,de-protonated,0,-9999,C22 H9 O4 N1 S2,22,9,4,1,-9999,2,-9999,-9999,-9999
751,413.989496,413.9897405901211,413.9900840281291,1330519.4,-9999,574611,15.32,-1,-0.8295802756652043,0.5884056328822805,0.921282844757358,0.7215565176323115,11,0.8333333333333334,0.6666666666666666,13C1 N4 S2 O8,de-protonated,1,741,C12 H10 O8 N4 S2 13C1,12,10,8,4,-9999,2,1,-9999,-9999
752,415.060709,415.0609555216519,415.0611970322891,1322061,-9999,519940.5,15.21,-1,-0.5818675388308476,0.9404159031823712,0,0.5642495419094227,22,0.4444444444444444,0.18518518518518515,O5,de-protonated,0,-9999,C27 H12 O5,27,12,5,-9999,-9999,-9999,-9999,-9999,-9999
752,415.060709,415.0609555216519,415.0605455836091,1322061,-9999,519940.5,15.21,-1,0.987658420400128,0.837781797892519,0,0.5026690787355114,13,0.8421052631578947,0.3684210526315789,N2 S1 O7,de-protonated,0,-9999,C19 H16 O7 N2 S1,19,16,7,2,-9999,1,-9999,-9999,-9999
753,415.156331,415.1565776940704,415.1569478938191,1484387,-9999,529834.2,17.29,-1,-0.8917103533823841,0.8656466813552308,0,0.5193880088131385,2,2,0.8571428571428571,N2 O12,de-protonated,0,-9999,C14 H28 O12 N2,14,28,12,2,-9999,-9999,-9999,-9999,-9999
753,415.156331,415.1565776940704,415.1564348295691,1484387,-9999,529834.2,17.29,-1,0.3441220930561975,0.978742048212378,0,0.5872452289274268,20,0.7407407407407407,0.03703703703703703,N4 O1,de-protonated,0,-9999,C27 H20 O1 N4,27,20,1,4,-9999,-9999,-9999,-9999,-9999
754,415.164352,415.1645987085332,415.1643419491391,1322596.9,-9999,543647.5,15.21,-1,0.6184524251624051,0.9329523876793014,0,0.5597714326075809,1,2,0.625,S1 O10,de-protonated,0,-9999,C16 H32 O10 S1,16,32,10,-9999,-9999,1,-9999,-9999,-9999
754,415.164352,415.1645987085332,415.1648312064891,1322596.9,-9999,543647.5,15.21,-1,-0.5600136100556388,0.9446837402244804,0,0.5668102441346883,5,1.736842105263158,0.10526315789473684,N2 S2 P1 O2,de-protonated,0,-9999,C19 H33 O2 N2 P1 S2,19,33,2,2,1,2,-9999,-9999,-9999
755,415.192689,415.1929357596284,415.1933334031691,1268843.4,-9999,495742.4,14.52,-1,-0.957731034545666,0.8466790532670464,0,0.5080074319602278,1,2.1333333333333333,0.7333333333333333,N2 O11,de-protonated,0,-9999,C15 H32 O11 N2,15,32,11,2,-9999,-9999,-9999,-9999,-9999
756,415.200751,415.2009977741652,415.2007274584891,2627181.3,-9999,504294.2,31.97,-1,0.6510481755974201,0.925973635216297,0,0.5555841811297783,0,2.1176470588235294,0.5294117647058824,S1 O9,de-protonated,0,-9999,C17 H36 O9 S1,17,36,9,-9999,-9999,1,-9999,-9999,-9999
756,415.200751,415.2009977741652,415.20121671583905,2627181.3,-9999,504294.2,31.97,-1,-0.5273146248651597,0.950797900920338,0,0.5704787405522028,4,1.85,0.05,N2 S2 P1 O1,de-protonated,0,-9999,C20 H37 O1 N2 P1 S2,20,37,1,2,1,2,-9999,-9999,-9999
757,415.223238,415.223484814712,415.2238456857491,1476722.5,-9999,579065.5,17.19,-1,-0.8690999825984621,0.871922701987979,0,0.5231536211927874,9,1.391304347826087,0.21739130434782608,N2 O5,de-protonated,0,-9999,C23 H32 O5 N2,23,32,5,2,-9999,-9999,-9999,-9999,-9999
757,415.223238,415.223484814712,415.2231942370691,1476722.5,-9999,579065.5,17.19,-1,0.6998107210191916,0.914972031718234,0,0.5489832190309404,0,2.4,0.4666666666666667,N4 S1 O7,de-protonated,0,-9999,C15 H36 O7 N4 S1,15,36,7,4,-9999,1,-9999,-9999,-9999
760,416.196021,416.1962695687613,416.1959764306891,1086546.9,-9999,547183.4,12.18,-1,0.7043270209453687,0.913919817181266,0,0.5483518903087595,0,2.1875,0.5625,N1 S1 O9,de-protonated,0,-9999,C16 H35 O9 N1 S1,16,35,9,1,-9999,1,-9999,-9999,-9999
760,416.196021,416.1962695687613,416.1964656880391,1086546.9,-9999,547183.4,12.18,-1,-0.4712180280897768,0.9605108188932304,0,0.5763064913359381,4,1.894736842105263,0.05263157894736842,N3 S2 P1 O1,de-protonated,0,-9999,C19 H36 O1 N3 P1 S2,19,36,1,3,1,2,-9999,-9999,-9999
761,416.98008599999997,416.98033598252846,416.9805777282691,2381320.5,-9999,552920.2,28.81,-1,-0.5797529994546028,0.9408351315249476,0,0.5645010789149686,19,0.3333333333333333,0.380952380952381,P1 O8,de-protonated,0,-9999,C21 H7 O8 P1,21,7,8,-9999,1,-9999,-9999,-9999,-9999
761,416.98008599999997,416.98033598252846,416.9799262795891,2381320.5,-9999,552920.2,28.81,-1,0.9825483519221,0.8393136612307702,0,0.5035881967384621,10,0.8461538461538461,0.7692307692307693,N2 S1 P1 O10,de-protonated,0,-9999,C13 H11 O10 N2 P1 S1,13,11,10,2,1,1,-9999,-9999,-9999
763,417.17206,417.1723103286816,417.17259795827914,4452917,-9999,518917.4,55.42,-1,-0.6894738507726641,0.9173593365719234,0,0.550415601943154,1,2.142857142857143,0.8571428571428571,N2 O12,de-protonated,0,-9999,C14 H30 O12 N2,14,30,12,2,-9999,-9999,-9999,-9999,-9999
763,417.17206,417.1723103286816,417.1720848940291,4452917,-9999,518917.4,55.42,-1,0.5403876736406844,0.9473987042364364,0.9142646052609024,0.9341450646462228,19,0.8148148148148148,0.03703703703703703,N4 O1,de-protonated,0,-9999,C27 H22 O1 N4,27,22,1,4,-9999,-9999,-9999,-9999,-9999
764,417.208424,417.2086743942504,417.2089834676291,2229309.5,-9999,495610.3,26.85,-1,-0.7408118974443302,0.9052180270194756,0,0.5431308162116854,0,2.2666666666666666,0.7333333333333333,N2 O11,de-protonated,0,-9999,C15 H34 O11 N2,15,34,11,2,-9999,-9999,-9999,-9999,-9999
765,417.212939,417.2131894023915,417.2130062196291,1162814.6,-9999,434573,13.15,-1,0.4390629239995847,0.965625696561659,0,0.5793754179369953,4,1.7,0.45,O9,de-protonated,0,-9999,C20 H34 O9,20,34,9,-9999,-9999,-9999,-9999,-9999,-9999
765,417.212939,417.2131894023915,417.2134954769791,1162814.6,-9999,434573,13.15,-1,-0.733616220204282,0.9069623238631468,0,0.544177394317888,8,1.5217391304347827,0.04347826086956521,N2 S1 P1 O1,de-protonated,0,-9999,C23 H35 O1 N2 P1 S1,23,35,1,2,1,1,-9999,-9999,-9999
766,417.213954,417.2142044042217,417.21387559949903,2873918.8,-9999,535280.9,35.14,-1,0.7880963263014663,0.8934213074303096,0,0.5360527844581857,3,1.8095238095238095,0.1904761904761905,S2 O4,de-protonated,0,-9999,C21 H38 O4 S2,21,38,4,-9999,-9999,2,-9999,-9999,-9999
766,417.213954,417.2142044042217,417.2143436301491,2873918.8,-9999,535280.9,35.14,-1,-0.3337035975011372,0.9799969894427591,0,0.5879981936656555,9,1.4285714285714286,0.23809523809523808,N4 O5,de-protonated,0,-9999,C21 H30 O5 N4,21,30,5,4,-9999,-9999,-9999,-9999,-9999
767,417.216551,417.2168014089044,417.2168667802991,2321983.5,-9999,501150.7,28.05,-1,-0.15668444848233845,0.995555338649272,0,0.5973332031895632,3,1.95,0.05,N2 S2 P1 O1,de-protonated,0,-9999,C20 H39 O1 N2 P1 S2,20,39,1,2,1,2,-9999,-9999,-9999
769,418.175418,418.1756701378614,418.17573024314913,2017054.9,-9999,549850.6,24.13,-1,-0.14373212834492008,0.9962584822350544,0,0.5977550893410326,4,1.8888888888888888,0.1111111111111111,N3 S2 P1 O2,de-protonated,0,-9999,C18 H34 O2 N3 P1 S2,18,34,2,3,1,2,-9999,-9999,-9999
769,418.175418,418.1756701378614,418.17543972909914,2017054.9,-9999,549850.6,24.13,-1,0.5509858790668956,0.9464045306553532,0.9142646052609024,0.9335485604975728,19,0.8461538461538461,0.03846153846153846,13C1 N4 O1,de-protonated,1,763,C26 H22 O1 N4 13C1,26,22,1,4,-9999,-9999,1,-9999,-9999
770,419.138399,419.13865287423647,419.1386164579991,1136128.5,-9999,588197.4,12.81,-1,0.08688351750880745,0.99863122764948,0,0.599178736589688,9,1.380952380952381,0.04761904761904761,N2 S2 P1 O1,de-protonated,0,-9999,C21 H29 O1 N2 P1 S2,21,29,1,2,1,2,-9999,-9999,-9999
772,419.18775,419.18800396322246,419.1882480227391,2262028,-9999,540016.4,27.27,-1,-0.5822193675791233,0.9403460197248804,0,0.5642076118349283,0,2.2857142857142856,0.8571428571428571,N2 O12,de-protonated,0,-9999,C14 H32 O12 N2,14,32,12,2,-9999,-9999,-9999,-9999,-9999
772,419.18775,419.18800396322246,419.1877349584891,2262028,-9999,540016.4,27.27,-1,0.6417285405096325,0.928000149540568,0,0.5568000897243408,18,0.8888888888888888,0.03703703703703703,N4 O1,de-protonated,0,-9999,C27 H24 O1 N4,27,24,1,4,-9999,-9999,-9999,-9999,-9999
775,420.191168,420.1914237725105,420.19138030760905,1134328.5,-9999,528021.2,12.78,-1,0.10344072606779986,0.9980603854823504,0,0.5988362312894102,3,2,0.1111111111111111,N3 S2 P1 O2,de-protonated,0,-9999,C18 H36 O2 N3 P1 S2,18,36,2,3,1,2,-9999,-9999,-9999
776,420.227615,420.227870838229,420.2277658169591,1080577,-9999,513601.1,12.09,-1,0.249915113802131,0.9887311318073144,0,0.5932386790843885,2,2.1052631578947367,0.05263157894736842,N3 S2 P1 O1,de-protonated,0,-9999,C19 H40 O1 N3 P1 S2,19,40,1,3,1,2,-9999,-9999,-9999
778,421.125652,421.1259094575019,421.1261232215991,3372245.8,-9999,365193.9,41.53,-1,-0.5076011327270219,0.9543241639766806,0,0.5725944983860084,9,1.3,0.2,N2 S2 O4,de-protonated,0,-9999,C20 H26 O4 N2 S2,20,26,4,2,-9999,2,-9999,-9999,-9999
778,421.125652,421.1259094575019,421.1257430990791,3372245.8,-9999,365193.9,41.53,-1,0.395032660740286,0.4860409527220678,0.8077896627745539,0.6147404367430622,14,1.0454545454545454,0.04545454545454545,N4 S1 P1 O1,de-protonated,0,-9999,C22 H23 O1 N4 P1 S1,22,23,1,4,1,1,-9999,-9999,-9999
779,421.126789,421.1270464595521,421.12677467027913,9587158,-9999,504541.5,121.36,-1,0.6453858772763958,0.917347332895547,0.9544274552963736,0.9321793818558776,18,0.7857142857142857,0.07142857142857142,S1 O2,de-protonated,0,-9999,C28 H22 O2 S1,28,22,2,-9999,-9999,1,-9999,-9999,-9999
779,421.126789,421.1270464595521,421.12690761200906,9587158,-9999,504541.5,121.36,-1,0.3297047528314178,0.9747405988687756,0.9684370650384552,0.9722191853366472,5,1.588235294117647,0.5882352941176471,P1 O10,de-protonated,0,-9999,C17 H27 O10 P1,17,27,10,-9999,1,-9999,-9999,-9999,-9999
780,421.153888,421.15414550841496,421.1537772651091,1425884.5,-9999,539998.4,16.52,-1,0.8743678098633069,0.8704708730526078,0,0.5222825238315647,4,1.6666666666666667,0.5,S1 O9,de-protonated,0,-9999,C18 H30 O9 S1,18,30,9,-9999,-9999,1,-9999,-9999,-9999
780,421.153888,421.15414550841496,421.15426652245907,1425884.5,-9999,539998.4,16.52,-1,-0.28733899601901763,0.9851305833637712,0,0.5910783500182627,8,1.4761904761904765,0.04761904761904761,N2 S2 P1 O1,de-protonated,0,-9999,C21 H31 O1 N2 P1 S2,21,31,1,2,1,2,-9999,-9999,-9999
781,421.15783,421.1580875155228,421.15848597894905,2892765.5,-9999,357833.1,35.37,-1,-0.9461127805515068,0.8500840495748057,0,0.5100504297448833,4,1.875,0.3125,N4 S2 O5,de-protonated,0,-9999,C16 H30 O5 N4 S2,16,30,5,4,-9999,2,-9999,-9999,-9999
782,421.158903,421.1591605174576,421.1591374276291,8557022,-9999,498685.7,108.13,-1,0.05482447480009633,0.9963108754397356,0.955475530992702,0.9799767376609222,13,1.0833333333333333,0.125,N2 S1 O3,de-protonated,0,-9999,C24 H26 O3 N2 S1,24,26,3,2,-9999,1,-9999,-9999,-9999
782,421.158903,421.1591605174576,421.1592703693591,8557022,-9999,498685.7,108.13,-1,-0.26083220576873856,0.9925496787965612,0.9617133795140697,0.9802151590835644,0,2.3846153846153846,0.8461538461538461,N2 P1 O11,de-protonated,0,-9999,C13 H31 O11 N2 P1,13,31,11,2,1,-9999,-9999,-9999,-9999
784,421.203518,421.203775597904,421.2033850229491,3127784.3,-9999,518224.9,38.38,-1,0.9272835138420404,0.4277712499443543,0.7739790330151771,0.5662543631726834,17,0.9629629629629628,0.03703703703703703,N4 O1,de-protonated,0,-9999,C27 H26 O1 N4,27,26,1,4,-9999,-9999,-9999,-9999,-9999
785,421.230239,421.2304966460853,421.2301909132891,2155502.5,-9999,512802.2,25.89,-1,0.7258093147553427,0.9088392748513112,0,0.5453035649107867,11,1.2962962962962965,0.07407407407407407,P1 O2,de-protonated,0,-9999,C27 H35 O2 P1,27,35,2,-9999,1,-9999,-9999,-9999,-9999
785,421.230239,421.2304966460853,421.23038761777906,2155502.5,-9999,512802.2,25.89,-1,0.25883295572777293,0.987917522639813,0,0.5927505135838878,3,2,0.4705882352941176,N4 O8,de-protonated,0,-9999,C17 H34 O8 N4,17,34,8,4,-9999,-9999,-9999,-9999,-9999
787,422.130179,422.1304382687896,422.13012950534915,2203333,-9999,525115.6,26.51,-1,0.731441370473922,0.9074868324174596,0.9544274552963736,0.9262630815690251,18,0.8148148148148148,0.07407407407407407,13C1 S1 O2,de-protonated,1,779,C27 H22 O2 S1 13C1,27,22,2,-9999,-9999,1,1,-9999,-9999
787,422.130179,422.1304382687896,422.1302624470791,2203333,-9999,525115.6,26.51,-1,0.4165105564671247,0.9690123641520084,0.9684370650384552,0.968782244506587,5,1.6875,0.625,13C1 P1 O10,de-protonated,1,779,C16 H27 O10 P1 13C1,16,27,10,-9999,1,-9999,1,-9999,-9999
787,422.130179,422.1304382687896,422.1303987926991,2203333,-9999,525115.6,26.51,-1,0.09351634137502685,0.998414434036016,0,0.5990486604216095,5,1.5625,0.75,N1 O12,de-protonated,0,-9999,C16 H25 O12 N1,16,25,12,1,-9999,-9999,-9999,-9999,-9999
788,422.162315,422.1625743267348,422.1624922626991,1648844.6,-9999,528361.9,19.38,-1,0.19438968920857275,0.9931669866808792,0.955475530992702,0.9780904044056083,13,1.1304347826086956,0.13043478260869565,13C1 N2 S1 O3,de-protonated,1,782,C23 H26 O3 N2 S1 13C1,23,26,3,2,-9999,1,1,-9999,-9999
788,422.162315,422.1625743267348,422.1626252044291,1648844.6,-9999,528361.9,19.38,-1,-0.1205168133868414,0.9973680540854112,0.9617133795140697,0.9831061842568743,0,2.5833333333333335,0.9166666666666666,13C1 N2 P1 O11,de-protonated,1,782,C12 H31 O11 N2 P1 13C1,12,31,11,2,1,-9999,1,-9999,-9999
789,422.197,422.1972593892762,422.1972965846291,1951445,-9999,502017.3,23.27,-1,-0.08809945773994143,0.9985926746109776,0,0.5991556047665866,12,1.16,0.2,N1 O5,de-protonated,0,-9999,C25 H29 O5 N1,25,29,5,1,-9999,-9999,-9999,-9999,-9999
793,422.980678,422.9809388023455,422.9809751073691,6568848.5,-9999,505844.8,82.58,-1,-0.08583133924955613,0.9991974970959978,0.9587747920376564,0.9830284150726613,8,1,0.9166666666666666,N2 S2 O11,de-protonated,0,-9999,C12 H12 O11 N2 S2,12,12,11,2,-9999,2,-9999,-9999,-9999
793,422.980678,422.9809388023455,422.9805949848491,6568848.5,-9999,505844.8,82.58,-1,0.8128446091307074,0.8809869067580222,0.9754033534857576,0.9187534854491164,13,0.6428571428571429,0.5714285714285714,N4 S1 P1 O8,de-protonated,0,-9999,C14 H9 O8 N4 P1 S1,14,9,8,4,1,1,-9999,-9999,-9999
794,423.097003,423.097264012094,423.0971455682191,1419692.6,-9999,583871.7,16.44,-1,0.279944868778036,0.9858806507153364,0,0.5915283904292017,9,1.3157894736842106,0.15789473684210523,N2 S2 P1 O3,de-protonated,0,-9999,C19 H25 O3 N2 P1 S2,19,25,3,2,1,2,-9999,-9999,-9999
795,423.123776,423.1240370603691,423.12379729012906,3070899,-9999,342950.7,37.65,-1,0.5666668752567521,0.4716998471531762,0.7739790330151771,0.5926115214979766,18,0.7407407407407407,0.18518518518518515,O5,de-protonated,0,-9999,C27 H20 O5,27,20,5,-9999,-9999,-9999,-9999,-9999,-9999
796,423.124831,423.1250920622714,423.1247996117291,9860019,-9999,514437.5,124.86,-1,0.6911685218456323,0.887899414619983,0.9897724451488268,0.9286486268315204,4,1.7058823529411764,0.4705882352941176,S1 P1 O8,de-protonated,0,-9999,C17 H29 O8 P1 S1,17,29,8,-9999,1,1,-9999,-9999,-9999
796,423.124831,423.1250920622714,423.1251347006491,9860019,-9999,514437.5,124.86,-1,-0.10077013676521202,0.9976469101657373,0.933092075186002,0.9718249761738432,23,0.5714285714285714,0.03571428571428571,N4 O1,de-protonated,0,-9999,C28 H16 O1 N4,28,16,1,4,-9999,-9999,-9999,-9999,-9999
797,423.133355,423.1336160776413,423.1335310775691,2652085.3,-9999,496280.2,32.27,-1,0.2008823830949057,0.9927046098679886,0,0.5956227659207931,8,1.45,0.1,N2 S2 P1 O2,de-protonated,0,-9999,C20 H29 O2 N2 P1 S2,20,29,2,2,1,2,-9999,-9999,-9999
798,423.155996,423.1562571184658,423.1561600474791,3258298.8,-9999,523509.1,40.06,-1,0.2293975508123881,0.4952485121444703,0.8007932653391622,0.6174664134223471,13,1.0434782608695652,0.2608695652173913,N2 O6,de-protonated,0,-9999,C23 H24 O6 N2,23,24,6,2,-9999,-9999,-9999,-9999,-9999
799,423.15946,423.15972112471184,423.1595313507991,1089979.6,-9999,622347.2,12.2,-1,0.4484689547632804,0.9641641114382078,0,0.5784984668629246,8,1.4,0.3,N2 S1 O6,de-protonated,0,-9999,C20 H28 O6 N2 S1,20,28,6,2,-9999,1,-9999,-9999,-9999
800,423.169831,423.170092143412,423.1699165869191,1544638.1,-9999,469484.2,18.04,-1,0.41486052304933463,0.969253590560406,0,0.5815521543362436,7,1.5714285714285714,0.04761904761904761,N2 S2 P1 O1,de-protonated,0,-9999,C21 H33 O1 N2 P1 S2,21,33,1,2,1,2,-9999,-9999,-9999
806,423.984051,423.9843136115524,423.9843299424391,1215106.3,-9999,551356.6,13.51,-1,-0.03851766572769695,0.999730837041362,0.9587747920376564,0.9833484190398798,8,1.0909090909090908,1,13C1 N2 S2 O11,de-protonated,1,793,C11 H12 O11 N2 S2 13C1,11,12,11,2,-9999,2,1,-9999,-9999
806,423.984051,423.9843136115524,423.9839498199191,1215106.3,-9999,551356.6,13.51,-1,0.8580316153187793,0.8749523643714449,0.9754033534857576,0.91513276001717,13,0.6923076923076923,0.6153846153846154,13C1 N4 S1 P1 O8,de-protonated,1,793,C13 H9 O8 N4 P1 S1 13C1,13,9,8,4,1,1,1,-9999,-9999
807,424.12828,424.1285428716153,424.1281544467991,1956005.1,-9999,461652.7,22.82,-1,0.915819457245596,0.8588288673804264,0.9897724451488268,0.9112062984877866,4,1.8125,0.5,13C1 S1 P1 O8,de-protonated,1,796,C16 H29 O8 P1 S1 13C1,16,29,8,-9999,1,1,1,-9999,-9999
807,424.12828,424.1285428716153,424.1282907924191,1956005.1,-9999,461652.7,22.82,-1,0.5943465732001602,0.9379146194522312,0,0.5627487716713387,4,1.6875,0.625,N1 S1 O10,de-protonated,0,-9999,C16 H27 O10 N1 S1,16,27,10,1,-9999,1,-9999,-9999,-9999
807,424.12828,424.1285428716153,424.12878004976915,1956005.1,-9999,461652.7,22.82,-1,-0.5592125905975575,0.9448374270100706,0,0.5669024562060423,8,1.4736842105263157,0.10526315789473684,N3 S2 P1 O2,de-protonated,0,-9999,C19 H28 O2 N3 P1 S2,19,28,2,3,1,2,-9999,-9999,-9999
807,424.12828,424.1285428716153,424.1284895357191,1956005.1,-9999,461652.7,22.82,-1,0.1257540993531886,0.9971346664351702,0.933092075186002,0.971517629935503,23,0.5925925925925926,0.03703703703703703,13C1 N4 O1,de-protonated,1,796,C27 H16 O1 N4 13C1,27,16,1,4,-9999,-9999,1,-9999,-9999
811,424.977832,424.97809640346367,424.9784869845691,2066291,-9999,532151.9,24.2,-1,-0.9190608875107322,0.8579025270530585,0,0.5147415162318351,12,0.7857142857142857,0.42857142857142855,N4 S2 P1 O6,de-protonated,0,-9999,C14 H11 O6 N4 P1 S2,14,11,6,4,1,2,-9999,-9999,-9999
812,425.112794,425.1130586468171,425.1134470813591,1655699.8,-9999,527101.2,19.04,-1,-0.9137197250996032,0.8594277165392211,0,0.5156566299235327,17,0.8518518518518519,0.03703703703703703,S1 P1 O1,de-protonated,0,-9999,C27 H23 O1 P1 S1,27,23,1,-9999,1,1,-9999,-9999,-9999
812,425.112794,425.1130586468171,425.11279563267914,1655699.8,-9999,527101.2,19.04,-1,0.6186925932240754,0.932902091213944,0,0.5597412547283663,8,1.4210526315789471,0.15789473684210523,N2 S2 P1 O3,de-protonated,0,-9999,C19 H27 O3 N2 P1 S2,19,27,3,2,1,2,-9999,-9999,-9999
813,425.14915,425.1494147123715,425.1491811420291,2021276.6,-9999,518344.7,23.64,-1,0.5493844343647375,0.9467071877682472,0,0.5680243126609482,7,1.55,0.1,N2 S2 P1 O2,de-protonated,0,-9999,C20 H31 O2 N2 P1 S2,20,31,2,2,1,2,-9999,-9999,-9999
814,425.158171,425.1584357286374,425.1580747991991,1143710.9,-9999,578807.5,12.61,-1,0.8489299856294982,0.8774223443608042,0,0.5264534066164825,16,0.9285714285714286,0.07142857142857142,S1 O2,de-protonated,0,-9999,C28 H26 O2 S1,28,26,2,-9999,-9999,1,-9999,-9999,-9999
814,425.158171,425.1584357286374,425.1582077409291,1143710.9,-9999,578807.5,12.61,-1,0.5362420487042556,0.9491612548167186,0,0.5694967528900312,3,1.8235294117647056,0.5882352941176471,P1 O10,de-protonated,0,-9999,C17 H31 O10 P1,17,31,10,-9999,1,-9999,-9999,-9999,-9999
815,425.185532,425.1857967779728,425.18556665137913,1697189.5,-9999,527878,19.56,-1,0.5412380186084529,0.948234615320386,0,0.5689407691922317,6,1.6666666666666667,0.04761904761904761,N2 S2 P1 O1,de-protonated,0,-9999,C21 H35 O1 N2 P1 S2,21,35,1,2,1,2,-9999,-9999,-9999
817,425.235007,425.23527186718235,425.2356874734691,2900401.5,-9999,544099.4,34.69,-1,-0.9773551444714974,0.8408651533455884,0,0.504519092007353,1,2.2941176470588234,0.2352941176470588,N4 S1 P1 O4,de-protonated,0,-9999,C17 H39 O4 N4 P1 S1,17,39,4,4,1,1,-9999,-9999,-9999
819,425.261713,425.2619779153366,425.2616877466991,1928632,-9999,501768.1,22.47,-1,0.6823296004601306,0.918992118087296,0,0.5513952708523776,1,2.235294117647059,0.4705882352941176,N4 O8,de-protonated,0,-9999,C17 H38 O8 N4,17,38,8,4,-9999,-9999,-9999,-9999,-9999
823,426.967501,426.9677689910855,426.96764751844904,1376089.4,-9999,430336,15.52,-1,0.28450079806073697,0.9854207374140196,0,0.5912524424484117,7,1.181818181818182,0.9090909090909092,N2 S2 P1 O10,de-protonated,0,-9999,C11 H13 O10 N2 P1 S2,11,13,10,2,1,2,-9999,-9999,-9999
824,426.971786,426.9720539988119,426.9716702704491,2529114.5,-9999,239618.1,30.02,-1,0.8987208975854694,0.8636773925422955,0,0.5182064355253773,11,0.8125,0.5,S2 P1 O8,de-protonated,0,-9999,C16 H13 O8 P1 S2,16,13,8,-9999,1,2,-9999,-9999,-9999
824,426.971786,426.9720539988119,426.97213830109905,2529114.5,-9999,239618.1,30.02,-1,-0.19744212705105588,0.9929514726722192,0,0.5957708836033315,17,0.3125,0.5625,N4 P1 O9,de-protonated,0,-9999,C16 H5 O9 N4 P1,16,5,9,4,1,-9999,-9999,-9999,-9999
825,426.976287,426.97655500692775,426.97654117561905,3850075.5,-9999,237290.8,46.62,-1,0.03239360333070154,0.4999048078781256,0.8295321147073604,0.6317557306098196,16,0.42105263157894735,0.5263157894736842,S1 O10,de-protonated,0,-9999,C19 H8 O10 S1,19,8,10,-9999,-9999,1,-9999,-9999,-9999
828,426.981303,426.98157101597224,426.98124988945904,5180253,-9999,326796.1,63.34,-1,0.7520857491578942,0.4512288949411189,0.8446892076502734,0.6086130200247807,16,0.4705882352941176,0.35294117647058826,N4 S2 O6,de-protonated,0,-9999,C17 H8 O6 N4 S2,17,8,6,4,-9999,2,-9999,-9999,-9999
829,426.984938,426.9852060225266,426.9852726414591,23787358,-9999,329805.6,297.23,-1,-0.1560216166460579,0.3318642604470792,0.7533358885005607,0.5004529116684718,20,0.3636363636363637,0.18181818181818185,N2 S2 O4,de-protonated,0,-9999,C22 H8 O4 N2 S2,22,8,4,2,-9999,2,-9999,-9999,-9999
