Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,17O,18O,33S,34S
4,163.016553,163.01654868301776,163.0165693144491,835195.3,-9999,990779.3,13.95,-1,-0.12656033326549587,0.9970978617774324,0,0.5982587170664595,2,1.8,0.8,P1 O4,de-protonated,0,-9999,C5 H9 O4 P1,5,9,4,-9999,1,-9999,-9999,N/A,-9999,-9999,-9999
5,163.016643,163.01663868301537,163.0165693144491,907683.3,-9999,1024210.3,15.33,-1,0.4255307700573656,0.9676778163248532,0,0.5806066897949118,2,1.8,0.8,P1 O4,de-protonated,0,-9999,C5 H9 O4 P1,5,9,4,-9999,1,-9999,-9999,N/A,-9999,-9999,-9999
17,163.018157,163.01815268297537,163.0182868474891,1008480.6,-9999,990769,17.26,-1,-0.8230028441534075,0.8843509377664882,0,0.5306105626598929,2,2,0.75,N2 S1 O3,de-protonated,0,-9999,C4 H8 O3 N2 S1,4,8,3,2,-9999,1,-9999,N/A,-9999,-9999,-9999
18,163.018387,163.01838268296927,163.0182868474891,1249161.3,-9999,495384.1,21.85,-1,0.5878817771570194,0.9392162103510712,0,0.5635297262106426,2,2,0.75,N2 S1 O3,de-protonated,0,-9999,C4 H8 O3 N2 S1,4,8,3,2,-9999,1,-9999,N/A,-9999,-9999,-9999
22,163.018942,163.01893768295463,163.0189382961691,1040638.3,-9999,660509.5,17.87,-1,-0.00376161490227859,0.9999974325503505,0,0.5999984595302102,11,0.3333333333333333,0.08333333333333333,O1,de-protonated,0,-9999,C12 H4 O1,12,4,1,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
23,163.019103,163.01909868295036,163.0189382961691,864569.3,-9999,1321017.6,14.51,-1,0.983853673302215,0.8389228502530749,0,0.5033537101518449,11,0.3333333333333333,0.08333333333333333,O1,de-protonated,0,-9999,C12 H4 O1,12,4,1,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
84,227.140097,227.1400909878756,227.14011605984908,994515.1,-9999,793424.3,16.17,-1,-0.11038108951049708,0.9977916738897952,0,0.5986750043338771,3,1.818181818181818,0.2727272727272727,N2 O3,de-protonated,0,-9999,C11 H20 O3 N2,11,20,3,2,-9999,-9999,-9999,N/A,-9999,-9999,-9999
86,229.15579,229.1557839345896,229.15576612430908,995672.6,-9999,856071.5,16.13,-1,0.07772128463655224,0.998904541865656,0,0.5993427251193937,2,2,0.2727272727272727,N2 O3,de-protonated,0,-9999,C11 H22 O3 N2,11,22,3,2,-9999,-9999,-9999,N/A,-9999,-9999,-9999
88,233.154666,233.15465982887704,233.15470349587903,862021.1,-9999,730442.2,13.64,-1,-0.18728767364809837,0.9936555950861624,0,0.5961933570516974,5,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,-9999,C15 H22 O2,15,22,2,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
90,239.128888,239.1288816709451,239.12888267055905,1178551.6,-9999,793331.7,19.23,-1,-0.00418023090407355,0.9999968293107292,0,0.5999980975864375,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
