Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,17O,33S,34S
47,189.088145,189.0881974353836,189.08808048603908,985745.3,-9999,900266.3,16.66,-1,0.6184913625646096,0.932944234474565,0,0.559766540684739,2,2,0.5714285714285714,N2 O4,de-protonated,0,-9999,C7 H14 O4 N2,7,14,4,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
75,212.977943,212.97798406558817,212.9780758048191,952084.9,-9999,1034265.8,15.46,-1,-0.43074495159423726,0.966894190958022,0,0.5801365145748132,6,0.875,0.375,S1 P1 O3,de-protonated,0,-9999,C8 H7 O3 P1 S1,8,7,3,-9999,1,1,-9999,-9999,-9999,-9999,-9999
93,218.985376,218.9854142064897,218.9852691855291,4963328.5,-9999,752128.9,87.86,-1,0.6622407121518685,0.9235072426000832,0,0.55410434556005,9,0.5,0.4,P1 O4,de-protonated,0,-9999,C10 H5 O4 P1,10,5,4,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
94,219.063049,219.06308716952304,219.0631290405891,1392844.6,-9999,737981.3,23.25,-1,-0.1911369852291588,0.9933929950317644,0,0.5960357970190586,2,2,0.125,N2 S2 O1,de-protonated,0,-9999,C8 H16 O1 N2 S2,8,16,1,2,-9999,2,-9999,-9999,-9999,-9999,-9999
133,234.983378,234.9834085926115,234.98355510841907,834411.3,-9999,1061559.1,12.83,-1,-0.6235151539073104,0.9318885864046866,0,0.559133151842812,4,1.2857142857142858,0.7142857142857143,S1 P1 O5,de-protonated,0,-9999,C7 H9 O5 P1 S1,7,9,5,-9999,1,1,-9999,-9999,-9999,-9999,-9999
174,242.985266,242.98529278429848,242.9852691855291,1476989.1,-9999,748528.4,23.87,-1,0.09712016480464612,0.9982899805159914,0,0.5989739883095948,11,0.4166666666666667,0.3333333333333333,P1 O4,de-protonated,0,-9999,C12 H5 O4 P1,12,5,4,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
187,245.048385,245.04841080240485,245.0485381486291,4669038.5,-9999,672784.6,79.7,-1,-0.5196775512668218,0.9521783727292296,0,0.5713070236375377,9,0.9166666666666666,0.16666666666666666,N2 P1 O2,de-protonated,0,-9999,C12 H11 O2 N2 P1,12,11,2,2,1,-9999,-9999,-9999,-9999,-9999,-9999
199,249.022211,249.0222349111545,249.0223234001391,1000753.7,-9999,679988.9,15.45,-1,-0.355345590683535,0.9773488636036862,0,0.5864093181622118,13,0.5,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H7 O1 N2 P1,14,7,1,2,1,-9999,-9999,-9999,-9999,-9999,-9999
206,250.155924,250.1559473715901,250.1561004769391,4058874,-9999,622453.2,68.36,-1,-0.6120392376453424,0.9342892198510272,0,0.5605735319106163,5,1.6153846153846154,0.15384615384615383,N3 O2,de-protonated,0,-9999,C13 H21 O2 N3,13,21,2,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999
212,251.077405,251.07742793303257,251.0772410199191,1165468.1,-9999,996440.1,18.23,-1,0.7444446685880223,0.9043322305040028,0,0.5425993383024016,2,1.7777777777777777,0.8888888888888888,O8,de-protonated,0,-9999,C9 H16 O8,9,16,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
213,251.078136,251.07815893268463,251.07811039978907,4456860,-9999,678066.3,75.25,-1,0.19329799604231224,0.9932432604797128,0,0.5959459562878278,1,2,0.3,S2 O3,de-protonated,0,-9999,C10 H20 O3 S2,10,20,3,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999
218,252.951105,252.9511270412885,252.95120960764905,2561507.5,-9999,831637.6,42.41,-1,-0.326412198973469,0.9808532366919918,0,0.5885119420151951,4,1.4,0.8,N2 S2 P1 O4,de-protonated,0,-9999,C5 H7 O4 N2 P1 S2,5,7,4,2,1,2,-9999,-9999,-9999,-9999,-9999
