Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,17O,18O,33S,34S
5,163.014995,163.01488047098144,163.01491554416907,904764.4,-9999,1076869.7,15.19,-1,-0.2151532423602248,0.9916357504190884,0,0.5949814502514531,7,0.5714285714285714,0.42857142857142855,N2 O3,de-protonated,0,-9999,C7 H4 O3 N2,7,4,3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
6,163.015129,163.01501447105832,163.01491554416907,801943.4,-9999,720560.7,13.23,-1,0.6068578996027914,0.935360475222922,0,0.5612162851337532,7,0.5714285714285714,0.42857142857142855,N2 O3,de-protonated,0,-9999,C7 H4 O3 N2,7,4,3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17,163.016638,163.01652347192385,163.0165693144491,841010.3,-9999,906963.1,13.98,-1,-0.2812139001941881,0.9857532686633972,0,0.5914519611980383,2,1.8,0.8,P1 O4,de-protonated,0,-9999,C5 H9 O4 P1,5,9,4,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
18,163.016744,163.01662947198463,163.0165693144491,836466.3,-9999,1718935.2,13.89,-1,0.3690271227152064,0.9755929229752875,0,0.5853557537851725,2,1.8,0.8,P1 O4,de-protonated,0,-9999,C5 H9 O4 P1,5,9,4,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28,163.018341,163.01822647290064,163.0182868474891,1347149.3,-9999,990752.1,23.59,-1,-0.3703546983904803,0.9754191781616884,0,0.5852515068970131,2,2,0.75,N2 S1 O3,de-protonated,0,-9999,C4 H8 O3 N2 S1,4,8,3,2,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
29,163.018444,163.01832947295972,163.0182868474891,1599560.3,-9999,595079.7,28.38,-1,0.26147661990107096,0.9876709820532148,0,0.5926025892319289,2,2,0.75,N2 S1 O3,de-protonated,0,-9999,C4 H8 O3 N2 S1,4,8,3,2,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
32,163.018979,163.0188644732666,163.0189382961691,1134351.3,-9999,766574.3,19.55,-1,-0.4528486276798601,0.9634737623025158,0,0.5780842573815095,11,0.3333333333333333,0.08333333333333333,O1,de-protonated,0,-9999,C12 H4 O1,12,4,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
33,163.01909,163.01897547333027,163.0189382961691,1211349.3,-9999,792597.7,21.01,-1,0.22805424672688993,0.9906074705172642,0,0.5943644823103584,11,0.3333333333333333,0.08333333333333333,O1,de-protonated,0,-9999,C12 H4 O1,12,4,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
115,212.978309,212.97822312891756,212.9780758048191,5312531.5,-9999,786504.4,95.83,-1,0.6917336345866631,0.9168399434949748,0,0.5501039660969848,6,0.875,0.375,S1 P1 O3,de-protonated,0,-9999,C8 H7 O3 P1 S1,8,7,3,-9999,1,1,-9999,-9999,-9999,-9999,-9999,-9999
119,217.047568,217.04748446296145,217.0474789761291,1768344.8,-9999,687954.4,30.38,-1,0.025279410512872202,0.9998840521942552,0,0.5999304313165531,3,1.75,0.125,N2 S2 O1,de-protonated,0,-9999,C8 H14 O1 N2 S2,8,14,1,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999
