Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,33S,34S
4,195.139025,195.1390573701271,195.13905343141903,773300.1,-9999,1057990.7,12.61,-1,0.02018410955798794,0.9999260808496886,0,0.5999556485098131,3,1.6666666666666667,0.16666666666666666,O2,de-protonated,0,-9999,C12 H20 O2,12,20,2,-9999,-9999,-9999,-9999,N/A,N/A
7,197.081854,197.0818857130153,197.08193247717907,3112111.3,-9999,701682.6,56.56,-1,-0.23728285575346755,0.9898358741716036,0,0.5939015245029622,4,1.4,0.4,O4,de-protonated,0,-9999,C10 H14 O4,10,14,4,-9999,-9999,-9999,-9999,N/A,N/A
20,209.154693,209.1547206296891,209.15470349587903,1110594.1,-9999,910102.1,18.58,-1,0.08191931503723549,0.9987830798901366,0,0.5992698479340819,3,1.6923076923076923,0.15384615384615383,O2,de-protonated,0,-9999,C13 H22 O2,13,22,2,-9999,-9999,-9999,-9999,N/A,N/A
22,211.133923,211.1339499602656,211.13396805098907,762150.2,-9999,747860,12.09,-1,-0.0856836235813607,0.998668748103842,0,0.5992012488623052,3,1.6666666666666667,0.25,O3,de-protonated,0,-9999,C12 H20 O3,12,20,3,-9999,-9999,-9999,-9999,N/A,N/A
24,213.076802,213.07682830313692,213.07684709674908,1541872.1,-9999,719300.1,26.47,-1,-0.0882010993327383,0.9985894277279364,0,0.5991536566367619,4,1.4,0.5,O5,de-protonated,0,-9999,C10 H14 O5,10,14,5,-9999,-9999,-9999,-9999,N/A,N/A
25,215.092479,215.0925046213862,215.09249716120908,1272238.5,-9999,739156.4,21.41,-1,0.03468357673433061,0.9997817500329588,0,0.5998690500197752,3,1.6,0.5,O5,de-protonated,0,-9999,C10 H16 O5,10,16,5,-9999,-9999,-9999,-9999,N/A,N/A
26,215.12885,215.12887560908467,215.12888267055905,1399283.8,-9999,873696.9,23.75,-1,-0.03282439015170443,0.9998045189294926,0,0.5998827113576956,2,1.818181818181818,0.3636363636363637,O4,de-protonated,0,-9999,C11 H20 O4,11,20,4,-9999,-9999,-9999,-9999,N/A,N/A
27,217.108086,217.10811093965916,217.1081472256691,1007446.5,-9999,815226.8,16.48,-1,-0.16713334065898475,0.9949443166081388,0,0.5969665899648833,2,1.8,0.5,O5,de-protonated,0,-9999,C10 H18 O5,10,18,5,-9999,-9999,-9999,-9999,N/A,N/A
29,221.081892,221.0819155956219,221.08193247717907,768311.2,-9999,918061.3,12.05,-1,-0.07635882775167194,0.9989425919340624,0,0.5993655551604374,6,1.1666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H14 O4,12,14,4,-9999,-9999,-9999,-9999,N/A,N/A
30,225.076768,225.07679024445812,225.07684709674908,843798.9,-9999,803645.8,13.31,-1,-0.25259057822488595,0.9884899640572552,0,0.5930939784343532,5,1.2727272727272727,0.4545454545454546,O5,de-protonated,0,-9999,C11 H14 O5,11,14,5,-9999,-9999,-9999,-9999,N/A,N/A
31,227.092496,227.09251756269015,227.09249716120908,1328066.1,-9999,597622.5,22.08,-1,0.08983775928202585,0.9985366315398492,0,0.5991219789239095,4,1.4545454545454546,0.4545454545454546,O5,de-protonated,0,-9999,C11 H16 O5,11,16,5,-9999,-9999,-9999,-9999,N/A,N/A
32,227.128817,227.1288385504055,227.12888267055905,1480088.3,-9999,590444.6,24.83,-1,-0.1942516206122281,0.9931766565832256,0,0.5959059939499354,3,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H20 O4,12,20,4,-9999,-9999,-9999,-9999,N/A,N/A
33,227.140126,227.14014754658055,227.14011605984908,1275466.1,-9999,639836.8,21.13,-1,0.13862250323276143,0.9965193177116832,0,0.5979115906270098,3,1.818181818181818,0.2727272727272727,N2 O3,de-protonated,0,-9999,C11 H20 O3 N2,11,20,3,2,-9999,-9999,-9999,N/A,N/A
34,229.071692,229.0717128932782,229.0717617163191,1198411.9,-9999,842556.4,19.65,-1,-0.2131342620278479,0.9917913496931836,0,0.5950748098159101,4,1.4,0.6,O6,de-protonated,0,-9999,C10 H14 O6,10,14,6,-9999,-9999,-9999,-9999,N/A,N/A
35,229.108102,229.10812288096344,229.1081472256691,1443153.9,-9999,747155.9,24.07,-1,-0.10625857664542578,0.9979533809161212,0,0.5987720285496727,3,1.6363636363636365,0.4545454545454546,O5,de-protonated,0,-9999,C11 H18 O5,11,18,5,-9999,-9999,-9999,-9999,N/A,N/A
36,229.14447,229.14449086866293,229.14453273501908,1367704,-9999,669560.7,22.7,-1,-0.1827072008064013,0.9939612015302473,0,0.5963767209181483,2,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,-9999,C12 H22 O4,12,22,4,-9999,-9999,-9999,-9999,N/A,N/A
37,229.155727,229.15574786485553,229.15576612430908,2247002,-9999,662679.2,38.57,-1,-0.0796814056364922,0.9988486226987976,0,0.5993091736192785,2,2,0.2727272727272727,N2 O3,de-protonated,0,-9999,C11 H22 O3 N2,11,22,3,2,-9999,-9999,-9999,N/A,N/A
38,231.087314,231.08733421154605,231.0874117807791,1283871.1,-9999,731763.6,21.1,-1,-0.33567052590353424,0.9797628987397204,0,0.5878577392438322,3,1.6,0.6,O6,de-protonated,0,-9999,C10 H16 O6,10,16,6,-9999,-9999,-9999,-9999,N/A,N/A
39,231.123742,231.12376219922524,231.12379729012903,916069.3,-9999,753272.3,14.49,-1,-0.15182730741378855,0.995826065113816,0,0.5974956390682896,2,1.818181818181818,0.4545454545454546,O5,de-protonated,0,-9999,C11 H20 O5,11,20,5,-9999,-9999,-9999,-9999,N/A,N/A
41,233.154676,233.15469551231425,233.15470349587903,2427966,-9999,540271.3,41.66,-1,-0.03424149168943453,0.9997872777176638,0,0.5998723666305983,5,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,-9999,C15 H22 O2,15,22,2,-9999,-9999,-9999,-9999,N/A,N/A
