Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,33S,34S
39,212.977753,212.97792159298749,212.9780758048191,1038847.4,-9999,720268.6,17.22,-1,-0.7240737387219068,0.909254340397409,0,0.5455526042384454,6,0.875,0.375,S1 P1 O3,de-protonated,0,-9999,C8 H7 O3 P1 S1,8,7,3,-9999,1,1,-9999,N/A,N/A,-9999,-9999
66,242.985261,242.98539623426583,242.9852691855291,1492777.3,-9999,591422.2,24.54,-1,0.5228660040560367,0.9516042359437674,0,0.5709625415662605,11,0.4166666666666667,0.3333333333333333,P1 O4,de-protonated,0,-9999,C12 H5 O4 P1,12,5,4,-9999,1,-9999,-9999,N/A,N/A,-9999,-9999
76,251.0778,251.0779262379588,251.07811039978907,1478629.9,-9999,615394.5,24.06,-1,-0.7334842132713747,0.9069941957145132,0,0.544196517428708,1,2,0.3,S2 O3,de-protonated,0,-9999,C10 H20 O3 S2,10,20,3,-9999,-9999,2,-9999,N/A,N/A,-9999,-9999
86,255.059469,255.0595908116203,255.05975773726908,1031129.4,-9999,806238.3,16.09,-1,-0.6544570192697572,0.9252262185017748,0,0.555135731101065,10,0.8571428571428571,0.07142857142857142,N2 S1 O1,de-protonated,0,-9999,C14 H12 O1 N2 S1,14,12,1,2,-9999,1,-9999,N/A,N/A,-9999,-9999
90,255.062872,255.06299380783724,255.0631290405891,1199705.9,-9999,743192.8,19.05,-1,-0.5301932598708672,0.9502728610057908,0,0.5701637166034745,5,1.4545454545454546,0.09090909090909093,N2 S2 O1,de-protonated,0,-9999,C11 H16 O1 N2 S2,11,16,1,2,-9999,2,-9999,N/A,N/A,-9999,-9999
95,256.064916,256.06503669388576,256.06490268823904,1784691.3,-9999,696586.7,29.3,-1,0.5233268804410838,0.9515209853356004,0,0.5709125912013602,5,1.3636363636363635,0.3636363636363637,N1 S1 O4,de-protonated,0,-9999,C11 H15 O4 N1 S1,11,15,4,1,-9999,1,-9999,N/A,N/A,-9999,-9999
118,265.147424,265.1475345970508,265.1475239158191,2616192,-9999,674357.3,42.85,-1,0.04028410895524191,0.9997055867081108,0,0.5998233520248664,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,N/A,N/A,-9999,-9999
120,266.089002,266.0891115503182,266.0890094364491,1569532.5,-9999,770617.4,24.92,-1,0.3837583120050004,0.9736318460708212,0,0.5841791076424928,1,2.1,0.3,N1 S2 O3,de-protonated,0,-9999,C10 H21 O3 N1 S2,10,21,3,1,-9999,2,-9999,N/A,N/A,-9999,-9999
123,267.073038,267.07314645638587,267.0730250193591,2092925,-9999,652508.3,33.88,-1,0.4546959648316392,0.9631807122506816,0,0.5779084273504088,1,2,0.4,S2 O4,de-protonated,0,-9999,C10 H20 O4 S2,10,20,4,-9999,-9999,2,-9999,N/A,N/A,-9999,-9999
124,267.073391,267.07349945599344,267.07349305000906,1242557,-9999,678343,19.31,-1,0.02398584863754683,0.999895614220736,0,0.5999373685324416,7,1.2,0.5,N4 O5,de-protonated,0,-9999,C10 H12 O5 N4,10,12,5,4,-9999,-9999,-9999,N/A,N/A,-9999,-9999
143,271.118371,271.11847495927344,271.1187119096991,1410172.4,-9999,569422.9,21.99,-1,-0.873972969116521,0.8705799124200566,0,0.522347947452034,4,1.5384615384615383,0.4615384615384616,O6,de-protonated,0,-9999,C13 H20 O6,13,20,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
144,271.154756,271.15485991882497,271.15509741904907,1455872.9,-9999,550070.8,22.77,-1,-0.8758833094528435,0.8700520218644593,0,0.5220312131186755,3,1.7142857142857142,0.35714285714285715,O5,de-protonated,0,-9999,C14 H24 O5,14,24,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
147,271.191139,271.1912428783788,271.19148292839907,4555141.5,-9999,575817,75.45,-1,-0.8851679916460945,0.8674745494897866,0,0.5204847296938719,2,1.8666666666666667,0.26666666666666666,O4,de-protonated,0,-9999,C15 H28 O4,15,28,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
148,271.227503,271.22760683795366,271.2278684377491,1402377.9,-9999,635864.2,21.86,-1,-0.9645019037745324,0.8446819047001363,0,0.5068091428200817,1,2,0.1875,O3,de-protonated,0,-9999,C16 H32 O3,16,32,3,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
150,273.097662,273.0977637589368,273.0979764648091,1255150,-9999,593153.8,19.19,-1,-0.7788628646748224,0.8957698723330481,0,0.5374619233998288,4,1.5,0.5833333333333334,O7,de-protonated,0,-9999,C12 H18 O7,12,18,7,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
151,273.134061,273.1341627184728,273.13436197415905,2684018.3,-9999,662441.7,43.28,-1,-0.7295152642622272,0.9079503034495484,0,0.544770182069729,3,1.6923076923076923,0.4615384615384616,O6,de-protonated,0,-9999,C13 H22 O6,13,22,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
152,273.170443,273.1705446780277,273.17074748350905,1445366.8,-9999,633776.5,22.4,-1,-0.7424128799780039,0.9048280787216004,0,0.5428968472329603,2,1.8571428571428572,0.35714285714285715,O5,de-protonated,0,-9999,C14 H26 O5,14,26,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
153,273.206806,273.2069076376037,273.2071329928591,2444923,-9999,549894.3,39.25,-1,-0.8248512874703506,0.8838623041264436,0,0.5303173824758661,1,2,0.26666666666666666,O4,de-protonated,0,-9999,C15 H30 O4,15,30,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
154,275.113357,275.1134565181307,275.1136265292691,1719902.8,-9999,662926.9,27.02,-1,-0.6179669852219778,0.9330539981066702,0,0.5598323988640022,3,1.6666666666666667,0.5833333333333334,O7,de-protonated,0,-9999,C12 H20 O7,12,20,7,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
155,275.149804,275.14990347761335,275.1500120386191,1060387.1,-9999,602479.4,15.91,-1,-0.39455206607952886,0.9721488398356564,0,0.5832893039013938,2,1.8461538461538465,0.4615384615384616,O6,de-protonated,0,-9999,C13 H24 O6,13,24,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
157,277.056992,277.0570893574321,277.0569948323791,1494210.6,-9999,515175.6,23.22,-1,0.34117547943777465,0.9791007256226248,0,0.5874604353735748,8,1.1538461538461535,0.07692307692307693,N2 S1 P1 O1,de-protonated,0,-9999,C13 H15 O1 N2 P1 S1,13,15,1,2,1,1,-9999,N/A,N/A,-9999,-9999
158,277.057561,277.0576583567996,277.05784298554903,1613890.8,-9999,604772.1,25.23,-1,-0.6663906259920772,0.9225837775192104,0,0.5535502665115263,9,0.9090909090909092,0.4545454545454546,N4 O5,de-protonated,0,-9999,C11 H10 O5 N4,11,10,5,4,-9999,-9999,-9999,N/A,N/A,-9999,-9999
160,277.059457,277.05955435469184,277.0594967558291,27560002,-9999,594143.2,462.55,-1,0.2078934791954761,0.9852531065008704,0.9983038762375412,0.9904734143955388,4,1.6666666666666667,0.6666666666666666,N2 P1 O6,de-protonated,0,-9999,C9 H15 O6 N2 P1,9,15,6,2,1,-9999,-9999,N/A,N/A,-9999,-9999
161,277.144307,277.1444042603659,277.1445327350191,1683532.9,-9999,739938.4,26.41,-1,-0.46356553357642694,0.9617583519607016,0,0.577055011176421,6,1.375,0.25,O4,de-protonated,0,-9999,C16 H22 O4,16,22,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
162,277.144666,277.14476325996674,277.1445327350191,911692.9,-9999,637508.1,13.4,-1,0.8317860192967558,0.8820217738138326,0,0.5292130642882995,6,1.375,0.25,O4,de-protonated,0,-9999,C16 H22 O4,16,22,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
163,277.155603,277.15570024780834,277.1557661243091,1531342.1,-9999,532238.5,23.84,-1,-0.23768764281085655,0.9898013436851864,0,0.5938808062111118,6,1.4666666666666666,0.2,N2 O3,de-protonated,0,-9999,C15 H22 O3 N2,15,22,3,2,-9999,-9999,-9999,N/A,N/A,-9999,-9999
164,277.180696,277.18079321991297,277.1809182443691,966993.1,-9999,725080.7,14.33,-1,-0.4510572260980765,0.9637568843399192,0,0.5782541306039515,5,1.5294117647058822,0.17647058823529413,O3,de-protonated,0,-9999,C17 H26 O3,17,26,3,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
165,278.062852,278.06294823923855,278.06285159089913,2739127,-9999,572587.9,43.82,-1,0.3475773152338926,0.9783177010586932,0.9983038762375412,0.9863121711302324,4,1.875,0.75,13C1 N2 P1 O6,de-protonated,1,160,C8 H15 O6 N2 P1 13C1,8,15,6,2,1,-9999,1,N/A,N/A,-9999,-9999
167,279.038766,279.0388611543353,279.0387613109391,1065127.1,-9999,590055.1,15.84,-1,0.3578119244664667,0.9770369951439682,0,0.5862221970863809,4,1.625,0.875,N2 P1 O7,de-protonated,0,-9999,C8 H13 O7 N2 P1,8,13,7,2,1,-9999,-9999,N/A,N/A,-9999,-9999
168,279.0559,279.05599513528773,279.0557349852691,1942057.1,-9999,521292.6,30.5,-1,0.9322511097380622,0.8541097115703259,0,0.5124658269421956,8,1.0909090909090908,0.2727272727272727,N4 S1 O3,de-protonated,0,-9999,C11 H12 O3 N4 S1,11,12,3,4,-9999,1,-9999,N/A,N/A,-9999,-9999
169,279.056567,279.05666213454623,279.05638643394906,8920361,-9999,572993.1,147.12,-1,0.9879745118712484,0.4188434366022659,0.8295321147073604,0.5831189078443038,17,0.42105263157894735,0.05263157894736842,N2 O1,de-protonated,0,-9999,C19 H8 O1 N2,19,8,1,2,-9999,-9999,-9999,N/A,N/A,-9999,-9999
170,279.057424,279.0575191335936,279.0573887555491,861801.3,-9999,611728.3,12.45,-1,0.467208716759643,0.961166774577575,0,0.576700064746545,3,1.8888888888888888,0.4444444444444444,N2 S1 P1 O4,de-protonated,0,-9999,C9 H17 O4 N2 P1 S1,9,17,4,2,1,1,-9999,N/A,N/A,-9999,-9999
