Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,33S,34S
20,242.985457,242.98548997867144,242.9852691855291,1370292.5,-9999,874121.9,22.42,-1,0.9086688385971065,0.8608643120321934,0,0.516518587219316,11,0.4166666666666667,0.3333333333333333,P1 O4,de-protonated,0,-9999,C12 H5 O4 P1,12,5,4,-9999,1,-9999,-9999,N/A,-9999,-9999,-9999
56,263.043588,263.04360972191944,263.0438466913691,1688746.1,-9999,611641.2,27.26,-1,-0.9008743318872152,0.8630702940457744,0,0.5178421764274647,4,1.625,0.75,N2 P1 O6,de-protonated,0,-9999,C8 H13 O6 N2 P1,8,13,6,2,1,-9999,-9999,N/A,-9999,-9999,-9999
61,265.147515,265.1475355411821,265.1475239158191,55738944,-9999,613764.6,955.63,-1,0.04384488621151902,0.999074437566611,0.9744591285153,0.9892283139460868,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,N/A,-9999,-9999,-9999
63,266.089104,266.0891240127563,266.0890094364491,1117497,-9999,612842.4,17.22,-1,0.43059391091932103,0.9669170156993984,0,0.580150209419639,1,2.1,0.3,N1 S2 O3,de-protonated,0,-9999,C10 H21 O3 N1 S2,10,21,3,1,-9999,2,-9999,N/A,-9999,-9999,-9999
65,266.150883,266.1509029780855,266.1508787508891,6606529,-9999,560055.3,111.52,-1,0.09102805351467036,0.9984976265507132,0.9744591285153,0.9888822273365478,5,1.7692307692307692,0.07692307692307693,13C1 N2 P1 O1,de-protonated,1,61,C13 H23 O1 N2 P1 13C1,13,23,1,2,1,-9999,1,N/A,-9999,-9999,-9999
65,266.150883,266.1509029780855,266.15101509650907,6606529,-9999,560055.3,111.52,-1,-0.4212586734029959,0.48415660556681217,0.8767281105990777,0.6411852075797184,5,1.6153846153846154,0.2307692307692308,N3 O3,de-protonated,0,-9999,C13 H21 O3 N3,13,21,3,3,-9999,-9999,-9999,N/A,-9999,-9999,-9999
68,267.050589,267.0506084731647,267.0508640800991,848179.7,-9999,615280.3,12.59,-1,-0.9571470036941376,0.8468508811408912,0,0.5081105286845348,2,2.4285714285714284,0.14285714285714285,N4 S2 P1 O1,de-protonated,0,-9999,C7 H17 O1 N4 P1 S2,7,17,1,4,1,2,-9999,N/A,-9999,-9999,-9999
69,267.073172,267.073191460491,267.0730250193591,1166582.6,-9999,511713.6,18.06,-1,0.623204578214941,0.9319540604798108,0,0.5591724362878865,1,2,0.4,S2 O4,de-protonated,0,-9999,C10 H20 O4 S2,10,20,4,-9999,-9999,2,-9999,N/A,-9999,-9999,-9999
85,271.082098,271.0821152106559,271.0823264003491,977575.2,-9999,803149.3,14.68,-1,-0.7790610918073373,0.8957196788346579,0,0.5374318073007947,5,1.3333333333333333,0.5833333333333334,O7,de-protonated,0,-9999,C12 H16 O7,12,16,7,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
87,271.154869,271.1548861698164,271.15509741904907,1313200,-9999,645998.6,20.4,-1,-0.7790715892420679,0.8957170204800092,0,0.5374302122880055,3,1.7142857142857142,0.35714285714285715,O5,de-protonated,0,-9999,C14 H24 O5,14,24,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
