Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,17O,18O,33S,34S,36S
2136,451.214308,451.2142519993099,451.2139497069791,2529721.3,-9999,381064.3,24.25,-1,0.669953424496347,0.4608935508754029,0.7675537279851021,0.5835576217192826,17,1,0.07142857142857142,N4 O2,de-protonated,0,-9999,C28 H28 O2 N4,28,28,2,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2138,451.23482,451.2347639898411,451.23461104438906,1637569.5,-9999,274117.5,15.12,-1,0.3389488491287152,0.979369803068764,0,0.5876218818412584,6,1.6,0.12,S2 O3,de-protonated,0,-9999,C25 H40 O3 S2,25,40,3,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2138,451.23482,451.2347639898411,451.2350790750391,1637569.5,-9999,274117.5,15.12,-1,-0.6982728350503123,0.9153290608290608,0,0.5491974364974365,12,1.28,0.16,N4 O4,de-protonated,0,-9999,C25 H32 O4 N4,25,32,4,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2139,451.253548,451.2534919811959,451.25370651964914,1870793.3,-9999,285790.3,17.51,-1,-0.47542757020246057,0.9598165601368324,0,0.5758899360820995,11,1.3846153846153846,0.03846153846153846,N4 S1 O1,de-protonated,0,-9999,C26 H36 O1 N4 S1,26,36,1,4,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2141,452.193208,452.19315154742895,452.1934745072391,1468745.3,-9999,423808.1,13.39,-1,-0.7142071444094538,0.9115986202163838,0,0.5469591721298303,7,1.5217391304347827,0.17391304347826086,N1 S2 O4,de-protonated,0,-9999,C23 H35 O4 N1 S2,23,35,4,1,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2141,452.193208,452.19315154742895,452.19309438471913,1468745.3,-9999,423808.1,13.39,-1,0.1264121688993439,0.9971046430339644,0,0.5982627858203786,12,1.28,0.04,N3 S1 P1 O1,de-protonated,0,-9999,C25 H32 O1 N3 P1 S1,25,32,1,3,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2142,452.193951,452.193894547086,452.1934745072391,1343305.5,-9999,428560.4,12.1,-1,0.9288940920098648,0.8550785415676446,0,0.5130471249405868,7,1.5217391304347827,0.17391304347826086,N1 S2 O4,de-protonated,0,-9999,C23 H35 O4 N1 S2,23,35,4,1,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2144,453.109891,453.1098341242687,453.11007923396915,1411522.5,-9999,521983.9,12.8,-1,-0.5409495654713673,0.9482883258885472,0,0.5689729955331283,18,0.8148148148148148,0.03703703703703703,N2 S2 O1,de-protonated,0,-9999,C27 H22 O1 N2 S2,27,22,1,2,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2144,453.109891,453.1098341242687,453.11021217569913,1411522.5,-9999,521983.9,12.8,-1,-0.8343476273557084,0.8813389832695541,0,0.5288033899617324,5,1.6875,0.5625,N2 S1 P1 O9,de-protonated,0,-9999,C16 H27 O9 N2 P1 S1,16,27,9,2,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2145,453.110715,453.1106581238883,453.1108636243791,1761474.9,-9999,337703.6,16.38,-1,-0.4535324735652065,0.9633654099416018,0,0.578019245964961,14,0.9583333333333334,0.2916666666666667,P1 O7,de-protonated,0,-9999,C24 H23 O7 P1,24,23,7,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2145,453.110715,453.1106581238883,453.1105922982191,1761474.9,-9999,337703.6,16.38,-1,0.14527506157482414,0.9961778768474916,0,0.597706726108495,0,2.142857142857143,0.8571428571428571,S2 O12,de-protonated,0,-9999,C14 H30 O12 S2,14,30,12,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2145,453.110715,453.1106581238883,453.11021217569913,1761474.9,-9999,337703.6,16.38,-1,0.9841936402755126,0.8388210094644016,0,0.503292605678641,5,1.6875,0.5625,N2 S1 P1 O9,de-protonated,0,-9999,C16 H27 O9 N2 P1 S1,16,27,9,2,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2145,453.110715,453.1106581238883,453.1110603288691,1761474.9,-9999,337703.6,16.38,-1,-0.887652092392812,0.8667816488962005,0,0.5200689893377203,6,1.5714285714285714,0.9285714285714286,N4 O13,de-protonated,0,-9999,C14 H22 O13 N4,14,22,13,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2146,453.147035,453.1469781071222,453.1472491337291,2044625.8,-9999,376049.3,19.28,-1,-0.5980983165750723,0.937153570984151,0,0.5622921425904905,13,1.08,0.24,P1 O6,de-protonated,0,-9999,C25 H27 O6 P1,25,27,6,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2146,453.147035,453.1469781071222,453.14659768504913,2044625.8,-9999,376049.3,19.28,-1,0.8395121468901322,0.8799576284723032,0,0.5279745770833819,4,1.8235294117647056,0.4705882352941176,N2 S1 P1 O8,de-protonated,0,-9999,C17 H31 O8 N2 P1 S1,17,31,8,2,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2147,453.1835,453.1834430902892,453.1836346430791,1588192.9,-9999,390014.5,14.6,-1,-0.42268249610730624,0.9681021100666756,0,0.5808612660400053,12,1.1923076923076923,0.19230769230769232,P1 O5,de-protonated,0,-9999,C26 H31 O5 P1,26,31,5,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2147,453.1835,453.1834430902892,453.1838313475691,1588192.9,-9999,390014.5,14.6,-1,-0.8567324185856914,0.8753061215849395,0,0.5251836729509637,4,1.875,0.6875,N4 O11,de-protonated,0,-9999,C16 H30 O11 N4,16,30,11,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2149,453.196645,453.1965880842211,453.19658556540907,2150630.3,-9999,399411.3,20.36,-1,0.00555787968403146,0.9999943950609642,0,0.5999966370365785,12,1.25,0.125,N4 S1 O3,de-protonated,0,-9999,C24 H30 O3 N4 S1,24,30,3,4,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2150,453.213693,453.21363607635146,453.21387559949903,1480557.3,-9999,248638.2,13.5,-1,-0.5284991490020431,0.950582164233348,0,0.5703492985400087,6,1.5833333333333333,0.16666666666666666,S2 O4,de-protonated,0,-9999,C24 H38 O4 S2,24,38,4,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2150,453.213693,453.21363607635146,453.2134954769791,1480557.3,-9999,248638.2,13.5,-1,0.31022768242109344,0.9826887497156296,0,0.5896132498293777,11,1.3461538461538465,0.03846153846153846,N2 S1 P1 O1,de-protonated,0,-9999,C26 H35 O1 N2 P1 S1,26,35,1,2,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2151,453.214305,453.214248076069,453.21387559949903,1571821.6,-9999,404958.1,14.44,-1,0.8218560596180281,0.8846536732107151,0,0.530792203926429,6,1.5833333333333333,0.16666666666666666,S2 O4,de-protonated,0,-9999,C24 H38 O4 S2,24,38,4,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2151,453.214305,453.214248076069,453.2143436301491,1571821.6,-9999,404958.1,14.44,-1,-0.21083639875700208,0.9919666862678026,0,0.5951800117606816,12,1.25,0.20833333333333337,N4 O5,de-protonated,0,-9999,C24 H30 O5 N4,24,30,5,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2152,453.219328,453.21927107375024,453.2193687037491,1555439.6,-9999,279642.8,14.27,-1,-0.21541444526048392,0.9916155145900328,0,0.5949693087540197,2,2.0526315789473686,0.3157894736842105,N2 S1 P1 O6,de-protonated,0,-9999,C19 H39 O6 N2 P1 S1,19,39,6,2,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2155,453.232941,453.23288406746616,453.2329710747591,4741877.5,-9999,407543,46.89,-1,-0.1919703519256208,0.4966677242633891,0.7871578612348809,0.6128637790519857,11,1.36,0.08,N4 S1 O2,de-protonated,0,-9999,C25 H34 O2 N4 S1,25,34,2,4,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2156,453.255627,453.25557005699386,453.2557542130991,1384702.6,-9999,429906.2,12.52,-1,-0.40629623242757335,0.970491206333288,0,0.5822947237999728,1,2.15,0.25,N2 S1 P1 O5,de-protonated,0,-9999,C20 H43 O5 N2 P1 S1,20,43,5,2,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2157,453.256388,453.2563310566426,453.256405661779,1741823,-9999,369492.6,16.18,-1,-0.1645980852295033,0.9950961593643672,0,0.5970576956186203,10,1.3928571428571428,0.10714285714285714,P1 O3,de-protonated,0,-9999,C28 H39 O3 P1,28,39,3,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2157,453.256388,453.2563310566426,453.2566023662691,1741823,-9999,369492.6,16.18,-1,-0.5985784323536666,0.9370558776825626,0,0.5622335266095375,2,2.111111111111111,0.5,N4 O9,de-protonated,0,-9999,C18 H38 O9 N4,18,38,9,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2158,455.126793,455.126735193224,455.1265136888391,1394185.4,-9999,387365.5,12.61,-1,0.486687499515727,0.9579317050215846,0,0.5747590230129508,13,1.0416666666666667,0.2916666666666667,P1 O7,de-protonated,0,-9999,C24 H25 O7 P1,24,25,7,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2158,455.126793,455.126735193224,455.12671039332906,1394185.4,-9999,387365.5,12.61,-1,0.05449008900736134,0.9994613931411268,0,0.599676835884676,5,1.7142857142857142,0.9285714285714286,N4 O13,de-protonated,0,-9999,C14 H24 O13 N4,14,24,13,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2159,455.162652,455.1625941766707,455.1628991981891,2114584.5,-9999,375148.8,19.98,-1,-0.6701370408781272,0.9217459469690916,0,0.553047568181455,12,1.16,0.24,P1 O6,de-protonated,0,-9999,C25 H29 O6 P1,25,29,6,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2159,455.162652,455.1625941766707,455.16224774950905,2114584.5,-9999,375148.8,19.98,-1,0.7611069753399152,0.9002252316519143,0,0.5401351389911485,3,1.9411764705882353,0.4705882352941176,N2 S1 P1 O8,de-protonated,0,-9999,C17 H33 O8 N2 P1 S1,17,33,8,2,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2160,455.198724,455.1986661600192,455.1986332588591,1767719.5,-9999,288216.6,16.43,-1,0.07227868816923066,0.9990525233226012,0,0.5994315139935608,2,2.0555555555555554,0.3888888888888889,N2 S1 P1 O7,de-protonated,0,-9999,C18 H37 O7 N2 P1 S1,18,37,7,2,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2161,455.212168,455.2121101538131,455.2122356298691,2004269.3,-9999,238477.2,18.86,-1,-0.275642977414578,0.9863082968214778,0,0.5917849780928867,11,1.3333333333333333,0.125,N4 S1 O3,de-protonated,0,-9999,C24 H32 O3 N4 S1,24,32,3,4,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2162,455.230006,455.2299481455787,455.22952566395907,1436724.6,-9999,333144.1,13.05,-1,0.92806286899073,0.8553180606144507,0,0.5131908363686704,5,1.6666666666666667,0.16666666666666666,S2 O4,de-protonated,0,-9999,C24 H40 O4 S2,24,40,4,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2162,455.230006,455.2299481455787,455.2299936946091,1436724.6,-9999,333144.1,13.05,-1,-0.1000571821592058,0.998185086369232,0,0.5989110518215391,11,1.3333333333333333,0.20833333333333337,N4 O5,de-protonated,0,-9999,C24 H32 O5 N4,24,32,5,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2163,455.235015,455.23495714326646,455.2350187682091,2441270.8,-9999,351982.2,23.33,-1,-0.13536951268043598,0.9966804918579096,0,0.5980082951147458,1,2.1578947368421053,0.3157894736842105,N2 S1 P1 O6,de-protonated,0,-9999,C19 H41 O6 N2 P1 S1,19,41,6,2,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2164,455.248726,455.2486681369372,455.2486211392191,1604668.5,-9999,364637.7,14.76,-1,0.10323527811762608,0.9980680750901272,0,0.5988408450540763,10,1.44,0.08,N4 S1 O2,de-protonated,0,-9999,C25 H36 O2 N4 S1,25,36,2,4,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2166,455.258257,455.2581991325374,455.2585171179891,2017856.5,-9999,255673.5,18.99,-1,-0.6984722737643732,0.9152827964510244,0,0.5491696778706147,5,1.7391304347826086,0.21739130434782608,N2 S1 O5,de-protonated,0,-9999,C23 H40 O5 N2 S1,23,40,5,2,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2166,455.258257,455.2581991325374,455.2581369954691,2017856.5,-9999,255673.5,18.99,-1,0.13648755138999785,0.9966255257136912,0,0.5979753154282148,10,1.48,0.08,N4 P1 O2,de-protonated,0,-9999,C25 H37 O2 N4 P1,25,37,2,4,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2167,455.271404,455.2713461264686,455.2714042775591,3098182,-9999,335584,30.05,-1,-0.12772840557088586,0.9970441243631962,0,0.5982264746179177,0,2.25,0.25,N2 S1 P1 O5,de-protonated,0,-9999,C20 H45 O5 N2 P1 S1,20,45,5,2,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2168,455.308051,455.3079931095515,455.3084412355891,1788757.4,-9999,298282.9,16.65,-1,-0.9842251911581532,0.8388115568986914,0,0.5032869341392148,8,1.5517241379310345,0.06896551724137931,P1 O2,de-protonated,0,-9999,C29 H45 O2 P1,29,45,2,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2169,455.323314,455.32325610250575,455.3230459281991,2915931.8,-9999,277299.4,28.19,-1,0.461593825548749,0.48103836782878057,0.7871578612348809,0.6034861651912207,3,1.96,0.04,N2 S1 P1 O1,de-protonated,0,-9999,C25 H49 O1 N2 P1 S1,25,49,1,2,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2170,456.217031,456.2169726899471,456.2165324276691,1606612.1,-9999,316495.1,14.78,-1,0.965029205895048,0.8445259788093348,0,0.5067155872856008,5,1.7391304347826086,0.08695652173913043,N1 S2 P1 O2,de-protonated,0,-9999,C23 H40 O2 N1 P1 S2,23,40,2,1,1,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2170,456.217031,456.2169726899471,456.2173805808391,1606612.1,-9999,316495.1,14.78,-1,-0.8940713558241105,0.8649846886715422,0,0.5189908132029253,6,1.6666666666666667,0.2857142857142857,N3 S1 O6,de-protonated,0,-9999,C21 H35 O6 N3 S1,21,35,6,3,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2171,457.156804,457.156745256128,457.15714856842914,1919842.5,-9999,400706.6,17.31,-1,-0.8822180783252435,0.8682955750769948,0,0.5209773450461969,2,1.8888888888888888,0.5,S2 O9,de-protonated,0,-9999,C18 H34 O9 S2,18,34,9,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2171,457.156804,457.156745256128,457.1567684459091,1919842.5,-9999,400706.6,17.31,-1,-0.05072610245670096,0.9995332165635904,0,0.5997199299381543,7,1.55,0.3,N2 S1 P1 O6,de-protonated,0,-9999,C20 H31 O6 N2 P1 S1,20,31,6,2,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2172,457.157614,457.1575552557541,457.15741989458905,1608034.8,-9999,576757.4,14.24,-1,0.29609311623008877,0.9842180489694384,0,0.590530829381663,16,0.9642857142857144,0.14285714285714285,P1 O4,de-protonated,0,-9999,C28 H27 O4 P1,28,27,4,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2172,457.157614,457.1575552557541,457.15714856842914,1608034.8,-9999,576757.4,14.24,-1,0.8896007122630358,0.8662371419491375,0,0.5197422851694825,2,1.8888888888888888,0.5,S2 O9,de-protonated,0,-9999,C18 H34 O9 S2,18,34,9,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2172,457.157614,457.1575552557541,457.15761659907906,1608034.8,-9999,576757.4,14.24,-1,-0.1341841910028066,0.9967382753661131,0,0.5980429652196678,8,1.4444444444444444,0.5555555555555556,N4 O10,de-protonated,0,-9999,C18 H26 O10 N4,18,26,10,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2173,457.214586,457.2145272294546,457.2149347719991,3231611,-9999,262997.7,30.24,-1,-0.8913587757391682,0.432872576209374,0.7805128205128199,0.5719286739307523,10,1.3461538461538465,0.19230769230769232,P1 O5,de-protonated,0,-9999,C26 H35 O5 P1,26,35,5,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2173,457.214586,457.2145272294546,457.21428332331914,3231611,-9999,262997.7,30.24,-1,0.5334613207294135,0.9496736828797512,0,0.5698042097278507,1,2.1666666666666665,0.3888888888888889,N2 S1 P1 O7,de-protonated,0,-9999,C18 H39 O7 N2 P1 S1,18,39,7,2,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2174,457.237595,457.2375362188331,457.2377816730991,1435524.9,-9999,448598.3,12.54,-1,-0.5368197375390362,0.9490544998452846,0,0.5694326999071707,5,1.7272727272727273,0.2727272727272727,N2 S1 O6,de-protonated,0,-9999,C22 H38 O6 N2 S1,22,38,6,2,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2174,457.237595,457.2375362188331,457.23740155057914,1435524.9,-9999,448598.3,12.54,-1,0.29452589303393056,0.9843833668757213,0,0.5906300201254326,10,1.4583333333333333,0.125,N4 P1 O3,de-protonated,0,-9999,C24 H35 O3 N4 P1,24,35,3,4,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2175,457.24855,457.2484912137761,457.2481669092191,1733513.5,-9999,480201.6,15.47,-1,0.7092528312292702,0.9127658708026858,0,0.5476595224816114,4,1.8695652173913044,0.04347826086956521,N2 S2 P1 O1,de-protonated,0,-9999,C23 H43 O1 N2 P1 S2,23,43,1,2,1,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2176,457.251421,457.2513622124508,457.2513202813491,3384714.8,-9999,244558.3,31.74,-1,0.09170252732230746,0.4992376486967152,0.7739790330151771,0.6091342024241,9,1.4444444444444444,0.14814814814814814,P1 O4,de-protonated,0,-9999,C27 H39 O4 P1,27,39,4,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2176,457.251421,457.2513622124508,457.2515169858391,3384714.8,-9999,244558.3,31.74,-1,-0.33848633097470165,0.9794254843747552,0,0.5876552906248531,1,2.235294117647059,0.5882352941176471,N4 O10,de-protonated,0,-9999,C17 H38 O10 N4,17,38,10,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2177,457.273655,457.2735962021871,457.2733190292791,2214036.3,-9999,254056.5,20.21,-1,0.6061427519715169,0.9355077145287012,0,0.5613046287172206,3,1.88,0.04,S2 P1 O1,de-protonated,0,-9999,C25 H47 O1 P1 S2,25,47,1,-9999,1,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2177,457.273655,457.2735962021871,457.27378705992913,2214036.3,-9999,254056.5,20.21,-1,-0.4173817687385798,0.96888463545463,0,0.581330781272778,9,1.56,0.08,N4 P1 O2,de-protonated,0,-9999,C25 H39 O2 N4 P1,25,39,2,4,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2180,457.287892,457.287833195615,457.28770579069914,2804890.3,-9999,357268.1,26.03,-1,0.27860997411264077,0.493007019911728,0.7675537279851021,0.6028257031410778,8,1.5357142857142858,0.10714285714285714,P1 O3,de-protonated,0,-9999,C28 H43 O3 P1,28,43,3,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2180,457.287892,457.287833195615,457.28790249518914,2804890.3,-9999,357268.1,26.03,-1,-0.15154473529237572,0.9958415549050058,0,0.5975049329430034,0,2.3333333333333335,0.5,N4 O9,de-protonated,0,-9999,C18 H42 O9 N4,18,42,9,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2185,458.207413,458.2073537711446,458.2070303720691,4100899,-9999,399874.9,38.8,-1,0.7057924782372708,0.4567885998222164,0.8149093904448103,0.600036916071254,5,1.8095238095238095,0.09523809523809525,N3 S2 P1 O2,de-protonated,0,-9999,C21 H38 O2 N3 P1 S2,21,38,2,3,1,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2186,458.210048,458.20998876992826,458.210183744199,10273572,-9999,273610.3,99.62,-1,-0.4255127400679955,0.4838402552705566,0.7871578612348809,0.6051672976562863,10,1.36,0.2,N1 P1 O5,de-protonated,0,-9999,C25 H34 O5 N1 P1,25,34,5,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2186,458.210048,458.20998876992826,458.2095322955191,10273572,-9999,273610.3,99.62,-1,0.9962132538953574,0.9111177869627376,0.9776818825340714,0.9377434251912712,1,2.235294117647059,0.4117647058823529,N3 S1 P1 O7,de-protonated,0,-9999,C17 H38 O7 N3 P1 S1,17,38,7,3,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2187,458.232481,458.23242175957273,458.23218249212914,2062125.8,-9999,300079.9,18.71,-1,0.5221532941844537,0.9517328465027004,0,0.5710397079016202,4,1.826086956521739,0.08695652173913043,N1 S2 P1 O2,de-protonated,0,-9999,C23 H42 O2 N1 P1 S2,23,42,2,1,1,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2188,458.992545,458.9924854087111,458.9928599453391,1765492.6,-9999,475255.5,15.78,-1,-0.8159966324720186,0.8861954989562314,0,0.5317172993737388,20,0.3636363636363637,0.3636363636363637,N2 S1 O8,de-protonated,0,-9999,C22 H8 O8 N2 S1,22,8,8,2,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2188,458.992545,458.9924854087111,458.9922084966591,1765492.6,-9999,475255.5,15.78,-1,0.6033044720358203,0.9360905938009688,0,0.5616543562805812,11,0.8571428571428571,0.7142857142857143,N4 S2 O10,de-protonated,0,-9999,C14 H12 O10 N4 S2,14,12,10,4,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2189,458.995011,458.9949514075727,458.9945137156191,3341941.8,-9999,241785.8,31.32,-1,0.9535886389227788,0.8478962745607472,0,0.5087377647364483,15,0.65,0.45,S1 P1 O9,de-protonated,0,-9999,C20 H13 O9 P1 S1,20,13,9,-9999,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2189,458.995011,458.9949514075727,458.9953618687891,3341941.8,-9999,241785.8,31.32,-1,-0.8942600523808653,0.8649317270916745,0,0.5189590362550047,16,0.4444444444444444,0.7222222222222222,N2 O13,de-protonated,0,-9999,C18 H8 O13 N2,18,8,13,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2190,459.166858,459.1667983282445,459.16692540611905,1833663.9,-9999,299781.1,16.45,-1,-0.27675746554593633,0.9861981246970586,0,0.5917188748182352,10,1.28,0.16,S2 O4,de-protonated,0,-9999,C25 H32 O4 S2,25,32,4,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2190,459.166858,459.1667983282445,459.16654528359913,1833663.9,-9999,299781.1,16.45,-1,0.5510955621120682,0.9463837729633068,0,0.5678302637779841,15,1.0740740740740742,0.03703703703703703,N2 S1 P1 O1,de-protonated,0,-9999,C27 H29 O1 N2 P1 S1,27,29,1,2,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2191,459.170313,459.1702533266496,459.1699165869191,8370369.5,-9999,407172.2,80.86,-1,0.7333662732770425,0.9030280065344024,0.9838510610690712,0.9353572283482698,10,1.375,0.04166666666666666,N2 S2 P1 O1,de-protonated,0,-9999,C24 H33 O1 N2 P1 S2,24,33,1,2,1,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2192,459.172833,459.17277332548633,459.1730699590491,23150786,-9999,292699.1,226.51,-1,-0.6460168989902495,0.30902358122389767,0.7423580783045168,0.4823573800561453,15,1.0357142857142858,0.14285714285714285,P1 O4,de-protonated,0,-9999,C28 H29 O4 P1,28,29,4,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2192,459.172833,459.17277332548633,459.17279863288906,23150786,-9999,292699.1,226.51,-1,-0.05511520455506638,0.6528687427804342,0.9303181296970192,0.7638484975470682,1,2,0.5,S2 O9,de-protonated,0,-9999,C18 H36 O9 S2,18,36,9,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2192,459.172833,459.17277332548633,459.1724185103691,23150786,-9999,292699.1,226.51,-1,0.7727274177294601,0.6252504282140765,0.9470391608583528,0.7539659212717871,6,1.65,0.3,N2 S1 P1 O6,de-protonated,0,-9999,C20 H33 O6 N2 P1 S1,20,33,6,2,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2193,459.193923,459.1938633157507,459.19419932710906,1571275.5,-9999,272064.9,13.87,-1,-0.7317412955890663,0.907414574032354,0,0.5444487444194124,10,1.32,0.24,P1 O6,de-protonated,0,-9999,C25 H33 O6 P1,25,33,6,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2193,459.193923,459.1938633157507,459.1935478784291,1571275.5,-9999,272064.9,13.87,-1,0.6869376171786971,0.9179405938440032,0,0.550764356306402,1,2.176470588235294,0.4705882352941176,N2 S1 P1 O8,de-protonated,0,-9999,C17 H37 O8 N2 P1 S1,17,37,8,2,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2194,459.21307,459.2130103069121,459.2128267717191,1575891.9,-9999,286846.7,13.91,-1,0.3996734897256347,0.9714316057950136,0,0.5828589634770082,9,1.4230769230769231,0.1153846153846154,S1 P1 O3,de-protonated,0,-9999,C26 H37 O3 P1 S1,26,37,3,-9999,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2194,459.21307,459.2130103069121,459.21288713058914,1575891.9,-9999,286846.7,13.91,-1,0.268233593665484,0.9870297493199486,0.9776818825340714,0.9832906026055976,1,2.375,0.4375,13C1 N3 S1 P1 O7,de-protonated,1,2186,C16 H38 O7 N3 P1 S1 13C1,16,38,7,3,1,1,1,-9999,-9999,-9999,-9999,-9999,-9999
2194,459.21307,459.2130103069121,459.2130234762091,1575891.9,-9999,286846.7,13.91,-1,-0.02867796933566425,0.9998507830302404,0,0.5999104698181442,1,2.25,0.5625,N4 S1 O9,de-protonated,0,-9999,C16 H36 O9 N4 S1,16,36,9,4,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2195,459.216104,459.2160443055115,459.21619807503913,1880789.1,-9999,449126.6,16.92,-1,-0.3348521421346481,0.9798604576433636,0,0.5879162745860181,4,1.7826086956521738,0.13043478260869565,S2 P1 O3,de-protonated,0,-9999,C23 H41 O3 P1 S2,23,41,3,-9999,1,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2196,459.217014,459.21695430509146,459.21704622820914,2065621.5,-9999,319604.4,18.74,-1,-0.2001735746407584,0.9927558156412272,0,0.5956534893847363,5,1.7142857142857142,0.3333333333333333,N2 S1 O7,de-protonated,0,-9999,C21 H36 O7 N2 S1,21,36,7,2,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
