Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,33S,34S
22,255.050725,255.0507879286599,255.05102627142907,1011152.3,-9999,810964.7,15.85,-1,-0.9344905317566068,0.8534620875551171,0,0.5120772525330702,6,1.0909090909090908,0.6363636363636364,O7,de-protonated,0,-9999,C11 H12 O7,11,12,7,-9999,-9999,-9999,-9999,N/A,-9999,N/A
29,259.082031,259.08209030796644,259.0823264003491,1569426.4,-9999,616396.7,25.52,-1,-0.9112639442300854,0.8601268955404487,0,0.5160761373242693,4,1.4545454545454546,0.6363636363636364,O7,de-protonated,0,-9999,C11 H16 O7,11,16,7,-9999,-9999,-9999,-9999,N/A,-9999,N/A
33,265.071457,265.0715109285992,265.0717617163191,1117865.6,-9999,932202.9,17.35,-1,-0.946112548045314,0.8500841174362485,0,0.510050470461749,7,1.0769230769230769,0.4615384615384616,O6,de-protonated,0,-9999,C13 H14 O6,13,14,6,-9999,-9999,-9999,-9999,N/A,-9999,N/A
34,265.147593,265.14764686021806,265.14790403833905,2292787.3,-9999,576107.3,37.68,-1,-0.9699421231415,0.8430704985538066,0,0.505842299132284,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999,N/A,-9999,N/A
34,265.147593,265.14764686021806,265.1475239158191,2292787.3,-9999,576107.3,37.68,-1,0.4636829986783148,0.9617393446568496,0,0.5770436067941097,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,N/A,-9999,N/A
36,267.050746,267.05079815091256,267.05102627142907,1146399.1,-9999,648400.2,17.84,-1,-0.8542207071639693,0.8759889176035551,0,0.5255933505621331,7,1,0.5833333333333334,O7,de-protonated,0,-9999,C12 H12 O7,12,12,7,-9999,-9999,-9999,-9999,N/A,-9999,N/A
36,267.050746,267.05079815091256,267.0508640800991,1146399.1,-9999,648400.2,17.84,-1,-0.24687876126574823,0.989001789203534,0,0.5934010735221205,2,2.4285714285714284,0.14285714285714285,N4 S2 P1 O1,de-protonated,0,-9999,C7 H17 O1 N4 P1 S2,7,17,1,4,1,2,-9999,N/A,-9999,N/A
37,267.08712,267.08717211824353,267.08741178077906,1484707.6,-9999,742358.9,23.69,-1,-0.8973187239960453,0.8640721426941733,0,0.518443285616504,6,1.2307692307692308,0.4615384615384616,O6,de-protonated,0,-9999,C13 H16 O6,13,16,6,-9999,-9999,-9999,-9999,N/A,-9999,N/A
39,269.066424,269.0664743405434,269.0666763358891,1428370,-9999,567484.1,22.55,-1,-0.7507259853581282,0.9027924695246088,0,0.5416754817147653,6,1.1666666666666667,0.5833333333333334,O7,de-protonated,0,-9999,C12 H14 O7,12,14,7,-9999,-9999,-9999,-9999,N/A,-9999,N/A
40,269.102767,269.1028173079021,269.1030618452391,1984534.3,-9999,603876.8,32.11,-1,-0.9087125776480712,0.860851895485136,0,0.5165111372910816,5,1.3846153846153846,0.4615384615384616,O6,de-protonated,0,-9999,C13 H18 O6,13,18,6,-9999,-9999,-9999,-9999,N/A,-9999,N/A
43,269.139187,269.1392372751917,269.1394473545891,2787866.5,-9999,604923.2,45.91,-1,-0.7805596669526845,0.8953398994460089,0,0.5372039396676053,4,1.5714285714285714,0.35714285714285715,O5,de-protonated,0,-9999,C14 H22 O5,14,22,5,-9999,-9999,-9999,-9999,N/A,-9999,N/A
44,271.045689,271.0457375628783,271.0459408909991,1076218,-9999,773074.9,16.5,-1,-0.7501610986006815,0.9029313638734268,0,0.541758818324056,6,1.0909090909090908,0.7272727272727273,O8,de-protonated,0,-9999,C11 H12 O8,11,12,8,-9999,-9999,-9999,-9999,N/A,-9999,N/A
45,271.082091,271.08213953018407,271.0823264003491,2085886.1,-9999,614627.7,33.85,-1,-0.6893483890707163,0.9173881317377632,0,0.5504328790426579,5,1.3333333333333333,0.5833333333333334,O7,de-protonated,0,-9999,C12 H16 O7,12,16,7,-9999,-9999,-9999,-9999,N/A,-9999,N/A
46,271.118471,271.1185194975096,271.1187119096991,1865218.4,-9999,696787.6,30.06,-1,-0.7096971953491484,0.9126614482121536,0,0.5475968689272921,4,1.5384615384615383,0.4615384615384616,O6,de-protonated,0,-9999,C13 H20 O6,13,20,6,-9999,-9999,-9999,-9999,N/A,-9999,N/A
47,273.061323,273.06136975254867,273.06159095545905,1040864.2,-9999,579531.8,15.77,-1,-0.8100843095787748,0.8877427562055037,0,0.5326456537233022,5,1.2727272727272727,0.7272727272727273,O8,de-protonated,0,-9999,C11 H14 O8,11,14,8,-9999,-9999,-9999,-9999,N/A,-9999,N/A
48,273.097732,273.0977787198482,273.0979764648091,1872228.4,-9999,568492.3,29.95,-1,-0.7240806522562578,0.9092526886113091,0,0.5455516131667855,4,1.5,0.5833333333333334,O7,de-protonated,0,-9999,C12 H18 O7,12,18,7,-9999,-9999,-9999,-9999,N/A,-9999,N/A
49,273.134126,273.1341726871611,273.13436197415905,1642600.4,-9999,608393,26.04,-1,-0.6930178854007318,0.9165441429386596,0,0.5499264857631957,3,1.6923076923076923,0.4615384615384616,O6,de-protonated,0,-9999,C13 H22 O6,13,22,6,-9999,-9999,-9999,-9999,N/A,-9999,N/A
50,275.077047,275.07709194213817,275.0772410199191,1019713,-9999,717461.6,15.41,-1,-0.5419488008726621,0.9481021569987604,0,0.5688612941992561,4,1.4545454545454546,0.7272727272727273,O8,de-protonated,0,-9999,C11 H16 O8,11,16,8,-9999,-9999,-9999,-9999,N/A,-9999,N/A
