Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,34S
4,219.037984,219.03807349125407,219.03797692052908,1119035.8,-9999,915219.2,18.56,-1,0.4408857603119867,0.9653446977634328,0,0.5792068186580597,3,2,0.16666666666666666,N4 S2 O1,de-protonated,0,-9999,C6 H12 O1 N4 S2,6,12,1,4,-9999,2,-9999,N/A,N/A
12,245.113594,245.11366563879,245.11344708135908,856246.2,-9999,569088.2,13.27,-1,0.8916582649512764,0.865661272203918,0,0.5193967633223507,2,1.9166666666666667,0.08333333333333333,S1 P1 O1,de-protonated,0,-9999,C12 H23 O1 P1 S1,12,23,1,-9999,1,1,-9999,N/A,N/A
14,251.078043,251.0781105552763,251.07811039978907,2092357.6,-9999,634293.7,35.01,-1,6.1927836874838e-4,0.9999999304133972,0,0.5999999582480383,1,2,0.3,S2 O3,de-protonated,0,-9999,C10 H20 O3 S2,10,20,3,-9999,-9999,2,-9999,N/A,N/A
21,259.128969,259.1290310432723,259.1290971458191,848384.9,-9999,735358.3,12.82,-1,-0.25509503782866216,0.9882619377858048,0,0.5929571626714828,2,1.9230769230769231,0.07692307692307693,S1 P1 O1,de-protonated,0,-9999,C13 H25 O1 P1 S1,13,25,1,-9999,1,1,-9999,N/A,N/A
25,263.043593,263.04365236315533,263.0438466913691,2911903,-9999,610465.5,48.45,-1,-0.7387673811650357,0.9057150254650672,0,0.5434290152790403,4,1.625,0.75,N2 P1 O6,de-protonated,0,-9999,C8 H13 O6 N2 P1,8,13,6,2,1,-9999,-9999,N/A,N/A
27,265.040793,265.0408509957879,265.0407363694891,1093608.4,-9999,597387.4,16.81,-1,0.4324855883138084,0.9666306133482352,0,0.579978368008941,17,0.3333333333333333,0.05555555555555555,N2 O1,de-protonated,0,-9999,C18 H6 O1 N2,18,6,1,2,-9999,-9999,-9999,N/A,N/A
28,265.132136,265.1321939332506,265.1322677745291,833844.4,-9999,644521.7,12.35,-1,-0.27850732433455466,0.9860242714301816,0,0.5916145628581089,1,2.3,0.4,N2 P1 O4,de-protonated,0,-9999,C10 H23 O4 N2 P1,10,23,4,2,1,-9999,-9999,N/A,N/A
30,265.147551,265.14760892269686,265.1475239158191,3133878.3,-9999,490438.4,51.86,-1,0.320602193551779,0.9815224991439188,0,0.5889134994863513,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,N/A,N/A
32,266.089109,266.0891662780665,266.0890094364491,3046705,-9999,519392.9,50.36,-1,0.5894329034599899,0.9389050479034814,0,0.5633430287420889,1,2.1,0.3,N1 S2 O3,de-protonated,0,-9999,C10 H21 O3 N1 S2,10,21,3,1,-9999,2,-9999,N/A,N/A
33,267.072564,267.07262060475165,267.0726448968391,2379951.3,-9999,688463.7,38.9,-1,-0.09095685359008476,0.9984999741084408,0,0.5990999844650645,6,1.4166666666666667,0.08333333333333333,N2 S1 P1 O1,de-protonated,0,-9999,C12 H17 O1 N2 P1 S1,12,17,1,2,1,1,-9999,N/A,N/A
34,267.073146,267.0732026043532,267.0730250193591,6796207.5,-9999,519564.1,114.76,-1,0.6649304776946326,0.9229092513082794,0,0.5537455507849676,1,2,0.4,S2 O4,de-protonated,0,-9999,C10 H20 O4 S2,10,20,4,-9999,-9999,2,-9999,N/A,N/A
35,267.087104,267.08716059479696,267.08741178077906,966897.1,-9999,651263.6,14.63,-1,-0.9404635749533228,0.8517295479376299,0,0.5110377287625779,6,1.2307692307692308,0.4615384615384616,O6,de-protonated,0,-9999,C13 H16 O6,13,16,6,-9999,-9999,-9999,-9999,N/A,N/A
38,267.196332,267.1963885200148,267.19656830882906,1099007.1,-9999,545321,16.9,-1,-0.6728709705684255,0.921132062919732,0,0.5526792377518391,3,1.75,0.1875,O3,de-protonated,0,-9999,C16 H28 O3,16,28,3,-9999,-9999,-9999,-9999,N/A,N/A
40,268.076564,268.07661991737086,268.0767875262091,1052206.8,-9999,685617,16.09,-1,-0.6252269724145493,0.9315272064331382,0,0.5589163238598829,15,0.5789473684210527,0.05263157894736842,N1 O1,de-protonated,0,-9999,C19 H11 O1 N1,19,11,1,1,-9999,-9999,-9999,N/A,N/A
41,269.066404,269.06645923968455,269.0666763358891,1082283,-9999,774478.8,16.47,-1,-0.8068490959471851,0.8885857845778413,0,0.5331514707467048,6,1.1666666666666667,0.5833333333333334,O7,de-protonated,0,-9999,C12 H14 O7,12,14,7,-9999,-9999,-9999,-9999,N/A,N/A
42,269.102758,269.10281321479505,269.1030618452391,1198831.6,-9999,579066.1,18.45,-1,-0.9239227615741163,0.856508844180506,0,0.5139053065083036,5,1.3846153846153846,0.4615384615384616,O6,de-protonated,0,-9999,C13 H18 O6,13,18,6,-9999,-9999,-9999,-9999,N/A,N/A
43,269.130946,269.13100119549637,269.1312051460991,1505203.1,-9999,596262.7,23.67,-1,-0.7578110558148552,0.9010433444983422,0,0.5406260066990053,4,1.6428571428571428,0.21428571428571427,P1 O3,de-protonated,0,-9999,C14 H23 O3 P1,14,23,3,-9999,1,-9999,-9999,N/A,N/A
44,269.139204,269.1392591898426,269.1394473545891,1706164.1,-9999,660518,27.09,-1,-0.6991347731636833,0.915129036505366,0,0.5490774219032196,4,1.5714285714285714,0.35714285714285715,O5,de-protonated,0,-9999,C14 H22 O5,14,22,5,-9999,-9999,-9999,-9999,N/A,N/A
45,269.175564,269.175619164949,269.1758328639391,2605624.8,-9999,528424.3,42.41,-1,-0.7939011010268551,0.8919338672746088,0,0.5351603203647652,3,1.7333333333333334,0.26666666666666666,O4,de-protonated,0,-9999,C15 H26 O4,15,26,4,-9999,-9999,-9999,-9999,N/A,N/A
48,271.082054,271.08210785968544,271.0823264003491,971171.9,-9999,723189.7,14.57,-1,-0.806178206231804,0.8887602818656573,0,0.5332561691193943,5,1.3333333333333333,0.5833333333333334,O7,de-protonated,0,-9999,C12 H16 O7,12,16,7,-9999,-9999,-9999,-9999,N/A,N/A
49,271.118486,271.11853983474253,271.1187119096991,847144.3,-9999,593877.9,12.46,-1,-0.6346849146850444,0.9295152583098084,0,0.5577091549858849,4,1.5384615384615383,0.4615384615384616,O6,de-protonated,0,-9999,C13 H20 O6,13,20,6,-9999,-9999,-9999,-9999,N/A,N/A
50,271.129692,271.1297458270704,271.12994529898907,1033641.7,-9999,564376.6,15.63,-1,-0.7357059673246177,0.9064571593077004,0,0.5438742955846202,4,1.6666666666666667,0.4166666666666667,N2 O5,de-protonated,0,-9999,C12 H20 O5 N2,12,20,5,2,-9999,-9999,-9999,N/A,N/A
51,271.191254,271.1913077849225,271.19148292839907,2045873.1,-9999,667830.2,32.87,-1,-0.6458295616902805,0.9271114546366088,0,0.5562668727819653,2,1.8666666666666667,0.26666666666666666,O4,de-protonated,0,-9999,C15 H28 O4,15,28,4,-9999,-9999,-9999,-9999,N/A,N/A
52,272.161292,272.1613451207935,272.16157978053906,889830.9,-9999,545100.5,13.18,-1,-0.8622074642118667,0.873812668916046,0,0.5242876013496276,3,1.9166666666666667,0.3333333333333333,N3 O4,de-protonated,0,-9999,C12 H23 O4 N3,12,23,4,3,-9999,-9999,-9999,N/A,N/A
53,273.109064,273.10911647190875,273.1092098540991,1236376.9,-9999,679377.6,18.92,-1,-0.34192252398645767,0.9790100708628876,0,0.5874060425177324,4,1.6363636363636365,0.5454545454545454,N2 O6,de-protonated,0,-9999,C11 H18 O6 N2,11,18,6,2,-9999,-9999,-9999,N/A,N/A
54,273.134114,273.1341664547585,273.13436197415905,946779.9,-9999,591707.9,14.03,-1,-0.7158359686053304,0.911213417751911,0,0.5467280506511466,3,1.6923076923076923,0.4615384615384616,O6,de-protonated,0,-9999,C13 H22 O6,13,22,6,-9999,-9999,-9999,-9999,N/A,N/A
55,274.093051,274.09310279822967,274.0932254370091,1546254.3,-9999,715060.7,24.15,-1,-0.4474345516379851,0.9643262522582088,0,0.5785957513549254,4,1.5454545454545454,0.6363636363636364,N1 O7,de-protonated,0,-9999,C11 H17 O7 N1,11,17,7,1,-9999,-9999,-9999,N/A,N/A
56,275.113452,275.11350309962006,275.1136265292691,1162374.8,-9999,689001.2,17.66,-1,-0.4486497109561513,0.9641357426046466,0,0.5784814455627879,3,1.6666666666666667,0.5833333333333334,O7,de-protonated,0,-9999,C12 H20 O7,12,20,7,-9999,-9999,-9999,-9999,N/A,N/A
57,277.056959,277.05700876901307,277.0569948323791,917097.8,-9999,842397.2,13.52,-1,0.05030240799112011,0.999540979919326,0,0.5997245879515957,8,1.1538461538461535,0.07692307692307693,N2 S1 P1 O1,de-protonated,0,-9999,C13 H15 O1 N2 P1 S1,13,15,1,2,1,1,-9999,N/A,N/A
58,277.057566,277.0576157685975,277.0573749548991,1067369.9,-9999,645146.9,16.06,-1,0.8691834982639839,0.8718997344394348,0,0.5231398406636608,3,1.6363636363636365,0.3636363636363637,S2 O4,de-protonated,0,-9999,C11 H18 O4 S2,11,18,4,-9999,-9999,2,-9999,N/A,N/A
58,277.057566,277.0576157685975,277.05784298554903,1067369.9,-9999,645146.9,16.06,-1,-0.8201065492141565,0.8851149059167185,0,0.5310689435500311,9,0.9090909090909092,0.4545454545454546,N4 O5,de-protonated,0,-9999,C11 H10 O5 N4,11,10,5,4,-9999,-9999,-9999,N/A,N/A
61,277.05954,277.05958976724605,277.0594967558291,22636138,-9999,572646.9,380.18,-1,0.33570918169383823,0.9842451414401924,0.981841823120706,0.9832838141123978,4,1.6666666666666667,0.6666666666666666,N2 P1 O6,de-protonated,0,-9999,C9 H15 O6 N2 P1,9,15,6,2,1,-9999,-9999,N/A,N/A
62,277.061649,277.0616987658021,277.0618657375491,979434.4,-9999,743365.3,14.57,-1,-0.6026514929814126,0.9362243560115894,0,0.5617346136069536,13,0.625,0.1875,N2 O3,de-protonated,0,-9999,C16 H10 O3 N2,16,10,3,2,-9999,-9999,-9999,N/A,N/A
63,277.071652,277.07170175895357,277.0717617163191,938091.5,-9999,655253.7,13.87,-1,-0.2163965217921072,0.991539215486772,0,0.5949235292920632,8,1,0.42857142857142855,O6,de-protonated,0,-9999,C14 H14 O6,14,14,6,-9999,-9999,-9999,-9999,N/A,N/A
64,277.144348,277.14439770918284,277.1445327350191,1017971.9,-9999,760099.4,15.22,-1,-0.4872036800115588,0.9578443313488102,0,0.5747065988092861,6,1.375,0.25,O4,de-protonated,0,-9999,C16 H22 O4,16,22,4,-9999,-9999,-9999,-9999,N/A,N/A
65,277.155727,277.1557767013923,277.1557661243091,1136373.3,-9999,540450.3,17.22,-1,0.03816295572164531,0.9997357710175798,0,0.5998414626105478,6,1.4666666666666666,0.2,N2 O3,de-protonated,0,-9999,C15 H22 O3 N2,15,22,3,2,-9999,-9999,-9999,N/A,N/A
66,277.180769,277.1808186842475,277.1809182443691,1045240.2,-9999,572843.4,15.68,-1,-0.3591882232932512,0.976862067703802,0,0.5861172406222812,5,1.5294117647058822,0.17647058823529413,O3,de-protonated,0,-9999,C17 H26 O3,17,26,3,-9999,-9999,-9999,-9999,N/A,N/A
67,278.062872,278.06292108032255,278.06285159089913,2708446,-9999,623566.2,43.37,-1,0.24990545492414729,0.9887319979172716,0.981841823120706,0.9859759279986452,4,1.875,0.75,13C1 N2 P1 O6,de-protonated,1,61,C8 H15 O6 N2 P1 13C1,8,15,6,2,1,-9999,1,N/A,N/A
68,279.038858,279.0389064121213,279.0387613109391,2630222.3,-9999,635277.6,42.06,-1,0.5200036781456021,0.9521197932402404,0,0.5712718759441443,4,1.625,0.875,N2 P1 O7,de-protonated,0,-9999,C8 H13 O7 N2 P1,8,13,7,2,1,-9999,-9999,N/A,N/A
71,279.098508,279.09855637128237,279.0986451700691,2044885,-9999,510140.7,32.26,-1,-0.31816272950555563,0.9818000553653844,0,0.5890800332192306,7,1.2307692307692308,0.38461538461538464,N2 O5,de-protonated,0,-9999,C13 H16 O5 N2,13,16,5,2,-9999,-9999,-9999,N/A,N/A
72,279.123683,279.1237313540465,279.12379729012906,1583319.9,-9999,599545.7,24.54,-1,-0.23622522757065131,0.989925823342026,0,0.5939554940052155,6,1.3333333333333333,0.3333333333333333,O5,de-protonated,0,-9999,C15 H20 O5,15,20,5,-9999,-9999,-9999,-9999,N/A,N/A
73,279.147971,279.1480193374179,279.1479178389891,1204698.6,-9999,757977.2,18.21,-1,0.3636008808690353,0.9762969053333524,0,0.5857781432000114,1,2.272727272727273,0.3636363636363637,N2 P1 O4,de-protonated,0,-9999,C11 H25 O4 N2 P1,11,25,4,2,1,-9999,-9999,N/A,N/A
