Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,17O,18O,34S
121,265.147436,265.14752429061195,265.1475239158191,18459308,-9999,501393.5,314.41,-1,0.00141352583765682,0.9933951813975934,0.9800568604380442,0.9880598530137736,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,-9999,-9999,-9999
126,266.089028,266.08911583085376,266.0890094364491,2713131.5,-9999,567924.9,44.52,-1,0.39984516794995223,0.9714074119739116,0,0.582844447184347,1,2.1,0.3,N1 S2 O3,de-protonated,0,-9999,C10 H21 O3 N1 S2,10,21,3,1,-9999,2,-9999,-9999,-9999,-9999
127,266.150863,266.1509508006611,266.1508787508891,2318004,-9999,488573.4,37.75,-1,0.27071025415210337,0.9867907253396292,0.9800568604380442,0.9840971793789952,5,1.7692307692307692,0.07692307692307693,13C1 N2 P1 O1,de-protonated,1,121,C13 H23 O1 N2 P1 13C1,13,23,1,2,1,-9999,1,-9999,-9999,-9999
127,266.150863,266.1509508006611,266.15101509650907,2318004,-9999,488573.4,37.75,-1,-0.24157656481436093,0.9894666614490176,0,0.5936799968694105,5,1.6153846153846154,0.2307692307692308,N3 O3,de-protonated,0,-9999,C13 H21 O3 N3,13,21,3,3,-9999,-9999,-9999,-9999,-9999,-9999
131,267.050571,267.05065836135395,267.0508640800991,897196.5,-9999,750359.4,13.4,-1,-0.770335440890868,0.8979196609467768,0,0.538751796568066,2,2.4285714285714284,0.14285714285714285,N4 S2 P1 O1,de-protonated,0,-9999,C7 H17 O1 N4 P1 S2,7,17,1,4,1,2,-9999,-9999,-9999,-9999
132,267.073074,267.07316135036626,267.0730250193591,1330223.5,-9999,646398.7,20.82,-1,0.5104634104246079,0.9538197094556844,0,0.5722918256734106,1,2,0.4,S2 O4,de-protonated,0,-9999,C10 H20 O4 S2,10,20,4,-9999,-9999,2,-9999,-9999,-9999,-9999
135,267.123574,267.12366132570827,267.12379729012906,965462.3,-9999,656104.6,14.57,-1,-0.5089940401103983,0.954078995718954,0,0.5724473974313724,5,1.4285714285714286,0.35714285714285715,O5,de-protonated,0,-9999,C14 H20 O5,14,20,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
156,271.064199,271.0642844015897,271.0641882130891,1105719.3,-9999,712286,16.83,-1,0.3548550667663833,0.977410645100298,0,0.5864463870601787,10,0.9285714285714286,0.14285714285714285,N2 P1 O2,de-protonated,0,-9999,C14 H13 O2 N2 P1,14,13,2,2,1,-9999,-9999,-9999,-9999,-9999
158,271.118372,271.1184573751383,271.1187119096991,1685182.3,-9999,566214.7,26.69,-1,-0.9388306656833466,0.8522039355019971,0,0.5113223613011982,4,1.5384615384615383,0.4615384615384616,O6,de-protonated,0,-9999,C13 H20 O6,13,20,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
159,271.154751,271.15483635737525,271.15509741904907,1844162.9,-9999,638662.3,29.39,-1,-0.962776198235264,0.8451918095586677,0,0.5071150857352006,3,1.7142857142857142,0.35714285714285715,O5,de-protonated,0,-9999,C14 H24 O5,14,24,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
162,271.191134,271.1912193396102,271.19148292839907,9323975,-9999,574756.1,156.62,-1,-0.9719655869069737,0.8649080440609519,0.9957688750803724,0.9172523764687202,2,1.8666666666666667,0.26666666666666666,O4,de-protonated,0,-9999,C15 H28 O4,15,28,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
163,271.227545,271.2276303218316,271.2278684377491,1137996.1,-9999,545730.7,17.38,-1,-0.8779183307492648,0.8694887632229301,0,0.5216932579337581,1,2,0.1875,O3,de-protonated,0,-9999,C16 H32 O3,16,32,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999
164,272.194532,272.1946168496736,272.1948377634691,1459654.5,-9999,523989.8,22.85,-1,-0.8116017089192574,0.8873464684292437,0.9957688750803724,0.9307154310896952,2,2,0.2857142857142857,13C1 O4,de-protonated,1,162,C14 H28 O4 13C1,14,28,4,-9999,-9999,-9999,1,-9999,-9999,-9999
165,273.097683,273.0977674086853,273.0979764648091,1695159.8,-9999,698801.8,26.64,-1,-0.7654986189503185,0.8991307844432421,0,0.5394784706659452,4,1.5,0.5833333333333334,O7,de-protonated,0,-9999,C12 H18 O7,12,18,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
166,273.134095,273.1341793909061,273.13436197415905,2708924.3,-9999,604824,43.75,-1,-0.6684741224151068,0.922118319959426,0,0.5532709919756557,3,1.6923076923076923,0.4615384615384616,O6,de-protonated,0,-9999,C13 H22 O6,13,22,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
167,273.170428,273.17051237316554,273.17074748350905,1261632.8,-9999,663758.9,19.33,-1,-0.8606717435017723,0.8742322766556343,0,0.5245393659933806,2,1.8571428571428572,0.35714285714285715,O5,de-protonated,0,-9999,C14 H26 O5,14,26,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
168,273.206904,273.2069883553551,273.2071329928591,956869.4,-9999,563556.5,14.18,-1,-0.5294060312212425,0.9504167003092686,0,0.5702500201855611,1,2,0.26666666666666666,O4,de-protonated,0,-9999,C15 H30 O4,15,30,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
169,275.11353,275.1136134243926,275.1136265292691,1017585.1,-9999,499446.8,15.2,-1,-0.04763441432620591,0.9995883708819824,0,0.5997530225291895,3,1.6666666666666667,0.5833333333333334,O7,de-protonated,0,-9999,C12 H20 O7,12,20,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
170,275.149762,275.14984540670133,275.1500120386191,1066933.5,-9999,685735.1,16.04,-1,-0.6056038904583056,0.9356185594809306,0,0.5613711356885583,2,1.8461538461538465,0.4615384615384616,O6,de-protonated,0,-9999,C13 H24 O6,13,24,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
172,277.059468,277.0595504742348,277.0594967558291,21518494,-9999,530921.8,361.18,-1,0.1938876173682553,0.9931414756414504,0.98876970349492,0.9913927667828382,4,1.6666666666666667,0.6666666666666666,N2 P1 O6,de-protonated,0,-9999,C9 H15 O6 N2 P1,9,15,6,2,1,-9999,-9999,-9999,-9999,-9999
173,277.061143,277.061225473417,277.06121428886905,1149213.8,-9999,539851.9,17.42,-1,0.04036850830346392,0.9997043519461628,0,0.5998226111676978,4,1.75,0.625,N4 S1 O5,de-protonated,0,-9999,C8 H14 O5 N4 S1,8,14,5,4,-9999,1,-9999,-9999,-9999,-9999
174,277.06192,277.0620024730376,277.0618657375491,962845.9,-9999,692496.3,14.28,-1,0.4935196985836563,0.9567683750056708,0,0.5740610250034024,13,0.625,0.1875,N2 O3,de-protonated,0,-9999,C16 H10 O3 N2,16,10,3,2,-9999,-9999,-9999,-9999,-9999,-9999
175,277.07158,277.0716624683208,277.0717617163191,1481503,-9999,640430.4,23.03,-1,-0.3582032237764939,0.9769873261812784,0,0.586192395708767,8,1,0.42857142857142855,O6,de-protonated,0,-9999,C14 H14 O6,14,14,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
176,277.144306,277.14438843281033,277.1445327350191,1585831.9,-9999,610101.5,24.79,-1,-0.5206749248443675,0.951999118412771,0,0.5711994710476626,6,1.375,0.25,O4,de-protonated,0,-9999,C16 H22 O4,16,22,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
177,277.180714,277.18079641503317,277.1809182443691,1022700.2,-9999,611586.4,15.29,-1,-0.4395300249449305,0.9655537939057156,0,0.5793322763434293,5,1.5294117647058822,0.17647058823529413,O3,de-protonated,0,-9999,C17 H26 O3,17,26,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999
178,278.062824,278.06290598431866,278.06285159089913,2389270.3,-9999,579315.4,38.04,-1,0.19561555677379072,0.9930808335094616,0.98876970349492,0.991356381503645,4,1.875,0.75,13C1 N2 P1 O6,de-protonated,1,172,C8 H15 O6 N2 P1 13C1,8,15,6,2,1,-9999,1,-9999,-9999,-9999
180,279.038764,279.0388455077892,279.0387613109391,1302026.5,-9999,646037.8,19.84,-1,0.30173890425346767,0.983615467304649,0,0.5901692803827894,4,1.625,0.875,N2 P1 O7,de-protonated,0,-9999,C8 H13 O7 N2 P1,8,13,7,2,1,-9999,-9999,-9999,-9999,-9999
181,279.056075,279.0561564993366,279.05638643394906,1714060.6,-9999,613550.4,26.74,-1,-0.8239718695311579,0.8840948801666988,0,0.5304569281000192,17,0.42105263157894735,0.05263157894736842,N2 O1,de-protonated,0,-9999,C19 H8 O1 N2,19,8,1,2,-9999,-9999,-9999,-9999,-9999,-9999
182,279.056559,279.05664049910024,279.05638643394906,6874508.5,-9999,533859.7,113.13,-1,0.9104437795848084,0.4301800548649504,0.8295321147073605,0.5899208788019145,17,0.42105263157894735,0.05263157894736842,N2 O1,de-protonated,0,-9999,C19 H8 O1 N2,19,8,1,2,-9999,-9999,-9999,-9999,-9999,-9999
183,279.087245,279.087326484117,279.08741178077906,926608.3,-9999,636912.3,13.55,-1,-0.3056270489589049,0.9831940823772006,0,0.5899164494263204,7,1.1428571428571428,0.42857142857142855,O6,de-protonated,0,-9999,C14 H16 O6,14,16,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
184,279.123653,279.1237344663398,279.12379729012906,938964.6,-9999,486518.8,13.76,-1,-0.2250750021613303,0.9908501521292226,0,0.5945100912775335,6,1.3333333333333333,0.3333333333333333,O5,de-protonated,0,-9999,C15 H20 O5,15,20,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
186,279.160026,279.16010744857965,279.16018279947906,3905945,-9999,589725.7,63.43,-1,-0.26991993862587016,0.9868672315221876,0,0.5921203389133125,5,1.5,0.25,O4,de-protonated,0,-9999,C16 H24 O4,16,24,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
187,279.163409,279.1634904469278,279.1635541027991,1121945.4,-9999,704393.2,16.82,-1,-0.2280235737187974,0.990609985015296,0,0.5943659910091775,0,2.1538461538461537,0.3076923076923077,S1 O4,de-protonated,0,-9999,C13 H28 O4 S1,13,28,4,-9999,-9999,1,-9999,-9999,-9999,-9999
188,280.059965,280.0600460091597,280.06003178306906,845699.5,-9999,771681.2,12.2,-1,0.05079657577954169,0.999531918970295,0,0.599719151382177,2,2,0.2,N1 S2 P1 O2,de-protonated,0,-9999,C10 H20 O2 N1 P1 S2,10,20,2,1,1,2,-9999,-9999,-9999,-9999
189,280.155279,280.15535996262,280.1554317716791,1537038.8,-9999,773729.2,23.77,-1,-0.2563186393543306,0.9881497324292504,0,0.5928898394575501,5,1.5333333333333334,0.26666666666666666,N1 O4,de-protonated,0,-9999,C15 H23 O4 N1,15,23,4,1,-9999,-9999,-9999,-9999,-9999,-9999
190,281.066566,281.0666465176591,281.0666763358891,1020154,-9999,689981.3,15.11,-1,-0.1060895244046263,0.9979598812372152,0,0.5987759287423291,7,1.0769230769230769,0.5384615384615384,O7,de-protonated,0,-9999,C13 H14 O7,13,14,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
190,281.066566,281.0666465176591,281.06651414455905,1020154,-9999,689981.3,15.11,-1,0.4709671674431435,0.9605520129170068,0,0.5763312077502041,2,2.375,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H19 O1 N4 P1 S2,8,19,1,4,1,2,-9999,-9999,-9999,-9999
191,281.102992,281.10307249987306,281.1030618452391,1154302.3,-9999,491639.8,17.36,-1,0.03790294526871408,0.9997393587550863,0,0.5998436152530517,6,1.2857142857142858,0.42857142857142855,O6,de-protonated,0,-9999,C14 H18 O6,14,18,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
192,281.139325,281.1394054821325,281.1394473545891,1620866.5,-9999,701661.2,25.17,-1,-0.14893838987820177,0.995983077893142,0,0.5975898467358851,5,1.4666666666666666,0.3333333333333333,O5,de-protonated,0,-9999,C15 H22 O5,15,22,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
194,281.175737,281.1758174643534,281.1758328639391,4287623,-9999,478598.4,69.82,-1,-0.05476852531575851,0.99713953979055725,0.977478861844824,0.989275268612264,4,1.625,0.25,O4,de-protonated,0,-9999,C16 H26 O4,16,26,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
195,282.17906,282.1791399744533,282.1791876990091,878460.2,-9999,613244.7,12.64,-1,-0.16912854635527014,0.9948232034047232,0.977478861844824,0.9878854667807636,4,1.7333333333333334,0.26666666666666666,13C1 O4,de-protonated,1,194,C15 H26 O4 13C1,15,26,4,-9999,-9999,-9999,1,-9999,-9999,-9999
196,283.082268,283.08234753343714,283.0823264003491,1289061.3,-9999,531056.8,19.45,-1,0.07465350570472934,0.9989892711261484,0,0.599393562675689,6,1.2307692307692308,0.5384615384615384,O7,de-protonated,0,-9999,C13 H16 O7,13,16,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
197,283.118656,283.1187355156697,283.1187119096991,1765225.5,-9999,621737.5,27.36,-1,0.08337834848891627,0.9987393732455636,0,0.5992436239473381,5,1.4285714285714286,0.42857142857142855,O6,de-protonated,0,-9999,C14 H20 O6,14,20,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
198,283.155013,283.1550924979174,283.15509741904907,1681005.8,-9999,596310.5,25.96,-1,-0.01737963300409939,0.999945194627984,0,0.5999671167767904,4,1.6,0.3333333333333333,O5,de-protonated,0,-9999,C15 H24 O5,15,24,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
202,283.191423,283.1915024801392,283.19148292839907,28175218,-9999,529305.2,465.89,-1,0.06904070678903981,0.997928985818416,0.9797216898440828,0.9906460674286828,3,1.75,0.25,O4,de-protonated,0,-9999,C16 H28 O4,16,28,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
204,283.227798,283.22787746237816,283.2278684377491,1302774.3,-9999,663709.4,19.68,-1,0.03186349241244001,0.9998157953556388,0,0.5998894772133834,2,1.8823529411764703,0.17647058823529413,O3,de-protonated,0,-9999,C17 H32 O3,17,32,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999
206,284.194797,284.1948759902143,284.1948377634691,5681126,-9999,670290.6,92.38,-1,0.1345089359581045,0.9967224945122956,0.9797216898440828,0.9899221726450104,3,1.8666666666666667,0.26666666666666666,13C1 O4,de-protonated,1,202,C15 H28 O4 13C1,15,28,4,-9999,-9999,-9999,1,-9999,-9999,-9999
207,285.061543,285.0616215670017,285.06159095545905,856202.2,-9999,500920.1,12.26,-1,0.10738571451999,0.9979097772575952,0,0.5987458663545571,6,1.1666666666666667,0.6666666666666666,O8,de-protonated,0,-9999,C12 H14 O8,12,14,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999
208,285.097953,285.09803154922355,285.0979764648091,1783374.4,-9999,582610.5,27.66,-1,0.19321222523006035,0.993249235113184,0,0.5959495410679103,5,1.3846153846153846,0.5384615384615384,O7,de-protonated,0,-9999,C13 H18 O7,13,18,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
210,285.126126,285.1262045354673,285.1261197656691,13032530,-9999,483676.1,214.44,-1,0.29730632281733976,0.9572341579851368,0.9601932190923002,0.958417782428002,4,1.6428571428571428,0.2857142857142857,P1 O4,de-protonated,0,-9999,C14 H23 O4 P1,14,23,4,-9999,1,-9999,-9999,-9999,-9999,-9999
211,285.134346,285.13442453145365,285.13436197415905,2870866.5,-9999,643987.9,45.71,-1,0.21939584610106944,0.9913040815735952,0,0.5947824489441571,4,1.5714285714285714,0.42857142857142855,O6,de-protonated,0,-9999,C14 H22 O6,14,22,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
212,285.17069300000003,285.17077151370626,285.17074748350905,1469782.8,-9999,538206.6,22.45,-1,0.0842659965018235,0.9987124064197506,0,0.5992274438518503,3,1.7333333333333334,0.3333333333333333,O5,de-protonated,0,-9999,C15 H26 O5,15,26,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
214,285.207147,285.2072254959066,285.2071329928591,10135643,-9999,533919.5,166.34,-1,0.3243363744535858,0.9760682263802782,0.9967347283392972,0.984334827163886,2,1.875,0.25,O4,de-protonated,0,-9999,C16 H30 O4,16,30,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
215,286.129577,286.12965504550476,286.12947460073906,2694213,-9999,480746.2,42.78,-1,0.6306402580700886,0.9303788248740944,0.9601932190923002,0.9423045825613766,4,1.7692307692307692,0.3076923076923077,13C1 P1 O4,de-protonated,1,210,C13 H23 O4 P1 13C1,13,23,4,-9999,1,-9999,1,-9999,-9999,-9999
215,286.129577,286.12965504550476,286.1296109463591,2694213,-9999,480746.2,42.78,-1,0.15412297078460793,0.9956991630452072,0,0.5974194978271243,4,1.6153846153846154,0.4615384615384616,N1 O6,de-protonated,0,-9999,C13 H21 O6 N1,13,21,6,1,-9999,-9999,-9999,-9999,-9999,-9999
216,286.210525,286.2106030059797,286.21048782792906,1708622.3,-9999,592249.8,26.41,-1,0.4024242839906455,0.9710427715140888,0.9967347283392972,0.9813195542441722,2,2,0.26666666666666666,13C1 O4,de-protonated,1,214,C15 H30 O4 13C1,15,30,4,-9999,-9999,-9999,1,-9999,-9999,-9999
217,287.032426,287.03250360466393,287.0326133020791,1629612.4,-9999,607078,24.89,-1,-0.3821775299089405,0.9738457706601272,0,0.5843074623960762,6,1.181818181818182,0.6363636363636364,P1 O7,de-protonated,0,-9999,C11 H13 O7 P1,11,13,7,-9999,1,-9999,-9999,-9999,-9999,-9999
219,287.077235,287.07731258278466,287.0772410199191,1122225.5,-9999,521012.5,16.53,-1,0.2492808740844414,0.9887879345143488,0,0.5932727607086093,5,1.3333333333333333,0.6666666666666666,O8,de-protonated,0,-9999,C12 H16 O8,12,16,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999
220,287.113653,287.1137305650026,287.1136265292691,1974837.8,-9999,518091.4,30.57,-1,0.3623503863528231,0.976457733002902,0,0.5858746398017411,4,1.5384615384615383,0.5384615384615384,O7,de-protonated,0,-9999,C13 H20 O7,13,20,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
221,287.15007,287.150147547221,287.1500120386191,2489914,-9999,586970.3,39.05,-1,0.4719087454705632,0.9603972914438794,0,0.5762383748663277,3,1.7142857142857142,0.42857142857142855,O6,de-protonated,0,-9999,C14 H24 O6,14,24,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
222,287.18645,287.18652752945746,287.1863975479691,1600062,-9999,723663.6,24.4,-1,0.4526032203992005,0.9635126091050712,0,0.5781075654630426,2,1.8666666666666667,0.3333333333333333,O5,de-protonated,0,-9999,C15 H28 O5,15,28,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
225,287.222806,287.2228835117057,287.2227830573191,4389698,-9999,534758.7,70.33,-1,0.3497437965337218,0.4890247804150836,0.8524773804394659,0.6344058204248365,1,2,0.25,O4,de-protonated,0,-9999,C16 H32 O4,16,32,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
227,289.129388,289.1294645807646,289.12927659372906,1516059.9,-9999,658684.3,23.01,-1,0.6501833288753174,0.9261627347702016,0,0.555697640862121,3,1.6923076923076923,0.5384615384615384,O7,de-protonated,0,-9999,C13 H22 O7,13,22,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
228,289.16573,289.1658065630196,289.1656621030791,1129760.1,-9999,653650.4,16.65,-1,0.4995750167417523,0.9557249737368048,0,0.5734349842420828,2,1.8571428571428572,0.42857142857142855,O6,de-protonated,0,-9999,C14 H26 O6,14,26,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
229,291.051107,291.0511826424324,291.05102627142907,946678.8,-9999,734949.5,13.52,-1,0.5372631918181141,0.94897248114587,0,0.569383488687522,9,0.8571428571428571,0.5,O7,de-protonated,0,-9999,C14 H12 O7,14,12,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
231,291.160299,291.1603745891165,291.16018279947906,854211.3,-9999,496492,12.01,-1,0.6587083288057078,0.9242894679545812,0,0.5545736807727486,6,1.411764705882353,0.2352941176470588,O4,de-protonated,0,-9999,C17 H24 O4,17,24,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
232,291.163139,291.1632145877297,291.1631739802791,1980163.6,-9999,585762,30.39,-1,0.13946630014847405,0.9964768897916412,0,0.5978861338749847,6,1.5625,0.0625,N2 P1 O1,de-protonated,0,-9999,C16 H25 O1 N2 P1,16,25,1,2,1,-9999,-9999,-9999,-9999,-9999
233,291.163684,291.16375958746363,291.1635541027991,7750403.5,-9999,480750.3,124.58,-1,0.705736214757463,0.8883525489618318,0.9971637842230392,0.9318770430663148,1,2,0.2857142857142857,S1 O4,de-protonated,0,-9999,C14 H28 O4 S1,14,28,4,-9999,-9999,1,-9999,-9999,-9999,-9999
234,291.196702,291.1967775713417,291.19656830882906,1145735.4,-9999,566938.2,16.77,-1,0.7186297348372253,0.91055105443139,0,0.546330632658834,5,1.5555555555555556,0.16666666666666666,O3,de-protonated,0,-9999,C18 H28 O3,18,28,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999
236,292.167097,292.16717209751965,292.1669089378691,1202805.9,-9999,544585.3,17.7,-1,0.9007168248953598,0.8631147333505875,0.9971637842230392,0.9167343536995682,1,2.1538461538461537,0.3076923076923077,13C1 S1 O4,de-protonated,1,233,C13 H28 O4 S1 13C1,13,28,4,-9999,-9999,1,1,-9999,-9999,-9999
237,292.982411,292.9824856994202,292.98250973656906,1928658.6,-9999,645830.7,29.55,-1,-0.0820429482203221,0.9987794061945938,0,0.5992676437167562,5,1.375,0.5,N2 S2 P1 O4,de-protonated,0,-9999,C8 H11 O4 N2 P1 S2,8,11,4,2,1,2,-9999,-9999,-9999,-9999
238,292.982642,292.9827166993074,292.98250973656906,2416594.8,-9999,974406.5,37.51,-1,0.7063996363406895,0.9134350777868124,0,0.5480610466720875,5,1.375,0.5,N2 S2 P1 O4,de-protonated,0,-9999,C8 H11 O4 N2 P1 S2,8,11,4,2,1,2,-9999,-9999,-9999,-9999
239,292.983169,292.98324369905004,292.9831611852491,10782675,-9999,519935.7,174.08,-1,0.28163325354690694,0.4928555260271101,0.8524773804394659,0.6367042677920524,14,0.4375,0.125,S1 P1 O2,de-protonated,0,-9999,C16 H7 O2 P1 S1,16,7,2,-9999,1,1,-9999,-9999,-9999,-9999
241,292.986727,292.9868016973127,292.9865324885691,2808275.3,-9999,524041.5,43.9,-1,0.9188434067572032,0.8579647500960067,0,0.514778850057604,9,0.8461538461538461,0.15384615384615383,S2 P1 O2,de-protonated,0,-9999,C13 H11 O2 P1 S2,13,11,2,-9999,1,2,-9999,-9999,-9999,-9999
242,293.066859,293.06693365818614,293.0666763358891,1091292.3,-9999,638545.9,15.88,-1,0.8780332867000077,0.8694569172991204,0,0.5216741503794723,8,1,0.5,O7,de-protonated,0,-9999,C14 H14 O7,14,14,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
243,293.103253,293.1033276404157,293.1030618452391,985312.4,-9999,648300.1,14.15,-1,0.906831798199663,0.8613854288146536,0,0.5168312572887922,7,1.2,0.4,O6,de-protonated,0,-9999,C15 H18 O6,15,18,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999
244,293.11445200000003,293.11452663494754,293.1142952345291,967393.8,-9999,539376.5,13.85,-1,0.7894545650104428,0.8930740230950459,0,0.5358444138570275,7,1.2857142857142858,0.35714285714285715,N2 O5,de-protonated,0,-9999,C14 H18 O5 N2,14,18,5,2,-9999,-9999,-9999,-9999,-9999,-9999
245,293.13961,293.1396846226634,293.1394473545891,861668.6,-9999,570683,12.13,-1,0.809403430587138,0.8879203926254144,0,0.5327522355752486,6,1.375,0.3125,O5,de-protonated,0,-9999,C16 H22 O5,16,22,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999
246,293.169044,293.16911860829146,293.1693081884891,1163240,-9999,525058.2,17.05,-1,-0.6466577241626007,0.92693140782798,0,0.556158844696788,5,1.625,0.0625,N2 S1 O1,de-protonated,0,-9999,C16 H26 O1 N2 S1,16,26,1,2,-9999,1,-9999,-9999,-9999,-9999
