Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,33S,34S
19,239.128976,239.12889886544204,239.12888267055905,1269200.1,-9999,627016.7,20.89,-1,0.067724495709457,0.9991681123378824,0,0.5995008674027295,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
26,253.144817,253.14474599761593,253.14453273501908,3847406.3,-9999,598937.2,66.36,-1,0.8424538920124428,0.879167963426041,0,0.5275007780556246,4,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,-9999,C14 H22 O4,14,22,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52,262.976703,262.9766362992368,262.97681595770905,1329551.6,-9999,382277.4,21.24,-1,-0.6831722849025412,0.9188002611278384,0,0.551280156676703,10,0.4,0.5,N2 S1 O5,de-protonated,0,-9999,C10 H4 O5 N2 S1,10,4,5,2,-9999,1,-9999,-9999,-9999,-9999
53,263.044784,263.04471732902346,263.04471607123907,1263800.5,-9999,384456.9,20.09,-1,0.00478163716498147,0.9999958513560476,0,0.5999975108136285,3,1.8888888888888888,0.1111111111111111,N2 S2 P1 O1,de-protonated,0,-9999,C9 H17 O1 N2 P1 S2,9,17,1,2,1,2,-9999,-9999,-9999,-9999
74,271.119672,271.1196088619272,271.11958128956906,1219388.4,-9999,843939.9,19.06,-1,0.10169814369063147,0.9981251244854136,0,0.5988750746912481,3,1.7142857142857142,0.07142857142857142,S2 O1,de-protonated,0,-9999,C14 H24 O1 S2,14,24,1,-9999,-9999,2,-9999,-9999,-9999,-9999
76,273.098686,273.09862372778025,273.0988458446791,1074849.8,-9999,722154.8,16.45,-1,-0.8133205329114115,0.8868968946195718,0,0.532138136771743,3,1.6923076923076923,0.15384615384615383,S2 O2,de-protonated,0,-9999,C13 H22 O2 S2,13,22,2,-9999,-9999,2,-9999,-9999,-9999,-9999
77,273.13514,273.1350777437295,273.1352313540291,1123526,-9999,496719,17.28,-1,-0.5623965053650808,0.9442253963562008,0,0.5665352378137204,2,1.8571428571428572,0.07142857142857142,S2 O1,de-protonated,0,-9999,C14 H26 O1 S2,14,26,1,-9999,-9999,2,-9999,-9999,-9999,-9999
78,273.135353,273.1352907438227,273.1352313540291,1118502,-9999,487704.6,17.2,-1,0.21743732325199913,0.9914579815958642,0,0.5948747889575184,2,1.8571428571428572,0.07142857142857142,S2 O1,de-protonated,0,-9999,C14 H26 O1 S2,14,26,1,-9999,-9999,2,-9999,-9999,-9999,-9999
80,274.972538,274.97247654762305,274.9725965012191,910198.8,-9999,481758.8,13.62,-1,-0.43623836539746846,0.96605897613698,0,0.5796353856821881,15,0.3125,0.0625,S1 P1 O1,de-protonated,0,-9999,C16 H5 O1 P1 S1,16,5,1,-9999,1,1,-9999,-9999,-9999,-9999
84,277.059411,277.0593504606662,277.0594967558291,1582815.5,-9999,531978.7,25.15,-1,-0.5280279672970687,0.95066803239625,0,0.5704008194377499,4,1.6666666666666667,0.6666666666666666,N2 P1 O6,de-protonated,0,-9999,C9 H15 O6 N2 P1,9,15,6,2,1,-9999,-9999,-9999,-9999,-9999
85,277.060384,277.0603234610919,277.0603661356991,10276320,-9999,640403.2,174.25,-1,-0.1540263870356447,0.665057225891274,0.9252838293532616,0.769147867276069,3,1.9,0.1,N2 S2 P1 O1,de-protonated,0,-9999,C10 H19 O1 N2 P1 S2,10,19,1,2,1,2,-9999,-9999,-9999,-9999
87,278.063766,278.06370590008896,278.0637209707691,1196110,-9999,758645,18.4,-1,-0.05419865668398144,0.666311425016142,0.9252838293532616,0.7699003867509898,3,2.111111111111111,0.1111111111111111,13C1 N2 S2 P1 O1,de-protonated,1,85,C9 H19 O1 N2 P1 S2 13C1,9,19,1,2,1,2,1,-9999,-9999,-9999
87,278.063766,278.06370590008896,278.0638573163891,1196110,-9999,758645,18.4,-1,-0.544537868347298,0.9476183569544454,0,0.5685710141726672,3,1.8888888888888888,0.3333333333333333,N3 S2 O3,de-protonated,0,-9999,C9 H17 O3 N3 S2,9,17,3,3,-9999,2,-9999,-9999,-9999,-9999
88,278.064154,278.0640939002587,278.0638573163891,1351502,-9999,601134.1,21.04,-1,0.8508256767958711,0.8769094952005996,0,0.5261456971203597,3,1.8888888888888888,0.3333333333333333,N3 S2 O3,de-protonated,0,-9999,C9 H17 O3 N3 S2,9,17,3,3,-9999,2,-9999,-9999,-9999,-9999
90,279.039682,279.0396223270692,279.0396306908091,1867448.6,-9999,529962.4,29.83,-1,-0.02997330472204985,0.9998369999683484,0,0.5999021999810089,3,1.8888888888888888,0.2222222222222222,N2 S2 P1 O2,de-protonated,0,-9999,C9 H17 O2 N2 P1 S2,9,17,2,2,1,2,-9999,-9999,-9999,-9999
92,279.057504,279.0574443348666,279.0573887555491,3583674.5,-9999,631172,59.07,-1,0.1991680555958402,0.9928281503898926,0,0.5956968902339356,3,1.8888888888888888,0.4444444444444444,N2 S1 P1 O4,de-protonated,0,-9999,C9 H17 O4 N2 P1 S1,9,17,4,2,1,1,-9999,-9999,-9999,-9999
93,279.057877,279.0578173350298,279.0580402042291,4091066.5,-9999,534791.7,67.71,-1,-0.7986481919661754,0.44535559888425674,0.8446892076502734,0.6050890423906634,12,0.7647058823529411,0.1176470588235294,P1 O2,de-protonated,0,-9999,C17 H13 O2 P1,17,13,2,-9999,1,-9999,-9999,-9999,-9999,-9999
96,281.104247,281.10418823035224,281.1039312251091,933655.6,-9999,700510,13.92,-1,0.9142712520470464,0.859270512302839,0,0.5155623073817034,5,1.4666666666666666,0.06666666666666667,S2 O1,de-protonated,0,-9999,C15 H22 O1 S2,15,22,1,-9999,-9999,2,-9999,-9999,-9999,-9999
96,281.104247,281.10418823035224,281.10439925575906,933655.6,-9999,700510,13.92,-1,-0.750701189258334,0.9027985681347346,0,0.5416791408808407,11,0.9333333333333332,0.13333333333333333,N4 O2,de-protonated,0,-9999,C15 H14 O2 N4,15,14,2,4,-9999,-9999,-9999,-9999,-9999,-9999
98,281.140592,281.1405332462538,281.1407847651091,943323.5,-9999,508554.7,14.08,-1,-0.8946366693240179,0.8648259980652503,0,0.5188955988391502,10,1.125,0.0625,N4 O1,de-protonated,0,-9999,C16 H18 O1 N4,16,18,1,4,-9999,-9999,-9999,-9999,-9999,-9999
103,283.119526,283.1194681120718,283.11958128956906,1056750.6,-9999,627086.9,15.9,-1,-0.3997515705329436,0.9714206034400702,0,0.5828523620640421,4,1.6,0.06666666666666667,S2 O1,de-protonated,0,-9999,C15 H24 O1 S2,15,24,1,-9999,-9999,2,-9999,-9999,-9999,-9999
