Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,33S,34S
18,251.078126,251.078134867463,251.07811039978907,1710687.4,-9999,418519.5,28.23,-1,0.09745044639506392,0.9982783400700356,0,0.5989670040420213,1,2,0.3,S2 O3,de-protonated,0,-9999,C10 H20 O3 S2,10,20,3,-9999,-9999,2,-9999,N/A,-9999,-9999
21,253.144664,253.14467241210428,253.14453273501908,854035.1,-9999,769236.9,13.08,-1,0.5517681290290266,0.9462564082190704,0,0.5677538449314422,4,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,-9999,C14 H22 O4,14,22,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
24,255.061328,255.0613359897701,255.0614115075491,3106600,-9999,651131.1,52.65,-1,-0.29607684895713793,0.9842197692792366,0,0.5905318615675419,5,1.4166666666666667,0.16666666666666666,S1 P1 O2,de-protonated,0,-9999,C12 H17 O2 P1 S1,12,17,2,-9999,1,1,-9999,N/A,-9999,-9999
31,257.102876,257.1028835399179,257.1030618452391,1235433.4,-9999,586762.7,19.72,-1,-0.6935169107109431,0.916429080572934,0,0.5498574483437604,4,1.5,0.5,O6,de-protonated,0,-9999,C12 H18 O6,12,18,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
34,257.175651,257.1756585238821,257.1758328639391,840436.6,-9999,1106726.7,12.68,-1,-0.6779021771735598,0.9199968886064346,0,0.5519981331638607,2,1.8571428571428572,0.2857142857142857,O4,de-protonated,0,-9999,C14 H26 O4,14,26,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
35,258.14575,258.1457573101221,258.1459297160791,818698.3,-9999,678523.7,12.3,-1,-0.6678623875622787,0.922255109139775,0,0.553353065483865,3,1.9090909090909092,0.3636363636363637,N3 O4,de-protonated,0,-9999,C11 H21 O4 N3,11,21,4,3,-9999,-9999,-9999,N/A,-9999,-9999
36,259.11847,259.11847709578467,259.1187119096991,982270.3,-9999,481009,15.16,-1,-0.9062020749976042,0.8615638933591575,0,0.5169383360154944,3,1.6666666666666667,0.5,O6,de-protonated,0,-9999,C12 H20 O6,12,20,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
38,262.975718,262.9757242458455,262.9759678045391,1498133.3,-9999,473185.2,23.98,-1,-0.9261633129533182,0.85586486888651,0,0.513518921331906,9,0.75,0.08333333333333333,S2 P1 O1,de-protonated,0,-9999,C12 H9 O1 P1 S2,12,9,1,-9999,1,2,-9999,N/A,-9999,-9999
40,263.043818,263.0438242308398,263.0438466913691,3070431,-9999,535267.3,51.24,-1,-0.0853870165629632,0.9986779427324268,0,0.599206765639456,4,1.625,0.75,N2 P1 O6,de-protonated,0,-9999,C8 H13 O6 N2 P1,8,13,6,2,1,-9999,-9999,N/A,-9999,-9999
41,263.128614,263.12862021215517,263.12888267055905,1017707.1,-9999,784539.5,15.65,-1,-0.99745189968326,0.8348316714643251,0,0.500899002878595,6,1.3333333333333333,0.26666666666666666,O4,de-protonated,0,-9999,C15 H20 O4,15,20,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
42,263.139905,263.13991120966716,263.14011605984905,1461804.8,-9999,461850.5,23.35,-1,-0.7784832847039512,0.895865958753129,0,0.5375195752518774,6,1.4285714285714286,0.21428571428571427,N2 O3,de-protonated,0,-9999,C14 H20 O3 N2,14,20,3,2,-9999,-9999,-9999,N/A,-9999,-9999
43,265.040968,265.04097379077064,265.0407363694891,987448.8,-9999,493346.6,15.01,-1,0.8957916613351145,0.8645015561097219,0,0.5187009336658331,17,0.3333333333333333,0.05555555555555555,N2 O1,de-protonated,0,-9999,C18 H6 O1 N2,18,6,1,2,-9999,-9999,-9999,N/A,-9999,-9999
44,265.057595,265.0576007871069,265.0573749548991,892155.1,-9999,591840.9,13.37,-1,0.8520125418637486,0.8765879783723295,0,0.5259527870233976,2,1.8,0.4,S2 O4,de-protonated,0,-9999,C10 H18 O4 S2,10,18,4,-9999,-9999,2,-9999,N/A,-9999,-9999
44,265.057595,265.0576007871069,265.05784298554903,892155.1,-9999,591840.9,13.37,-1,-0.913756934801888,0.8594171125680401,0,0.515650267540824,8,1,0.5,N4 O5,de-protonated,0,-9999,C10 H10 O5 N4,10,10,5,4,-9999,-9999,-9999,N/A,-9999,-9999
46,265.108182,265.1081877759601,265.1081472256691,858882.2,-9999,754109.8,12.79,-1,0.15295754376813506,0.9957638227045816,0,0.597458293622749,6,1.2857142857142858,0.35714285714285715,O5,de-protonated,0,-9999,C14 H18 O5,14,18,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
47,265.119227,265.1192327735264,265.1193806149591,832259.8,-9999,673896.5,12.34,-1,-0.5576409855424524,0.9451383946019796,0,0.5670830367611877,6,1.3846153846153846,0.3076923076923077,N2 O4,de-protonated,0,-9999,C13 H18 O4 N2,13,18,4,2,-9999,-9999,-9999,N/A,-9999,-9999
48,265.132253,265.1322587706561,265.1322677745291,835077.5,-9999,551409.8,12.39,-1,-0.03395992905427204,0.9997907613365298,0,0.5998744568019179,1,2.3,0.4,N2 P1 O4,de-protonated,0,-9999,C10 H23 O4 N2 P1,10,23,4,2,1,-9999,-9999,N/A,-9999,-9999
49,265.14438,265.144385767984,265.1445327350191,1379463.3,-9999,647900.6,21.75,-1,-0.5542902717664485,0.9457775571385236,0,0.5674665342831142,5,1.4666666666666666,0.26666666666666666,O4,de-protonated,0,-9999,C15 H22 O4,15,22,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
51,265.147798,265.1478037672308,265.14790403833905,2519239.8,-9999,366447,41.37,-1,-0.3781704728216503,0.974384290863396,0,0.5846305745180376,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999,N/A,-9999,-9999
52,265.180717,265.1807227599772,265.1809182443691,1030796.3,-9999,556016.6,15.75,-1,-0.7371736744461532,0.906101673227401,0,0.5436610039364406,4,1.625,0.1875,O3,de-protonated,0,-9999,C16 H26 O3,16,26,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999
53,266.088885,266.0888905598636,266.0890094364491,953417.8,-9999,809312.4,14.42,-1,-0.44675496265969594,0.964432587607326,0,0.5786595525643956,1,2.1,0.3,N1 S2 O3,de-protonated,0,-9999,C10 H21 O3 N1 S2,10,21,3,1,-9999,2,-9999,N/A,-9999,-9999
55,267.073441,267.0734463429181,267.07349305000906,1537104.3,-9999,479275.7,24.46,-1,-0.1748847871053807,0.994465818718622,0,0.5966794912311733,7,1.2,0.5,N4 O5,de-protonated,0,-9999,C10 H12 O5 N4,10,12,5,4,-9999,-9999,-9999,N/A,-9999,-9999
56,267.087241,267.0872463398773,267.08741178077906,1165970.1,-9999,484661.6,18.08,-1,-0.6194260547520337,0.9327483841884096,0,0.5596490305130458,6,1.2307692307692308,0.4615384615384616,O6,de-protonated,0,-9999,C13 H16 O6,13,16,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
57,267.123638,267.1236433318573,267.12379729012906,1219607.1,-9999,485520.4,19,-1,-0.5763555075539708,0.9415059100537004,0,0.5649035460322203,5,1.4285714285714286,0.35714285714285715,O5,de-protonated,0,-9999,C14 H20 O5,14,20,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
58,267.160066,267.1600713238304,267.16018279947906,5858332,-9999,438420.9,98.83,-1,-0.4172614628117704,0.9836335001416348,0.9917968607561848,0.9868988443874548,4,1.6,0.26666666666666666,O4,de-protonated,0,-9999,C15 H24 O4,15,24,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
59,268.163558,268.1635631027124,268.1635376345491,1015971.4,-9999,736824.2,15.49,-1,0.09497250642503303,0.9983647118598824,0.9917968607561848,0.9957375714184034,4,1.7142857142857142,0.2857142857142857,13C1 O4,de-protonated,1,58,C14 H24 O4 13C1,14,24,4,-9999,-9999,-9999,1,N/A,-9999,-9999
