Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,17O,18O,33S,34S
56,245.048495,245.04852488140665,245.0485381486291,1035290.7,-9999,707479.5,16.4,-1,-0.05414120227402289,0.9994682663689888,0,0.5996809598213931,9,0.9166666666666666,0.16666666666666666,N2 P1 O2,de-protonated,0,-9999,C12 H11 O2 N2 P1,12,11,2,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
63,251.078224,251.0782550172727,251.07811039978907,1901399,-9999,769144.5,31.51,-1,0.5759860284571319,0.9415786486212452,0,0.564947189172747,1,2,0.3,S2 O3,de-protonated,0,-9999,C10 H20 O3 S2,10,20,3,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999
69,255.061473,255.06150476762775,255.0614115075491,13354086,-9999,534327.4,232.26,-1,0.3656377422657784,0.932305523886458,0.9780629927523742,0.9506085114328244,5,1.4166666666666667,0.16666666666666666,S1 P1 O2,de-protonated,0,-9999,C12 H17 O2 P1 S1,12,17,2,-9999,1,1,-9999,-9999,-9999,-9999,-9999,-9999
70,255.061599,255.06163076765148,255.0614115075491,13755494,-9999,1039792,239.3,-1,0.8596365129223013,0.8815460304033385,0.9755961844860288,0.9191660920364146,5,1.4166666666666667,0.16666666666666666,S1 P1 O2,de-protonated,0,-9999,C12 H17 O2 P1 S1,12,17,2,-9999,1,1,-9999,-9999,-9999,-9999,-9999,-9999
73,255.063796,255.06382776806535,255.0639134309991,2607846,-9999,364918.9,43.75,-1,-0.3358488960265576,0.9797416050565226,0,0.5878449630339135,1,2.125,0.875,P1 O7,de-protonated,0,-9999,C8 H17 O7 P1,8,17,7,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
75,255.123516,255.1235477793153,255.12379729012903,2200943.5,-9999,755659.6,36.61,-1,-0.9779989810920842,0.8406730956656419,0,0.5044038573993851,4,1.5384615384615383,0.38461538461538464,O5,de-protonated,0,-9999,C13 H20 O5,13,20,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
77,255.159897,255.15992878616865,255.16018279947903,6504565.5,-9999,762333.1,112.11,-1,-0.995505284766822,0.8350379641860497,0.9982081308298236,0.9003060308435593,3,1.7142857142857142,0.2857142857142857,O4,de-protonated,0,-9999,C14 H24 O4,14,24,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
78,255.196307,255.19633879302745,255.19656830882903,2830715.3,-9999,701806.5,47.66,-1,-0.8993686832381038,0.8634948760403135,0,0.5180969256241881,2,1.8666666666666667,0.2,O3,de-protonated,0,-9999,C15 H28 O3,15,28,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
80,256.064865,256.06489695664436,256.0647663426191,1335487,-9999,502892.3,21.43,-1,0.8068819560474433,0.888577234872641,0.9780629927523742,0.9243715380245344,5,1.5454545454545454,0.18181818181818185,13C1 S1 P1 O2,de-protonated,1,69,C11 H17 O2 P1 S1 13C1,11,17,2,-9999,1,1,1,-9999,-9999,-9999,-9999,-9999
80,256.064865,256.06489695664436,256.0647663426191,1335487,-9999,502892.3,21.43,-1,0.8068819560474433,0.888577234872641,0.9755961844860288,0.9233848147179962,5,1.5454545454545454,0.18181818181818185,13C1 S1 P1 O2,de-protonated,1,70,C11 H17 O2 P1 S1 13C1,11,17,2,-9999,1,1,1,-9999,-9999,-9999,-9999,-9999
