Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,33S,34S
47,251.077345,251.07739277544565,251.0772410199191,5006818.5,-9999,745255.4,86.02,-1,0.6044176921128741,0.9358622617885918,0,0.5615173570731551,2,1.7777777777777777,0.8888888888888888,O8,de-protonated,0,-9999,C9 H16 O8,9,16,8,-9999,-9999,-9999,-9999,-9999,-9999,N/A,-9999
60,256.06449,256.06453596205455,256.0645225657191,1275765.4,-9999,713370.4,20.32,-1,0.0523162495974132,0.999503500062051,0,0.5997021000372306,10,0.9230769230769232,0.07692307692307693,N3 P1 O1,de-protonated,0,-9999,C13 H12 O1 N3 P1,13,12,1,3,1,-9999,-9999,-9999,-9999,N/A,-9999
64,257.113184,257.1132295807357,257.1134470813591,1232149.1,-9999,696089.4,19.56,-1,-0.8459325089107704,0.8782315389893692,0,0.5269389233936215,3,1.7692307692307692,0.07692307692307693,S1 P1 O1,de-protonated,0,-9999,C13 H23 O1 P1 S1,13,23,1,-9999,1,1,-9999,-9999,-9999,N/A,-9999
72,259.128877,259.1289218478034,259.1290971458191,3542977.8,-9999,718776.7,59.53,-1,-0.676489123237347,0.9203164236472132,0,0.5521898541883279,2,1.9230769230769231,0.07692307692307693,S1 P1 O1,de-protonated,0,-9999,C13 H25 O1 P1 S1,13,25,1,-9999,1,1,-9999,-9999,-9999,N/A,-9999
75,262.975027,262.97507044929296,262.97509842466906,2281959.3,-9999,721845.7,37.34,-1,-0.10638032371431728,0.9979486931677244,0,0.5987692159006347,10,0.4545454545454546,0.5454545454545454,P1 O6,de-protonated,0,-9999,C11 H5 O6 P1,11,5,6,-9999,1,-9999,-9999,-9999,-9999,N/A,-9999
77,263.127919,263.1279623936995,263.1278510993591,1775100.4,-9999,656948.3,28.6,-1,0.42296678186892434,0.9680598810553408,0,0.5808359286332045,2,2.3333333333333335,0.3333333333333333,N4 P1 O3,de-protonated,0,-9999,C9 H21 O3 N4 P1,9,21,3,4,1,-9999,-9999,-9999,-9999,N/A,-9999
81,263.16429,263.16433338047443,263.1642366087091,1091457.5,-9999,780753.1,16.82,-1,0.3677238465365411,0.9757629106666638,0,0.5854577463999983,1,2.5,0.2,N4 P1 O2,de-protonated,0,-9999,C10 H25 O2 N4 P1,10,25,2,4,1,-9999,-9999,-9999,-9999,N/A,-9999
84,265.040105,265.0401476984036,265.0400849208091,1185026.3,-9999,666984.7,18.29,-1,0.23686075457769487,0.9898718202376348,0,0.5939230921425809,8,1,0.3,N4 S1 O3,de-protonated,0,-9999,C10 H10 O3 N4 S1,10,10,3,4,-9999,1,-9999,-9999,-9999,N/A,-9999
85,265.056901,265.05694369229633,265.0569948323791,1593732.5,-9999,661457.8,25.27,-1,-0.19293994779747525,0.993268184115119,0,0.5959609104690714,7,1.25,0.08333333333333333,N2 S1 P1 O1,de-protonated,0,-9999,C12 H15 O1 N2 P1 S1,12,15,1,2,1,1,-9999,-9999,-9999,N/A,-9999
88,265.14119,265.1412326616478,265.1413793628891,1580687.9,-9999,453033.4,25.05,-1,-0.5532944033798154,0.9459668634864092,0,0.5675801180918455,0,2.363636363636364,0.09090909090909093,N2 S2 O1,de-protonated,0,-9999,C11 H26 O1 N2 S2,11,26,1,2,-9999,2,-9999,-9999,-9999,N/A,-9999
90,265.144622,265.1446646603999,265.1445327350191,2999312.3,-9999,750815.1,49.3,-1,0.4975602530377146,0.956073426664758,0,0.5736440559988547,5,1.4666666666666666,0.26666666666666666,O4,de-protonated,0,-9999,C15 H22 O4,15,22,4,-9999,-9999,-9999,-9999,-9999,-9999,N/A,-9999
96,266.088005,266.0880473173735,266.0881400565791,1084814.9,-9999,761215.1,16.57,-1,-0.34852814412244504,0.978200215342331,0,0.5869201292053986,2,1.8888888888888888,0.8888888888888888,N1 O8,de-protonated,0,-9999,C9 H17 O8 N1,9,17,8,1,-9999,-9999,-9999,-9999,-9999,N/A,-9999
102,267.072597,267.0726389593629,267.0726448968391,3178513.5,-9999,705793.1,52.36,-1,-0.0222316898289502,0.9999103233649532,0,0.599946194018972,6,1.4166666666666667,0.08333333333333333,N2 S1 P1 O1,de-protonated,0,-9999,C12 H17 O1 N2 P1 S1,12,17,1,2,1,1,-9999,-9999,-9999,N/A,-9999
103,267.086485,267.08652695431306,267.0863802095791,1331219.3,-9999,742549.5,20.78,-1,0.5494279934928122,0.9466989659029452,0,0.5680193795417672,2,2.4285714285714284,0.7142857142857143,N4 P1 O5,de-protonated,0,-9999,C7 H17 O5 N4 P1,7,17,5,4,1,-9999,-9999,-9999,-9999,N/A,-9999
128,273.108443,273.10848276465043,273.1083617009291,1078800.4,-9999,685291.2,16.19,-1,0.44328090353436345,0.9649738305586286,0,0.5789842983351772,3,1.7692307692307692,0.15384615384615383,S1 P1 O2,de-protonated,0,-9999,C13 H23 O2 P1 S1,13,23,2,-9999,1,1,-9999,-9999,-9999,N/A,-9999
133,275.095189,275.0952280422436,275.0954883420091,1133570.1,-9999,723258.5,17.11,-1,-0.9462160469049012,0.8500539081732538,0,0.5100323449039522,8,1.2142857142857142,0.14285714285714285,N2 P1 O2,de-protonated,0,-9999,C14 H17 O2 N2 P1,14,17,2,2,1,-9999,-9999,-9999,-9999,N/A,-9999
137,277.056463,277.05650132909875,277.0565055750291,1299692.5,-9999,656985.2,19.9,-1,-0.01532514228875141,0.99995738587205,0,0.5999744315232299,4,1.4,0.9,O9,de-protonated,0,-9999,C10 H14 O9,10,14,9,-9999,-9999,-9999,-9999,-9999,-9999,N/A,-9999
138,277.056958,277.0569963289188,277.0569948323791,1450220.5,-9999,810713.8,22.43,-1,0.00540155902159606,0.9999947059147496,0,0.5999968235488498,8,1.1538461538461535,0.07692307692307693,N2 S1 P1 O1,de-protonated,0,-9999,C13 H15 O1 N2 P1 S1,13,15,1,2,1,1,-9999,-9999,-9999,N/A,-9999
142,277.110837,277.11087530932764,277.1111384064691,1443570.9,-9999,696941.3,22.32,-1,-0.9494282436817476,0.8491152242333203,0,0.5094691345399922,7,1.3571428571428572,0.14285714285714285,N2 P1 O2,de-protonated,0,-9999,C14 H19 O2 N2 P1,14,19,2,2,1,-9999,-9999,-9999,-9999,N/A,-9999
147,278.062378,278.0624159633349,278.0621397833491,3403875,-9999,710371.8,54.82,-1,0.9932311749406872,0.8361053886076607,0,0.5016632331645964,3,1.8,0.4,N1 S1 P1 O4,de-protonated,0,-9999,C10 H18 O4 N1 P1 S1,10,18,4,1,1,1,-9999,-9999,-9999,N/A,-9999
150,279.055491,279.05552860222605,279.0557349852691,1824599.4,-9999,632306.9,28.48,-1,-0.7395764257459219,0.9055184876264284,0,0.543311092575857,8,1.0909090909090908,0.2727272727272727,N4 S1 O3,de-protonated,0,-9999,C11 H12 O3 N4 S1,11,12,3,4,-9999,1,-9999,-9999,-9999,N/A,-9999
151,279.056109,279.0561466020013,279.05638643394906,9664727,-9999,674720.9,159.23,-1,-0.8594390216354306,0.8591424859438447,0.9239197277013922,0.8850533826468636,17,0.42105263157894735,0.05263157894736842,N2 O1,de-protonated,0,-9999,C19 H8 O1 N2,19,8,1,2,-9999,-9999,-9999,-9999,-9999,N/A,-9999
152,279.098002,279.0980395867685,279.0977970168991,2537948.3,-9999,683378.5,40.37,-1,0.8691214046768218,0.8719168108792369,0,0.5231500865275421,6,1.4,0.06666666666666667,S1 P1 O1,de-protonated,0,-9999,C15 H21 O1 P1 S1,15,21,1,-9999,1,1,-9999,-9999,-9999,N/A,-9999
154,279.126525,279.12656257639713,279.1267884709291,1146975.6,-9999,739405.5,17.18,-1,-0.8092900477843137,0.8879499623238607,0,0.5327699773943164,6,1.5,0.14285714285714285,N2 P1 O2,de-protonated,0,-9999,C14 H21 O2 N2 P1,14,21,2,2,1,-9999,-9999,-9999,-9999,N/A,-9999
156,279.162898,279.1629355631714,279.1631739802791,1398243.9,-9999,743573.3,21.37,-1,-0.8540421156212665,0.8760374107136978,0,0.5256224464282186,5,1.6666666666666667,0.06666666666666667,N2 P1 O1,de-protonated,0,-9999,C15 H25 O1 N2 P1,15,25,1,2,1,-9999,-9999,-9999,-9999,N/A,-9999
157,280.059433,280.0594702371796,280.0597412690191,1007307.9,-9999,817857.1,14.85,-1,-0.9677643716425524,0.8437162721944235,0.9239197277013922,0.8757976543972109,17,0.4444444444444444,0.05555555555555555,13C1 N2 O1,de-protonated,1,151,C18 H8 O1 N2 13C1,18,8,1,2,-9999,-9999,1,-9999,-9999,N/A,-9999
158,280.068139,280.06817623401395,280.06827399155907,1422413,-9999,640344.3,21.77,-1,-0.34904897911838867,0.9781357302012356,0,0.5868814381207412,2,1.9,0.4,N1 S2 O4,de-protonated,0,-9999,C10 H19 O4 N1 S2,10,19,4,1,-9999,2,-9999,-9999,-9999,N/A,-9999
164,282.083855,282.0838915010733,282.0839240560191,2680884.8,-9999,680116.1,42.39,-1,-0.11540872418994248,0.9975861714248614,0,0.5985517028549168,1,2.1,0.4,N1 S2 O4,de-protonated,0,-9999,C10 H21 O4 N1 S2,10,21,4,1,-9999,2,-9999,-9999,-9999,N/A,-9999
189,287.054872,287.0549066935465,287.0550800806591,2436454,-9999,711624,38,-1,-0.6040203591563683,0.9359438004659548,0,0.5615662802795728,6,1.4444444444444444,0.5555555555555556,N4 P1 O5,de-protonated,0,-9999,C9 H13 O5 N4 P1,9,13,5,4,1,-9999,-9999,-9999,-9999,N/A,-9999
200,289.111173,289.1112069458486,289.1111384064691,879179.3,-9999,646187,12.47,-1,0.23706931495041217,0.989854067106818,0,0.5939124402640907,8,1.2666666666666666,0.13333333333333333,N2 P1 O2,de-protonated,0,-9999,C15 H19 O2 N2 P1,15,19,2,2,1,-9999,-9999,-9999,-9999,N/A,-9999
201,289.120861,289.1208949423259,289.12103438523906,2537036.5,-9999,619410,39.64,-1,-0.482299440658046,0.9586710485686922,0,0.5752026291412153,3,1.7692307692307692,0.38461538461538464,P1 O5,de-protonated,0,-9999,C13 H23 O5 P1,13,23,5,-9999,1,-9999,-9999,-9999,-9999,N/A,-9999
205,291.038557,291.0385902450266,291.0387613109391,1134497.5,-9999,621896.3,16.5,-1,-0.5877770771760896,0.939237187776188,0,0.5635423126657129,5,1.4444444444444444,0.7777777777777778,N2 P1 O7,de-protonated,0,-9999,C9 H13 O7 N2 P1,9,13,7,2,1,-9999,-9999,-9999,-9999,N/A,-9999
