Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,33S,34S
0,235.060113,235.060106976222,235.06016546108907,775984.6,-9999,862164.8,12.01,-1,-0.24880807417060655,0.988830186834302,0,0.5932981121005811,3,2.1666666666666665,0.6666666666666666,N4 P1 O4,de-protonated,0,-9999,C6 H13 O4 N4 P1,6,13,4,4,1,-9999,-9999,-9999,-9999,-9999
17,249.039625,249.03961234975264,249.03943001619908,973055.6,-9999,776790.7,15.29,-1,0.7321473292630791,0.9073167137987528,0,0.5443900282792518,4,1.8333333333333333,0.8333333333333334,N4 P1 O5,de-protonated,0,-9999,C6 H11 O5 N4 P1,6,11,5,4,1,-9999,-9999,-9999,-9999,-9999
28,255.061495,255.06147949530848,255.0614115075491,3615781.5,-9999,619675.6,61.73,-1,0.26655447001413124,0.9871905855322308,0,0.5923143513193385,5,1.4166666666666667,0.16666666666666666,S1 P1 O2,de-protonated,0,-9999,C12 H17 O2 P1 S1,12,17,2,-9999,1,1,-9999,-9999,-9999,-9999
38,259.129275,259.1292575671282,259.1290971458191,1318132.4,-9999,727135.4,21.08,-1,0.6190787173534743,0.9328211930959638,0,0.5596927158575783,2,1.9230769230769231,0.07692307692307693,S1 P1 O1,de-protonated,0,-9999,C13 H25 O1 P1 S1,13,25,1,-9999,1,1,-9999,-9999,-9999,-9999
48,265.147364,265.1473437144762,265.1475239158191,2943898,-9999,595255.1,48.86,-1,-0.679626723252208,0.9196061630355874,0,0.5517636978213524,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,-9999,-9999,-9999
49,266.088918,266.0888972681675,266.0890094364491,1488401.3,-9999,611644.9,23.72,-1,-0.4215442111900135,0.9682709296900888,0,0.5809625578140533,1,2.1,0.3,N1 S2 O3,de-protonated,0,-9999,C10 H21 O3 N1 S2,10,21,3,1,-9999,2,-9999,-9999,-9999,-9999
72,275.019322,275.0192970350406,275.01956395117907,1295669.3,-9999,631148.5,20.08,-1,-0.9705350943862328,0.8428944977844456,0,0.5057366986706673,5,1.625,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H13 O1 N4 P1 S2,8,13,1,4,1,2,-9999,-9999,-9999,-9999
76,277.035039,277.0350130795647,277.0352140156391,1806357.9,-9999,549381.2,28.77,-1,-0.7253087847363379,0.9089590598469388,0,0.5453754359081633,4,1.875,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H15 O1 N4 P1 S2,8,15,1,4,1,2,-9999,-9999,-9999,-9999
78,277.059333,277.059307068049,277.0594967558291,6399256.5,-9999,585245.5,106.96,-1,-0.684646374978717,0.918464176968549,0,0.5510785061811294,4,1.6666666666666667,0.6666666666666666,N2 P1 O6,de-protonated,0,-9999,C9 H15 O6 N2 P1,9,15,6,2,1,-9999,-9999,-9999,-9999,-9999
82,279.014377,279.01435014133295,279.0144785707491,1608174.5,-9999,628208.4,25.2,-1,-0.4602966010230853,0.9622855234573744,0,0.5773713140744247,4,1.8571428571428572,0.2857142857142857,N4 S2 P1 O2,de-protonated,0,-9999,C7 H13 O2 N4 P1 S2,7,13,2,4,1,2,-9999,-9999,-9999,-9999
83,279.050729,279.0507021241016,279.0508640800991,2201074.5,-9999,581310.6,35.22,-1,-0.5803816377069704,0.9407106376982336,0,0.5644263826189402,3,2.125,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H17 O1 N4 P1 S2,8,17,1,4,1,2,-9999,-9999,-9999,-9999
84,279.05634,279.0563131214419,279.05638643394906,2068467,-9999,481203.5,32.98,-1,-0.2627157474425046,0.9875545835935796,0,0.5925327501561478,17,0.42105263157894735,0.05263157894736842,N2 O1,de-protonated,0,-9999,C19 H8 O1 N2,19,8,1,2,-9999,-9999,-9999,-9999,-9999,-9999
87,281.030015,281.02998718589447,281.0301286352091,2193223.8,-9999,524034.9,35.08,-1,-0.5033243778053903,0.9550731153640312,0,0.5730438692184187,3,2.142857142857143,0.2857142857142857,N4 S2 P1 O2,de-protonated,0,-9999,C7 H15 O2 N4 P1 S2,7,15,2,4,1,2,-9999,-9999,-9999,-9999
88,281.066431,281.0664031686328,281.0666763358891,2524107.5,-9999,532107.9,40.67,-1,-0.9718948537657416,0.8424906381830932,0,0.5054943829098559,7,1.0769230769230769,0.5384615384615384,O7,de-protonated,0,-9999,C13 H14 O7,13,14,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
88,281.066431,281.0664031686328,281.06651414455905,2524107.5,-9999,532107.9,40.67,-1,-0.3948386615367841,0.9721089337620228,0,0.5832653602572138,2,2.375,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H19 O1 N4 P1 S2,8,19,1,4,1,2,-9999,-9999,-9999,-9999
91,281.175628,281.17560011687203,281.1758328639391,861271.3,-9999,568184.3,12.58,-1,-0.8277634129813778,0.8830908137161211,0,0.5298544882296726,4,1.625,0.25,O4,de-protonated,0,-9999,C16 H26 O4,16,26,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999
92,282.084115,282.0840866862374,282.0839240560191,1029816.1,-9999,613816.2,15.31,-1,0.5765313243456791,0.9414712829695862,0,0.5648827697817517,1,2.1,0.4,N1 S2 O4,de-protonated,0,-9999,C10 H21 O4 N1 S2,10,21,4,1,-9999,2,-9999,-9999,-9999,-9999
